,FSTL3 (10272)
ACH-000004,0.3232981677736896
ACH-000005,0.027771028755254282
ACH-000007,0.2524229775125796
ACH-000009,0.14503808813936828
ACH-000011,0.1797910953482635
ACH-000012,0.14749704563181934
ACH-000013,0.13941771000790326
ACH-000014,0.04237528384341523
ACH-000015,0.04086407947607525
ACH-000017,0.05680101530329031
ACH-000018,-0.01215276106561992
ACH-000019,0.09015997011799304
ACH-000021,0.02320403366347273
ACH-000022,0.12256276982408112
ACH-000025,0.11870712973679358
ACH-000028,-0.0006885946201001303
ACH-000030,0.047146886424855726
ACH-000035,-0.047363160969488734
ACH-000036,0.06580118916958247
ACH-000037,0.13651308552487698
ACH-000039,-0.09422484574420777
ACH-000040,0.09054448440288224
ACH-000041,0.08826540098476061
ACH-000042,0.11349536246066268
ACH-000045,-0.052228402314317725
ACH-000047,0.0932180815628522
ACH-000052,0.10645072677886913
ACH-000053,0.1377884485777519
ACH-000054,0.044439906024710214
ACH-000055,0.197668308910162
ACH-000060,0.03094678298150573
ACH-000067,0.09508005675098208
ACH-000070,-0.06550269974659077
ACH-000075,0.06259944746843847
ACH-000078,0.1974420039250002
ACH-000082,0.08396506682248213
ACH-000085,0.2734242233403869
ACH-000086,0.1152936719935022
ACH-000087,0.017727177698101795
ACH-000092,0.11696577105513545
ACH-000095,-0.0419106693469543
ACH-000097,0.10240485399989953
ACH-000098,-0.00656471660123775
ACH-000099,0.10863398664687686
ACH-000108,0.15562214823904538
ACH-000113,-0.009420564865692805
ACH-000116,0.1840794377705107
ACH-000118,0.16339042998205405
ACH-000120,0.05795786520742802
ACH-000123,0.028753094008102293
ACH-000127,0.05864599348559429
ACH-000128,0.04277247744594587
ACH-000132,-0.01664189829282874
ACH-000133,0.1819518297165512
ACH-000137,-0.05666402514772403
ACH-000138,0.013026155685284023
ACH-000142,0.062393137968162676
ACH-000143,0.3046294316766443
ACH-000146,0.017747939122870825
ACH-000148,0.11859232000528708
ACH-000150,-0.007826876615150961
ACH-000152,0.11611417345150647
ACH-000153,0.16241002170415147
ACH-000159,0.056515130399196034
ACH-000160,0.13477499516255853
ACH-000163,0.2371630532525855
ACH-000167,0.2733642990700889
ACH-000168,0.1704043830976585
ACH-000169,0.016808848797234082
ACH-000178,0.12559828701428394
ACH-000183,0.031678616606634236
ACH-000188,0.05230825602119234
ACH-000189,0.29464600237768385
ACH-000190,0.06455970449957235
ACH-000198,0.14711669517095666
ACH-000203,0.2634330538267214
ACH-000204,0.08057555547796101
ACH-000206,-0.21720357873193488
ACH-000207,0.060899971882557614
ACH-000208,0.16621051323194458
ACH-000210,0.41865856528577855
ACH-000211,0.10999674954611158
ACH-000215,-0.034095819789953304
ACH-000221,0.2131309127401476
ACH-000222,0.002723011602334614
ACH-000223,0.06760696649084194
ACH-000226,-0.04867596014777628
ACH-000227,0.1362195691782478
ACH-000228,-0.035746833815505134
ACH-000231,0.05341262744142973
ACH-000232,0.10976643141505127
ACH-000233,0.15688181789510913
ACH-000234,0.02036542307597599
ACH-000235,0.038565082778296435
ACH-000237,0.04608127864488888
ACH-000238,0.2332195763111577
ACH-000242,0.3125080259121949
ACH-000243,0.11468465734791658
ACH-000244,0.287338162854385
ACH-000246,0.043844430134825516
ACH-000248,0.1510609624726613
ACH-000250,0.14214858370870673
ACH-000251,-0.0377564878824173
ACH-000252,-0.15374611044497674
ACH-000253,0.0768007934437143
ACH-000255,0.0255997303912143
ACH-000256,0.06358482748653252
ACH-000257,0.015374242987177437
ACH-000258,0.2611190390248572
ACH-000259,0.10385824723916696
ACH-000260,0.08707820870726822
ACH-000261,0.0958543595066266
ACH-000262,-0.15396806046944594
ACH-000263,0.13100935912766715
ACH-000264,0.10966380422815852
ACH-000265,0.15052783923434315
ACH-000266,0.01715373249337626
ACH-000272,-4.954495518554921e-05
ACH-000274,0.028108507497756827
ACH-000277,0.04427784617501514
ACH-000278,0.14144405486290548
ACH-000279,0.06228562231082065
ACH-000280,0.05281012821128304
ACH-000281,0.17583662360168595
ACH-000288,0.19445469737711932
ACH-000291,0.09836402346727577
ACH-000293,0.10234002260655016
ACH-000294,0.2404009452163309
ACH-000295,0.031161309555123338
ACH-000296,0.21195069303123995
ACH-000302,0.013251701002591484
ACH-000304,0.2279346333873071
ACH-000307,0.06273402827072186
ACH-000308,0.06355604854114487
ACH-000310,0.0983551965629002
ACH-000311,0.17447456020405785
ACH-000312,-0.04188906520299085
ACH-000315,-0.09894232552000427
ACH-000316,0.17873166678580713
ACH-000317,0.06361344399128252
ACH-000318,0.00988091806746892
ACH-000319,0.01387019760778052
ACH-000320,-0.09301591543337788
