,GIMAP6 (474344)
ACH-000004,0.1980615900127495
ACH-000005,0.22166511769420288
ACH-000007,0.22250045403436156
ACH-000009,0.1764639030541412
ACH-000011,0.0523108549862694
ACH-000012,0.15436086497192453
ACH-000013,0.1343457116617945
ACH-000014,-0.11226980318975302
ACH-000015,0.2338081502197091
ACH-000017,0.13196637902878833
ACH-000018,0.2087986582514023
ACH-000019,0.21529727791049505
ACH-000021,0.048225910851832116
ACH-000022,0.1467606402617298
ACH-000025,0.16692045016906046
ACH-000028,0.2201459764337781
ACH-000030,0.0937215144862142
ACH-000035,0.18989830946349465
ACH-000036,0.2498040869876019
ACH-000037,0.09499244435964438
ACH-000039,0.13753066641423115
ACH-000040,-0.04047170440745509
ACH-000041,0.11282989291871155
ACH-000042,0.13052004735757575
ACH-000045,0.16664092738481565
ACH-000047,0.2531301375077829
ACH-000052,0.1269474598691032
ACH-000053,0.13927365556046115
ACH-000054,0.0638468362149732
ACH-000055,0.13565910913293647
ACH-000060,0.06209372998681545
ACH-000067,-0.04757034066643243
ACH-000070,0.22959478687908294
ACH-000075,0.07232061277564435
ACH-000078,0.08191971989570816
ACH-000082,0.1465427273064593
ACH-000085,0.0112960623319423
ACH-000086,0.17023016841100366
ACH-000087,0.1831349558766305
ACH-000092,0.20473132447176776
ACH-000095,0.19969726617611394
ACH-000097,0.09255240008650134
ACH-000098,0.10042262875185527
ACH-000099,0.14411500049539186
ACH-000108,0.03246652864160512
ACH-000113,0.10175993326964952
ACH-000116,0.091259293296878
ACH-000118,0.07243240538024255
ACH-000120,-0.017442859660570274
ACH-000123,0.1424950254494183
ACH-000127,0.08266090962546724
ACH-000128,0.2404289614280464
ACH-000132,0.2878858386391007
ACH-000133,0.11740451998870803
ACH-000137,0.2676136160731478
ACH-000138,0.13700485940369994
ACH-000142,0.13999754855094362
ACH-000143,0.1444222859627682
ACH-000146,0.17599934050478172
ACH-000148,0.1238661715608388
ACH-000150,0.06042517475056895
ACH-000152,0.11997934769074788
ACH-000153,0.2528351405309965
ACH-000159,0.04256681508416249
ACH-000160,0.2787155138874953
ACH-000163,0.2026055821154104
ACH-000167,-0.3825317355302304
ACH-000168,0.05055859377776553
ACH-000169,0.1757947306290939
ACH-000178,0.07651187667005789
ACH-000183,0.19815805345771734
ACH-000188,0.21595089379664412
ACH-000189,0.1245436955976362
ACH-000190,0.12011291735768305
ACH-000198,0.17846016961637887
ACH-000203,0.2246303820741316
ACH-000204,0.11485704688848294
ACH-000206,0.2126508808888972
ACH-000207,0.2399611513673596
ACH-000208,-0.14537053554011106
ACH-000210,0.3517125464371979
ACH-000211,0.12717458970303314
ACH-000215,0.07098213971766705
ACH-000221,0.2464518603517721
ACH-000222,0.14710401840878168
ACH-000223,0.18848801962851924
ACH-000226,0.1679945383635356
ACH-000227,0.14023098240964396
ACH-000228,0.15578686813200696
ACH-000231,0.1585179915949691
ACH-000232,-0.004240635407086135
ACH-000233,0.03641305923731475
ACH-000234,0.07651998819478306
ACH-000235,0.1293384846971687
ACH-000237,0.05100046739544836
ACH-000238,0.16408533249054116
ACH-000242,0.16256910797889282
ACH-000243,0.12607920700175773
ACH-000244,-0.030790679628257312
ACH-000246,-0.05850089737040751
ACH-000248,0.2451314212448241
ACH-000250,0.031400444802172696
ACH-000251,0.08663080289706157
ACH-000252,0.2872598105126368
ACH-000253,0.08125869621211547
ACH-000255,0.24488991856431236
ACH-000256,0.06777216109011792
