,GINS4 (84296)
ACH-000004,-0.7849343728528106
ACH-000005,-0.929629576171668
ACH-000007,-0.8004284517428532
ACH-000009,-0.8495320114859329
ACH-000011,-0.7278785585881518
ACH-000012,-0.9793621939876216
ACH-000013,-0.9394573705097036
ACH-000014,-0.989221041233294
ACH-000015,-0.8881902516413326
ACH-000017,-1.0471135999379004
ACH-000018,-0.7327773813437285
ACH-000019,-0.9619217021898104
ACH-000021,-0.7727370307210785
ACH-000022,-0.9841663166124748
ACH-000025,-0.8514517794133467
ACH-000028,-0.9409362039441148
ACH-000030,-1.0227196354074368
ACH-000035,-1.1122348709920913
ACH-000036,-0.8907050777535732
ACH-000037,-0.4254601480374312
ACH-000039,-1.0481262686352504
ACH-000040,-0.9872997175192754
ACH-000041,-0.7634900400571709
ACH-000042,-0.8050317765298071
ACH-000045,-0.7534006378956484
ACH-000047,-0.9469824560993476
ACH-000052,-0.9869109861395692
ACH-000053,-0.8597005297094814
ACH-000054,-0.8697509584126529
ACH-000055,-0.7340361320492492
ACH-000060,-1.1504528975184738
ACH-000067,-0.7859929527778059
ACH-000070,-0.8412934513063588
ACH-000075,-0.9738990457309126
ACH-000078,-0.9553042582855192
ACH-000082,-0.9134877351823456
ACH-000085,-0.9676871143707592
ACH-000086,-1.0606749217970242
ACH-000087,-0.7161784782611551
ACH-000092,-0.9822250005054636
ACH-000095,-0.842887899937742
ACH-000097,-0.7111403260238631
ACH-000098,-0.9727398448108636
ACH-000099,-0.9238998243433351
ACH-000108,-0.8583324589965825
ACH-000113,-0.903049377681808
ACH-000116,-0.7138968654575787
ACH-000118,-0.6415542087980894
ACH-000120,-1.0370890942983044
ACH-000123,-0.8568994643028097
ACH-000127,-0.9166779515852884
ACH-000128,-0.9628867603317144
ACH-000132,-1.1294012500204302
ACH-000133,-0.7741771084683832
ACH-000137,-1.2315430340382183
ACH-000138,-0.7997355902122392
ACH-000142,-0.7760679222760293
ACH-000143,-0.7480252425019085
ACH-000146,-0.8828761238414953
ACH-000148,-0.8326411725255758
ACH-000150,-1.1229631491236678
ACH-000152,-0.905528422822106
ACH-000153,-0.9597285706593032
ACH-000159,-0.8538915254395572
ACH-000160,-1.0103032927606836
ACH-000163,-0.9073781600669856
ACH-000167,-0.7681899301249832
ACH-000168,-0.983205620483635
ACH-000169,-0.7575168131215362
ACH-000178,-0.7880406236838815
ACH-000183,-0.7635095439421713
ACH-000188,-0.8428293342982459
ACH-000189,-0.8570359869427192
ACH-000190,-0.978444172158609
ACH-000198,-1.0528250716057834
ACH-000203,-1.3234399597424842
ACH-000204,-0.7733828346461153
ACH-000206,-0.8834157683823872
ACH-000207,-0.9081417441162388
ACH-000208,-1.0243518883849383
ACH-000210,-0.7688932990569539
ACH-000211,-0.8835847192173294
ACH-000215,-0.9457415745125779
ACH-000221,-1.1977744984161929
ACH-000222,-0.8131057211587593
ACH-000223,-0.8845382632958919
ACH-000226,-0.8686692323251873
ACH-000227,-0.8579436741398522
ACH-000228,-1.027853064347003
ACH-000231,-1.0123407623074057
ACH-000232,-1.0091340719646469
ACH-000233,-0.8600162854328912
ACH-000234,-0.9981392525855578
ACH-000235,-0.9136681832018968
ACH-000237,-0.9123886261386984
ACH-000238,-0.9521576585184472
ACH-000242,-1.2307056466355848
ACH-000243,-1.1320935864496044
ACH-000244,-0.9413564274579549
ACH-000246,-0.8670005163875422
ACH-000248,-1.2814344027633122
ACH-000250,-0.8971538637806333
ACH-000251,-1.1901851850870162
ACH-000252,-0.7496206971130476
ACH-000253,-1.024359193587464
ACH-000255,-1.002785105411578
ACH-000256,-0.8397395761506389
ACH-000257,-0.6637678106868498
ACH-000258,-0.8773990832312901
ACH-000259,-1.0012217786275832
ACH-000260,-1.0427715546543532
ACH-000261,-0.9960563452586229
ACH-000262,-0.7802105503542643
ACH-000263,-0.9502725628819788
ACH-000264,-1.0933729691400296
ACH-000265,-0.9858062525422776
ACH-000266,-0.8939105232579728
ACH-000272,-0.8279809110663052
ACH-000274,-0.9284712554643876
ACH-000277,-0.8633882175247192
ACH-000278,-1.0890851428205242
ACH-000279,-0.8120069783365649
ACH-000280,-0.9702312171119136
ACH-000281,-0.9055961942518984
ACH-000288,-0.8835552818425161
ACH-000291,-0.8685222062172987
ACH-000293,-0.9073280919211756
ACH-000294,-0.7642049627894285
ACH-000295,-0.8922397279665758
ACH-000296,-1.0679588538694298
ACH-000302,-0.6836112746260896
ACH-000304,-0.899956452862246
ACH-000307,-0.8544251706082207
ACH-000308,-1.1204581425729474
ACH-000310,-1.038134815068408
ACH-000311,-0.7945230303508262
ACH-000312,-0.8636479127250745
ACH-000315,-0.8244378876738178
ACH-000316,-0.578381214853594
ACH-000317,-0.8023682919366386
ACH-000318,-0.7263312723124723
ACH-000319,-0.7540906178676621
ACH-000320,-1.1348935947470955
ACH-000322,-0.8791585681895878
ACH-000323,-0.8559330616257974
ACH-000324,-0.8491437854262804
ACH-000329,-0.9779896535726966
ACH-000330,-1.3434657738737992
ACH-000331,-0.9984174360035936
ACH-000332,-1.1183740943693803
ACH-000334,-0.6801297241917321
ACH-000335,-0.53368382172643
ACH-000336,-0.7168159644998996
