,CPSF4 (10898)
ACH-000004,-1.3494532626987918
ACH-000005,-1.4941006658002058
ACH-000007,-1.1581294193253922
ACH-000009,-1.2876756024299512
ACH-000011,-1.4099124698961385
ACH-000012,-0.9686709332117568
ACH-000013,-1.263562768573959
ACH-000014,-1.3160442679144158
ACH-000015,-1.319187413958923
ACH-000017,-1.3228563800983577
ACH-000018,-1.4193374286770506
ACH-000019,-1.0467153894895782
ACH-000021,-1.2721619079781716
ACH-000022,-1.188707481871603
ACH-000025,-1.1453038849106836
ACH-000028,-1.0645591493477455
ACH-000030,-1.185532480631564
ACH-000035,-1.216813342174824
ACH-000036,-0.9784998250929848
ACH-000037,-1.3550844093599803
ACH-000039,-1.5552131543715713
ACH-000040,-1.2573330180199287
ACH-000041,-1.3570965038379736
ACH-000042,-1.1827289485129948
ACH-000045,-1.2527926220761685
ACH-000047,-1.1454216093547305
ACH-000052,-1.0137337028215163
ACH-000053,-1.2110808332345926
ACH-000054,-1.2913024105986877
ACH-000055,-1.1930707862806114
ACH-000060,-1.362805656374794
ACH-000067,-0.9980125065628308
ACH-000070,-1.2604416968445853
ACH-000075,-1.2449868365048178
ACH-000078,-1.0929993472373944
ACH-000082,-1.1650561552514591
ACH-000085,-1.548904050550828
ACH-000086,-1.2923452951973915
ACH-000087,-0.923108399711436
ACH-000092,-1.1421688178336549
ACH-000095,-1.2643216828386201
ACH-000097,-1.2550785498039154
ACH-000098,-1.3163541403413532
ACH-000099,-1.256021628188423
ACH-000108,-1.2945455371859371
ACH-000113,-1.2024512604354662
ACH-000116,-1.4708221755677002
ACH-000118,-1.2746829493987888
ACH-000120,-1.3220263085103696
ACH-000123,-1.1984909086639743
ACH-000127,-1.3361194068353242
ACH-000128,-1.3180601776116625
ACH-000132,-1.4508575658752794
ACH-000133,-1.3543232073437697
ACH-000137,-1.337746305830113
ACH-000138,-1.2992897962776269
ACH-000142,-1.1966046430905115
ACH-000143,-1.117606772818992
ACH-000146,-1.4234729217202848
ACH-000148,-1.2618894471935802
ACH-000150,-1.0899315167350632
ACH-000152,-1.03798404441173
ACH-000153,-1.3715027930476478
ACH-000159,-0.9945205969755574
ACH-000160,-1.3173348412431598
ACH-000163,-1.424133973678571
ACH-000167,-1.8298234909567757
ACH-000168,-1.2756845276321174
ACH-000169,-1.2267972986558415
ACH-000178,-1.1954931043249095
ACH-000183,-1.0922302620789426
ACH-000188,-1.156352492260729
ACH-000189,-1.1912390536291604
ACH-000190,-1.2867529142688403
ACH-000198,-1.2999464314462923
ACH-000203,-1.380982922899343
ACH-000204,-0.9849208594058868
ACH-000206,-1.5564611188827495
ACH-000207,-1.1088427763015245
ACH-000208,-1.0241038042790065
ACH-000210,-1.0716909892844506
ACH-000211,-1.1234882458803923
ACH-000215,-0.996834402112331
ACH-000221,-1.2689200097307671
ACH-000222,-1.2103911464708663
ACH-000223,-1.4186152451174947
ACH-000226,-1.0233175093486129
ACH-000227,-1.1823773625130474
ACH-000228,-1.1828673233357412
ACH-000231,-1.2481850647056665
ACH-000232,-1.2660347105095702
ACH-000233,-0.9623830813708784
ACH-000234,-1.309387404929813
ACH-000235,-1.1124193388420467
ACH-000237,-1.449974508311106
ACH-000238,-1.0514163522200748
ACH-000242,-0.9938740000788288
ACH-000243,-1.2340929121646036
ACH-000244,-1.1674204250794131
ACH-000246,-1.2188796229679038
ACH-000248,-1.2640667781689563
ACH-000250,-1.1830380128131788
ACH-000251,-1.0244524110106796
ACH-000252,-1.3541049394306228
ACH-000253,-1.2415794831784477
ACH-000255,-1.2730104625360326
ACH-000256,-1.2381041484747646
ACH-000257,-1.3319657453479825
ACH-000258,-1.320992492737051
ACH-000259,-1.119593370431256
ACH-000260,-1.380269502989962
ACH-000261,-1.342786913723215
ACH-000262,-1.1538919453748808
ACH-000263,-1.4274883906423868
ACH-000264,-1.1245784548643685
ACH-000265,-1.1750766407838704
ACH-000266,-0.902462955092854
ACH-000272,-1.2490083961277072
ACH-000274,-1.1005623745169133
ACH-000277,-1.226645841248612
ACH-000278,-1.2512492108913231
ACH-000279,-1.0603131480402304
ACH-000280,-1.2016504129931789
ACH-000281,-1.123912355237618
ACH-000288,-1.2255648633642835
ACH-000291,-1.2337142358384234
