,PDCD1LG2 (80380)
ACH-000004,-0.4629516617670473
ACH-000005,-0.22580215874014936
ACH-000007,0.07577362983010108
ACH-000009,-0.08815529141011061
ACH-000011,0.10999859251299007
ACH-000012,0.15584740077164605
ACH-000013,0.12421447939580975
ACH-000014,0.09494129461131574
ACH-000015,0.0701014922612652
ACH-000017,0.09878472503308484
ACH-000018,0.16740870039116532
ACH-000019,0.1381523854072126
ACH-000021,0.03334778001257194
ACH-000022,0.07822095935112673
ACH-000025,0.19545164639736964
ACH-000028,0.16849088101510484
ACH-000030,0.07134126484072803
ACH-000035,0.029315546661672024
ACH-000036,0.053169149744572486
ACH-000037,0.025153808300849945
ACH-000039,0.21222711961290147
ACH-000040,0.16378039542601558
ACH-000041,0.16307033329142567
ACH-000042,0.08264281097526477
ACH-000045,0.19282557262126465
ACH-000047,0.03443274357709725
ACH-000052,0.1902183377701485
ACH-000053,0.13941154832748565
ACH-000054,0.13386831565478466
ACH-000055,0.09772990825758444
ACH-000060,0.22334559985215105
ACH-000067,0.1838778967149119
ACH-000070,0.21618412349601687
ACH-000075,0.22222612530139896
ACH-000078,0.11715348275445607
ACH-000082,0.1271882059331438
ACH-000085,0.0606340324505603
ACH-000086,0.04924341704606108
ACH-000087,0.07418012837152284
ACH-000092,0.15452309148840165
ACH-000095,0.09707133250302694
ACH-000097,0.07315045198734124
ACH-000098,0.19574854153816384
ACH-000099,0.0703454189391537
ACH-000108,0.15767197354640589
ACH-000113,0.04804905959626486
ACH-000116,0.15439785095112085
ACH-000118,0.06632338334879911
ACH-000120,0.17446423639939926
ACH-000123,0.16873586353391432
ACH-000127,0.13889793058258856
ACH-000128,0.13257910072964613
ACH-000132,0.05382977830576969
ACH-000133,0.17714128537815232
ACH-000137,0.06716751276865242
ACH-000138,0.018344511168383468
ACH-000142,0.06767549237147814
ACH-000143,0.10038246253851914
ACH-000146,0.011840266550734077
ACH-000148,-0.002880975157719916
ACH-000150,0.05985185535387779
ACH-000152,0.2311219331804509
ACH-000153,0.12550574983087714
ACH-000159,0.1523570880920396
ACH-000160,0.17126740628575052
ACH-000163,-0.09783641312523436
ACH-000167,-0.05238105827305692
ACH-000168,0.013934764566353331
ACH-000169,0.11666893259672576
ACH-000178,0.140557255567353
ACH-000183,0.19294174897952585
ACH-000188,0.07794795541053262
ACH-000189,0.061112765336324676
ACH-000190,0.1728754387621011
ACH-000198,0.027029027170966197
ACH-000203,-0.18277300378341527
ACH-000204,0.13472992889610585
ACH-000206,-0.07680891212752754
ACH-000207,0.1438378710631936
ACH-000208,-0.10151076640334633
ACH-000210,0.14976312932388874
ACH-000211,0.08804342063064899
ACH-000215,0.03148854297066857
ACH-000221,0.14044809219455476
ACH-000222,0.2325140893400007
ACH-000223,0.0409666014118037
ACH-000226,0.2201678328551411
ACH-000227,0.07114054024434485
ACH-000228,0.1275832783963089
ACH-000231,0.06030670704547372
ACH-000232,0.14869906405520775
ACH-000233,0.10223870193027768
ACH-000234,0.20795884437124906
ACH-000235,0.09771797455517027
ACH-000237,0.041278565889263485
ACH-000238,0.13059937848984504
ACH-000242,0.15783936506469934
ACH-000243,-0.011302859321652738
ACH-000244,0.22505309937512485
ACH-000246,0.09391097525693816
ACH-000248,0.23472010183372
ACH-000250,0.14306599803878586
ACH-000251,0.024074023970747063
ACH-000252,-0.02837744256295239
ACH-000253,0.12848198131085353
ACH-000255,0.0963700423462004
ACH-000256,0.17587941405682006
ACH-000257,0.13360984198192027
ACH-000258,0.17345395219967594
ACH-000259,0.11220048005211652
ACH-000260,0.032777476495681857
ACH-000261,0.13577240413486438
ACH-000262,0.018975256831104504
ACH-000263,-0.078240617824677
ACH-000264,0.03957623924186898
ACH-000265,-0.035609137574065565
ACH-000266,0.07592787938640086
ACH-000272,-0.05488037078282335
ACH-000274,0.0865884774911277
ACH-000277,0.12108115523321013
ACH-000278,0.026971008429194303
ACH-000279,0.09703050832382903
ACH-000280,0.07396759104032934
ACH-000281,0.08169711855381545
ACH-000288,0.12964291949644324
ACH-000291,-0.034336396335425935
ACH-000293,0.2226939247547169
ACH-000294,0.004885736076034739
ACH-000295,0.13482554341183595
ACH-000296,0.2935708314314117
ACH-000302,0.06962245864286164
ACH-000304,0.07131322384771026
ACH-000307,0.2602825701296482
ACH-000308,0.031021700449272733
ACH-000310,-0.07771706904211201
ACH-000311,0.11486670033474347
ACH-000312,0.10320165678591303
ACH-000315,0.4471680956304181
ACH-000316,-0.012388472915527984
ACH-000317,0.03481866628412803
ACH-000318,0.019503913552653983
ACH-000319,0.08756383245639347
ACH-000320,0.2358876818852789
ACH-000322,0.11023105753924048
ACH-000323,0.06021160535367984
ACH-000324,0.1469877639175786
ACH-000329,0.171723587546743
ACH-000330,-0.011004727947773131
ACH-000331,0.12313143352490835
ACH-000332,0.10790018388120784
ACH-000334,-0.030367692832985856
ACH-000335,0.1499957411870957
ACH-000336,0.10957875748702824
ACH-000337,0.09935667473074722
ACH-000338,0.15860448162993052
ACH-000339,0.12022298867509602
ACH-000341,0.08638132690779217
ACH-000348,0.15871401973229513
ACH-000350,0.013475006603375072
ACH-000352,0.0840781851351361
ACH-000356,0.1796398317679586
ACH-000361,0.14927406040724325
ACH-000362,0.016435941649928957
ACH-000363,0.17993698896430932
ACH-000364,0.06426562981841044
ACH-000365,0.03193463604588829
ACH-000366,0.07888143745510301
ACH-000368,0.10324840525585734
ACH-000374,-0.03690791869805906
ACH-000375,0.0418891483750492
ACH-000376,0.08113424731967563
ACH-000381,0.07679140776017908
ACH-000383,0.08381378079479038
ACH-000387,0.02410276055662684
ACH-000389,0.11665011326177001
ACH-000390,0.11636067991139434
ACH-000393,0.03774258059017093
ACH-000395,0.13715658385756554
ACH-000396,-0.1374538700724127
ACH-000397,0.05075518467952482
ACH-000401,-0.1287305259536449
ACH-000402,0.5172416231026831
ACH-000403,0.08740418075431214
ACH-000404,0.11031100309491147
ACH-000406,0.111286866900561
ACH-000407,0.10554672669652898
ACH-000408,0.1769169319173004
ACH-000410,0.14344767854395507
ACH-000411,0.1125095677965456
ACH-000414,0.139859196900482
ACH-000415,0.1141156344148756
ACH-000416,0.1305889608198184
ACH-000420,0.15968993512592955
ACH-000421,0.07158045839610044
ACH-000424,0.10271585138538236
ACH-000425,0.1691890718402017
ACH-000426,0.11552833031796506
ACH-000427,0.2356914000954491
ACH-000433,0.3197819749882131
ACH-000435,0.013102522904639702
ACH-000436,0.12900375838435132
ACH-000444,0.1341072723609721
ACH-000445,0.14497969870005767
ACH-000448,0.0919276969321948
ACH-000450,0.10124525689359412
ACH-000452,0.1386194932093053
ACH-000454,0.14283145831488936
ACH-000458,0.046297287111057364
ACH-000459,0.10898871809686587
ACH-000460,0.14457948360097422
ACH-000461,0.19955638468189985
ACH-000463,0.05679043883188495
ACH-000464,0.046733644974150265
ACH-000466,0.011188194141478735
ACH-000467,0.0829466493567702
ACH-000468,0.12774315514206305
ACH-000469,0.022811519982004515
ACH-000470,0.05162231670640826
ACH-000471,0.14251331214221952
ACH-000472,0.009415884930086106
ACH-000473,0.2278839495997663
ACH-000475,0.001214361540182206
ACH-000476,0.20572271669283115
ACH-000477,0.22583960640544865
ACH-000479,0.12466850502455673
ACH-000480,0.060951642227266276
ACH-000481,0.0825027364655519
ACH-000483,0.00979233974547875
ACH-000484,0.07841389301014519
ACH-000485,0.1572204188301384
ACH-000486,0.1230255440314582
ACH-000487,-0.2280314170289445
ACH-000488,0.10593443916333313
ACH-000490,0.12321032685067022
ACH-000491,0.14605870865134815
ACH-000495,0.0845139335987165
ACH-000496,0.1677064731278228
ACH-000499,-0.028380157583263458
ACH-000500,0.04595353466878895
ACH-000502,0.032072025180424714
ACH-000503,0.30490549697080394
ACH-000505,0.14404209622778066
ACH-000507,0.09716753379286217
ACH-000510,0.0950634339682702
ACH-000511,0.03727413185714583
ACH-000512,0.08292328039753395
ACH-000516,0.11154764557011684
ACH-000517,0.13440483160145394
ACH-000518,0.19728522929890785
ACH-000520,0.029946782180464662
ACH-000521,0.014623249445865676
ACH-000522,0.14668833130403452
ACH-000524,0.047910968977978564
ACH-000527,0.08666994613547382
ACH-000528,0.14319919321663835
ACH-000537,0.09290450810442323
ACH-000541,0.04820510691633145
ACH-000542,0.1581636937826987
ACH-000544,0.2056325608983345
ACH-000545,0.16684237882523625
ACH-000547,-0.06747956106201096
ACH-000548,0.19152495507586176
ACH-000549,0.15447373959429406
ACH-000550,0.12830421543025922
ACH-000552,0.12189540604381288
ACH-000556,0.16370468826613274
ACH-000557,0.01994678413277885
ACH-000569,0.03656035187074979
ACH-000570,0.14853846297973705
ACH-000571,0.03608977844493391
ACH-000573,0.0702747211046551
ACH-000576,0.05942250263041336
ACH-000579,-0.039983973067274525
ACH-000580,0.03546346507224001
ACH-000584,0.08592340443375103
ACH-000585,0.0965759909905422
ACH-000588,0.13148369553005135
ACH-000589,0.07126402369401309
ACH-000591,0.11708937601854988
ACH-000593,0.15574231074517386
ACH-000600,0.14084802277201705
ACH-000601,0.04010405486280635
ACH-000605,0.18696566387060426
ACH-000606,0.2442700099478978
ACH-000608,0.06788824572095425
ACH-000614,0.106437563357134
ACH-000616,0.11824797093544633
ACH-000618,0.1389573013516388
ACH-000619,0.13999164286074106
ACH-000620,0.09152815709419324
ACH-000621,0.07090130231694519
ACH-000622,0.10425649367572233
ACH-000623,0.07761376720830089
ACH-000624,0.07501394687970052
ACH-000627,0.19982049667907326
ACH-000630,0.14358552392980706
ACH-000631,-0.026052691261853108
ACH-000632,0.1168902334161014
ACH-000633,0.15245783695693108
ACH-000637,-0.008440163961622286
ACH-000638,0.2458379424738832
ACH-000646,0.14638266363045224
ACH-000647,0.08141946605010428
