,DNAI2 (64446)
ACH-000004,0.17549834611971274
ACH-000005,-0.2938580712526471
ACH-000007,0.13139744310776513
ACH-000009,-0.06790923243113837
ACH-000011,0.04729160849332498
ACH-000012,0.006922747629216769
ACH-000013,0.04369407295243216
ACH-000014,0.02311234721868588
ACH-000015,0.01821681098499724
ACH-000017,-0.17884408449839506
ACH-000018,-0.05958235604726263
ACH-000019,0.036507361004821534
ACH-000021,0.01782861426356429
ACH-000022,0.07370411483486777
ACH-000025,-0.035647866331929234
ACH-000028,0.08153486526591427
ACH-000030,-0.028466697832864176
ACH-000035,-0.022126658813403668
ACH-000036,0.03836395010000148
ACH-000037,0.05396539537370502
ACH-000039,-0.0808554553342509
ACH-000040,-0.10406214178406936
ACH-000041,0.07850709470837039
ACH-000042,-0.05671703857326664
ACH-000045,0.0812772440057397
ACH-000047,0.03286931312078708
ACH-000052,-0.012437003274910471
ACH-000053,-0.06167573386202865
ACH-000054,0.08965013899900044
ACH-000055,0.07092539878073402
ACH-000060,0.06945059837384547
ACH-000067,0.0022568192552557035
ACH-000070,-0.010348309364689964
ACH-000075,-0.06796515712877241
ACH-000078,-0.03185737733910776
ACH-000082,0.0737620869481884
ACH-000085,0.1248099896809788
ACH-000086,0.03341342810655445
ACH-000087,-0.06527252049604737
ACH-000092,0.07917152993024931
ACH-000095,-0.01939555546576288
ACH-000097,0.11539755100770326
ACH-000098,0.0716459556731002
ACH-000099,-0.17368877949637174
ACH-000108,0.07479454594566554
ACH-000113,0.038106917905295926
ACH-000116,-0.03171653075664135
ACH-000118,0.06072933445365025
ACH-000120,-0.20122798862527608
ACH-000123,-0.015036963537131975
ACH-000127,-0.1160348808466015
ACH-000128,0.15125966994868442
ACH-000132,-0.03780100801815797
ACH-000133,-0.08062918822203577
ACH-000137,-0.00747880832601043
ACH-000138,0.021972714378236502
ACH-000142,0.020189630868339456
ACH-000143,-0.05140200175407063
ACH-000146,0.029605223105866586
ACH-000148,-0.08828938223901485
ACH-000150,-0.1428717424729812
ACH-000152,0.033088515298987944
ACH-000153,0.16143140096175373
ACH-000159,-0.06216344530212972
ACH-000160,0.016596438318869467
ACH-000163,-0.06333601866192383
ACH-000167,-0.24508261597401845
ACH-000168,0.041591761167022935
ACH-000169,0.11637286226166835
ACH-000178,0.11169572213441993
ACH-000183,-0.10530050950017493
ACH-000188,0.07735272528626361
ACH-000189,-0.04896488450049092
ACH-000190,0.051555377716997176
ACH-000198,0.011487143837499159
ACH-000203,0.0983367182779354
ACH-000204,-0.11686033614715745
ACH-000206,0.11759952043436453
ACH-000207,0.07016656513236583
ACH-000208,0.13885942433917856
ACH-000210,-0.031750023258192824
ACH-000211,0.0154224786930345
ACH-000215,0.009787340486395868
ACH-000221,0.06511569826432488
ACH-000222,0.15383677579591007
ACH-000223,0.06861321367738914
ACH-000226,-0.009178723751687929
ACH-000227,-0.11917116883447525
ACH-000228,-0.06930739137858509
ACH-000231,0.006618947165652178
ACH-000232,0.1347381688628106
ACH-000233,-0.011741722797388065
ACH-000234,0.01241314025702538
ACH-000235,-0.028169585069963855
ACH-000237,0.14387194026910333
ACH-000238,-0.0807851761613777
ACH-000242,-0.2324899438069759
ACH-000243,0.05589450539838065
ACH-000244,-0.058338458992958024
ACH-000246,3.745334599465153e-05
ACH-000248,-0.2347777394343335
ACH-000250,0.01664136013478885
ACH-000251,0.10963575729174037
ACH-000252,-0.1202863211810663
