,IL12RB1 (3594)
ACH-000004,-0.11129882364499848
ACH-000005,0.10093562916428664
ACH-000007,-0.20167655016653785
ACH-000009,-0.0073267784657578125
ACH-000011,-0.11974758950162155
ACH-000012,-0.04868649840061865
ACH-000013,-0.09472898380520353
ACH-000014,-0.0060976912274027005
ACH-000015,-0.16336843943034746
ACH-000017,-0.12491433564146172
ACH-000018,-0.3179828315309214
ACH-000019,-0.35572984224840404
ACH-000021,-0.14964138815758904
ACH-000022,-0.16499954914747286
ACH-000025,-0.14510332394195455
ACH-000028,-0.22195418398042308
ACH-000030,-0.20313268759539496
ACH-000035,-0.29461124381098786
ACH-000036,-0.09057090638984966
ACH-000037,-0.1545805051289442
ACH-000039,0.02686349121822908
ACH-000040,-0.2757280624907885
ACH-000041,-0.03133783393887719
ACH-000042,-0.10938987010648596
ACH-000045,-0.1207784662425022
ACH-000047,-0.14190083201074435
ACH-000052,-0.24584699607363866
ACH-000053,-0.02374645750217633
ACH-000054,-0.10421799533016383
ACH-000055,-0.18602809836817816
ACH-000060,-0.015073816847743506
ACH-000067,-0.13192013645019549
ACH-000070,0.07156149693313324
ACH-000075,-0.03636684860058528
ACH-000078,0.01939518039195391
ACH-000082,0.08071736045909987
ACH-000085,-0.2353970457069416
ACH-000086,-0.13159122800866588
ACH-000087,-0.021418527136557213
ACH-000092,-0.0507195890656371
ACH-000095,-0.034005182245904465
ACH-000097,-0.10860188788728843
ACH-000098,-0.12498072956036653
ACH-000099,-0.044051760591988884
ACH-000108,-0.2266892294239433
ACH-000113,-0.19545807701551607
ACH-000116,-0.09180126501907482
ACH-000118,-0.17307886914089626
ACH-000120,-0.06345598167950334
ACH-000123,-0.014287936844886743
ACH-000127,-0.12291489935856645
ACH-000128,-0.1322004533176159
ACH-000132,-0.13823375965530382
ACH-000133,0.02038081777524011
ACH-000137,0.04293702786573197
ACH-000138,-0.2299754872718265
ACH-000142,-0.24437136242422786
ACH-000143,0.004117167051433426
ACH-000146,-0.10477687892933148
ACH-000148,-0.07263560863681652
ACH-000150,-0.1072699239462773
ACH-000152,-0.06897526052882519
ACH-000153,-0.060982797549489785
ACH-000159,-0.05911991171139633
ACH-000160,0.12741298201669488
ACH-000163,-0.18330796655767265
ACH-000167,-0.18855522191446397
ACH-000168,-0.07140417568961792
ACH-000169,0.033481091699696285
ACH-000178,-0.14987962872509872
ACH-000183,-0.08886737357824552
ACH-000188,-0.2201374627958856
ACH-000189,-0.2820669692830949
ACH-000190,0.1603738023630364
ACH-000198,-0.015940537349620372
ACH-000203,0.04523847478938499
ACH-000204,0.132308830015235
ACH-000206,0.16597136652908728
ACH-000207,0.10759817877353828
ACH-000208,0.07066378789605499
ACH-000210,-0.019110181636891876
ACH-000211,-0.07920584497117361
ACH-000215,-0.05141600549554468
ACH-000221,-0.16629301008860942
ACH-000222,-0.12767125676320865
ACH-000223,-0.00012383317059942202
ACH-000226,0.04716311435438248
ACH-000227,-0.13804381536780255
ACH-000228,-0.2705458670495754
ACH-000231,-0.0229985333688026
ACH-000232,-0.00349914465714651
ACH-000233,-0.1552709357133133
ACH-000234,-0.09340011646124097
ACH-000235,-0.11041359670501663
ACH-000237,-0.03696910993502955
ACH-000238,0.11646218808602818
ACH-000242,-0.41252633124091775
ACH-000243,-0.15240604886397408
ACH-000244,-0.07328845449546416
ACH-000246,-0.08746732614082586
ACH-000248,-0.13361517208271698
ACH-000250,-0.1331502013382033
ACH-000251,-0.16877024548131514
ACH-000252,-0.07915903039912581
ACH-000253,0.05647471135053194
ACH-000255,-0.036949942759434494
ACH-000256,-0.1600866156400704
ACH-000257,0.26237048391934736
ACH-000258,0.007518902017563637
ACH-000259,-0.06367414659446136
ACH-000260,-0.18228260792221435
ACH-000261,-0.12371125379420972
ACH-000262,-0.05076605122567792
ACH-000263,0.09211174862782767
ACH-000264,-0.024519063034674105
ACH-000265,-0.02298144281931222
ACH-000266,-0.055019232082235636
ACH-000272,-0.007598891326251049
ACH-000274,0.03570241560585966
ACH-000277,0.028628977068912195
ACH-000278,-0.12167906384677457
ACH-000279,0.12079035817301173
ACH-000280,-0.08128103641772252
ACH-000281,-0.023020098791591555
ACH-000288,-0.014292194679522481
ACH-000291,-0.0317205455842689
ACH-000293,0.0010592029823762793
ACH-000294,0.04232839136583767
ACH-000295,-0.2392459668970212
ACH-000296,-0.033101856344049836
ACH-000302,-0.15553204913156365
ACH-000304,-0.06693076919016923
ACH-000307,-0.04460163205920605
