,NEXN (91624)
ACH-000004,-0.08094874830364196
ACH-000005,-0.4438332826198889
ACH-000007,0.04390623919275413
ACH-000009,-0.008077476164606837
ACH-000011,-0.13555851052657772
ACH-000012,-0.016700317233888543
ACH-000013,-0.1578399961021809
ACH-000014,-0.0002304841048046706
ACH-000015,0.02038294710124104
ACH-000017,-0.035114341772489815
ACH-000018,-0.08705795468859782
ACH-000019,0.12483291677038293
ACH-000021,-0.15012411611727605
ACH-000022,-0.007888461389314611
ACH-000025,0.03133664403742178
ACH-000028,-0.15483831949804813
ACH-000030,0.054310098243321774
ACH-000035,-0.057230410551546325
ACH-000036,-0.07217677348477054
ACH-000037,-0.1900070911951092
ACH-000039,-0.1543187140426889
ACH-000040,-0.03289877704771861
ACH-000041,-0.0431016803750971
ACH-000042,0.10011256528351896
ACH-000045,-0.07815626338132724
ACH-000047,0.04205265034656397
ACH-000052,-0.2895351182905568
ACH-000053,-0.0006128430585468879
ACH-000054,0.03421403803511089
ACH-000055,-0.01655385081228023
ACH-000060,-0.0872491117385783
ACH-000067,0.10008554335276308
ACH-000070,-0.05977991217248468
ACH-000075,-0.023553862015456117
ACH-000078,0.08319414195332198
ACH-000082,-0.0806162184181877
ACH-000085,-0.3513673721273458
ACH-000086,-0.0996417347460472
ACH-000087,-0.1711790440785606
ACH-000092,-0.05568081924968254
ACH-000095,-0.025702632909664846
ACH-000097,0.014731422261947734
ACH-000098,0.024703619245745538
ACH-000099,0.028403973921090238
ACH-000108,-0.02927470253594437
ACH-000113,-0.08257269461733384
ACH-000116,7.047870482420246e-05
ACH-000118,-0.07287211731997277
ACH-000120,0.020251327233612237
ACH-000123,0.038712147877347176
ACH-000127,-0.026107928779883174
ACH-000128,-0.03300243435933009
ACH-000132,0.0207585698553005
ACH-000133,-0.098756165301757
ACH-000137,0.1085554084978682
ACH-000138,0.07926200352752827
ACH-000142,-0.1990263227942508
ACH-000143,-0.09106910336996568
ACH-000146,-0.10823277312737696
ACH-000148,-0.033149022066961215
ACH-000150,-0.06074671984854992
ACH-000152,0.003988379747029779
ACH-000153,0.04689532154450937
ACH-000159,0.07786625800598126
ACH-000160,-0.017549157665763374
ACH-000163,0.015142887111306182
ACH-000167,-0.2640686841921845
ACH-000168,0.04735305037103065
