,ACTR10 (55860)
ACH-000004,-0.9231016143537296
ACH-000005,-1.0967731810529715
ACH-000007,-0.585604423596657
ACH-000009,-0.9401550456314968
ACH-000011,-0.7795525369222066
ACH-000012,-0.8152305211110913
ACH-000013,-0.7845297739756277
ACH-000014,-0.660319356276327
ACH-000015,-0.6754950001417982
ACH-000017,-0.4364589703319531
ACH-000018,-0.6763243287741981
ACH-000019,-0.6878651582848343
ACH-000021,-0.5921534606634926
ACH-000022,-0.7644718433989833
ACH-000025,-0.7694528821689958
ACH-000028,-0.4971248890631749
ACH-000030,-0.8208661540881376
ACH-000035,-0.6729611227323143
ACH-000036,-0.8508073964672488
ACH-000037,-0.825305146283273
ACH-000039,-0.7293537380462733
ACH-000040,-0.8711328947106963
ACH-000041,-1.0354426918443496
ACH-000042,-0.5899613868771588
ACH-000045,-0.6187433741929986
ACH-000047,-0.7491616336762938
ACH-000052,-0.9699661587147812
ACH-000053,-0.6861357450464137
ACH-000054,-0.7444612518554677
ACH-000055,-0.8205649308380144
ACH-000060,-0.8755102330800482
ACH-000067,-0.7952989187027893
ACH-000070,-0.8934634695156122
ACH-000075,-0.5316019385437558
ACH-000078,-0.8584080132000251
ACH-000082,-0.8073637058628249
ACH-000085,-0.8736284076067883
ACH-000086,-0.6375978492976244
ACH-000087,-0.6621765901613543
ACH-000092,-0.8581249869492338
ACH-000095,-0.6557382839246144
ACH-000097,-0.6978550820091857
ACH-000098,-0.9951760249841164
ACH-000099,-0.566406457441784
ACH-000108,-0.7148071843767092
ACH-000113,-0.6833512260623833
ACH-000116,-0.6740561367739503
ACH-000118,-0.6359694099248641
ACH-000120,-0.6618013916715019
ACH-000123,-0.6373270088655745
ACH-000127,-0.6993764680834715
ACH-000128,-0.6072704409443077
ACH-000132,-0.7451256599398637
ACH-000133,-0.7113601784317471
ACH-000137,-0.6025579294551838
ACH-000138,-0.4634822978213198
ACH-000142,-0.6940424811653687
ACH-000143,-0.7583109774828809
ACH-000146,-0.4987165028129253
ACH-000148,-0.7591629744514731
ACH-000150,-0.7732493953755186
ACH-000152,-0.7265152203108629
ACH-000153,-0.8742937094044434
ACH-000159,-0.5997531217011666
ACH-000160,-0.7503324741220901
ACH-000163,-0.5963957783101191
ACH-000167,-0.8346246905890471
ACH-000168,-0.5383546950164685
ACH-000169,-0.9802848884398612
ACH-000178,-0.7602280852978197
ACH-000183,-0.5792143742648638
ACH-000188,-0.6683440353989272
ACH-000189,-0.6520482382734395
ACH-000190,-0.5959614787459842
ACH-000198,-0.7222464362045775
ACH-000203,-1.0139061874632826
ACH-000204,-0.7560645558737198
ACH-000206,-0.5136875475521567
ACH-000207,-0.9292705857050176
ACH-000208,-0.5384590682417012
ACH-000210,-0.5259305737330093
ACH-000211,-0.6869619638897405
ACH-000215,-0.7352070172277267
ACH-000221,-0.6297289024865196
ACH-000222,-0.6046122003475713
ACH-000223,-0.6442856937671949
ACH-000226,-0.8402086641672669
ACH-000227,-0.562939362613944
ACH-000228,-0.8646769292764892
ACH-000231,-0.9787566761635964
ACH-000232,-0.8915454787213677
ACH-000233,-0.6471349053436923
ACH-000234,-0.778839498288758
ACH-000235,-0.6283873606996605
ACH-000237,-0.5545864027421373
ACH-000238,-0.7683314067395686
ACH-000242,-0.4727216483508938
ACH-000243,-0.7047694843037442
ACH-000244,-0.7707639106218162
ACH-000246,-0.7716321577520917
ACH-000248,-0.4149197814088257
ACH-000250,-0.977718310578917
ACH-000251,-0.7883007067787563
ACH-000252,-0.6490592979784858
ACH-000253,-0.4796995612562263
ACH-000255,-0.8961569496503904
ACH-000256,-0.4811201114379751
ACH-000257,-0.5922143439348282
ACH-000258,-0.7132455159736996
ACH-000259,-0.7106786218801425
ACH-000260,-0.8710592600590201
ACH-000261,-1.0121064105822202
ACH-000262,-0.7914860856433185
ACH-000263,-0.7901329323606713
ACH-000264,-0.9655759906506752
ACH-000265,-0.7674604617232452
ACH-000266,-0.6318943540454365
ACH-000272,-0.9409343768604532
ACH-000274,-0.7263051946201209
ACH-000277,-0.5400377448066161
ACH-000278,-1.03328617614014
ACH-000279,-0.8893136958403468
ACH-000280,-0.6600994739969325
ACH-000281,-0.7487853318826071
ACH-000288,-1.0543186435622132
ACH-000291,-0.8501800792241266
ACH-000293,-0.517265273104029
ACH-000294,-0.8945990255101184
ACH-000295,-0.6398835669616544
ACH-000296,-0.6191687221469201
ACH-000302,-0.5527102375164409
ACH-000304,-0.7178831438677656
ACH-000307,-0.7704346814451453
ACH-000308,-0.6520372606538475
ACH-000310,-0.8824082913389091
ACH-000311,-0.6372865435917
ACH-000312,-0.7559871619912742
ACH-000315,-0.32881792594332515
ACH-000316,-0.7081116372989816
ACH-000317,-1.1087837375821417
ACH-000318,-0.7060658447820664
ACH-000319,-0.6856721344578013
ACH-000320,-0.8303663403441542
ACH-000322,-0.8178509395731882
ACH-000323,-0.6278491780673667
ACH-000324,-0.7834892728943967
ACH-000329,-0.6542576193459105
ACH-000330,-0.7501426272089988
ACH-000331,-0.9946208945012004
ACH-000332,-0.6605398445161405
ACH-000334,-0.8123075726509251
ACH-000335,-0.6806580988215225
ACH-000336,-0.4805067684765137
ACH-000337,-0.6920782964132801
ACH-000338,-0.2311320325915913
ACH-000339,-0.5127158930320448
ACH-000341,-1.0182442404559475
ACH-000348,-0.6672197534214377
ACH-000350,-0.6288163505191293
ACH-000352,-0.514390743059941
ACH-000356,-0.5895044506044939
ACH-000361,-0.7663807652999022
ACH-000362,-0.7963991694945074
ACH-000363,-0.2990756688477409
ACH-000364,-0.674871580652442
ACH-000365,-0.4965561229737015
ACH-000366,-0.7410086562043362
ACH-000368,-0.857621078516333
ACH-000374,-0.6413541092130957
