,EED (8726)
ACH-000004,-0.3732227386845955
ACH-000005,-0.2003003938924484
ACH-000007,-0.4480235435168772
ACH-000009,-0.12731024490199766
ACH-000011,-0.2551789592507812
ACH-000012,0.057594646196159165
ACH-000013,-0.5609005983969664
ACH-000014,-0.4261028125004517
ACH-000015,-0.3773375170944511
ACH-000017,-0.7815667047540915
ACH-000018,-0.3692368069332381
ACH-000019,-0.6207325384574774
ACH-000021,-0.233588462875234
ACH-000022,-0.1951180727132524
ACH-000025,0.267623226670846
ACH-000028,-0.35681143002036425
ACH-000030,-0.2634098454119677
ACH-000035,-0.4616159099143565
ACH-000036,0.2164925298774877
ACH-000037,-0.346807055751408
ACH-000039,-0.4192757174188672
ACH-000040,-0.3100912987143294
ACH-000041,-0.1868421216958531
ACH-000042,-0.5053234580654414
ACH-000045,-0.3514606159752928
ACH-000047,-0.5690779105443321
ACH-000052,-0.6757426315387329
ACH-000053,-0.013129700993697832
ACH-000054,0.046423775501797514
ACH-000055,-0.5786302400318868
ACH-000060,0.06667728017605859
ACH-000067,-0.08064754181066551
ACH-000070,-0.3731712928319485
ACH-000075,0.03829638585130578
ACH-000078,-0.2605377981023988
ACH-000082,-0.4965302860890934
ACH-000085,-0.1920148084991185
ACH-000086,-0.4586133847871423
ACH-000087,-0.2502134911042128
ACH-000092,-0.4733610662908515
ACH-000095,-0.3617332020049239
ACH-000097,-0.6227750737398411
ACH-000098,-0.5325100625583542
ACH-000099,-0.4904401328923214
ACH-000108,0.0023746889182440817
ACH-000113,-0.3767114385920447
ACH-000116,-0.4544665837603901
ACH-000118,-0.4681811797933397
ACH-000120,-0.5915043857529673
ACH-000123,-0.6153641389311283
ACH-000127,-0.008827121712682285
ACH-000128,-0.5179544597213257
ACH-000132,-0.31893509540480497
ACH-000133,-0.0788822867977473
ACH-000137,-0.4139282680107382
ACH-000138,0.10733780373161553
ACH-000142,-0.1850362236127159
ACH-000143,-0.5074506956253053
ACH-000146,-0.2856273358324177
ACH-000148,-0.34228930415650594
ACH-000150,0.10854279220651274
ACH-000152,-0.24981762412075975
ACH-000153,-0.34237169811234897
ACH-000159,-0.4056715698697168
ACH-000160,0.0111651133085136
ACH-000163,-0.3283298300418973
ACH-000167,0.3287144562697417
ACH-000168,0.0378180736846404
ACH-000169,-0.44589841021851095
ACH-000178,-0.4731626826291205
ACH-000183,-0.5549507155105114
ACH-000188,-0.15203124298868034
ACH-000189,-0.6261070303814316
ACH-000190,-0.19193060209642926
ACH-000198,-0.7040698880264742
ACH-000203,-0.6949792497684442
ACH-000204,-0.050767853441848025
ACH-000206,-0.6004944064666861
ACH-000207,-0.3919836186112271
ACH-000208,-0.05833927178348105
ACH-000210,-0.1916008805473137
ACH-000211,-0.11060436512829068
ACH-000215,-0.14349512216706814
ACH-000221,-0.2450214249815188
ACH-000222,-0.4388652028735953
ACH-000223,-0.4245401729687229
ACH-000226,-0.4259944650541589
ACH-000227,-0.2930440998511892
ACH-000228,-0.3063598223152223
ACH-000231,-0.3555399478762172
ACH-000232,0.08172386477451943
ACH-000233,-0.04996066059233199
ACH-000234,-0.2624449192987253
ACH-000235,-0.2460124985495598
ACH-000237,-0.5229487262945098
ACH-000238,-0.1646121025435042
ACH-000242,-0.012997752393760706
ACH-000243,-0.22276822924487835
ACH-000244,0.05602648413131008
ACH-000246,-0.612723878260959
ACH-000248,-0.41722609252814624
ACH-000250,-0.5520935907256137
ACH-000251,-0.3902609433925653
ACH-000252,-0.7121828681065142
ACH-000253,-0.40192982220779866
ACH-000255,-0.3783734308974094
ACH-000256,-0.3036296031395248
ACH-000257,-0.3376818209374437
ACH-000258,-0.35998718355003384
ACH-000259,-0.4792442454757915
ACH-000260,-0.6238464619935351
ACH-000261,-0.16674242980085854
ACH-000262,0.0264052371187998
ACH-000263,-0.21185964505862734
ACH-000264,-0.19684705086658288
ACH-000265,-0.4096756762385573
ACH-000266,-0.1642697839622928
ACH-000272,-0.347823616700956
ACH-000274,0.14866939565492682
ACH-000277,-0.3178957971917985
ACH-000278,-0.3850280697508463
ACH-000279,-0.11764171470965284
ACH-000280,0.1253982975054563
ACH-000281,-0.4293921528952382
ACH-000288,-0.3745483578275529
ACH-000291,-0.5090613071948947
ACH-000293,-0.3130097508158355
ACH-000294,0.0018893825750365988
ACH-000295,-0.20631812187856172
ACH-000296,-0.03684742511571644
ACH-000302,-0.20259875644345
ACH-000304,-0.487924333827519
ACH-000307,-0.33530982469760384
ACH-000308,-0.2915255087144952
ACH-000310,-0.15170742912220592
ACH-000311,0.006466578455510542
ACH-000312,-0.5850359140475176
ACH-000315,-0.693503379067871
ACH-000316,-0.6304196670706842
ACH-000317,-0.6541973164299203
ACH-000318,-0.16958969653441694
ACH-000319,-0.3970352230623402
ACH-000320,-0.2528204071003677
ACH-000322,-0.4338267792593216
ACH-000323,-0.4945111403265043
ACH-000324,-0.15607818787076794
ACH-000329,-0.13943856204654728
ACH-000330,-0.430831118762218
ACH-000331,-0.3684391033769977
ACH-000332,0.07848787855184147
ACH-000334,-0.7567239679327555
ACH-000335,-0.2710111650782736
ACH-000336,-0.00972781618945354
ACH-000337,-0.3709672324048018
ACH-000338,0.17741300984601274
ACH-000339,-0.2003219373445985
ACH-000341,0.06737237059693127
ACH-000348,-0.2905969297550212
ACH-000350,-0.22554678571361705
ACH-000352,-0.5641118178252992
ACH-000356,-0.2812111739521436
ACH-000361,0.05816024965354995
ACH-000362,-0.266627439333986
ACH-000363,-0.6367600886115871
ACH-000364,-0.8523770420917914
ACH-000365,-0.8675798575198179
ACH-000366,-0.35853502433640816
ACH-000368,-0.09630997370251458
ACH-000374,-0.3319544520067146
ACH-000375,-0.35076931993495986
ACH-000376,-0.26846469732111555
ACH-000381,-0.44897839728797895
ACH-000383,-0.3995056659958613
ACH-000387,-0.2424903967638858
ACH-000389,-0.244917828710494
ACH-000390,-0.3446656271871226
ACH-000393,-0.2652892234087553
ACH-000395,-0.008217422168324866
ACH-000396,-0.2651862257245815
ACH-000397,-0.19748508548055824
ACH-000401,-0.2576934953199272
ACH-000402,-0.5937781269145013
ACH-000403,-0.14824657588226742
ACH-000404,-0.031657816162789315
ACH-000406,-0.23967442290730875
ACH-000407,-0.2444432629573239
ACH-000408,-0.03896275159202902
ACH-000410,-0.016400786863935486
ACH-000411,-0.18296253769583776
ACH-000414,-0.2621017465633937
ACH-000415,-0.698841427493831
ACH-000416,-0.299595997236674
ACH-000420,-0.35035925107856825
ACH-000421,-0.34930149233786983
ACH-000424,-0.25137279046891703
ACH-000425,-0.4196445340080432
ACH-000426,-0.4434223873273381
ACH-000427,-0.2170664638376308
ACH-000433,-0.27940235273719616
ACH-000435,-0.34860254160463233
ACH-000436,-0.384634623399639
ACH-000444,-0.09029409473030717
ACH-000445,-0.3714632796457783
ACH-000448,-0.4961077015722212
ACH-000450,-0.424634823080913
ACH-000452,-0.9397466338834091
ACH-000454,-0.4613352811150232
ACH-000458,-0.2421710366289601
ACH-000459,-0.8604758809852386
ACH-000460,-0.4229687683696048
ACH-000461,-0.31179508046993376
ACH-000463,0.06957819981883477
ACH-000464,-0.08273605313197224
ACH-000466,-0.4877944933791323
ACH-000467,-0.5267330572658582
ACH-000468,-0.2459875692725519
ACH-000469,-0.2217769815207752
ACH-000470,-0.2726444391817785
ACH-000471,-0.4315597949434506
ACH-000472,-0.1139358371296477
ACH-000473,-0.38079346486034266
ACH-000475,-0.20866202394744507
ACH-000476,-0.11712886430839813
ACH-000477,-0.3343985588591199
ACH-000479,-0.4527263003535187
ACH-000480,-0.2780104620928751
