,ASPSCR1 (79058)
ACH-000004,-0.08882865047199774
ACH-000005,-0.17347198048926935
ACH-000007,-0.41197502159531263
ACH-000009,-0.28757773707863177
ACH-000011,-0.3146951834722557
ACH-000012,-0.18795128023718696
ACH-000013,-0.12898049900921335
ACH-000014,-0.20962034378450528
ACH-000015,-0.11537793615946232
ACH-000017,-0.322684402985933
ACH-000018,-0.2391255743213429
ACH-000019,-0.19566833980962048
ACH-000021,-0.28643540087114755
ACH-000022,-0.3865793425249767
ACH-000025,0.01447980615050925
ACH-000028,-0.2559272485576197
ACH-000030,-0.172025170494876
ACH-000035,-0.15912728221702013
ACH-000036,-0.2956850833557718
ACH-000037,-0.11785036428267975
ACH-000039,-0.11824115630363748
ACH-000040,-0.3390377548643148
ACH-000041,-0.2949819671729881
ACH-000042,-0.4051453782155101
ACH-000045,-0.3304068022904064
ACH-000047,-0.3815511404768345
ACH-000052,-0.5060404840226562
ACH-000053,-0.2554715661559752
ACH-000054,-0.2866793395467947
ACH-000055,-0.06769243874274196
ACH-000060,-0.20480093574768835
ACH-000067,-0.2714788197786768
ACH-000070,-0.1782992559420144
ACH-000075,-0.18442323698732552
ACH-000078,-0.39420993149637
ACH-000082,-0.22303339163701805
ACH-000085,-0.6629536835816864
ACH-000086,-0.2010192509645621
ACH-000087,-0.1442677227087006
ACH-000092,-0.13562808967315748
ACH-000095,-0.21524316869423754
ACH-000097,-0.26957809096568913
ACH-000098,-0.24029653977169546
ACH-000099,-0.5058926309235703
ACH-000108,-0.3010343149147825
ACH-000113,-0.3439545945560423
ACH-000116,-0.2709008075178364
ACH-000118,-0.20883767879719267
ACH-000120,-0.31565227044867783
ACH-000123,-0.1890787218216176
ACH-000127,-0.1925618830371376
ACH-000128,-0.4131866676435173
ACH-000132,-0.06255636113230237
ACH-000133,-0.13307578926030406
ACH-000137,-0.05281551651955897
ACH-000138,-0.2836229051274958
ACH-000142,-0.2576154151129361
ACH-000143,-0.3433412182900643
ACH-000146,-0.10201391624418003
ACH-000148,-0.31228000983595344
ACH-000150,-0.1263361316919374
ACH-000152,-0.3081600781513254
ACH-000153,-0.2674934551769714
ACH-000159,-0.09798285342698138
ACH-000160,-0.2770296755928822
ACH-000163,-0.2828141846660277
ACH-000167,-0.15399187584045732
ACH-000168,-0.29625452507409666
ACH-000169,-0.3077534805985395
ACH-000178,-0.20993957446751674
ACH-000183,-0.2958834001335529
ACH-000188,-0.21308381610736252
ACH-000189,-0.2272251532325672
ACH-000190,-0.15888929407992822
ACH-000198,-0.37047149689395775
ACH-000203,0.1209974306124018
ACH-000204,-0.3153718252137834
ACH-000206,-0.16700595498534068
ACH-000207,-0.22235655596789589
ACH-000208,-0.4283106938664158
ACH-000210,0.05304356526109469
ACH-000211,-0.21470702696303093
ACH-000215,-0.26429888477754304
ACH-000221,-0.2580636092497886
ACH-000222,-0.3185903287172705
ACH-000223,-0.19303134098732452
ACH-000226,-0.2398453614639373
ACH-000227,-0.21080696944835664
ACH-000228,-0.2164138483749377
ACH-000231,-0.23450752134398695
ACH-000232,-0.19647290028701395
ACH-000233,-0.18299845463563344
ACH-000234,-0.23796330506949204
ACH-000235,-0.28406374955943564
ACH-000237,-0.2780489887942971
ACH-000238,-0.26506390630046056
ACH-000242,-0.12005349294348212
ACH-000243,-0.22210416006564165
ACH-000244,-0.2211899580035222
ACH-000246,-0.3970565442147713
ACH-000248,-0.1257188551791948
ACH-000250,-0.26854635473831623
ACH-000251,-0.3724127733524252
ACH-000252,-0.03921838010430481
ACH-000253,-0.2426767236954772
ACH-000255,-0.32287215163760885
ACH-000256,-0.3951447639852769
ACH-000257,-0.30148882538065136
ACH-000258,-0.15240761209315987
ACH-000259,-0.33862570529394925
ACH-000260,-0.3093815542390377
ACH-000261,-0.2881593838629609
ACH-000262,-0.3533892891438581
ACH-000263,-0.4175916858404984
ACH-000264,-0.21084313475061264
ACH-000265,-0.08282633044523204
ACH-000266,-0.33325624179085883
ACH-000272,-0.2897038660601519
ACH-000274,-0.540683409862561
ACH-000277,-0.4130662712445077
ACH-000278,-0.19958000510774804
ACH-000279,-0.401221249722898
ACH-000280,-0.15075784934355166
ACH-000281,-0.36311220742602696
ACH-000288,-0.4031156458995357
ACH-000291,-0.3091162630855432
ACH-000293,-0.2428503637913324
ACH-000294,-0.2520339826011181
ACH-000295,-0.5069562457210189
ACH-000296,-0.34218636774852423
ACH-000302,-0.1420570651418194
ACH-000304,-0.14346840960154064
ACH-000307,-0.2714286205945529
ACH-000308,-0.18825284140579604
ACH-000310,-0.4828966054731823
ACH-000311,-0.2022659069526515
ACH-000312,-0.2696157520062389
ACH-000315,-0.2942907835059008
ACH-000316,-0.3233073426047325
ACH-000317,-0.28680856433530216
ACH-000318,-0.31733519770434504
ACH-000319,-0.31570572321155105
ACH-000320,-0.029758072845211488
ACH-000322,-0.09121655128642503
ACH-000323,-0.17603310330713304
ACH-000324,-0.2758115212637
ACH-000329,-0.16177221445549464
ACH-000330,-0.2272215521576856
ACH-000331,-0.04272153697488509
ACH-000332,-0.269450278358266
ACH-000334,-0.2757619888829617
ACH-000335,-0.23463487143174025
ACH-000336,-0.2062476849241903
ACH-000337,-0.4775078837919954
