,NSMCE2 (286053)
ACH-000004,-0.4425802018443559
ACH-000005,-0.4499504695011944
ACH-000007,-0.3801912719942107
ACH-000009,-0.3889657939802387
ACH-000011,-0.1953858898446996
ACH-000012,-0.5910533357312788
ACH-000013,-0.6298159073848218
ACH-000014,-0.3835450937013712
ACH-000015,-0.5119366340716359
ACH-000017,-0.3762432656250396
ACH-000018,-0.5306637354133741
ACH-000019,-0.3534996411761309
ACH-000021,-0.5840880890704514
ACH-000022,-0.2768579789776185
ACH-000025,-0.4669577020763496
ACH-000028,-0.29663339125161403
ACH-000030,-0.3880185348489865
ACH-000035,-0.5717149080497871
ACH-000036,-0.5300263682285833
ACH-000037,-0.2236651237699171
ACH-000039,-0.6408566537700016
ACH-000040,-0.527681693204321
ACH-000041,-0.5436016475773369
ACH-000042,-0.5072783297205382
ACH-000045,-0.30321441152726664
ACH-000047,-0.4690446808619592
ACH-000052,-0.7853454171914412
ACH-000053,-0.34931057338740795
ACH-000054,-0.3721987471019441
ACH-000055,-0.7097628931722763
ACH-000060,-0.5049114363614778
ACH-000067,-0.7222410513896581
ACH-000070,-0.4656462875092846
ACH-000075,-0.5202921278857975
ACH-000078,-0.3253019931011896
ACH-000082,-0.11700532256327598
ACH-000085,-0.6901042315041442
ACH-000086,-0.26224091105059577
ACH-000087,-0.5684551324639754
ACH-000092,-0.6932922410680071
ACH-000095,-0.5329391015093407
ACH-000097,-0.4671636786112129
ACH-000098,-0.5140435860691869
ACH-000099,-0.36969812941556296
ACH-000108,-0.21917788434343946
ACH-000113,-0.3184612104129673
ACH-000116,-0.4337643487966648
ACH-000118,-0.3313279970764627
ACH-000120,-0.37589065807898997
ACH-000123,-0.3202199507906534
ACH-000127,-0.5568676202113723
ACH-000128,-0.5001883480835589
ACH-000132,-0.4046548811158481
ACH-000133,-0.572318398724085
ACH-000137,-0.4643625645846226
ACH-000138,-0.407023729839668
ACH-000142,-0.4562303545850851
ACH-000143,-0.5525621711186598
ACH-000146,-0.2866743893015392
ACH-000148,-0.4299687488643513
ACH-000150,-0.4799488599674074
ACH-000152,-0.6219954508979935
ACH-000153,-0.4870545642940883
ACH-000159,-0.2179729200665096
ACH-000160,-0.3139414006776867
ACH-000163,-0.486397936308833
ACH-000167,0.3875930343175288
ACH-000168,-0.35780198903684823
ACH-000169,-0.5621142253321401
ACH-000178,-0.4303207462999407
ACH-000183,-0.2444235882642844
ACH-000188,-0.5628024390282143
ACH-000189,-0.5870574254641014
ACH-000190,-0.17204421496307098
ACH-000198,-0.3792332666660824
ACH-000203,0.03704615647713125
ACH-000204,-0.3891454044948878
ACH-000206,-0.6916951227852591
ACH-000207,-0.5277158787062343
ACH-000208,-0.7190495726756309
ACH-000210,-0.4271943512840293
ACH-000211,-0.5202785234502462
ACH-000215,-0.4853940172464979
ACH-000221,-0.3994310881408938
ACH-000222,-0.1045674336830329
ACH-000223,-0.4482452856613299
ACH-000226,-0.2597806698181524
ACH-000227,-0.33596979171257385
ACH-000228,-0.7150760545834276
ACH-000231,-0.7193650051514152
ACH-000232,-0.55138763760852
ACH-000233,-0.5091695542009305
ACH-000234,-0.6211340380720083
ACH-000235,-0.5470329971629136
ACH-000237,-0.5643605885282288
ACH-000238,-0.5753710319267181
ACH-000242,-0.4405942291410905
ACH-000243,-0.445917991054522
ACH-000244,-0.5122795975496229
ACH-000246,-0.4659787446598798
ACH-000248,-0.5792039868387842
ACH-000250,-0.3687294874114904
ACH-000251,-0.3855163818667107
ACH-000252,-0.2789583474411305
ACH-000253,-0.4771633814194973
ACH-000255,-0.40235560170554063
ACH-000256,-0.7779417430757125
ACH-000257,-0.5015270089839526
ACH-000258,-0.5583075322709495
ACH-000259,-0.3211956298806221
ACH-000260,-0.4735802933923584
ACH-000261,-0.5271077615580616
ACH-000262,-0.4120194269420258
ACH-000263,-0.23847394475954603
ACH-000264,-0.13092352509431135
ACH-000265,-0.3827765860049963
ACH-000266,-0.7077918318410492
ACH-000272,-0.566512007039775
ACH-000274,-0.274832727601564
ACH-000277,-0.781312999614743
ACH-000278,-0.6149532334286809
ACH-000279,-0.5487806240828436
ACH-000280,-0.4600349727809809
ACH-000281,-0.575792564176574
ACH-000288,-0.1867042894390236
ACH-000291,-0.3252655979017889
ACH-000293,-0.4295135333570452
ACH-000294,-0.3168716483038255
ACH-000295,-0.3684733845431678
ACH-000296,-0.32062807051348624
ACH-000302,-0.2787396845937555
ACH-000304,-0.3699651923211509
ACH-000307,-0.49979057461831505
ACH-000308,-0.6035299836316761
ACH-000310,-0.29936083362839344
ACH-000311,-0.23215449566534074
ACH-000312,-0.26921046635864865
ACH-000315,-0.37371823332472615
ACH-000316,-0.5625206431227389
ACH-000317,-0.6382237313180613
ACH-000318,-0.4031056399267848
ACH-000319,-0.2885514565258325
ACH-000320,-0.1879665247801042
ACH-000322,-0.3488655454324098
ACH-000323,-0.4329733362887324
ACH-000324,-0.36267824131907817
ACH-000329,-0.3671048031777429
ACH-000330,-0.4852747916503602
ACH-000331,-0.6065650393576136
ACH-000332,-0.6067491351696171
ACH-000334,-0.484493130479339
ACH-000335,-0.4623147353029629
ACH-000336,-0.5966139986897055
ACH-000337,-0.672015392570148
ACH-000338,-0.3784162877028405
ACH-000339,-0.6111591010201122
ACH-000341,-0.2809360065635028
ACH-000348,-0.5623295196368961
ACH-000350,-0.41081826364195795
ACH-000352,-0.17521463542966942
ACH-000356,-0.6430686838450935
ACH-000361,-0.6676557588199785
ACH-000362,-0.27836899005336524
ACH-000363,-0.20954685667961145
ACH-000364,-0.3968194694228071
ACH-000365,-0.4580119527754394
ACH-000366,-0.14941728870946205
ACH-000368,-0.4327996552170534
ACH-000374,-0.34300275452525114
ACH-000375,-0.3912260560459656
ACH-000376,-0.31668214862964783
ACH-000381,-0.3216738232225828
ACH-000383,-0.1883408892260409
ACH-000387,-0.4830823007800665
ACH-000389,-0.3766049512344076
ACH-000390,-0.22485424921821404
ACH-000393,-0.5574336030298598
ACH-000395,-0.6434793346903823
ACH-000396,-0.09716775583189304
ACH-000397,-0.5473453943100374
ACH-000401,-0.7351475159277726
ACH-000402,-0.4174773950711053
ACH-000403,-0.4800771396960628
ACH-000404,-0.6653754482111645
ACH-000406,-0.3001590807328888
ACH-000407,-0.3390415419824065
ACH-000408,-0.7597855034297504
ACH-000410,-0.2737140966314189
ACH-000411,-0.6536544197801407
ACH-000414,-0.20397317176913474
ACH-000415,-0.5011670422581694
ACH-000416,-0.547725384421981
ACH-000420,-0.5855638837970327
ACH-000421,-0.3855950925611479
ACH-000424,-0.4774715212714497
ACH-000425,-0.4457660227382952
ACH-000426,-0.371007367770204
ACH-000427,-0.4311777678809428
ACH-000433,-0.5702148993626572
ACH-000435,-0.489309939011059
ACH-000436,-0.16328583142560413
ACH-000444,-0.3034957908625263
ACH-000445,-0.4201318751545633
ACH-000448,-0.5464970518425791
ACH-000450,-0.45654205883227794
ACH-000452,-0.2189445684428276
ACH-000454,-0.3627342162925522
ACH-000458,-0.5384475881831878
ACH-000459,-0.2387733778258115
ACH-000460,-0.4767666130642014
ACH-000461,-0.2840364631703631
ACH-000463,-0.4206773967976122
ACH-000464,-0.20169936739236294
ACH-000466,-0.5953529109164039
ACH-000467,-0.17056670050087552
ACH-000468,-0.3900590355686137
ACH-000469,-0.4105197350429228
ACH-000470,-0.5129134073971527
ACH-000471,-0.644918125901543
ACH-000472,-0.5581563424862899
ACH-000473,-0.5246457674911155
ACH-000475,-0.4267260191184079
ACH-000476,-0.3235166554638914
ACH-000477,-0.4606291151686619
ACH-000479,-0.4009592306153349
ACH-000480,-0.2576266436408643
ACH-000481,-0.2590486868500117
ACH-000483,-0.3838061267802909
ACH-000484,-0.4136991663727767
ACH-000485,-0.4684918935599917
ACH-000486,-0.3745382845314688
ACH-000487,-0.4006235054766706
ACH-000488,-0.37488477458762187
ACH-000490,-0.6714469311845244
ACH-000491,-0.20717362943325696
ACH-000495,-0.2225116075993862
ACH-000496,-0.5435097501857086
ACH-000499,-0.4923504698210305
ACH-000500,-0.09580060738984564
ACH-000502,-0.5227514584925379
ACH-000503,-0.3198549192675457
ACH-000505,-0.5971841230994032
ACH-000507,-0.35333315280930383
ACH-000510,-0.08082347579881914
ACH-000511,-0.7432165757318746
ACH-000512,-0.389507063951868
ACH-000516,-0.524927636167141
ACH-000517,-0.3231576234783149
ACH-000518,-0.5458714206330131
ACH-000520,-0.4501181555655298
ACH-000521,-0.5651137820096369
ACH-000522,-0.5148964864458313
ACH-000524,-0.2529218682285725
ACH-000527,-0.4143849562001183
ACH-000528,-0.519337702575608
ACH-000537,-0.5659595164687965
ACH-000541,-0.4332930475204783
ACH-000542,-0.465236566264064
ACH-000544,-0.4769767392301768
