,MAP1LC3B2 (643246)
ACH-000004,-0.3463204878876772
ACH-000005,-0.04505967150755343
ACH-000007,-0.12083442842373868
ACH-000009,-0.12955346132996448
ACH-000011,-0.20977298943555345
ACH-000012,-0.0881388793816068
ACH-000013,-0.004939093942890989
ACH-000014,0.015535266655075488
ACH-000015,-0.017174902524961688
ACH-000017,-0.05037457443147578
ACH-000018,-0.0999812128442489
ACH-000019,0.16071826359555644
ACH-000021,-0.1326971966431587
ACH-000022,-0.08715119627310601
ACH-000025,-0.029405057057833545
ACH-000028,0.0533569582717087
ACH-000030,0.03339129630842432
ACH-000035,-0.12265307613000186
ACH-000036,-0.09644084914767416
ACH-000037,-0.13362984418692006
ACH-000039,-0.0344748586349819
ACH-000040,-0.055309063166323384
ACH-000041,-0.09964133914688457
ACH-000042,-0.1584820807437274
ACH-000045,0.060961877532820376
ACH-000047,-0.043014381743812224
ACH-000052,-0.1202294219632564
ACH-000053,-0.05338254039107227
ACH-000054,-0.02337455067575105
ACH-000055,-0.07427854375265802
ACH-000060,-0.033344791557478666
ACH-000067,-0.06319558520833181
ACH-000070,0.17125250230696998
ACH-000075,-0.0044962074185571355
ACH-000078,-0.08754202037810974
ACH-000082,-0.04974090085393333
ACH-000085,-0.0033909727278806628
ACH-000086,-0.13759708775592802
ACH-000087,0.02050460732466775
ACH-000092,0.04398450021337379
ACH-000095,-0.09417123072921063
ACH-000097,-0.044751766369601334
ACH-000098,-0.11250628250320556
ACH-000099,-0.14185836628922546
ACH-000108,-0.11778286353563472
ACH-000113,0.08319610107118583
ACH-000116,0.058078574760404386
ACH-000118,-0.04435782159816005
ACH-000120,-0.07217021750086068
ACH-000123,-0.012048292506905535
ACH-000127,-0.0585461671485997
ACH-000128,-0.0017703639504868024
ACH-000132,-0.1026783510576064
ACH-000133,0.004438886664944362
ACH-000137,-0.16555407286844595
ACH-000138,-0.040294435387981935
ACH-000142,-0.009332250050200924
ACH-000143,-0.09600227784436284
ACH-000146,-0.04855011758247321
ACH-000148,-0.10288617219806262
ACH-000150,-0.14927795805006686
ACH-000152,0.017364363145258604
ACH-000153,0.0243008053985324
ACH-000159,-0.0426984236317134
ACH-000160,-0.03497589572600635
ACH-000163,-0.07278718166628159
ACH-000167,0.0076545684901897955
ACH-000168,0.07301139187262029
ACH-000169,-0.0051157653917178565
ACH-000178,-0.06258610902746431
ACH-000183,-0.10419790774875687
ACH-000188,0.05677620665055436
ACH-000189,-0.19000472937268695
ACH-000190,-0.1454080085614901
ACH-000198,-0.01459092734023596
ACH-000203,-0.4591867658108642
ACH-000204,-0.13375015888552647
ACH-000206,-0.040698851927965074
ACH-000207,-0.0027853993492647964
ACH-000208,-0.05281083115593685
ACH-000210,0.17794333640495236
ACH-000211,-0.13686958294051846
ACH-000215,-0.1963693987121948
ACH-000221,-0.19744360879260997
ACH-000222,-0.18332099764322607
ACH-000223,-0.1324042786118807
ACH-000226,0.032731166236045904
ACH-000227,-0.1887944170145883
ACH-000228,-0.04868840889669527
ACH-000231,0.04547466607214482
ACH-000232,-0.15767304291239745
ACH-000233,-0.09708567946227288
ACH-000234,0.12928315584925015
ACH-000235,-0.06931573360186236
ACH-000237,-0.08541834913911316
ACH-000238,-0.13443736646768334
ACH-000242,0.03761052705500662
ACH-000243,-0.02383490237584996
ACH-000244,-0.08736089929000712
ACH-000246,-0.03931576026893142
ACH-000248,0.10099986194702226
ACH-000250,-0.0952394015502408
ACH-000251,-0.030240181694731482
ACH-000252,0.0038998926908139116
ACH-000253,-0.025221118651992572
ACH-000255,-0.11321912787551724
ACH-000256,0.12029606574392025
ACH-000257,0.03416362591694688
ACH-000258,-0.10352285546701732
ACH-000259,-0.06495765412378664
ACH-000260,-0.09119912864685477
ACH-000261,-0.06237454583276271
ACH-000262,-0.14472268850833722
ACH-000263,-0.001261116560716898
ACH-000264,-0.06432268395496124
ACH-000265,-0.191929807913075
ACH-000266,-0.06430432353940176
ACH-000272,0.002375096746222907
