,TBKBP1 (9755)
ACH-000335,-0.17669431070521788
ACH-000336,-0.30449476756312244
ACH-000337,-0.39275102338724893
ACH-000338,-0.8966657884346375
ACH-000339,-0.21116876985975291
ACH-000341,-0.2703369306249744
ACH-000348,-0.2562010211199329
ACH-000350,-0.199067160670938
ACH-000352,-0.1761194314091376
ACH-000356,-0.32859418153457304
ACH-000361,-0.166332998073943
ACH-000362,-0.12353291778363346
ACH-000363,-0.1764777394267347
ACH-000364,-0.11809564782230167
ACH-000365,-0.20350093490074286
ACH-000366,-0.2352703920562629
ACH-000368,-0.2286765443451701
ACH-000374,-0.21326284736876724
ACH-000375,-0.3898509523323698
ACH-000376,-0.12363631526418215
ACH-000381,-0.3450833146035828
ACH-000383,-0.2604019248280081
ACH-000387,-0.1860650898122526
ACH-000389,-0.3143840440386435
ACH-000390,-0.24033121757390624
ACH-000393,-0.0539296316987263
ACH-000395,-0.249158412624228
ACH-000396,-0.06040506388071248
ACH-000397,-0.2688857673968698
ACH-000401,-0.4073775751856928
ACH-000402,-0.13454241738918282
ACH-000403,-0.24717819267455146
ACH-000404,-0.2119829427024016
ACH-000406,-0.17479662040922658
ACH-000407,-0.2717565764924688
ACH-000408,-0.27250450308384305
ACH-000410,-0.1109892235377362
ACH-000411,-0.3058858225022512
ACH-000414,-0.1223405694647306
ACH-000415,-0.5370255367760589
ACH-000416,-0.1949552723637298
ACH-000420,-0.2799643916995063
ACH-000421,-0.2882096304632061
ACH-000424,-0.3989733582947865
ACH-000425,-0.292021265954486
ACH-000426,-0.2610004237579706
ACH-000427,-0.3648924240818655
ACH-000433,-0.1604384974544248
ACH-000435,-0.08805747848068644
ACH-000436,-0.055663147147566296
ACH-000444,-0.16362596521220096
ACH-000445,-0.3572502723982347
ACH-000448,-0.2360051087657823
ACH-000450,-0.127790869746988
ACH-000452,-0.1588115379775434
ACH-000454,-0.20367426816746054
ACH-000458,-0.34291576115179584
ACH-000459,-0.227298360813292
ACH-000460,-0.2724648371870572
ACH-000461,-0.1752712960891203
ACH-000463,-0.1648008476148983
ACH-000464,-0.17667982259943393
ACH-000466,-0.27156864850990714
ACH-000467,-0.35123468301986704
ACH-000468,-0.3258567638883884
ACH-000469,-0.106382019767849
ACH-000470,-0.09834629430064068
ACH-000471,-0.16516257283377772
ACH-000472,-0.22374762400516832
ACH-000473,-0.3030511280666969
ACH-000475,-0.1534330987966997
ACH-000476,-0.17798009981660376
ACH-000477,-0.12964811254502515
ACH-000479,-0.06822756344960865
ACH-000480,-0.3431207472688543
ACH-000481,-0.19705790958196748
ACH-000483,-0.13130040972215162
ACH-000484,-0.048967212522131584
ACH-000485,-0.2031986366718571
ACH-000486,-0.22036443111173734
ACH-000487,-0.12221058479665192
ACH-000488,-0.19925243980148216
ACH-000490,-0.2099305957216816
ACH-000491,-0.23821250270989425
ACH-000495,-0.19623859238125427
ACH-000496,-0.24632113276737524
ACH-000499,-0.22471049114547556
ACH-000500,-0.05877070555561813
ACH-000502,-0.18548218381923148
ACH-000503,0.13203426696337972
ACH-000505,-0.21905148833489685
ACH-000507,-0.4555803583869506
ACH-000510,-0.287583411999343
ACH-000511,-0.25192939069737946
ACH-000512,-0.08820924875487318
ACH-000516,-0.2986759363698441
ACH-000517,-0.1921136440407856
ACH-000518,-0.1956084399567659
ACH-000520,-0.0963074856833761
ACH-000521,-0.18351343680913304
ACH-000522,-0.2348313162114649
ACH-000524,-0.1740559352289815
ACH-000527,-0.2606909082156727
ACH-000528,-0.1538230962449435
ACH-000537,-0.27091658122892265
ACH-000541,-0.06692371012525243
ACH-000542,-0.2496777378437267
ACH-000544,-0.4245798464443756
ACH-000545,-0.302569121601067
ACH-000547,-0.4268200699251196
ACH-000548,-0.25915310898515154
ACH-000549,-0.2919926151424411
ACH-000550,-0.33331651820926
ACH-000552,-0.2675732083644872
ACH-000556,-0.33882774025640305
ACH-000557,0.013422272241725626
ACH-000569,-0.27934041046935826
ACH-000570,-0.32796417405585626
ACH-000571,-0.2491681229645417
ACH-000573,-0.18756967692540688
ACH-000576,-0.1905992875654529
ACH-000579,-0.22401661025850586
ACH-000580,-0.2159930971197279
ACH-000584,-0.18829165822398128
ACH-000585,-0.1648534926232954
ACH-000588,-0.20278091012477925
ACH-000589,-0.27759187436397725
ACH-000591,-0.2454890654735631
ACH-000593,-0.30376929485222004
ACH-000600,-0.3920148351100429
ACH-000601,-0.23627112629366284
ACH-000605,-0.11402880398291484
ACH-000606,-0.3880512631031924
ACH-000608,-0.26177541783055536
ACH-000614,-0.21019624097840434
ACH-000616,-0.10141977141744613
ACH-000618,-0.2623862436621982
ACH-000619,-0.17181982305568685
ACH-000620,-0.16930716444387695
ACH-000621,-0.12074431514203833
ACH-000622,-0.2524291552972157
ACH-000623,-0.3220876033964517
ACH-000624,-0.16749922585175078
ACH-000627,-0.24599870344568214
ACH-000630,-0.2914349501880609
ACH-000631,-0.10310999068839076
ACH-000632,-0.21989654353783156
ACH-000633,-0.28401344939972256
ACH-000637,-0.31049506371945873
ACH-000638,-0.06206583917436712
ACH-000646,-0.2120577491257768
ACH-000647,-0.3542277728099182
ACH-000648,-0.14679805394156428
ACH-000649,-0.2562438263018141
ACH-000651,-0.13995729349860658
ACH-000652,-0.3783055019279842
ACH-000653,-0.09826794558784337
ACH-000657,-0.19806350744728304
ACH-000658,-0.14288529953487542
ACH-000661,-0.17161794757844367
ACH-000662,-0.4150768735056216
ACH-000663,-0.2846634789743737
ACH-000665,-0.15988102973549329
ACH-000671,-0.284606512025623
ACH-000672,-0.06232756759128029
ACH-000673,-0.2611350470190751
ACH-000676,-0.2876970885318609
ACH-000677,-0.1336246010561176
ACH-000681,-0.21703616907855525
ACH-000683,-0.24850941690526746
ACH-000684,-0.22141959856905652
ACH-000688,-0.2746680931414365
ACH-000693,-0.2161384480050024
ACH-000694,-0.2512533280450731
ACH-000695,-0.3107701491881611
ACH-000696,-0.2231288146798796
ACH-000697,-0.2796157297816492
ACH-000699,-0.20430457069302504
ACH-000701,-0.28962740844421003
ACH-000706,-0.3541464879468349
ACH-000711,-0.2092276440771564
ACH-000713,-0.22107182934604394
ACH-000714,-0.2452369493904249
ACH-000718,-0.16744433323342298
ACH-000720,-0.418217097676451
ACH-000721,-0.34739597102817266
ACH-000724,-0.17785356697069746
ACH-000725,-0.1910964352866958
ACH-000732,-0.3664446726482571
ACH-000734,-0.14440621628785846
ACH-000735,-0.2507182012095773
ACH-000736,-0.22505908261005075
ACH-000738,-0.26429252074030096
ACH-000746,-0.2734750225467345
ACH-000747,-0.3407127655246441
ACH-000748,-0.1705893879659076
ACH-000753,-0.2782380760128734
ACH-000756,-0.24331657327970665
ACH-000757,0.04083929298367483
ACH-000758,-0.258201081213619
ACH-000760,-0.2336818290559076
ACH-000762,-0.09049481911433864
ACH-000763,-0.11800457173249795
ACH-000764,-0.3168666684070651
ACH-000765,-0.21454147187905245
ACH-000766,-0.17738380538868628
ACH-000767,-0.21836581376503247
ACH-000768,-0.242312224014083
ACH-000769,-0.22793423638889165
ACH-000770,-0.14401366598908688
ACH-000771,-0.2549773909923291
ACH-000773,-0.2915887480258009
ACH-000776,-0.4259971646971024
ACH-000777,-0.15294786777703326
ACH-000778,-0.2505039278100045
ACH-000781,-0.21014124380022592
ACH-000782,-0.08923485671701319
ACH-000783,-0.19240393407105266
ACH-000784,-0.2959918129532326
ACH-000785,-0.19507782576712535
ACH-000787,-0.19727774657868288
ACH-000788,-0.3882922389084021
ACH-000791,-0.2646822364505173
ACH-000792,-0.23513825853981205
ACH-000794,-0.32075672149610346
ACH-000796,-0.27250884102312223
ACH-000798,-0.12854115673139782
ACH-000799,-0.20783302411383364
ACH-000800,-0.2724612309681391
ACH-000802,-0.245702729909219
ACH-000804,-0.1504199509785374
ACH-000805,-0.21103907374764705
ACH-000809,-0.2911521603507169
ACH-000810,-0.16746753149894802
ACH-000811,-0.3632020299693207
ACH-000817,-0.1086830116156791
ACH-000819,-0.18503813634073948
ACH-000820,-0.2975644875241407
ACH-000821,-0.10310460200495222
ACH-000822,-0.23786551541559214
ACH-000823,-0.26627216507297896
ACH-000824,-0.1886088631076728
ACH-000827,-0.22410820185758693
ACH-000829,-0.18487679489693487
ACH-000831,-0.2726039477299759
ACH-000832,-0.17142275659970138
ACH-000833,-0.2787600268123194
ACH-000834,-0.23927956602907866
ACH-000835,-0.16527908290967844
ACH-000836,-0.2000453694946437
ACH-000837,-0.35878858903594285
ACH-000838,-0.31270766880711026
ACH-000839,-0.2473237500290543
ACH-000840,-0.3205749319278053
ACH-000841,-0.23854781152323976
ACH-000843,-0.3909721991954429
ACH-000846,-0.0968539472599438
ACH-000847,-0.2478739691061207
ACH-000848,-0.043078350071306296
ACH-000849,-0.3714183761502641
ACH-000851,-0.2572101053185249
ACH-000855,-0.09076131337735356
ACH-000856,-0.18273964431852446
ACH-000858,-0.30271129297373417
ACH-000859,-0.2074985869571461
ACH-000861,-0.14657855075914142
ACH-000862,-0.16285758344558984
ACH-000865,-0.1327037980477565
ACH-000866,-0.19046653783816253
ACH-000867,-0.16331679510567973
ACH-000869,-0.2048741935898995
ACH-000872,-0.12474760552109768
ACH-000873,-0.15034236063491985
ACH-000876,-0.2542319441656171
ACH-000878,-0.07522016424036651
ACH-000880,-0.2494875922763583
ACH-000881,-0.3021924954606796
ACH-000882,-0.1728058645180863
ACH-000884,-0.20861102008381227
ACH-000885,-0.12042667201688123
ACH-000887,-0.3007008817039816
ACH-000889,-0.1896130235625299
ACH-000896,-0.21234028805181385
ACH-000898,-0.18987549996744404
ACH-000900,-0.3041727983060516
ACH-000901,-0.1862534265828458
ACH-000905,-0.23967765364367194
ACH-000906,-0.2101247133449559
ACH-000907,-0.2811833129453009
ACH-000910,-0.2077397448494191
ACH-000911,-0.2915018869955581
ACH-000912,-0.10504959303152844
ACH-000913,-0.3209486815981973
ACH-000915,-0.15558749466449534
ACH-000916,-0.4915016369141535
ACH-000917,-0.3896043175319219
ACH-000920,-0.2027503686475874
ACH-000921,-0.19109790892125444
ACH-000924,-0.1540130103860885
ACH-000926,-0.11596038255543648
ACH-000928,-0.2797120592170224
ACH-000929,-0.3124176204019053
ACH-000932,-0.33149208033353245
ACH-000935,-0.3790644240383546
ACH-000936,-0.13275352863188294
ACH-000937,-0.21282543064268672
ACH-000938,-0.08863728966209741
ACH-000939,-0.2301479030334716
ACH-000941,-0.23509368650475304
ACH-000943,-0.1979304502856644
ACH-000946,-0.22566444351924664
ACH-000947,-0.16757828614323295
ACH-000948,-0.3341001573643804
ACH-000950,-0.1925835528833449
ACH-000953,-0.2450135424135919
ACH-000954,-0.3711795294362469
ACH-000957,-0.09355504493633007
ACH-000958,-0.07724093453156762
ACH-000960,-0.17026972146376576
ACH-000963,-0.3174462337277824
ACH-000968,-0.2182129453254744
ACH-000969,-0.32914431874799743
ACH-000972,-0.400330128554084
ACH-000973,-0.23800633554390455
ACH-000974,-0.3114776198581453
ACH-000978,-0.18951996292293985
ACH-000984,-0.2254927374250465
ACH-000986,-0.2927711262483472
ACH-000988,-0.16908392065905395
ACH-000993,-0.4095407613895555
ACH-000994,-0.14136601717606978
ACH-000996,-0.4403974114019486
ACH-001001,-0.3016397305846654
ACH-001020,-0.2418624235842392
ACH-001028,-0.1893481874611508
ACH-001031,-0.3068544903520927
ACH-001038,-0.22103045757744005
ACH-001048,-0.17928362172620738
ACH-001050,-0.3401250180362534
ACH-001053,-0.22667145753059095
ACH-001054,-0.11831320415025907
ACH-001061,-0.1726606004632793
ACH-001067,-0.30474176158185423
ACH-001075,-0.23596660690148544
ACH-001096,-0.2505273066186365
ACH-001111,-0.13818205259114308
ACH-001119,-0.17530087760300953
ACH-001128,-0.21733839299509766
ACH-001134,-0.28241600655581944
ACH-001151,-0.2905601726366569
ACH-001163,-0.4240485949504136
ACH-001164,-0.0814154782106048
ACH-001183,-0.2700196616104976
ACH-001192,-0.4020276644307704
ACH-001193,-0.3981204464297651
ACH-001196,-0.25036333552930395
ACH-001197,-0.5916424101167502
ACH-001205,-0.2801736940121478
ACH-001211,-0.3114156472863427
ACH-001212,-0.04086870627443099
ACH-001228,-0.3091719371066041
ACH-001232,-0.2868609402601926
ACH-001239,-0.3603801706649584
ACH-001270,-0.334617259031916
ACH-001274,-0.2640775040166816
ACH-001275,-0.3599510536635834
ACH-001277,-0.11819669805953127
ACH-001278,-0.24183273666193675
ACH-001280,-0.29430929640530906
ACH-001283,-0.3783043364378344
ACH-001289,-0.28789919892657745
ACH-001300,-0.3073041578476924
ACH-001301,-0.34488466682272945
ACH-001302,-0.40096123319405386
ACH-001306,-0.18788479217657503
ACH-001318,-0.1863071936553785
ACH-001322,-0.19423735107654674
ACH-001328,-0.3593167122335368
ACH-001332,-0.19032944098078
ACH-001336,-0.1571762533594031
ACH-001346,-0.2604854242565965
ACH-001353,-0.3141306551088534
ACH-001354,-0.3271866107120763
ACH-001367,-0.13877636006193314
ACH-001368,-0.2161055141850439
ACH-001374,-0.17123709871308956
ACH-001377,-0.2986782984953517
ACH-001380,-0.2890829592347332
ACH-001391,-0.2390727785343021
ACH-001408,-0.2885910065743753
ACH-001430,0.09325959103804486
ACH-001431,-0.2535597974920446
ACH-001450,-0.2965907303289703
ACH-001496,-0.22226867726169627
ACH-001500,-0.3644845767463876
ACH-001523,-0.4360553822257133
ACH-001532,-0.2186256439838551
ACH-001550,-0.2321653973072711
ACH-001552,-0.16350704958668447
ACH-001554,-0.1584626848635405
ACH-001654,-0.3385622402110291
ACH-001735,-0.2760108042722091
ACH-001736,-0.2822320248115342
ACH-001737,-0.0003318365094098002
ACH-001740,-0.279269813300831
ACH-001745,-0.17582091712531786
ACH-001765,-0.13687465467002033
