,TRA2B (6434)
ACH-000211,-0.5208946149431697
ACH-000215,-0.3865333164644572
ACH-000221,-0.9035052701705996
ACH-000222,-0.3771185440795774
ACH-000223,-0.5557229679993474
ACH-000226,-0.7368112563602002
ACH-000227,-0.6953126918181683
ACH-000228,-0.4913580516785114
ACH-000231,-0.6172641201725909
ACH-000232,-0.8508493398570316
ACH-000233,-0.7442277279129279
ACH-000234,-0.6054778665473398
ACH-000235,-0.5257215173879598
ACH-000237,-0.7730374304412939
ACH-000238,-0.4494327463735416
ACH-000242,-0.5401814698617171
ACH-000243,-0.13895153480971004
ACH-000244,-0.31338632876624145
ACH-000246,-0.2323077988223281
ACH-000248,-0.4594820470084048
ACH-000250,-0.7497558576299058
ACH-000251,-0.33636364100051386
ACH-000252,-0.5152860037474004
ACH-000253,-0.6103509951749991
ACH-000255,-0.3563324250557673
ACH-000256,-0.39680498963888666
ACH-000257,-0.5902767979069252
ACH-000258,-0.7241979648390953
ACH-000259,-0.5959012736660544
ACH-000260,-0.7701357952351063
ACH-000261,-0.4464168694786438
ACH-000262,-0.5124492105382019
ACH-000263,-0.6490986157512463
ACH-000264,-0.7661738105950645
ACH-000265,-0.5930579918909609
ACH-000266,-0.20158409443726213
ACH-000272,-0.4893589844547348
ACH-000274,-0.8762089285132946
ACH-000277,-0.5981125466310836
ACH-000278,-0.7846534432861313
ACH-000279,-0.6911621210322321
ACH-000280,-0.3855364239132919
ACH-000281,-0.3754621046387663
ACH-000288,-0.3642635918609585
ACH-000291,-0.8664587515303694
ACH-000293,-0.5327156260992594
ACH-000294,-0.8273214721493679
ACH-000295,-0.5809937060595236
ACH-000296,-0.3989480571928799
ACH-000302,-0.31898472300056385
ACH-000304,-0.24955456780541355
ACH-000307,-0.48388006674354406
ACH-000308,-0.6565696483167097
ACH-000310,-0.7693955368967922
ACH-000311,-0.28941897564731583
ACH-000312,-0.8259068093847862
ACH-000315,-0.4730816512283875
ACH-000316,-0.47751650372043797
ACH-000317,-0.3144989653324187
ACH-000318,-0.6192468347217208
ACH-000319,-0.5236689033321327
ACH-000320,-0.6991219505393538
ACH-000322,-0.8622696823536855
ACH-000323,-0.21274570560654926
ACH-000324,-0.5361639281315044
ACH-000329,-0.4251394680977335
ACH-000330,-0.509333775282689
ACH-000331,-0.5198385312266544
ACH-000332,-0.2953353182567275
ACH-000334,-0.2921288726782964
ACH-000335,-0.6123057758479301
ACH-000336,-0.2770193108999903
ACH-000337,-0.4053494019565369
ACH-000338,-0.6537006078367402
ACH-000339,-0.4909989527970049
ACH-000341,-0.7501142518893544
ACH-000348,-0.3248373319199861
ACH-000350,-0.3325851891860228
ACH-000352,-0.6521553571892778
ACH-000356,-0.273561575979966
ACH-000361,-0.2191857782828613
ACH-000362,-0.7656220617144275
ACH-000363,-0.4202476226318591
ACH-000364,-0.5278422894296916
ACH-000365,-0.2556104180876657
ACH-000366,-0.6664851533545245
ACH-000368,-0.4066602442551992
ACH-000374,-0.3922420600611761
ACH-000375,-0.7984934642518391
ACH-000376,-0.15599042356134438
ACH-000381,-0.35054857243413085
ACH-000383,-0.4058427406301847
ACH-000387,-0.491666852085773
ACH-000389,-0.450608137030578
ACH-000390,-0.4787040207099432
ACH-000393,-0.6067908561776956
ACH-000395,-0.16300954814331134
ACH-000396,-0.6207416275632776
ACH-000397,-0.32026784373494144
ACH-000401,-0.563920553949489
ACH-000402,-0.07700997871094482
ACH-000403,-0.3149820192067953
ACH-000404,-0.4528170576464143
ACH-000406,-0.30846784645810954
ACH-000407,-0.4843534806029054
ACH-000408,-0.4025440040669906
ACH-000410,-0.5333084298175366
ACH-000411,-0.763753046256697
ACH-000414,-0.8384059700572094
ACH-000415,-0.3487526235425708
ACH-000416,-0.812878941498779
ACH-000420,-0.7649783593558497
ACH-000421,-0.45854556715136
ACH-000424,-0.5092545300129699
ACH-000425,-0.43932993240177454
ACH-000426,-0.3823308873898633
ACH-000427,-0.3034260071388974
ACH-000433,-0.6127313731795022
ACH-000435,-0.5590246995647004
ACH-000436,-0.5762252690419675
ACH-000444,-0.5951640335287399
ACH-000445,-0.3908526988881052
ACH-000448,-0.5865437283702248
ACH-000450,-0.3420178535313482
ACH-000452,-0.2324171320018669
ACH-000454,-0.5728902217965621
ACH-000458,-0.4765654380112085
ACH-000459,-0.7949269319052796
ACH-000460,-0.5168289153093742
ACH-000461,-0.5306437672807545
ACH-000463,-0.8010091465061174
ACH-000464,-0.26405821172446137
ACH-000466,-0.3097896185284878
ACH-000467,-0.6407229832411904
ACH-000468,-0.4820348481541168
ACH-000469,-0.4639799291723753
ACH-000470,-0.5613438185867935
ACH-000471,-0.8735980934958228
ACH-000472,-0.4552879385433461
ACH-000473,-0.6537950972274462
ACH-000475,-0.6119099295365185
ACH-000476,-0.4564593414650722
ACH-000477,-0.6718263012867565
ACH-000479,-0.5038069928326412
ACH-000480,-0.6647797469477534
ACH-000481,-0.8285914605540656
ACH-000483,-0.42711538924373743
ACH-000484,-0.8804932043038437
ACH-000485,-0.18933620656454245
ACH-000486,-0.5212520834018128
ACH-000487,-1.1268207654940672
ACH-000488,-0.5770099036957491
ACH-000490,-0.18557322052529948
ACH-000491,-0.3937205303359996
ACH-000495,-0.18517217449642895
ACH-000496,-0.8645143851649859
ACH-000499,-0.9271605481517524
ACH-000500,-0.5580641472364598
ACH-000502,-0.6184802022242013
ACH-000503,-0.4850444828076778
ACH-000505,-0.34185680993560114
ACH-000507,-0.5967557523440917
ACH-000510,-0.5249832021687751
ACH-000511,-0.3868619530968667
ACH-000512,-0.7123988435033838
ACH-000516,-0.4169994297732066
ACH-000517,-0.7815496190164557
ACH-000518,-0.4755715600504391
ACH-000520,-0.6643487771273456
ACH-000521,-0.4731349700299365
ACH-000522,-0.7129035945224491
ACH-000524,-0.5910277329141901
ACH-000527,-0.2279417876816829
ACH-000528,-0.2728035909929421
ACH-000537,-0.391530737801168
ACH-000541,-0.26573934038044256
ACH-000542,-0.31426695265611826
ACH-000544,-0.5369841241803587
ACH-000545,-0.5457623714247671
ACH-000547,-0.4777122793694945
ACH-000548,-0.5447359816646272
ACH-000549,-0.5348115580228938
ACH-000550,-0.7685574606873762
ACH-000552,-0.5661687649883472
ACH-000556,-0.4055486967321888
ACH-000557,-0.8031657002972202
ACH-000569,-0.19048839561032002
ACH-000570,-0.466481035255185
ACH-000571,-0.5251492833880499
ACH-000573,-0.4516530440916833
ACH-000576,-0.5187059757039072
ACH-000579,-0.4290585280298562
ACH-000580,-0.4748717340804013
ACH-000584,-0.5119443902271922
ACH-000585,-0.3854528380888272
ACH-000588,-0.505237619317558
ACH-000589,-0.7043611554672458
ACH-000591,-0.4843258545048862
ACH-000593,-0.6431308218204407
ACH-000600,-0.4790440737875673
ACH-000601,-0.6727891659136569
ACH-000605,-0.4963549443680022
ACH-000606,-0.2761367462045869
ACH-000608,-0.3972837252471422
ACH-000614,-0.2579104581456823
ACH-000616,-0.3450707271302777
ACH-000618,-0.3622352499399133
ACH-000619,-0.3535174234578817
ACH-000620,-0.5813098490884784
ACH-000621,-0.492548476158853
ACH-000622,-0.6541584223151271
ACH-000623,-0.5621001862365881
ACH-000624,-0.6316416641579483
ACH-000627,-0.6917667197749066
ACH-000630,-0.5433641291571948
ACH-000631,-0.5706738851208483
ACH-000632,-0.9406566628692711
ACH-000633,-0.4700547481680494
ACH-000637,-0.7528411834291586
ACH-000638,-0.6724229549287616
ACH-000646,-0.3309399988256202
ACH-000647,-0.2601829868558753
ACH-000648,-0.7087417524933592
ACH-000649,-0.5960762913128032
ACH-000651,-0.7461119690210897
ACH-000652,-0.5676589060619648
ACH-000653,-0.29638078897288195
ACH-000657,-0.6752910021645311
ACH-000658,-0.7117901172633638
ACH-000661,-0.5957925884205727
ACH-000662,-0.4825044603432424
ACH-000663,-0.6897559146723714
ACH-000665,-0.5380137024162044
ACH-000671,-0.5129959269349934
ACH-000672,-0.5364929159544708
ACH-000673,-0.5175789351496131
ACH-000676,-0.25713999706245644
ACH-000677,-0.34677841251277386
ACH-000681,-0.6736696643268844
ACH-000683,-0.43152401354517933
ACH-000684,-0.5624448962656761
ACH-000688,-0.7044399268844735
ACH-000693,-0.3762899510487641
ACH-000694,-0.3943270933277761
ACH-000695,-0.2447077441076125
ACH-000696,-0.4558008285019145
ACH-000697,-0.5040328597163217
ACH-000699,-1.1724989756911033
ACH-000701,-0.4851745121579345
ACH-000706,-0.5087734958062472
ACH-000711,-0.2305138844559121
ACH-000713,-0.5981810047776145
ACH-000714,-0.4029957857462656
ACH-000718,-0.2951019363276128
ACH-000720,-0.4230747892818645
ACH-000721,-0.7051398853106673
ACH-000724,-0.6343817276450147
ACH-000725,-0.4259460617807736
ACH-000732,-0.6658069169099798
ACH-000734,-0.4329295527318886
ACH-000735,-0.5382277852122163
ACH-000736,-0.6177015991741056
ACH-000738,-0.2660561249082669
ACH-000746,-0.609942654908626
ACH-000747,-0.5170461257316885
ACH-000748,-0.3787909206857915
ACH-000753,-0.7316712110344351
ACH-000756,-0.40012560104519135
ACH-000757,-0.6041086460281954
ACH-000758,-0.2970020836000369
ACH-000760,-0.3485345275016449
ACH-000762,-0.5020712474128282
ACH-000763,-0.38742281623717206
ACH-000764,-0.5523352002833628
ACH-000765,-0.6858819362238457
ACH-000766,-0.43447120525768496
ACH-000767,-0.2770506723630066
ACH-000768,-0.535937139807282
ACH-000769,-0.4222755033729881
ACH-000770,-0.8332730218533537
ACH-000771,-0.642969780680129
ACH-000773,-0.6931468687173121
ACH-000776,-0.4348622308914005
ACH-000777,-0.3490076377869377
ACH-000778,-0.3945154063343511
ACH-000781,-0.3569088642747417
ACH-000782,-0.5956062322970748
ACH-000783,-0.7515988161471315
ACH-000784,-0.5683857609081462
ACH-000785,-0.5971303893505258
ACH-000787,-0.3237723471144698
ACH-000788,-0.5863085108385644
ACH-000791,-0.4779584319760669
ACH-000792,-0.5323874409893046
ACH-000794,-0.4819211656956239
ACH-000796,-0.9154880596443801
ACH-000798,-0.7367193631597753
ACH-000799,-0.5078770160243132
ACH-000800,-0.4195792924699736
ACH-000802,-0.7133800545952447
ACH-000804,-0.5039392412015898
ACH-000805,-0.9045107787446756
ACH-000809,-0.2820853755901583
ACH-000810,-0.900111842258731
ACH-000811,-1.0189625966704094
ACH-000817,-0.4973372230229973
ACH-000819,-0.6470011972404277
ACH-000820,-0.5095063391500727
ACH-000821,-0.7696197663130001
ACH-000822,-1.0011810629751747
ACH-000823,-0.3803988588420732
ACH-000824,-0.3842723912716979
ACH-000827,-0.6241839081553421
ACH-000829,-0.2814816543442753
ACH-000831,-0.816068338235119
ACH-000832,-0.3596470121935988
ACH-000833,-0.4723549519983354
ACH-000834,-0.3193828564344472
ACH-000835,-0.5536920293508885
ACH-000836,-0.4040246054138733
ACH-000837,-0.32862413157037706
ACH-000838,-0.4810710296284693
ACH-000839,-0.4970781364721318
ACH-000840,-0.5530160789015842
ACH-000841,-0.626736261922981
ACH-000843,-0.4221293370945674
ACH-000846,-0.497468773054603
ACH-000847,-0.4957584292369835
ACH-000848,-0.6582471732209272
ACH-000849,-0.4631916299430347
ACH-000851,-0.5391261335855662
ACH-000855,-0.7180731983281374
ACH-000856,-0.4342770358172206
ACH-000858,-0.386612969845052
ACH-000859,-0.5239138098940521
ACH-000861,-0.6819215465745075
ACH-000862,-0.4086212043870542
ACH-000865,-0.443175708660202
ACH-000866,-0.3398051588101544
ACH-000867,-0.4724336123490223
ACH-000869,-0.6214714139349036
ACH-000872,-0.3389237169564921
ACH-000873,-0.4659843390351477
ACH-000876,-0.5793003775051679
ACH-000878,-0.7986244402207024
ACH-000880,-0.1786515743999401
ACH-000881,-0.3740534285979856
ACH-000882,-0.5349749629994035
ACH-000884,-0.5942639696192699
ACH-000885,-0.3927892498581913
ACH-000887,-0.27523254286708704
ACH-000889,-0.4577136964678939
ACH-000896,-0.3536224824090193
ACH-000898,-0.395070489193102
ACH-000900,-0.6868588957855694
ACH-000901,-0.3762409980800857
ACH-000905,-0.2511986185066392
ACH-000906,-0.4272923723533722
ACH-000907,-0.5929769986575595
ACH-000910,-0.6094570058086152
ACH-000911,-0.8778201140566723
ACH-000912,-0.8852061258216434
ACH-000913,-0.6297617976500668
ACH-000915,-0.3843237860767381
ACH-000916,-1.0078173197189748
ACH-000917,-0.22960493914000685
ACH-000920,-0.3733184600439941
ACH-000921,-0.7256302848695853
ACH-000924,-0.5154415339043031
ACH-000926,-0.2796325368888577
ACH-000928,-0.44028211838564696
ACH-000929,-0.7638056807937409
ACH-000932,-0.5282615925867775
ACH-000935,-0.5183301043717239
ACH-000936,-0.4518887508705589
ACH-000937,-0.8431354206009656
ACH-000938,-0.5188137351059466
ACH-000939,-0.1336534331736579
ACH-000941,-0.33506123779517044
ACH-000943,-0.5079462950869436
ACH-000946,-0.4622288787643124
ACH-000947,-0.4016966488272247
ACH-000948,-0.499114756633891
ACH-000950,-0.5605300204459538
ACH-000953,-0.17973463369467646
ACH-000954,-0.4760113471358498
ACH-000957,-0.3954485928212517
ACH-000958,-0.4671105490460788
ACH-000960,-0.3578328697560085
ACH-000963,-0.3885731245507423
ACH-000968,-0.7586689437981415
ACH-000969,-0.2997511546791945
ACH-000972,-0.5099410434662831
ACH-000973,-0.4639065731327846
ACH-000974,-0.3477413189384749
ACH-000978,-0.5687043650001057
ACH-000984,-0.5525530445231598
ACH-000986,-0.5787843693560875
ACH-000988,-0.6152324752982238
ACH-000993,-0.6321023366110866
ACH-000994,-0.4058584299178064
ACH-000996,-0.6239835719112321
ACH-001001,-0.4208273840859096
ACH-001020,-0.6254989667297789
ACH-001028,-0.6314425873011184
ACH-001031,-0.06030317987269776
ACH-001038,-0.5075024514156294
ACH-001048,-0.5966521395598476
ACH-001050,-0.5908669410469755
ACH-001053,-0.33520606911542833
ACH-001054,-0.5817206883384252
ACH-001061,-0.4855817592162726
ACH-001067,-0.764741928685542
ACH-001075,-0.6812261690139023
ACH-001096,-0.7089648036647842
ACH-001111,-0.5264329094359721
ACH-001119,-0.607394366454848
ACH-001128,-0.8926360804324318
ACH-001134,-1.063241986781664
ACH-001151,-0.5918923025974873
ACH-001163,-0.4811333140846492
ACH-001164,-0.8732341491362151
ACH-001183,-0.5901267052528658
ACH-001192,-0.6381386623956405
ACH-001193,-0.4132707488502584
ACH-001196,-0.6852849878629479
ACH-001197,-0.8780729390446408
ACH-001205,-0.5816227141392963
ACH-001211,-0.7396905893531813
ACH-001212,-0.5615770981728229
ACH-001228,-0.3586970056610949
ACH-001232,-0.4447949623917165
ACH-001239,-0.41972368941477983
ACH-001270,-0.3816034446448886
ACH-001274,-0.6903255089836148
ACH-001275,-0.3896838128912291
ACH-001277,-0.5384881859382933
ACH-001278,-0.6607822433553003
ACH-001280,-0.6410075985250691
ACH-001283,-0.9627390280924032
ACH-001289,-0.2932526221200434
ACH-001300,-0.3639095299466584
ACH-001301,-0.7238545606157589
ACH-001302,-0.7547970725258479
ACH-001306,-0.9051117979033704
ACH-001318,-0.8134753961452332
ACH-001322,-0.6893058171318086
ACH-001328,-0.27199072087361154
ACH-001332,-0.4367862363821689
ACH-001336,-0.6457915945674746
ACH-001346,-0.5862403584729734
ACH-001353,-0.42637452735680975
ACH-001354,-0.6283059891848215
ACH-001367,-0.42500970551409617
ACH-001368,-0.8613579191650458
ACH-001374,-0.4362701648371941
ACH-001377,-0.4106154896878055
ACH-001380,-0.6153653195119879
ACH-001391,-0.7302412431583521
ACH-001408,-0.7098168910607746
ACH-001430,-0.6157595197058316
ACH-001431,-0.6177223515971592
ACH-001450,-0.335154246655076
ACH-001496,-0.4528594382776799
ACH-001500,-0.4477355845535788
ACH-001523,-0.5073887791442473
ACH-001532,-0.6559878446216382
ACH-001550,-0.5019472832235495
ACH-001552,-0.3251964022916332
ACH-001554,-0.6194046460016238
ACH-001654,-0.5699392168598812
ACH-001735,-0.7402951691539541
ACH-001736,-0.91291296352064
ACH-001737,-0.40097647312609175
ACH-001740,-0.8795372548946708
ACH-001745,-0.7560820148345635
ACH-001765,-0.5532487630341925
