,STON2 (85439)
ACH-000004,0.1661989326257027
ACH-000005,0.195783004684026
ACH-000007,0.12413780099551185
ACH-000009,0.17554700869204254
ACH-000011,0.21436613187677075
ACH-000012,0.218013933225162
ACH-000013,0.21240063520807806
ACH-000014,0.16924815440049232
ACH-000015,0.08351178797002115
ACH-000017,0.22747750745240186
ACH-000018,0.2521442583537067
ACH-000019,-0.04002852800751863
ACH-000021,0.2518750061315689
ACH-000022,0.14703539749752853
ACH-000025,0.2062853153685798
ACH-000028,0.226200461823078
ACH-000030,0.0736305953795678
ACH-000035,0.3442979676382747
ACH-000036,0.10636663169506458
ACH-000037,0.05446468932496817
ACH-000039,0.0625304326458772
ACH-000040,0.06810932619341498
ACH-000041,0.010929648669936523
ACH-000042,0.13241410051151206
ACH-000045,0.013491039598509523
ACH-000047,0.1443050973647604
ACH-000052,0.14115226338083964
ACH-000053,0.15140723379038393
ACH-000054,0.0237661190986506
ACH-000055,0.08210641672073782
ACH-000060,0.004873543392127634
ACH-000067,0.23549703549826
ACH-000070,0.08366721736727945
ACH-000075,-0.032388435797357444
ACH-000078,0.2394660768334909
ACH-000082,0.15374268246895162
ACH-000085,0.040557968089328635
ACH-000086,0.0712943935418575
ACH-000087,0.2882633648200859
ACH-000092,0.05000919629541335
ACH-000095,0.07881831289901431
ACH-000097,0.13718653237107895
ACH-000098,0.15923538491061076
ACH-000099,0.0553541167271378
ACH-000108,0.09361074657489056
ACH-000113,0.1111303143049064
ACH-000116,0.15230693858075456
ACH-000118,0.19866827293504605
ACH-000120,0.06506780133980762
ACH-000123,0.056648508703065474
ACH-000127,0.12489122439247807
ACH-000128,0.018898276065426257
ACH-000132,0.1594672288569709
ACH-000133,0.0954762042019436
ACH-000137,-0.02968593731320273
ACH-000138,0.036867422169490564
ACH-000142,0.2125124188689626
ACH-000143,0.1919071603287872
ACH-000146,0.15626197710373424
ACH-000148,-0.007641957369565245
ACH-000150,0.2236920934583328
ACH-000152,0.0848183128141043
ACH-000153,-0.03547892916353648
ACH-000159,0.017977630793000705
ACH-000160,0.0379859035319445
ACH-000163,0.06384053028925775
ACH-000167,0.4884394548795598
ACH-000168,-0.07758808613083187
ACH-000169,0.17039154596399894
ACH-000178,0.14175502494859848
ACH-000183,0.08628116927872459
ACH-000188,0.17117904948501114
ACH-000189,0.173017246765015
ACH-000190,0.05143090891634942
ACH-000198,-0.0050623088922785294
ACH-000203,0.050473283610737836
ACH-000204,0.2744686364446306
ACH-000206,0.21013198781102846
ACH-000207,0.0012310550620771462
ACH-000208,0.2744061596122647
ACH-000210,0.10298982226857976
ACH-000211,0.055141221266854695
ACH-000215,0.1952691036460459
ACH-000221,0.2264737725103051
ACH-000222,0.15246177269699954
ACH-000223,0.0720252222753783
ACH-000226,0.1124673663798736
ACH-000227,0.2073327691049283
ACH-000228,0.06102162941396639
ACH-000231,0.14709412706424332
ACH-000232,0.1339087723695619
ACH-000233,0.09524837815594794
ACH-000234,0.2541815339011588
ACH-000235,0.11991076559089647
ACH-000237,0.24881515908142016
ACH-000238,0.02012229247107131
ACH-000242,-0.021866515187605868
ACH-000243,0.2274967915358265
ACH-000244,0.135428733032898
ACH-000246,0.09553730450422164
ACH-000248,-0.012359373425813778
ACH-000250,0.07277369748122331
ACH-000251,0.11589051601899547
ACH-000252,0.10590114561202066
ACH-000253,0.11219440062007976
ACH-000255,0.12044918407678434
ACH-000256,0.20150217806934376
ACH-000257,-0.012372974543750307
ACH-000258,0.1068798931716019
ACH-000259,0.20690673477212174
ACH-000260,0.06788592107767234
ACH-000261,0.1593673634091685
ACH-000262,0.06538555866100243
ACH-000263,0.057257634549509225
ACH-000264,0.10426945786917324
ACH-000265,0.02906270486568412
ACH-000266,0.17808986336268556
ACH-000272,0.12361765753515018
ACH-000274,0.05586367113875747
ACH-000277,0.024242467615962687
ACH-000278,0.36878801701431996
ACH-000279,0.05947674832104876
ACH-000280,0.11108076519299566
ACH-000281,0.06671910960579443
ACH-000288,0.10857413237621777
ACH-000291,0.14600225481197082
ACH-000293,0.3221626486393355
ACH-000294,0.00791268503201926
ACH-000295,0.19386995360181197
ACH-000296,0.12583070193060156
ACH-000302,0.12559868191232232
ACH-000304,0.13731934489372213
ACH-000307,0.09540362059574883
ACH-000308,0.13882789360592687
ACH-000310,0.1123299760164368
ACH-000311,0.02216492794961816
ACH-000312,0.12364743485237488
ACH-000315,-0.11250943635283517
ACH-000316,0.1299862997928638
ACH-000317,0.0415216283816512
ACH-000318,0.1519044156880306
ACH-000319,0.14069472390657792
ACH-000320,0.08218784134251743
ACH-000322,0.17766658640977007
ACH-000323,0.20453332606885344
ACH-000324,0.07001233136537209
ACH-000329,0.12901286418563995
ACH-000330,0.10625227710057346
ACH-000331,0.1074611477776459
ACH-000332,0.21435285840836446
ACH-000334,0.003693600326085907
ACH-000335,0.05375304362111171
ACH-000336,0.2395064367532969
ACH-000337,-0.12711069907086814
ACH-000338,0.1446629638537895
ACH-000339,0.15615407302683876
ACH-000341,0.2448551928880959
ACH-000348,0.08646711201052451
ACH-000350,0.25897352097100074
ACH-000352,0.17474258599809153
ACH-000356,0.01306378006709868
ACH-000361,0.19053255547589426
ACH-000362,0.1541122500332612
ACH-000363,0.1306153321362943
ACH-000364,0.10666910432028806
ACH-000365,0.02267472668649364
ACH-000366,0.02612390996107251
ACH-000368,-0.14069834453312205
ACH-000374,0.1222388318462504
ACH-000375,0.10731647861066207
ACH-000376,0.2531083460549373
ACH-000381,0.0966303756320812
ACH-000383,0.03382772953034125
ACH-000387,0.0946649995389876
