,SPATA31A5 (727905)
ACH-000004,-0.2439812118852889
ACH-000005,-0.4087670646791001
ACH-000007,-0.2891773655561076
ACH-000009,-0.36365316205184345
ACH-000011,-0.2056870752837576
ACH-000012,-0.3235862053791966
ACH-000013,-0.3438833284223229
ACH-000014,-0.3094834621706093
ACH-000015,-0.3740397840820406
ACH-000017,-0.2051796954543465
ACH-000018,-0.3947750009538867
ACH-000019,-0.1730733623807807
ACH-000021,-0.27863378354247736
ACH-000022,-0.3375633962567626
ACH-000025,-0.1942288463479488
ACH-000028,-0.22903562638280905
ACH-000030,-0.2699657090937542
ACH-000035,-0.18192634179463807
ACH-000036,-0.2822981690245941
ACH-000037,-0.34105766681724964
ACH-000039,-0.4455943918090479
ACH-000040,-0.35291121821672883
ACH-000041,-0.3082147020061019
ACH-000042,-0.2699161146722656
ACH-000045,-0.44932364804450303
ACH-000047,-0.2519274181920554
ACH-000052,-0.3983744415594554
ACH-000053,-0.29511335140560624
ACH-000054,-0.30109758516692325
ACH-000055,-0.24195601329763144
ACH-000060,-0.32895708329187984
ACH-000067,-0.278916694722038
ACH-000070,-0.4182085311795158
ACH-000075,-0.2645028830951022
ACH-000078,-0.3129415090822037
ACH-000082,-0.2399708908189685
ACH-000085,-0.1803367153019365
ACH-000086,-0.42771210709216695
ACH-000087,-0.3180106108413737
ACH-000092,-0.3727555629464111
ACH-000095,-0.3555978478698212
ACH-000097,-0.2749480040334888
ACH-000098,-0.22667299490574094
ACH-000099,-0.325834576378326
ACH-000108,-0.33766194578775605
ACH-000113,-0.3382470621482498
ACH-000116,-0.2868061058663379
ACH-000118,-0.1911610594612905
ACH-000120,-0.4820708740753811
ACH-000123,-0.2883030519813208
ACH-000127,-0.25524874300871275
ACH-000128,-0.4497081169406407
ACH-000132,-0.31370782622590915
ACH-000133,-0.3222683770888906
ACH-000137,-0.383342087991112
ACH-000138,-0.2843847264811964
ACH-000142,-0.3281786596812993
ACH-000143,-0.2664962106740407
ACH-000146,-0.29390685279358064
ACH-000148,-0.1472446189904904
ACH-000150,-0.2992088821601557
ACH-000152,-0.3125308144440055
ACH-000153,-0.19584324017491464
ACH-000159,-0.16934757289274008
ACH-000160,-0.22823446269720984
ACH-000163,-0.27171941293460145
ACH-000167,-0.17762450152425474
ACH-000168,-0.2281300485705492
ACH-000169,-0.316110963694533
ACH-000178,-0.20699114269793126
ACH-000183,-0.3680533868501569
ACH-000188,-0.2511252572341621
ACH-000189,-0.3500852879056632
ACH-000190,-0.2741082567527793
ACH-000198,-0.2710077389158697
ACH-000203,-0.3498506649423699
ACH-000204,-0.3791805671054881
ACH-000206,-0.1849208354286588
ACH-000207,-0.2279808314682737
ACH-000208,-0.1915833126307052
ACH-000210,-0.3638850601787447
ACH-000211,-0.2654141097643507
ACH-000215,-0.2872195272485888
ACH-000221,-0.3335212126606076
ACH-000222,-0.40925217031670347
ACH-000223,-0.3232133853913605
ACH-000226,-0.2464245590839364
ACH-000227,-0.4152303491800843
ACH-000228,-0.23457919248923065
ACH-000231,-0.32724222403867265
ACH-000232,-0.24570425450870584
ACH-000233,-0.2761872136236752
ACH-000234,-0.2375475606562567
ACH-000235,-0.3134100988667977
ACH-000237,-0.2805947057418017
ACH-000238,-0.30861628581165523
ACH-000242,-0.5676544331245563
ACH-000243,-0.2623751138043512
ACH-000244,-0.339834320465448
ACH-000246,-0.23515661105984564
ACH-000248,-0.2815104645089789
ACH-000250,-0.3698831898959817
ACH-000251,-0.3657884417982412
ACH-000252,-0.17691916176992453
ACH-000253,-0.25189644902354136
ACH-000255,-0.2961122323603647
ACH-000256,-0.42326633346655823
ACH-000257,-0.4914828592129787
ACH-000258,-0.14963193514325782
ACH-000259,-0.1939991007940443
ACH-000260,-0.35624604550293965
ACH-000261,-0.2539296710261432
ACH-000262,-0.20735519492165652
ACH-000263,-0.24327565732633896
ACH-000264,-0.21334446043466065
ACH-000265,-0.2058808289464321
ACH-000266,-0.1993133809136126
ACH-000272,-0.2448812814530213
ACH-000274,-0.3655512215742864
ACH-000277,-0.2198933903434078
ACH-000278,-0.23613862307097935
ACH-000279,-0.4129750638144083
ACH-000280,-0.16270923968099602
ACH-000281,-0.3798592015844045
ACH-000288,-0.3649395312031783
ACH-000291,-0.27529900949454583
ACH-000293,-0.25194287890855216
ACH-000294,-0.3574466768497116
ACH-000295,-0.501233894416302
ACH-000296,-0.3718558341361112
ACH-000302,-0.2550360446863333
ACH-000304,-0.3852566008419521
ACH-000307,-0.21437494774238575
ACH-000308,-0.2752083943969878
ACH-000310,-0.2837223339297505
ACH-000311,-0.281980226676021
ACH-000312,-0.30298709129096885
ACH-000315,-0.26797295881342675
ACH-000316,-0.3119852384165627
ACH-000317,-0.3185580607182649
ACH-000318,-0.11223441096383886
ACH-000319,-0.2546234160105547
ACH-000320,-0.22479943694409116
ACH-000322,-0.24672012428562615
ACH-000323,-0.3482121192284341
