,B3GNT4 (79369)
ACH-000004,-0.2478442986492397
ACH-000005,-0.2828622476279332
ACH-000007,-0.2293203517558951
ACH-000009,-0.4112687636470595
ACH-000011,-0.1950596703090977
ACH-000012,-0.2707967385992344
ACH-000013,-0.31018173651851394
ACH-000014,-0.21595018825395287
ACH-000015,-0.10643498913658993
ACH-000017,-0.33796022503545475
ACH-000018,-0.11342870552957128
ACH-000019,-0.3047111820746306
ACH-000021,-0.3760254514331761
ACH-000022,-0.2051601367182584
ACH-000025,-0.2926615601071672
ACH-000028,-0.27575154359745196
ACH-000030,-0.23283461448014284
ACH-000035,-0.20052636443498145
ACH-000036,-0.2091457588696579
ACH-000037,-0.4138918066280896
ACH-000039,-0.35387856552772684
ACH-000040,-0.20293244095634494
ACH-000041,-0.14873544505955566
ACH-000042,-0.2381228655859219
ACH-000045,-0.2540819532049753
ACH-000047,-0.19969897227778816
ACH-000052,-0.33043991734998296
ACH-000053,-0.2705558589947479
ACH-000054,-0.1695430996272509
ACH-000055,-0.5240781402107971
ACH-000060,-0.4329923892126247
ACH-000067,-0.4590870602560935
ACH-000070,-0.2963587009580556
ACH-000075,-0.2982062003350248
ACH-000078,-0.3002612140528557
ACH-000082,-0.3464045569946381
ACH-000085,-0.31298910180591
ACH-000086,-0.2458230778884203
ACH-000087,-0.2814055086744029
ACH-000092,-0.2957308481521807
ACH-000095,-0.3536153108119417
ACH-000097,-0.2786024269961307
ACH-000098,-0.1648030321663661
ACH-000099,-0.3690166823873236
ACH-000108,-0.3151815893159938
ACH-000113,-0.2410945997743991
ACH-000116,-0.2288411912882984
ACH-000118,-0.20080329618255105
ACH-000120,-0.24078574649033704
ACH-000123,-0.231954687128258
ACH-000127,-0.18217141419743693
ACH-000128,-0.2056317120033072
ACH-000132,-0.2364958968285528
ACH-000133,-0.3196243755621922
ACH-000137,-0.2127927484949576
ACH-000138,-0.2049564901409285
ACH-000142,-0.3702645970677496
ACH-000143,-0.15637449816748994
ACH-000146,-0.2638122168739587
ACH-000148,-0.28060477247083315
ACH-000150,-0.3960722993238261
ACH-000152,-0.2566191763533359
ACH-000153,-0.1419829384231704
ACH-000159,-0.2854796923551748
ACH-000160,-0.1357973592004485
ACH-000163,-0.2454125695095792
ACH-000167,-0.2200132567519809
ACH-000168,-0.3987232122054085
ACH-000169,-0.4031193526660367
ACH-000178,-0.3141790959024748
ACH-000183,-0.08247983299431641
ACH-000188,-0.2996422032055693
ACH-000189,-0.1721740629664379
ACH-000190,-0.4409548738088942
ACH-000198,-0.2861936378816693
ACH-000203,0.04733273095885808
ACH-000204,-0.2912835727130899
ACH-000206,-0.1482598839598369
ACH-000207,-0.3731153837378918
ACH-000208,-0.6017133874987732
ACH-000210,-0.2256548120154853
ACH-000211,-0.3418888260755654
ACH-000215,-0.3082386302434113
ACH-000221,-0.20281306113913508
ACH-000222,-0.16486852326160215
ACH-000223,-0.3178438786301181
ACH-000226,-0.2130067983450907
ACH-000227,-0.4092813258226831
ACH-000228,-0.23666637683821026
ACH-000231,-0.2810814910208421
ACH-000232,-0.26119394034627563
ACH-000233,-0.22341133082341286
ACH-000234,-0.2840580926471967
ACH-000235,-0.24292006830725296
ACH-000237,-0.3304771082166688
ACH-000238,-0.248130204592946
ACH-000242,0.26068398726828895
ACH-000243,-0.17898933068565462
ACH-000244,-0.6599971997318507
ACH-000246,-0.2588087406979063
ACH-000248,-0.1851269246424492
ACH-000250,-0.2393688762557264
ACH-000251,-0.5366250892473372
ACH-000252,-0.2035580962505485
ACH-000253,-0.40164284836471537
ACH-000255,-0.2355644600904643
ACH-000256,-0.20873251696449135
ACH-000257,-0.10391377822132254
ACH-000258,-0.2296644838020795
ACH-000259,-0.28743723714238145
ACH-000260,-0.2075349564620468
ACH-000261,-0.2777419816284437
ACH-000262,-0.22512746004549294
ACH-000263,-0.2731555910989921
ACH-000264,-0.21725199491964814
ACH-000265,-0.2170736376431911
ACH-000266,-0.3156424061463957
ACH-000272,-0.2412465759361629
ACH-000274,-0.3476841767913278
ACH-000277,-0.3278674573169631
