,CINP (51550)
ACH-000410,-0.7520714730397791
ACH-000411,-1.1330967817774518
ACH-000414,-0.9281093177126171
ACH-000415,-0.9119960212876396
ACH-000416,-0.5028047157071541
ACH-000420,-0.9013795902198932
ACH-000421,-0.8936957132185639
ACH-000424,-0.6265037136231387
ACH-000425,-0.7392375768548298
ACH-000426,-0.6713557533095196
ACH-000427,-0.8576179142324919
ACH-000433,-0.8775496105581175
ACH-000435,-0.5544754679090301
ACH-000436,-0.8006640253142409
ACH-000444,-0.9292080820615332
ACH-000445,-0.7055656821133445
ACH-000448,-1.0385787347672144
ACH-000450,-0.6856347113809718
ACH-000452,-0.8316826000569859
ACH-000454,-1.0881318335655463
ACH-000458,-0.7587978286322852
ACH-000459,-1.1185791395838105
ACH-000460,-0.7996885710310222
ACH-000461,-0.5767232580626528
ACH-000463,-0.87553673231148
ACH-000464,-0.7591202172332311
ACH-000466,-0.5119916220382192
ACH-000467,-1.0322292755355724
ACH-000468,-0.6362326344608288
ACH-000469,-0.9256708018593452
ACH-000470,-0.8139328814438871
ACH-000471,-1.0085615382960815
ACH-000472,-0.6247590567404161
ACH-000473,-1.2273047993555406
ACH-000475,-0.789348618151645
ACH-000476,-0.6056082090220796
ACH-000477,-0.7281880983138955
ACH-000479,-0.5516380196771828
ACH-000480,-1.0748682972170749
ACH-000481,-0.8332399823421902
ACH-000483,-0.6117964122835002
ACH-000484,-0.6548939730832102
ACH-000485,-0.8487821264862655
ACH-000486,-0.6298509573039921
ACH-000487,-0.7645600926253912
ACH-000488,-0.7348063478192213
ACH-000490,-0.9289788323238742
ACH-000491,-0.625770967864674
ACH-000495,-1.1346076398181504
ACH-000496,-1.018282007609135
ACH-000499,-1.0988784831617389
ACH-000500,-1.3145936455661165
ACH-000502,-0.8066513388467257
ACH-000503,-0.8765445150167522
ACH-000505,-0.9227516375706278
ACH-000507,-0.7871479814401355
ACH-000510,-0.7051561995558118
ACH-000511,-0.7936910195774399
ACH-000512,-0.7618698477000864
ACH-000516,-0.6935533588775861
ACH-000517,-0.6213526232743077
ACH-000518,-1.053703539245205
ACH-000520,-0.9140770853132876
ACH-000521,-1.0518115993151842
ACH-000522,-0.8181598624282009
ACH-000524,-0.8071586975453731
ACH-000527,-0.9953335739139936
ACH-000528,-0.7400887193448448
ACH-000537,-0.6505646326636642
ACH-000541,-0.629921493023884
ACH-000542,-0.982131303295246
ACH-000544,-0.8661165974140589
ACH-000545,-0.8986385689933715
ACH-000547,-0.6646111220368599
ACH-000548,-0.4361012224911901
ACH-000549,-0.9228066442404504
ACH-000550,-0.7058831797448517
ACH-000552,-0.9647229465140502
ACH-000556,-0.6051773585440954
ACH-000557,-0.7836931801318955
ACH-000569,-0.7754806562056459
ACH-000570,-0.7362906144735476
ACH-000571,-0.8327628820139383
ACH-000573,-1.038917007884654
ACH-000576,-0.8380578124420274
ACH-000579,-0.7106636810272514
ACH-000580,-0.8937968142450321
ACH-000584,-0.8086135287266762
ACH-000585,-0.9295033480394436
ACH-000588,-0.8027629737103082
ACH-000589,-0.6222809970428891
ACH-000591,-1.0505575086211594
ACH-000593,-0.9186780853716012
ACH-000600,-0.9611934661689427
ACH-000601,-0.7579949431911217
ACH-000605,-0.7253344387896016
ACH-000606,-0.8633805864268531
ACH-000608,-0.846416537491131
ACH-000614,-0.9058791089919648
ACH-000616,-0.5140545299282947
ACH-000618,-0.8470781482139274
ACH-000619,-0.8531557848143009
ACH-000620,-0.8235365923939314
ACH-000621,-0.5381854424594453
ACH-000622,-0.7780260229319996
ACH-000623,-0.981397893097862
ACH-000624,-0.9178021769316758
ACH-000627,-0.959183461436762
ACH-000630,-0.7019856127863139
ACH-000631,-0.9195352740218596
ACH-000632,-0.9623422772814549
ACH-000633,-0.6660526740352806
ACH-000637,-0.7316232152357566
ACH-000638,-0.8012406950767986
ACH-000646,-0.5097178027356508
ACH-000647,-0.6211918476664973
ACH-000648,-1.1128356400999655
ACH-000649,-1.059645706637643
ACH-000651,-0.9246656213972588
ACH-000652,-1.14054389519815
ACH-000653,-0.8002272531340694
ACH-000657,-0.701635401076839
ACH-000658,-0.7420275463480686
ACH-000661,-0.905698236148304
ACH-000662,-0.6409523805593973
ACH-000663,-1.0838480551959777
ACH-000665,-0.8617791108332573
ACH-000671,-0.8802747223369014
ACH-000672,-0.7609702270597659
ACH-000673,-0.5228333575622093
ACH-000676,-0.9276584483599604
ACH-000677,-1.2361120610236336
ACH-000681,-1.0227453663107189
ACH-000683,-0.8626568249150426
ACH-000684,-1.1921866032089523
ACH-000688,-0.8951444807052686
ACH-000693,-0.7891007628547302
ACH-000694,-0.9052542366215818
ACH-000695,-0.5921607830680284
ACH-000696,-0.8044546066604852
ACH-000697,-0.4599368835342426
ACH-000699,-0.6775049428553841
ACH-000701,-0.6540936396317114
ACH-000706,-0.8820934318198397
ACH-000711,-0.8645142280172817
ACH-000713,-0.487034720269909
ACH-000714,-0.7158225276537618
ACH-000718,-0.6611621224375858
ACH-000720,-0.8747973688675786
ACH-000721,-0.8665814467172167
ACH-000724,-0.6292160713377202
ACH-000725,-0.5891322978782547
ACH-000732,-1.0132055589044169
ACH-000734,-0.8529688437569575
ACH-000735,-0.9505802739894632
ACH-000736,-1.2247802494658817
ACH-000738,-1.063193709479683
ACH-000746,-0.915612553173898
ACH-000747,-0.8938575514242177
ACH-000748,-1.0524517255112562
ACH-000753,-0.7824709374320011
ACH-000756,-0.8478927795870501
ACH-000757,-0.8420668797146206
ACH-000758,-0.845328564295875
ACH-000760,-0.9559002457818391
ACH-000762,-0.8975356206448328
ACH-000763,-0.8513211020138568
ACH-000764,-0.9276900043326888
ACH-000765,-1.0109813999363433
ACH-000766,-1.016123153268899
ACH-000767,-0.7445504159866224
ACH-000768,-0.8812453577304967
ACH-000769,-0.7197111685500898
ACH-000770,-0.7436363272875202
ACH-000771,-0.7908536646439029
ACH-000773,-0.6134092352365071
ACH-000776,-0.9945338280770956
ACH-000777,-1.0848390413178597
ACH-000778,-0.6827328037878095
ACH-000781,-1.042506336168275
ACH-000782,-0.8362069215363531
ACH-000783,-0.4572133558221205
ACH-000784,-0.8840389559905361
ACH-000785,-0.7165361965891648
ACH-000787,-1.043655394576828
ACH-000788,-0.7697979563717671
ACH-000791,-0.8995257817765627
ACH-000792,-1.1245704985508702
ACH-000794,-0.8169323775835651
ACH-000796,-0.7825043710677684
ACH-000798,-0.7641240539173603
ACH-000799,-0.5193362119381477
ACH-000800,-1.1374741667621606
ACH-000802,-1.1127220188204934
ACH-000804,-0.7962610190967601
ACH-000805,-0.6415858212046223
ACH-000809,-0.7515635447407619
ACH-000810,-0.8233614730811208
ACH-000811,-0.7653542972102505
ACH-000817,-1.0368606671470673
ACH-000819,-0.7695178034788305
ACH-000820,-0.9593281902366596
ACH-000821,-1.1208910270472991
ACH-000822,-0.7032223403736999
ACH-000823,-0.8266978933546637
ACH-000824,-0.9402597703972077
ACH-000827,-0.8793480684531071
ACH-000829,-0.7857248386756503
ACH-000831,-0.7622767571137112
ACH-000832,-0.9914959118620004
ACH-000833,-0.9708930459379064
ACH-000834,-0.9362377988687736
ACH-000835,-0.9678282300044979
ACH-000836,-0.7703853721594092
ACH-000837,-1.017909408574073
ACH-000838,-0.8231285965481682
ACH-000839,-0.7956510302109896
ACH-000840,-0.8648224513442818
ACH-000841,-0.8579542822368091
ACH-000843,-1.1993931003817078
ACH-000846,-0.987063809421876
ACH-000847,-0.7776315337593074
ACH-000848,-0.8203021392363677
ACH-000849,-1.043907142868264
ACH-000851,-0.8877730295635634
ACH-000855,-1.3386155928564205
ACH-000856,-0.7292420315391477
ACH-000858,-0.7829369139057591
ACH-000859,-0.9084349547209232
ACH-000861,-0.9279908655403598
ACH-000862,-0.8286349756350367
ACH-000865,-0.8262575559756944
ACH-000866,-0.8171652457451803
ACH-000867,-0.7535514399966039
ACH-000869,-0.7528720333635175
ACH-000872,-0.7255148934625203
ACH-000873,-0.6253768183102122
ACH-000876,-0.7726595974443411
ACH-000878,-0.9027300061757352
ACH-000880,-0.6386156207308991
ACH-000881,-1.0542192273355306
ACH-000882,-0.6451529460859462
ACH-000884,-0.934309457224246
ACH-000885,-0.7501423186291902
ACH-000887,-0.8569504261595282
ACH-000889,-0.6053538778062839
ACH-000896,-0.6402556945786353
ACH-000898,-0.7748679967175555
ACH-000900,-0.7730959243199986
ACH-000901,-0.80038367820126
ACH-000905,-0.7471158179846994
ACH-000906,-0.9744568145874456
ACH-000907,-0.8734616017122397
ACH-000910,-0.5149883644818619
ACH-000911,-0.8483734727878935
ACH-000912,-0.7659771414213657
ACH-000913,-0.9373756645374802
ACH-000915,-0.8978243313657162
ACH-000916,-0.6332011587023799
ACH-000917,-0.9019186462246104
ACH-000920,-1.039812291672384
ACH-000921,-0.8165373925002756
ACH-000924,-0.6619979774169189
ACH-000926,-0.948269612601902
ACH-000928,-0.921172312764418
ACH-000929,-0.7228596647186097
ACH-000932,-0.6901045900711128
ACH-000935,-0.5665741593563228
ACH-000936,-0.8623342081514908
ACH-000937,-0.8660791225884542
ACH-000938,-0.6939385969737625
ACH-000939,-0.9027353129020284
ACH-000941,-1.02387721713008
ACH-000943,-1.1021017953994734
ACH-000946,-0.8879931568152221
ACH-000947,-0.9924945174439224
ACH-000948,-0.9320838834028272
ACH-000950,-0.9082343726722988
ACH-000953,-0.6614591394255812
ACH-000954,-0.9933030032348434
ACH-000957,-0.7596665769118093
ACH-000958,-0.7943987469287809
ACH-000960,-0.8213851481766825
ACH-000963,-0.6760953286983878
ACH-000968,-0.3237343685502117
ACH-000969,-0.6490798057854801
ACH-000972,-0.5978960483601388
ACH-000973,-0.7647493874647726
ACH-000974,-0.7119469634084131
ACH-000978,-0.4973240218731745
ACH-000984,-0.7274366517148431
ACH-000986,-0.9461677430653552
ACH-000988,-0.7927492138520936
ACH-000993,-0.7696042085169159
ACH-000994,-0.7761767938500237
ACH-000996,-0.6917146082217176
ACH-001001,-0.8981988056644659
ACH-001020,-0.7264696619376338
ACH-001028,-0.8612539908029243
ACH-001031,-0.9678157444907131
ACH-001038,-0.6893925439037066
ACH-001048,-0.8709573683942164
ACH-001050,-1.1822372111994213
ACH-001053,-1.121441272562402
ACH-001054,-1.0059952695629408
ACH-001061,-0.8362807299355798
ACH-001067,-0.4313404090295606
ACH-001075,-1.1337201566131925
ACH-001096,-0.9167896677424258
ACH-001111,-0.7005079285644757
ACH-001119,-0.9805995031189418
ACH-001128,-0.7604364254925161
ACH-001134,-0.8307856729060571
ACH-001151,-0.6947525124530574
ACH-001163,-0.8310998580309877
ACH-001164,-1.0136257226925376
ACH-001183,-0.8885312400397866
ACH-001192,-1.0704566586987174
ACH-001193,-1.3592460768624188
ACH-001196,-1.172499833790837
ACH-001197,-0.7367799409913358
ACH-001205,-0.6798936440572118
ACH-001211,-0.8673222176853299
ACH-001212,-1.063927539405615
ACH-001228,-1.2239291139027373
ACH-001232,-1.1467225506340226
ACH-001239,-0.6477453505482238
ACH-001270,-0.8154414627464923
ACH-001274,-0.8115738550830884
ACH-001275,-0.7695940551759625
ACH-001277,-0.9115255607369762
ACH-001278,-0.9272037569478262
ACH-001280,-0.8628812294669486
ACH-001283,-1.153908299987187
ACH-001289,-0.8572017643573878
ACH-001300,-0.8445288779031322
ACH-001301,-1.072332819578683
ACH-001302,-0.8215208949648667
ACH-001306,-0.763596803389061
ACH-001318,-0.9978221972323864
ACH-001322,-1.0683871603995692
ACH-001328,-0.9158489910791112
ACH-001332,-0.8163612766844605
ACH-001336,-0.6213593055514837
ACH-001346,-0.7793902215314721
ACH-001353,-0.9148884565743608
ACH-001354,-1.1335674001236726
ACH-001367,-0.7779785018867392
ACH-001368,-0.7712805426573799
ACH-001374,-0.9593749194971704
ACH-001377,-0.943575657425378
ACH-001380,-0.9325877085707576
ACH-001391,-0.6929460076981065
ACH-001408,-1.1688650116117845
ACH-001430,-0.6201071194100339
ACH-001431,-1.0867106618600328
ACH-001450,-0.655299299425849
ACH-001496,-0.7981886720014391
ACH-001500,-0.8696617703070826
ACH-001523,-1.012184962887093
ACH-001532,-0.6906224282066405
ACH-001550,-0.8939684797977859
ACH-001552,-0.7121359480602183
ACH-001554,-0.7970504637979873
ACH-001654,-0.9400195782492587
ACH-001735,-0.7995489825716103
ACH-001736,-0.8627176713111104
ACH-001737,-0.7382095072332056
ACH-001740,-0.9707619775820782
ACH-001745,-0.7819338105636761
ACH-001765,-1.037704431021108
