,PDE4DIP (9659)
ACH-000838,-0.6103421264883084
ACH-000839,-0.3067351979102039
ACH-000840,-0.4694065299037671
ACH-000841,-0.4650384752249209
ACH-000843,-0.5747491197470743
ACH-000846,-0.4769913941151728
ACH-000847,-0.7662157777278145
ACH-000848,-0.4855466538142414
ACH-000849,-0.3019841433493053
ACH-000851,-0.3335951950432656
ACH-000855,-0.5459261109246984
ACH-000856,-0.5984437679524969
ACH-000858,-0.368213891052286
ACH-000859,-0.6067446243471916
ACH-000861,-0.4831429786307509
ACH-000862,-0.5110021093840655
ACH-000865,-0.4064914500956017
ACH-000866,-0.4712162816529796
ACH-000867,-0.505272168617943
ACH-000869,-0.7374410434533639
ACH-000872,-0.5292918122367012
ACH-000873,-0.4904601445364875
ACH-000876,-0.4781782337510901
ACH-000878,-0.193160626496346
ACH-000880,-0.2964471369651213
ACH-000881,-0.5598307425440985
ACH-000882,-0.4048116691918052
ACH-000884,-0.4697372913294057
ACH-000885,-0.5190996966355325
ACH-000887,-0.5443811634892157
ACH-000889,-0.7810777184199253
ACH-000896,-0.4956117491495023
ACH-000898,-0.6994443367143091
ACH-000900,-0.6104347275649421
ACH-000901,-0.3756880044849392
ACH-000905,-0.5217420273808603
ACH-000906,-0.3313797630509169
ACH-000907,-0.4660913495849641
ACH-000910,-0.3602083554626487
ACH-000911,-0.5019658382379193
ACH-000912,-0.5445014764437086
ACH-000913,-0.6031800941935659
ACH-000915,-0.6381323953082375
ACH-000916,-0.3920564537510831
ACH-000917,-0.5343242304236043
ACH-000920,-0.2415520930071913
ACH-000921,-0.6484626719603567
ACH-000924,-0.5170673539091258
ACH-000926,-0.695582874308951
ACH-000928,-0.4147475492045355
ACH-000929,-0.16979551609572385
ACH-000932,-0.4957750122088785
ACH-000935,-0.457895942909739
ACH-000936,-0.5803387150036858
ACH-000937,-0.31029030531863105
ACH-000938,-0.34313765282090475
ACH-000939,-0.3208842979182718
ACH-000941,-0.6168777102652391
ACH-000943,-0.5858456048413828
ACH-000946,-0.38690924853570735
ACH-000947,-0.5278642520868156
ACH-000948,-0.2880819750303272
ACH-000950,-0.2871363676726498
ACH-000953,-0.6377816579736453
ACH-000954,-0.442903809917758
ACH-000957,-0.4700791671590362
ACH-000958,-0.21087493209791924
ACH-000960,-0.2299610932037665
ACH-000963,-0.3354220482914341
ACH-000968,-0.42858266730577294
ACH-000969,-0.4722111348450557
ACH-000972,-0.6735559197887501
ACH-000973,-0.5490519445185073
ACH-000974,-0.5506355886360083
ACH-000978,-0.6515087842741758
ACH-000984,-0.6480639323898381
ACH-000986,-0.41511338514021945
ACH-000988,-0.4883658750943959
ACH-000993,-0.12392425566961256
ACH-000994,-0.5487643613659116
ACH-000996,-0.4016602050569045
ACH-001001,-0.3451927083562075
ACH-001020,-0.2980077857139477
ACH-001028,-0.5405368387244338
ACH-001031,-0.4298413562593431
ACH-001038,-0.437702494869207
ACH-001048,-0.4782305586015642
ACH-001050,-0.6572376677201025
ACH-001053,-0.6591564324507774
ACH-001054,-0.6357695830128978
ACH-001061,-0.5497108648948883
ACH-001067,-0.5169236775986686
ACH-001075,-0.5923441442785199
ACH-001096,-0.7134068711757636
ACH-001111,-0.3291229116793387
ACH-001119,-0.7113434790466302
ACH-001128,-0.6853174031712378
ACH-001134,-0.4927608747902986
ACH-001151,-0.4717140642492729
ACH-001163,-0.5225918516131329
ACH-001164,-0.3983283810739104
ACH-001183,-0.672453895722159
ACH-001192,-0.5575823225544597
ACH-001193,-0.4948419803352259
ACH-001196,-0.5819381142328098
ACH-001197,-0.2949518043555374
ACH-001205,-0.5738874104484242
ACH-001211,-0.6559620290474192
ACH-001212,-0.08642763055007989
ACH-001228,-0.5796528247418721
ACH-001232,-0.3548913509408033
ACH-001239,-0.5320033739515727
ACH-001270,-0.6725615859530568
ACH-001274,-0.4535224695927664
ACH-001275,-0.6533460894132195
ACH-001277,-0.5476727501653711
ACH-001278,-0.44541834814480863
ACH-001280,-0.3605989521088176
ACH-001283,-0.4609682252323914
ACH-001289,-0.3229321601788511
ACH-001300,-0.4064137754814321
ACH-001301,-0.4415880742227597
ACH-001302,-0.6437487264066957
ACH-001306,-0.6492467146964018
ACH-001318,-0.4241216280380248
ACH-001322,-0.523529793402546
ACH-001328,-0.5677902636136416
ACH-001332,-0.6386969288094693
ACH-001336,-0.4672680415446918
ACH-001346,-0.5606332746469687
ACH-001353,-0.4382229867734309
ACH-001354,-0.4712428602325127
ACH-001367,-0.3770438808690196
ACH-001368,-0.7710411414816802
ACH-001374,-0.7505540923815257
ACH-001377,-0.6955103529747936
ACH-001380,-0.4116159728167991
ACH-001391,-0.2999644787292987
ACH-001408,-0.3423970143609242
ACH-001430,-0.8250406047251778
ACH-001431,-0.3560795743818337
ACH-001450,-0.3272277658233858
ACH-001496,-0.4786538974378388
ACH-001500,-0.5008891945589463
ACH-001523,-0.32187279911859434
ACH-001532,-0.3979871984513772
ACH-001550,-0.40879700452400974
ACH-001552,-0.5327281824804051
ACH-001554,-0.5608285640802372
ACH-001654,-0.4164490540469698
ACH-001735,-0.3545700036793958
ACH-001736,-0.4338547689946823
ACH-001737,-0.25491051286308986
ACH-001740,-0.6863632484917489
ACH-001745,-0.7238864117344144
ACH-001765,-0.5494956452131476
