,PDE4DIP (9659)
ACH-000004,-0.4969230859188508
ACH-000005,-0.3923156653146394
ACH-000007,-0.5640657609544049
ACH-000009,-0.7402484029641921
ACH-000011,-0.3943947933089912
ACH-000012,-0.5766674583131015
ACH-000013,-0.3434601198653045
ACH-000014,-0.7241510250745795
ACH-000015,-0.6247261770847384
ACH-000017,-0.5293960531146367
ACH-000018,-0.6447445805740354
ACH-000019,-0.6514548986096756
ACH-000021,-0.3798258092094815
ACH-000022,-0.7319985570629809
ACH-000025,-0.5354036416027514
ACH-000028,-0.5787009454745715
ACH-000030,-0.4275507065231488
ACH-000035,-0.5132031995478384
ACH-000036,-0.6466041226985164
ACH-000037,-0.2600679645797338
ACH-000039,-0.36666469503822297
ACH-000040,-0.5285526755072277
ACH-000041,-0.4923594765679564
ACH-000042,-0.472656822321401
ACH-000045,-0.4983000080664056
ACH-000047,-0.32349766712232136
ACH-000052,-0.4215878294764113
ACH-000053,-0.6032598962003631
ACH-000054,-0.6153972088116884
ACH-000055,-0.23175253546115954
ACH-000060,-0.4060160676791868
ACH-000067,-0.5198575366473183
ACH-000070,-0.16090273822590803
ACH-000075,-0.4525256918384809
ACH-000078,-0.38250685622459457
ACH-000082,-0.20006724123390965
ACH-000085,-0.3122509925973949
ACH-000086,-0.7568246289378031
ACH-000087,-0.32618568429264905
ACH-000092,-0.5395008344723217
ACH-000095,-0.5284589076293977
ACH-000097,-0.615177571863881
ACH-000098,-0.6695662635578327
ACH-000099,-0.3528196142658119
ACH-000108,-0.4695831006055018
ACH-000113,-0.6235198319873659
ACH-000116,-0.36069350848561377
ACH-000118,-0.40199990059730106
ACH-000120,-0.483544641696032
ACH-000123,-0.40403759277260987
ACH-000127,-0.4449517840822276
ACH-000128,-0.5069547422818382
ACH-000132,-0.388651348426827
ACH-000133,-0.4451778855187674
ACH-000137,-0.2989045878021371
ACH-000138,-0.3612334441770011
ACH-000142,-0.3634095909934759
ACH-000143,-0.6113875203665903
ACH-000146,-0.7752322078714337
ACH-000148,-0.5062814215754512
ACH-000150,-0.16343037514588854
ACH-000152,-0.6594565036605288
ACH-000153,-0.5137905410955614
ACH-000159,-0.5372974733376487
ACH-000160,-0.4766757535282292
ACH-000163,-0.4838880010428264
ACH-000167,-0.994452070307256
ACH-000168,-0.33980594878161285
ACH-000169,-0.5391234047509218
ACH-000178,-0.5121494578722687
ACH-000183,-0.7013857601703589
ACH-000188,-0.5752847897047269
ACH-000189,-0.464866787557739
ACH-000190,-0.6725062709289565
ACH-000198,-0.7015515567621715
ACH-000203,-0.5499625402472105
ACH-000204,-0.6098960805424499
ACH-000206,-0.07463604757678889
ACH-000207,-0.4509501366239747
ACH-000208,-0.5188369166400312
ACH-000210,-0.4886637623166243
ACH-000211,-0.3319042118051371
ACH-000215,-0.5121705407234844
ACH-000221,-0.8101909366315871
ACH-000222,-0.7090658605007301
ACH-000223,-0.4496430224364351
ACH-000226,-0.4494953729290135
ACH-000227,-0.5462460039715759
ACH-000228,-0.41167953731135626
ACH-000231,-0.4926845789898677
ACH-000232,-0.597384101286604
ACH-000233,-0.3625894987026223
ACH-000234,-0.22397872343366
ACH-000235,-0.3775112753904573
ACH-000237,-0.3312522070685558
ACH-000238,-0.2576432685309334
ACH-000242,-0.7785480439053571
ACH-000243,-0.3283987492695178
ACH-000244,-0.27607816991788137
ACH-000246,-0.5234869018675042
ACH-000248,-0.4193671359234932
ACH-000250,-0.4585537037921149
ACH-000251,-0.3727250632027868
ACH-000252,-0.4879591300042666
ACH-000253,-0.5451856377122368
ACH-000255,-0.4740144622518304
ACH-000256,-0.4174938703191308
ACH-000257,-0.4172329389954318
ACH-000258,-0.2556178749068262
ACH-000259,-0.3404591545911045
ACH-000260,-0.4123386435053707
ACH-000261,-0.42036914286729693
ACH-000262,-0.3529027241360961
ACH-000263,-0.5485833950173067
ACH-000264,-0.4814535487335885
ACH-000265,-0.3565012680604222
ACH-000266,-0.4196005802978904
ACH-000272,-0.6393500024595931
ACH-000274,-0.5444901250761577
ACH-000277,-0.3809714308939305
ACH-000278,-0.4052931168089517
ACH-000279,-0.5383177256524118
ACH-000280,-0.6164912776938686
ACH-000281,-0.2770650149635718
ACH-000288,-0.660340772473739
ACH-000291,-0.3745597844864528
ACH-000293,-0.5834949024552968
ACH-000294,-0.7939807243389939
ACH-000295,-0.8950866882505937
ACH-000296,-0.5867291536601115
ACH-000302,-0.555133262397772
ACH-000304,-0.16690043324111006
ACH-000307,-0.5479131214895859
ACH-000308,-0.4619213157809381
ACH-000310,-0.2409249191116444
ACH-000311,-0.4571959197539701
ACH-000312,-0.4896171503109231
ACH-000315,-0.38106673216624265
ACH-000316,-0.38588405904828266
ACH-000317,-0.4731539325919935
ACH-000318,-0.4940124347035164
ACH-000319,-0.35083559802705816
ACH-000320,-0.5556431349004466
ACH-000322,-0.2119318184795092
ACH-000323,-0.6512831538422916
ACH-000324,-0.5326181306108112
ACH-000329,-0.5366346538789264
ACH-000330,-0.610513416210642
ACH-000331,-0.4885100687919589
ACH-000332,-0.4374246436440022
ACH-000334,-0.5455708148750643
ACH-000335,-0.3167966307889343
ACH-000336,-0.2403087748602089
ACH-000337,-0.4567644847168562
ACH-000338,-0.7560592703148609
ACH-000339,-0.3590156212726764
ACH-000341,-0.4592075412177194
ACH-000348,-0.3231880808461472
ACH-000350,-0.3337989441065981
ACH-000352,-0.5251608592188725
ACH-000356,-0.6889335633152143
ACH-000361,-0.2989126009168104
ACH-000362,-0.4777075743162839
ACH-000363,-0.4765496427638549
ACH-000364,-0.4422044815561537
ACH-000365,-0.4860108563503268
ACH-000366,-0.5923897615191623
ACH-000368,-0.6670565757600373
ACH-000374,-0.4528740306908597
ACH-000375,-0.4129239098363136
ACH-000376,-0.4807302618179572
ACH-000381,-0.7440081906422282
ACH-000383,-0.629727154958063
ACH-000387,-0.5628311767960053
ACH-000389,-0.4183957367811269
ACH-000390,-0.6352841230087128
ACH-000393,-0.5133081626058918
ACH-000395,-0.6282382784504403
ACH-000396,-0.6675734559493964
ACH-000397,-0.5188214113322003
ACH-000401,-0.27816542397038163
ACH-000402,-0.14447323319281793
ACH-000403,-0.692344774160085
ACH-000404,-0.6212970627406714
ACH-000406,-0.4879985691914772
ACH-000407,-0.5684665552825903
ACH-000408,-0.4938628769957622
ACH-000410,-0.4977154126883931
ACH-000411,-0.3775491568480478
ACH-000414,-0.4875758411514613
ACH-000415,-0.5340246948205791
ACH-000416,-0.4657836217114825
ACH-000420,-0.5702330887766857
ACH-000421,-0.502881652145242
ACH-000424,-0.6103116175589484
ACH-000425,-0.7857968414061154
ACH-000426,-0.720988352185392
ACH-000427,-0.3974304177969972
ACH-000433,-0.4583012478488374
ACH-000435,-0.8355041314579983
ACH-000436,-0.5549489481406313
ACH-000444,-0.375630697467347
ACH-000445,-0.727731908971959
ACH-000448,-0.3440243091385258
ACH-000450,-0.3560512575416088
ACH-000452,-0.5093962539423381
ACH-000454,-0.7308870531546483
ACH-000458,-0.5366829118490669
ACH-000459,-0.3672777242034861
ACH-000460,-0.42800794101883616
ACH-000461,-0.6320741103513791
ACH-000463,-0.34177338924428485
ACH-000464,-0.5013406509827782
ACH-000466,-0.6657895627907752
ACH-000467,-0.5358236395988694
ACH-000468,-0.44083965228483507
ACH-000469,-0.3920528404718687
ACH-000470,-0.5878324491584623
ACH-000471,-0.4649941839828717
ACH-000472,-0.44124129617909935
ACH-000473,-0.5167159214351674
ACH-000475,-0.5321660361313895
ACH-000476,-0.4882066564779813
ACH-000477,-0.2390041530451934
ACH-000479,-0.7644946671087989
ACH-000480,-0.2768518513535081
ACH-000481,-0.6241112700001129
ACH-000483,-0.605431243263334
ACH-000484,-0.23332905110454916
ACH-000485,-0.6495686689276808
ACH-000486,-0.4102805509785362
ACH-000487,-0.452437212340347
ACH-000488,-0.3232214520373111
ACH-000490,-0.310162676969278
ACH-000491,-0.5424327042583521
ACH-000495,-0.7817890119470455
ACH-000496,-0.6417713177647947
ACH-000499,-0.6684187592306156
ACH-000500,-0.6790008062424259
ACH-000502,-0.6596832080279235
ACH-000503,-0.5266981258048195
ACH-000505,-0.5726459931718451
ACH-000507,-0.7357416991679565
ACH-000510,-0.6692785447940901
ACH-000511,-0.3376979320215537
ACH-000512,-0.7508780575991456
ACH-000516,-0.4203177856188955
ACH-000517,-0.4690238940701472
ACH-000518,-0.3876600953083156
ACH-000520,-0.511845469756522
ACH-000521,-0.5430335931051132
ACH-000522,-0.6571516644384345
ACH-000524,-0.21022674377536493
ACH-000527,-0.34030948473588346
ACH-000528,-0.42284925427580256
ACH-000537,-0.4310159528206899
ACH-000541,-0.6898747630253164
ACH-000542,-0.5859911648326579
ACH-000544,-0.4627875724590043
ACH-000545,-0.4385368882799972
ACH-000547,-0.5597595699582869
ACH-000548,-0.486353081426369
ACH-000549,-0.3986175949565622
ACH-000550,-0.30800829304336835
ACH-000552,-0.5486264796286767
ACH-000556,-0.5912159482778674
ACH-000557,-0.6365833257490312
ACH-000569,-0.4899121861837907
ACH-000570,-0.4335594266886201
ACH-000571,-0.6001432601606345
ACH-000573,-0.3279537869640087
ACH-000576,-0.4257055581291795
ACH-000579,-0.7847288780480492
ACH-000580,-0.4898005201755266
ACH-000584,-0.3668267564755889
ACH-000585,-0.386836476586368
ACH-000588,-0.6479303645693625
ACH-000589,-0.3165014651139408
ACH-000591,-0.38835086129390783
ACH-000593,-0.3711490997438581
ACH-000600,-0.4014402170300114
ACH-000601,-0.5040273344680818
ACH-000605,-0.6467722903804549
ACH-000606,-0.3930630936213835
ACH-000608,-0.6212644720423659
ACH-000614,-0.6408775724795421
ACH-000616,-0.3926770772901513
ACH-000618,-0.5043305415622721
ACH-000619,-0.6297030844932007
ACH-000620,-0.3725521281235827
ACH-000621,-0.4460274636005916
ACH-000622,-0.4947969619798285
ACH-000623,-0.5953500188317353
ACH-000624,-0.1934830105416493
ACH-000627,-0.3752597069875088
ACH-000630,-0.6235932240244649
ACH-000631,-0.4598737027602649
ACH-000632,-0.6029637118591482
ACH-000633,-0.4895746491373874
ACH-000637,-0.10425318012358976
ACH-000638,-0.5753868893509163
ACH-000646,-0.4871300065462112
ACH-000647,-0.5109447476263534
ACH-000648,-0.4006371427002873
ACH-000649,-0.7250324069341914
ACH-000651,-0.5141395513765025
ACH-000652,-0.6363068143243636
ACH-000653,-0.5433691137676327
ACH-000657,-0.4885870575665988
ACH-000658,-0.5194671340435865
ACH-000661,-0.2457949261662509
ACH-000662,-0.9205933662338792
ACH-000663,-0.36079373622687344
ACH-000665,-0.3801238541211207
ACH-000671,-0.6702875847130534
ACH-000672,-0.10668758787265906
ACH-000673,-0.4084016176097577
ACH-000676,-0.5198997569456317
ACH-000677,-0.7429084480896141
ACH-000681,-0.4040019708321119
ACH-000683,-0.4427573062049065
ACH-000684,-0.4035215050180302
ACH-000688,-0.7112991447232164
ACH-000693,-0.364341165139681
ACH-000694,-0.43473772393007204
ACH-000695,-0.4544407919679013
ACH-000696,-0.4743610831400548
ACH-000697,-0.33456234482233266
ACH-000699,-0.1851337039099631
ACH-000701,-0.7381332750904362
ACH-000706,-0.4783790523451661
ACH-000711,-0.35146184037121786
ACH-000713,-0.5746491847936516
ACH-000714,-0.6179711701781467
ACH-000718,-0.4254525122163498
ACH-000720,-0.5945672116945032
ACH-000721,-0.8100369456868429
ACH-000724,-0.6011797935988672
ACH-000725,-0.6948864180636786
ACH-000732,-0.4744483812355143
ACH-000734,-0.6689614334443486
ACH-000735,-0.4179733687213195
ACH-000736,-0.5352563328462483
ACH-000738,-0.19414287759182994
ACH-000746,-0.7699525360354074
ACH-000747,-0.5626142795172668
ACH-000748,-0.4849529143943601
ACH-000753,-0.5601289600425688
ACH-000756,-0.7599946536041279
ACH-000757,-0.6563877962611143
ACH-000758,-0.5622973845676589
ACH-000760,-0.4550054934092849
ACH-000762,-0.5237449915959248
ACH-000763,-0.3658501814701993
ACH-000764,-0.4318569414826213
ACH-000765,-0.5845897052400157
ACH-000766,-0.3940070762975901
ACH-000767,-0.4767396001539249
ACH-000768,-0.3291207318049469
ACH-000769,-0.608495832273661
ACH-000770,-0.5791890021150834
ACH-000771,-0.3192141849799776
ACH-000773,-0.6083316290761607
ACH-000776,-0.5804522612450114
ACH-000777,-0.6119209122312862
ACH-000778,-0.5738898371369678
ACH-000781,-0.4175718670748119
ACH-000782,-0.3134093550846828
ACH-000783,-0.6705242970847068
ACH-000784,-0.560357853967096
ACH-000785,-0.7642569334382062
ACH-000787,-0.4561477411968472
ACH-000788,-0.35658443323243644
ACH-000791,-0.5116266328804394
ACH-000792,-0.4036864528026443
ACH-000794,-0.4193970203743364
ACH-000796,-0.7435508574979275
ACH-000798,-0.3652940720538109
ACH-000799,-0.19698149516637495
ACH-000800,-0.364030001685652
ACH-000802,-0.6254107808836523
ACH-000804,-0.2654114796117801
ACH-000805,-0.6253411872615852
ACH-000809,-0.5973202779162732
ACH-000810,-0.8936155848307998
ACH-000811,-0.4592392253318714
ACH-000817,-0.4533963950139515
ACH-000819,-0.3022091462153413
ACH-000820,-0.3745181356920376
ACH-000821,-1.0434771453595697
ACH-000822,-0.4147646442171412
ACH-000823,-0.42976564157847824
ACH-000824,-0.5054824804613224
ACH-000827,-0.4490887374040144
ACH-000829,-0.32575390954918754
ACH-000831,-0.4316981962915734
ACH-000832,-0.605490290226079
ACH-000833,-0.3694136604824612
ACH-000834,-0.4172330432259396
ACH-000835,-0.4865209657380539
ACH-000836,-0.7048865631113049
ACH-000837,-0.4541288178782743
