,NAT14 (57106)
ACH-000004,-0.033040977764289166
ACH-000005,-0.24695617360974875
ACH-000007,-0.24375855924276266
ACH-000009,-0.1376660020676455
ACH-000011,-0.03621577329096797
ACH-000012,-0.04327236003827924
ACH-000013,-0.06589333850241659
ACH-000014,0.2118938178522344
ACH-000015,-0.016853812511068773
ACH-000017,-0.014431041126048844
ACH-000018,-0.12966373563676425
ACH-000019,0.15273462008689445
ACH-000021,-0.0864804594024943
ACH-000022,-0.07167412225434126
ACH-000025,-0.196549270379104
ACH-000028,0.12517006027919214
ACH-000030,-0.1897705381530583
ACH-000035,-0.1125215336814796
ACH-000036,-0.15397933925176058
ACH-000037,0.05497588143951696
ACH-000039,-0.2076113711066364
ACH-000040,-0.010533648701248885
ACH-000041,-0.13546976232814992
ACH-000042,0.10732512514914616
ACH-000045,-0.07980711978426744
ACH-000047,-0.1672425828656078
ACH-000052,0.16833832258703535
ACH-000053,-0.13191558039973353
ACH-000054,-0.20409624719420189
ACH-000055,-0.28858166810341424
ACH-000060,-0.18341360277832905
ACH-000067,-0.16406064344991433
ACH-000070,-0.06569592373803716
ACH-000075,-0.3008735301382715
ACH-000078,-0.19021068541277286
ACH-000082,-0.1008031702946168
ACH-000085,-0.004392604891780629
ACH-000086,0.006944310238783512
ACH-000087,0.059612518036987625
ACH-000092,-0.13914036978334662
ACH-000095,-0.15981941013603101
ACH-000097,-0.02931066856704659
ACH-000098,-0.04741967107669952
ACH-000099,-0.1070508939105781
ACH-000108,-0.08546062454823605
ACH-000113,-0.1505477050932067
ACH-000116,-0.1333523377979821
ACH-000118,-0.009484736488565702
ACH-000120,-0.003734527993898432
ACH-000123,-0.11846941526994008
ACH-000127,-0.041733561761232836
ACH-000128,-0.10153531470169784
ACH-000132,-0.05037817074875802
ACH-000133,-0.13518452249482193
ACH-000137,0.029002896885095324
ACH-000138,-0.15207090983136826
ACH-000142,-0.22957003632070766
ACH-000143,0.03694991488388358
ACH-000146,0.020413330778069345
ACH-000148,0.019310915689287715
ACH-000150,0.04795019767438115
ACH-000152,-0.10095406196391606
ACH-000153,0.22858837702975254
ACH-000159,-0.06743031985343655
ACH-000160,-0.10729171982627056
ACH-000163,-0.03168592562278893
ACH-000167,-0.44438428031186894
ACH-000168,-0.242570507180985
ACH-000169,0.06196316322032198
ACH-000178,-0.1390511203380959
ACH-000183,0.0588094223428608
ACH-000188,-0.16113025809512982
ACH-000189,0.3628184209822426
ACH-000190,0.013245443947063902
ACH-000198,-0.018296485654346585
ACH-000203,-0.1592392604585712
ACH-000204,-0.06755746711103046
ACH-000206,-0.28378409691433976
ACH-000207,0.015554756503279012
ACH-000208,-0.06845544401064244
ACH-000210,-0.20595984230496167
ACH-000211,-0.07731066729268314
ACH-000215,-0.07673333621477453
ACH-000221,-0.12380125754678195
ACH-000222,-0.1024909740846792
ACH-000223,-0.0356785744605406
ACH-000226,-0.03665933029945169
ACH-000227,-0.17359330101083711
ACH-000228,0.03725729221341708
ACH-000231,0.008014735606077277
ACH-000232,-0.021390962795203063
ACH-000233,-0.08969798386195701
ACH-000234,-0.1495106792688222
ACH-000235,-0.0013496799677544535
ACH-000237,-0.0875756896217705
ACH-000238,-0.20380511119718664
ACH-000242,-0.11234403524382527
ACH-000243,-0.022703940908841414
ACH-000244,-0.0029683244363258717
ACH-000246,-0.07750301257378317
ACH-000248,-0.08872250770866316
ACH-000250,-0.023680820247986317
ACH-000251,-0.10864019154673447
ACH-000252,0.033718542550411415
ACH-000253,0.0028230602383427627
ACH-000255,-0.09179718997043626
ACH-000256,-0.09267017630908199
ACH-000257,-0.14751386508980585
ACH-000258,-0.0431755351669498
ACH-000259,0.06121660340097749
ACH-000260,-0.13104391559769912
ACH-000261,-0.08338590976925864
ACH-000262,-0.059268333360550776
ACH-000263,0.17679599654051914
ACH-000264,-0.05298293499961312
ACH-000265,-0.14467030799563818
ACH-000266,-0.034738073888177165
ACH-000272,0.0222842568108166
ACH-000274,-0.13985235789424924
ACH-000277,-0.015006062219752531
ACH-000278,0.03572737687048835
ACH-000279,-0.18327657348774706
ACH-000280,-0.10532395684655868
ACH-000281,-0.19578173398181556
ACH-000288,-0.0277403962777845
ACH-000291,-0.10669281474344416
ACH-000293,-0.06550737281931253
ACH-000294,-0.030670697959692076
ACH-000295,-0.4339979785435492
ACH-000296,-0.09518185723265793
ACH-000302,-0.3008786758600531
ACH-000304,-0.2522618995414207
ACH-000307,-0.08042465717948069
ACH-000308,-0.054543320732947084
ACH-000310,-0.19985475426602806
ACH-000311,0.0035224810646467147
ACH-000312,0.01656447549835271
ACH-000315,-0.14515712626352426
ACH-000316,0.043178163504127384
ACH-000317,0.0162306428867355
ACH-000318,0.022424961965611515
ACH-000319,-0.16245671277346996
ACH-000320,-0.024492736100759832
ACH-000322,0.11335918572480225
ACH-000323,-0.06855866009356079
ACH-000324,-0.2459816644830463
ACH-000329,-0.11027788276021068
ACH-000330,0.07044918000967311
ACH-000331,-0.05011911857523494
ACH-000332,-0.09467808698954368
ACH-000334,-0.026104668206269117
ACH-000335,-0.034747588529640216
ACH-000336,-0.038474802680131724
ACH-000337,0.14582569773737825
ACH-000338,-0.16656676689160085
ACH-000339,-0.14441008130686994
ACH-000341,0.011579229048630272
ACH-000348,-0.058964563902670075
ACH-000350,-0.10312343912554144
ACH-000352,-0.1241727827008514
ACH-000356,-0.018843906143502433
ACH-000361,0.14496512821027488
ACH-000362,-0.10710377417937658
ACH-000363,-0.1608883329148358
ACH-000364,0.0304716619907001
ACH-000365,-0.019869091437277216
ACH-000366,-0.10429036061376268
ACH-000368,-0.15655662344518068
ACH-000374,0.008941977689531169
ACH-000375,0.04311815778931012
ACH-000376,-0.10154857699133718
ACH-000381,-0.223094919018693
ACH-000383,-0.12981253862155648
ACH-000387,-0.11195909835323964
ACH-000389,0.05651578626922011
ACH-000390,-0.181603029283071
ACH-000393,-0.18029659538976775
ACH-000395,-0.1339796633998965
ACH-000396,-0.41844385453723737
ACH-000397,-0.13096555604956614
ACH-000401,-0.02442343319301395
ACH-000402,-0.34329587132124395
ACH-000403,-0.04238780287289036
ACH-000404,-0.12058907438165065
ACH-000406,-0.021634930650343588
ACH-000407,0.0940354216620925
ACH-000408,-0.2310869121121074
ACH-000410,-0.08790240994304112
ACH-000411,0.14741094890000922
ACH-000414,-0.08329690094966755
ACH-000415,-0.049325058006788665
ACH-000416,-0.07795170648737214
ACH-000420,-0.11912866939430555
ACH-000421,-0.1486324234112325
ACH-000424,-0.08350017845603666
ACH-000425,-0.0016036887166663795
ACH-000426,-0.12460445940321875
ACH-000427,-0.034722402193351536
ACH-000433,-0.11668500362522978
ACH-000435,-0.13608348335528925
ACH-000436,-0.006258763731150484
ACH-000444,-0.07897451732781417
ACH-000445,-0.07567558017486571
ACH-000448,-0.17541939121308367
ACH-000450,-0.07538070558613005
ACH-000452,-0.16511887176843346
ACH-000454,-0.061011048617188125
ACH-000458,-0.1235651254445262
ACH-000459,-0.02122753274018767
ACH-000460,-0.1485527275333897
ACH-000461,-0.02235853974559422
ACH-000463,-0.1695974338969205
ACH-000464,-0.03393331920513939
ACH-000466,-0.11534486339361075
ACH-000467,0.06095129482697554
ACH-000468,-0.12295084340659933
ACH-000469,0.0697655642717183
ACH-000470,-0.03063489834401884
ACH-000471,-0.007099590329359089
ACH-000472,-0.09307901187814756
ACH-000473,0.05774524515428129
ACH-000475,-0.08335776579382054
ACH-000476,-0.02467957715871094
ACH-000477,-0.10731259935566036
ACH-000479,-0.022100388375811502
ACH-000480,-0.07514779245491901
ACH-000481,-0.07518402348507508
ACH-000483,-0.06662737381840114
ACH-000484,-0.17485304632832102
ACH-000485,-0.1642721280640773
ACH-000486,-0.031580547960269295
ACH-000487,-0.025517942968108862
ACH-000488,-0.010654451150472716
ACH-000490,0.12495688889416452
ACH-000491,-0.34875016594898106
ACH-000495,0.09290472362141036
ACH-000496,0.04078723334676363
ACH-000499,-0.04315929112653477
ACH-000500,-0.0903927070651818
ACH-000502,-0.11408155132912735
ACH-000503,0.050381133422251284
ACH-000505,-0.002802676101831596
ACH-000507,0.1545851869109868
ACH-000510,-0.06197123261483881
ACH-000511,-0.06111115703102603
ACH-000512,-0.18193744525068692
ACH-000516,-0.12264868195169655
ACH-000517,-0.2265270515957267
ACH-000518,-0.2711021047558546
ACH-000520,-0.2146143444301727
ACH-000521,-0.05060651791361373
ACH-000522,-0.0020582661865437358
ACH-000524,-0.16847374802559947
ACH-000527,0.03693841131664038
ACH-000528,-0.10050731945858826
ACH-000537,-0.014872685018715843
ACH-000541,0.002789860633636132
ACH-000542,0.04648339066935103
ACH-000544,-0.07487891847570669
ACH-000545,0.008736219079406282
ACH-000547,-0.14115636549538166
ACH-000548,-0.12401528443680908
ACH-000549,-0.10802540749717056
ACH-000550,-0.17014268237193209
ACH-000552,-0.12730144344886607
ACH-000556,-0.022352461222779015
ACH-000557,-0.08337703198887814
ACH-000569,0.4189251233324625
ACH-000570,0.00954158785342062
ACH-000571,-0.13838274321402844
ACH-000573,-0.12780881956170664
ACH-000576,-0.15050196137416255
ACH-000579,-0.2624827902310482
ACH-000580,-0.11901166113500412
ACH-000584,-0.06006963788842332
ACH-000585,-0.16124954676040776
ACH-000588,0.00036438029665246575
ACH-000589,-0.02589446596885647
ACH-000591,-0.1444977504016048
ACH-000593,-0.09395282615668417
ACH-000600,-0.11102510818410263
ACH-000601,0.05229224663881082
ACH-000605,-0.2839000284278334
ACH-000606,-0.0564152661063185
ACH-000608,-0.11747327994141887
ACH-000614,-0.25835209337292825
ACH-000616,-0.019209289912957492
ACH-000618,-0.18751086175735152
ACH-000619,0.04659481666348771
ACH-000620,-0.0923773677645242
ACH-000621,0.034741453050234634
ACH-000622,-0.2553310263112123
ACH-000623,-0.14216868646447486
ACH-000624,-0.13175271564520938
ACH-000627,-0.17947377772143672
ACH-000630,-0.13203662901659038
ACH-000631,0.14984521944279006
ACH-000632,-0.0855475949589687
ACH-000633,-0.044145567519866265
ACH-000637,-0.15691518760996293
ACH-000638,-0.20454383961552786
ACH-000646,-0.06356324777449401
ACH-000647,-0.010577920931866852
ACH-000648,-0.19613159557612092
ACH-000649,-0.013208496758468887
ACH-000651,-0.16041931459340422
ACH-000652,-0.2742309697906676
ACH-000653,-0.08760839628563273
ACH-000657,-0.1594985843135228
ACH-000658,-0.11446520742874144
ACH-000661,-0.03571894279041511
ACH-000662,0.015869350610883036
ACH-000663,0.12437007859434572
ACH-000665,-0.027962226159703132
ACH-000671,-0.0859386485551436
ACH-000672,0.08184933173019894
ACH-000673,-0.00862093288082353
ACH-000676,-0.05142077475713155
ACH-000677,-0.16050501584476576
ACH-000681,0.01724172869197669
ACH-000683,-0.07404024114782931
ACH-000684,0.02220150421952842
ACH-000688,-0.04556201035372167
ACH-000693,-0.03533856377576721
ACH-000694,-0.006768170422594368
ACH-000695,0.012658336025903305
ACH-000696,-0.0944031527973542
ACH-000697,0.11018635074144653
ACH-000699,-0.1334344520313132
ACH-000701,-0.13797287055455593
ACH-000706,-0.14638664933642945
ACH-000711,-0.08896023439849311
ACH-000713,0.007361427367974052
ACH-000714,-0.13753609305331227
ACH-000718,-0.019220065732488217
ACH-000720,-0.08526857258859229
ACH-000721,-0.06262600005371208
ACH-000724,-0.06652703347794021
ACH-000725,-0.03816999194897162
ACH-000732,0.019083747042498957
ACH-000734,-0.051152855817195725
ACH-000735,-0.05312310375952648
ACH-000736,-0.19628566794145427
