,BRIX1 (55299)
ACH-000547,-1.1448827852237566
ACH-000548,-0.7667279237476331
ACH-000549,-0.8911668405271823
ACH-000550,-0.9713425516205376
ACH-000552,-0.8625274710557259
ACH-000556,-0.7178483193452634
ACH-000557,-0.89234572456006
ACH-000569,-0.9152325458083572
ACH-000570,-1.0732136961867702
ACH-000571,-0.8301992395758984
ACH-000573,-0.6894939206175282
ACH-000576,-0.8825278415559342
ACH-000579,-1.0904942662428032
ACH-000580,-1.0734042708040692
ACH-000584,-0.7050499480615349
ACH-000585,-0.7551145107264937
ACH-000588,-0.9773337453804504
ACH-000589,-0.815983359795229
ACH-000591,-0.9640857610959342
ACH-000593,-0.7030004163583216
ACH-000600,-0.9694809550209772
ACH-000601,-0.9340520085150388
ACH-000605,-0.7519529431912324
ACH-000606,-1.0210628642510606
ACH-000608,-0.6554066681892371
ACH-000614,-1.1617216340449494
ACH-000616,-1.0329130944564209
ACH-000618,-0.7136761795294209
ACH-000619,-0.7740430107496862
ACH-000620,-1.0068631725183543
ACH-000621,-0.8830312827475351
ACH-000622,-0.8683970866526945
ACH-000623,-1.0892026210796713
ACH-000624,-0.877809265589629
ACH-000627,-0.9292958951504258
ACH-000630,-0.9960289744423204
ACH-000631,-0.6371179482598416
ACH-000632,-0.8081545929290145
ACH-000633,-0.5338996805138531
ACH-000637,-1.0031344262790165
ACH-000638,-0.8850045407979416
ACH-000646,-1.0138596250456031
ACH-000647,-0.8004447723942787
ACH-000648,-0.7383404642619631
ACH-000649,-0.9996058035813098
ACH-000651,-0.9508123472703836
ACH-000652,-1.1066567717027018
ACH-000653,-0.8321280602072301
ACH-000657,-0.8856766424750508
ACH-000658,-0.7424455313800303
ACH-000661,-0.6929713204980723
ACH-000662,-1.0584531475881058
ACH-000663,-1.2668158738762867
ACH-000665,-0.8274941182010399
ACH-000671,-1.1066853538026806
ACH-000672,-0.8134489755838206
ACH-000673,-1.0009642604955065
ACH-000676,-0.9618510580013714
ACH-000677,-1.00923066713974
ACH-000681,-0.8809566452217252
ACH-000683,-0.9899440577924331
ACH-000684,-1.2073563247817394
ACH-000688,-0.9186404110830084
ACH-000693,-0.9321927661640028
ACH-000694,-1.0980928650290964
ACH-000695,-0.9599814085569138
ACH-000696,-0.9185638110849836
ACH-000697,-1.0203856096150246
ACH-000699,-0.6021782123672983
ACH-000701,-0.8149725515413767
ACH-000706,-0.8205015774403718
ACH-000711,-0.8384446722006428
ACH-000713,-0.8916554244349768
ACH-000714,-0.8050680374431061
ACH-000718,-0.8914684975752528
ACH-000720,-0.5946466265411218
ACH-000721,-0.8214949233533543
ACH-000724,-0.8583981069906881
ACH-000725,-0.8586218463275963
ACH-000732,-0.993765204386605
ACH-000734,-0.8166049518952951
ACH-000735,-0.9228584769531872
ACH-000736,-1.0505049702110636
ACH-000738,-1.08792944385734
ACH-000746,-0.8188164289761294
ACH-000747,-0.6235857053470565
ACH-000748,-0.8643624706594576
ACH-000753,-1.0607971426589795
ACH-000756,-0.7413007726015385
ACH-000757,-0.8866490163624638
ACH-000758,-1.2043712017461952
ACH-000760,-0.8053941717051302
ACH-000762,-0.8904284655807146
ACH-000763,-0.7031533130511926
ACH-000764,-0.9853313937754326
ACH-000765,-0.6485251676363826
ACH-000766,-0.9723491384319154
ACH-000767,-0.9046660237399792
ACH-000768,-0.922429148603026
ACH-000769,-0.7771592014109215
ACH-000770,-1.0011157147515424
ACH-000771,-1.0507632502946065
ACH-000773,-0.9828436424913628
ACH-000776,-0.8992010224785819
ACH-000777,-1.059812445154754
ACH-000778,-0.6797276537754616
ACH-000781,-0.9121314014684292
ACH-000782,-0.8190671037482326
ACH-000783,-0.7678379455994404
ACH-000784,-0.8671568418792798
ACH-000785,-0.7171772415790956
ACH-000787,-0.8893854149990467
ACH-000788,-0.7940291547796009
ACH-000791,-0.7418856301492067
ACH-000792,-0.8906528185804915
ACH-000794,-0.9795510406037529
ACH-000796,-0.8623368342017301
ACH-000798,-1.0004058134890623
ACH-000799,-0.7197369346360044
ACH-000800,-0.9299474294928473
ACH-000802,-1.1245289790192468
ACH-000804,-0.7719279618852731
ACH-000805,-1.1382919623598342
ACH-000809,-1.0449794495610103
ACH-000810,-1.074200683162458
ACH-000811,-0.8542412921138769
ACH-000817,-0.8547891849933913
ACH-000819,-0.8325525031142729
ACH-000820,-1.108419907506102
ACH-000821,-0.7899223939729749
ACH-000822,-0.956445246647388
ACH-000823,-0.9082698219113416
ACH-000824,-0.757223389834792
ACH-000827,-0.933931523414326
ACH-000829,-1.0729326059549098
ACH-000831,-0.8981532032756859
ACH-000832,-0.8654494916408085
ACH-000833,-1.077142341513011
ACH-000834,-0.9510204443286592
ACH-000835,-1.0958950735757227
ACH-000836,-0.9309921133349008
ACH-000837,-1.0261430807905048
ACH-000838,-0.943846566040105
ACH-000839,-1.0487158094264264
ACH-000840,-1.0561440267904618
ACH-000841,-0.7729605305564976
ACH-000843,-0.9797833434242484
ACH-000846,-0.7706307065719453
ACH-000847,-0.9997360174474784
ACH-000848,-0.7562026490789161
ACH-000849,-0.8445332685442613
ACH-000851,-0.7829384708375842
ACH-000855,-1.2181390857955938
ACH-000856,-0.8292852349995038
ACH-000858,-0.9176671775706606
ACH-000859,-1.1349256305160549
ACH-000861,-0.9749595911570652
ACH-000862,-0.9376692075092382
ACH-000865,-0.9183909164713746
ACH-000866,-0.9167630981550146
ACH-000867,-0.7763625128087089
ACH-000869,-0.8388172877813781
ACH-000872,-1.4165586316452543
ACH-000873,-1.1081661752889993
ACH-000876,-0.7435475325164862
ACH-000878,-1.0514148452755847
ACH-000880,-1.121767084788309
ACH-000881,-0.935234283164192
ACH-000882,-0.8373661140067649
ACH-000884,-1.0763900521217082
ACH-000885,-0.9876539402175504
ACH-000887,-0.9971266915690834
ACH-000889,-0.9576924499888426
ACH-000896,-0.7001690540749201
ACH-000898,-0.996921432832333
ACH-000900,-0.639911830449171
ACH-000901,-0.9820251624144788
ACH-000905,-1.0102613588737734
ACH-000906,-1.1156170787458175
ACH-000907,-0.7893480604149471
ACH-000910,-0.8946372972886044
ACH-000911,-0.8391286774779093
ACH-000912,-0.8093583056799171
ACH-000913,-0.9985815316231609
ACH-000915,-0.8727835304817937
ACH-000916,-0.7946587012368767
ACH-000917,-0.7640314702995203
ACH-000920,-1.0431024717546034
ACH-000921,-0.8059479098163336
ACH-000924,-0.8160617502039027
ACH-000926,-0.8669665120194662
ACH-000928,-0.8174645446994475
ACH-000929,-0.7666625007727484
ACH-000932,-0.9976199950331552
ACH-000935,-0.9425045482281718
ACH-000936,-1.0319205980172683
ACH-000937,-1.1087202420203308
ACH-000938,-0.6991258295596537
ACH-000939,-0.8732573184144962
ACH-000941,-0.9219996218489852
ACH-000943,-1.0429433344708996
ACH-000946,-0.7897863153960695
ACH-000947,-0.9711282501217606
ACH-000948,-0.7410905819825808
ACH-000950,-0.6147100845177161
ACH-000953,-0.700578966852178
ACH-000954,-0.7330832758940204
ACH-000957,-1.0682836333545942
ACH-000958,-1.1856437315771928
ACH-000960,-0.7567345586895986
ACH-000963,-0.9295147411423591
ACH-000968,-0.9546000099750817
ACH-000969,-0.9793841123946004
ACH-000972,-1.1727353169378376
ACH-000973,-1.0021494137351925
ACH-000974,-0.9808349938923716
ACH-000978,-1.3911867620944445
ACH-000984,-0.9833723724544449
ACH-000986,-0.6516082552412731
ACH-000988,-0.7635097288755778
ACH-000993,-0.8581413529319759
ACH-000994,-0.8518625723731382
ACH-000996,-0.9223834672128138
ACH-001001,-0.8180770760748094
ACH-001020,-0.8740788293760989
ACH-001028,-1.080550448357345
ACH-001031,-0.912066640787044
ACH-001038,-0.8676862241843738
ACH-001048,-0.941297242703364
ACH-001050,-1.038586921180526
ACH-001053,-0.995478520334658
ACH-001054,-0.924665493669807
ACH-001061,-1.1170302685634406
ACH-001067,-0.9746976571816436
ACH-001075,-0.8141414876200059
ACH-001096,-0.8651486058670037
ACH-001111,-0.9241229256031532
ACH-001119,-0.9587114532611104
ACH-001128,-0.9950561082067392
ACH-001134,-0.8163265896139509
ACH-001151,-1.0745099940521712
ACH-001163,-1.1318566576989515
ACH-001164,-0.6644635721199873
ACH-001183,-0.8853279570084541
ACH-001192,-0.993530983024192
ACH-001193,-1.0106038743631904
ACH-001196,-0.7894338849494315
ACH-001197,-0.6069196635882739
ACH-001205,-0.90387972549091
ACH-001211,-0.8630623944895954
ACH-001212,-0.89851891642426
ACH-001228,-0.7605156940090895
ACH-001232,-1.2604514862674654
ACH-001239,-1.090945685131534
ACH-001270,-0.7858859036284327
ACH-001274,-1.0572226095317578
ACH-001275,-0.9206472765345011
ACH-001277,-0.928136336479244
ACH-001278,-0.7660484728140668
ACH-001280,-0.7958959740191094
ACH-001283,-0.7722170385826911
ACH-001289,-0.6537795345625925
ACH-001300,-0.9002409277298153
ACH-001301,-0.9047113922901784
ACH-001302,-0.8527507803496446
ACH-001306,-1.0814139498989228
ACH-001318,-1.1266371410498912
ACH-001322,-0.7898087544220457
ACH-001328,-0.8183673982862597
ACH-001332,-0.9704386046646876
ACH-001336,-0.9638196685514964
ACH-001346,-0.897652034829337
ACH-001353,-0.6798554260199119
ACH-001354,-0.6158387791632693
ACH-001367,-0.8178503289948079
ACH-001368,-0.9202401709466866
ACH-001374,-0.4460415898265238
ACH-001377,-0.9751883903969916
ACH-001380,-0.9657659968292636
ACH-001391,-0.8051983638159106
ACH-001408,-0.9137325125191093
ACH-001430,-0.7988353690314935
ACH-001431,-1.036219878719137
ACH-001450,-0.8439148166505979
ACH-001496,-1.0668202248972052
ACH-001500,-0.8138916986186974
ACH-001523,-0.583694486991232
ACH-001532,-0.984051896010258
ACH-001550,-1.0685006099327403
ACH-001552,-0.9576820224709136
ACH-001554,-0.9805680385284558
ACH-001654,-0.9054410432082391
ACH-001735,-0.9477654479738572
ACH-001736,-0.955272627807263
ACH-001737,-0.8190367854076224
ACH-001740,-0.7904795240285117
ACH-001745,-0.6241835270860748
ACH-001765,-0.833975687051997
