,RPS14 (6208)
ACH-000004,-1.114845770246762
ACH-000005,-0.9823847076408504
ACH-000007,-0.9227516157267454
ACH-000009,-0.9566126247641168
ACH-000011,-1.0837283616970592
ACH-000012,-0.9279855228305351
ACH-000013,-0.8975874301521057
ACH-000014,-0.9279073435475828
ACH-000015,-1.0568323034022156
ACH-000017,-0.8360597015280109
ACH-000018,-1.0015107768867209
ACH-000019,-0.8468620631668856
ACH-000021,-0.8883956097904904
ACH-000022,-0.6719783640446879
ACH-000025,-0.8313410944785096
ACH-000028,-0.9465297217257194
ACH-000030,-0.9748721489033644
ACH-000035,-0.6613774432525447
ACH-000036,-0.9275698155651496
ACH-000037,-1.3261514838880022
ACH-000039,-0.959650560764658
ACH-000040,-1.0165672565333477
ACH-000041,-1.2028086957439803
ACH-000042,-0.8056150695156045
ACH-000045,-0.9100038055145372
ACH-000047,-1.042878548020972
ACH-000052,-0.7788238335498799
ACH-000053,-1.0022989642123112
ACH-000054,-0.8775642998200792
ACH-000055,-0.8388465600907441
ACH-000060,-1.006859327430114
ACH-000067,-1.032569949605576
ACH-000070,-1.0351752579776865
ACH-000075,-1.0028120876735942
ACH-000078,-1.0595943681602114
ACH-000082,-1.18897787665919
ACH-000085,-0.9401048922434218
ACH-000086,-0.8604220635538772
ACH-000087,-1.0164192599481696
ACH-000092,-0.8354691000565586
ACH-000095,-0.965674284210328
ACH-000097,-0.9945107002798776
ACH-000098,-0.8536066025154068
ACH-000099,-0.941049676593634
ACH-000108,-1.315809537909192
ACH-000113,-1.0607457171116792
ACH-000116,-0.7769766587280216
ACH-000118,-0.9381392018318842
ACH-000120,-1.0141690942003962
ACH-000123,-0.9060226190776801
ACH-000127,-1.0468462771984426
ACH-000128,-0.823160603767106
ACH-000132,-1.001333616894418
ACH-000133,-0.9762919674018992
ACH-000137,-0.7970345726619109
ACH-000138,-0.9127276628745812
ACH-000142,-1.0937770135105047
ACH-000143,-0.8690927556023157
ACH-000146,-1.0938815919929112
ACH-000148,-0.998236593898695
ACH-000150,-0.9884173576967672
ACH-000152,-0.9533223783785654
ACH-000153,-1.2655513769547069
ACH-000159,-0.94956210359235
ACH-000160,-0.857895264424855
ACH-000163,-1.198124315838874
ACH-000167,-1.3837558795300384
ACH-000168,-0.8995322135555808
ACH-000169,-1.0268121939484296
ACH-000178,-0.8097687786564466
ACH-000183,-1.0230263596172289
ACH-000188,-1.0091342005039123
ACH-000189,-1.0060529931041564
ACH-000190,-0.8606204806438147
ACH-000198,-0.9079552103856844
ACH-000203,-0.8194285384508512
ACH-000204,-0.7496114104698004
ACH-000206,-0.9546060181688648
ACH-000207,-1.000027795349407
ACH-000208,-1.0707236953134776
ACH-000210,-0.8225587530945558
ACH-000211,-0.8440840231770604
ACH-000215,-1.1037491776093034
ACH-000221,-0.9501611248581358
ACH-000222,-1.0163699400236132
ACH-000223,-0.916228841949796
ACH-000226,-0.8280003897944855
ACH-000227,-1.166343901748531
ACH-000228,-0.9505955967350568
ACH-000231,-0.8164542326324521
ACH-000232,-0.9093854521290452
ACH-000233,-0.8264688181741817
ACH-000234,-0.9749304824367148
ACH-000235,-1.02542314492033
ACH-000237,-1.014771430074574
ACH-000238,-0.9764684434810452
ACH-000242,-0.7587587574709111
ACH-000243,-1.022777724358258
ACH-000244,-1.0761359590040116
ACH-000246,-0.8728969805947242
ACH-000248,-0.9808217246704469
ACH-000250,-0.8491133834888368
ACH-000251,-1.0328834963346525
ACH-000252,-0.7684402409384316
ACH-000253,-0.9300607448866031
ACH-000255,-0.9468046209997336
ACH-000256,-0.7970251580011946
ACH-000257,-1.2504095942561335
ACH-000258,-1.0412299350132337
ACH-000259,-0.9064275354020472
ACH-000260,-0.9531862861952962
ACH-000261,-1.083062114557675
ACH-000262,-1.1499973882551389
ACH-000263,-0.7700343789541881
ACH-000264,-0.9778842783368592
ACH-000265,-0.936450914694034
ACH-000266,-0.9537386820070922
ACH-000272,-0.8910091997933968
ACH-000274,-0.8657433453154979
ACH-000277,-1.053086361272272
ACH-000278,-0.8838882467058169
ACH-000279,-1.0870206586164983
ACH-000280,-0.959978082548427
ACH-000281,-1.0306085747459517
ACH-000288,-0.96172332800893
ACH-000291,-1.102174159744871
ACH-000293,-0.8758593753198362
ACH-000294,-1.2714960160705615
ACH-000295,-1.1543476666527497
ACH-000296,-1.0081499039071449
ACH-000302,-1.0052829099103524
ACH-000304,-0.8507005313330694
ACH-000307,-0.8195847236882141
ACH-000308,-0.9788279534133716
ACH-000310,-0.9536593423280274
ACH-000311,-0.8948980918670972
ACH-000312,-0.9651941390695168
ACH-000315,-0.9626429135714736
ACH-000316,-1.0295934571996317
ACH-000317,-0.9087225477331229
ACH-000318,-0.8791590265880868
ACH-000319,-1.1726046438048428
ACH-000320,-0.9778963943517868
ACH-000322,-1.0724977840774923
ACH-000323,-1.0911478965754302
ACH-000324,-0.8826932734459685
ACH-000329,-1.096385106348564
ACH-000330,-1.2460922803321088
ACH-000331,-0.9988322772545352
ACH-000332,-0.7927287209712476
ACH-000334,-1.267181991909573
ACH-000335,-0.8302767865995024
ACH-000336,-0.9155267205168324
ACH-000337,-0.962177367642612
ACH-000338,-1.3174002815761725
ACH-000339,-0.8470554112423392
ACH-000341,-1.032058199960629
ACH-000348,-1.0140681678726826
ACH-000350,-1.1035297394194457
ACH-000352,-1.0930827632865918
ACH-000356,-1.0761453016691098
ACH-000361,-0.9001217767585376
ACH-000362,-1.1109288697895272
ACH-000363,-0.9894848157712391
ACH-000364,-0.9596049523381376
ACH-000365,-0.8681966467599781
ACH-000366,-0.8634004283954495
ACH-000368,-1.0233703672728542
ACH-000374,-0.952850716841736
ACH-000375,-1.2659355506363166
ACH-000376,-1.0009565078677831
ACH-000381,-1.0011663385779572
ACH-000383,-0.9003381306688969
ACH-000387,-1.0592565554546438
ACH-000389,-1.1722430689795609
ACH-000390,-1.0549477062198305
ACH-000393,-0.941113594966547
ACH-000395,-0.8680128474995247
ACH-000396,-0.7042536546540927
ACH-000397,-0.8765773272621394
ACH-000401,-1.049727324474073
ACH-000402,-1.0638467044313802
ACH-000403,-0.8465744755434644
ACH-000404,-0.9434433433610347
ACH-000406,-1.0861240879430991
ACH-000407,-0.925744005749123
ACH-000408,-1.0006784776146878
ACH-000410,-1.0013277477324851
ACH-000411,-1.0111731684917509
ACH-000414,-0.9885116768285848
ACH-000415,-0.9986309983182244
ACH-000416,-0.9698628268218455
ACH-000420,-0.9622399318384219
ACH-000421,-0.8901048277799523
ACH-000424,-0.6802882896872001
ACH-000425,-1.1854513535713282
ACH-000426,-0.8630578034162975
ACH-000427,-0.9022730418174709
ACH-000433,-0.8914094049724773
ACH-000435,-1.062084931900636
ACH-000436,-1.0364288592411963
ACH-000444,-0.9022251045015246
ACH-000445,-1.0843386196074705
ACH-000448,-1.0415981675280992
ACH-000450,-1.045264103209387
ACH-000452,-0.9405851913059898
ACH-000454,-0.9995352402650794
ACH-000458,-0.9566965578223758
ACH-000459,-0.6782686110633064
ACH-000460,-0.9954177593527108
ACH-000461,-1.3080508952616232
ACH-000463,-1.022482622822229
ACH-000464,-1.0916454028056917
ACH-000466,-0.6995842992374933
ACH-000467,-0.9139224564519236
ACH-000468,-1.1331982037779365
ACH-000469,-0.9390674843343888
ACH-000470,-0.9648829243083671
ACH-000471,-0.8797873306967845
ACH-000472,-0.9364692642957778
ACH-000473,-1.044290985353422
ACH-000475,-0.8859835194779901
ACH-000476,-0.9746709861981192
ACH-000477,-1.2898108336423246
ACH-000479,-1.270398679615834
ACH-000480,-0.8013172350261261
ACH-000481,-1.216484090722037
ACH-000483,-0.9903376927780037
ACH-000484,-0.938646558710308
ACH-000485,-1.0144507720645757
ACH-000486,-1.0635845659564518
ACH-000487,-0.9248521012016268
ACH-000488,-0.7918510667440651
ACH-000490,-0.7939836924505818
ACH-000491,-1.0559949005135711
ACH-000495,-0.6017995310515281
ACH-000496,-0.8235404007957781
ACH-000499,-1.0396972091658896
ACH-000500,-0.917763030089328
ACH-000502,-0.978241888293157
ACH-000503,-0.5623645810281968
ACH-000505,-1.050070305969672
ACH-000507,-0.8042817946533531
ACH-000510,-0.9128465015772704
ACH-000511,-1.0621041939916365
ACH-000512,-1.129240342641329
ACH-000516,-0.7676015094495092
ACH-000517,-0.930221922611395
ACH-000518,-0.8970771034069625
ACH-000520,-0.951429973169612
ACH-000521,-1.1011706108395316
ACH-000522,-0.910313900655106
ACH-000524,-0.9573130985937418
ACH-000527,-1.0681132922069252
ACH-000528,-0.8509342817696817
ACH-000537,-1.0564023972052288
ACH-000541,-0.9079699719584092
ACH-000542,-1.0125040295597203
ACH-000544,-0.9029924058236788
ACH-000545,-1.0321304929081918
ACH-000547,-1.2746937952187547
ACH-000548,-0.7912050066233071
ACH-000549,-0.9720153870833174
ACH-000550,-1.146736941281617
ACH-000552,-0.978985141689236
ACH-000556,-0.8653399942202703
ACH-000557,-1.0514703716823728
ACH-000569,-1.2111257521164047
ACH-000570,-1.0956617776935196
ACH-000571,-0.8993036181656517
ACH-000573,-1.1321587041535937
ACH-000576,-0.9270733084991584
ACH-000579,-1.0246352242752914
ACH-000580,-0.9285462137924659
ACH-000584,-0.8777925250868207
ACH-000585,-0.996255811126018
ACH-000588,-1.1046546219901332
ACH-000589,-1.010337983846354
ACH-000591,-1.007663543048152
ACH-000593,-1.016483388407113
ACH-000600,-0.9472250028363648
ACH-000601,-0.8167291871099348
ACH-000605,-0.8307752634011215
ACH-000606,-0.9998920589016336
ACH-000608,-1.131983285039374
ACH-000614,-1.043912881270702
ACH-000616,-0.8486380461824403
ACH-000618,-0.8943228245258149
ACH-000619,-0.7779554655443536
ACH-000620,-1.1431863601414716
ACH-000621,-0.8586289563260961
ACH-000622,-0.9328078541043356
ACH-000623,-1.0204686560001115
ACH-000624,-1.0280322645836295
ACH-000627,-1.0022095436742842
ACH-000630,-0.9249470733016008
ACH-000631,-1.1088159846945391
ACH-000632,-0.8941797464702178
ACH-000633,-1.0796815630393133
ACH-000637,-0.8097647943536427
ACH-000638,-0.8046317699383514
ACH-000646,-1.1817840570005418
ACH-000647,-1.049560737906612
ACH-000648,-1.0685629739260771
ACH-000649,-1.00039419641869
ACH-000651,-0.9210513294068972
ACH-000652,-0.9764507452453908
ACH-000653,-0.9244481972995926
ACH-000657,-0.9109120841908792
ACH-000658,-0.9828969590586112
ACH-000661,-1.2684036693961631
ACH-000662,-1.0480674287844172
ACH-000663,-1.0265886691228856
ACH-000665,-0.9852752518838264
ACH-000671,-1.1161643302880606
ACH-000672,-0.7139175594093441
ACH-000673,-0.9836506267415649
ACH-000676,-0.9767388867191276
ACH-000677,-1.1647079346905571
ACH-000681,-0.9999713673546434
ACH-000683,-1.0605043523464723
ACH-000684,-1.0439743074644223
ACH-000688,-0.9933286902680684
ACH-000693,-0.9860511356861572
ACH-000694,-0.8949148886217311
ACH-000695,-1.3269847383017424
ACH-000696,-0.9282271553711916
ACH-000697,-1.0653332557480406
ACH-000699,-0.8723986567006138
ACH-000701,-1.1092041560847448
ACH-000706,-0.9323107079085248
ACH-000711,-0.8764288938701733
ACH-000713,-1.0072358598041895
ACH-000714,-1.032030946420978
