,KIF11 (3832)
ACH-000004,-1.2782490493256309
ACH-000005,-1.2765651376606153
ACH-000007,-1.136835722661685
ACH-000009,-1.5440322050474948
ACH-000011,-1.4972058956614387
ACH-000012,-1.4999336751505412
ACH-000013,-1.6456653542956736
ACH-000014,-1.574108070217212
ACH-000015,-1.3099737352084326
ACH-000017,-1.6318589663372125
ACH-000018,-1.2831098427111154
ACH-000019,-1.4634473187528538
ACH-000021,-1.4631053648289234
ACH-000022,-1.6112439397638858
ACH-000025,-1.3744082925426409
ACH-000028,-1.208998112493815
ACH-000030,-1.6774471753023872
ACH-000035,-1.461967517322634
ACH-000036,-1.3381870366874071
ACH-000037,-1.4513091876747244
ACH-000039,-1.716329375914715
ACH-000040,-1.1867481375722608
ACH-000041,-1.3783231683241643
ACH-000042,-1.4010830489351234
ACH-000045,-1.4566038997476325
ACH-000047,-1.613048555403212
ACH-000052,-1.3181517147737487
ACH-000053,-1.4521203660271438
ACH-000054,-1.4705967678832768
ACH-000055,-1.4376530206638258
ACH-000060,-1.4896329708982208
ACH-000067,-1.459502266588588
ACH-000070,-1.4867774105907443
ACH-000075,-1.4628205729715833
ACH-000078,-1.540616853395146
ACH-000082,-1.51854906975525
ACH-000085,-1.5263668903167908
ACH-000086,-1.3295562158167955
ACH-000087,-1.5585779926201009
ACH-000092,-1.3157128947356131
ACH-000095,-1.6057413327999157
ACH-000097,-1.4869772980368483
ACH-000098,-1.5268837289366732
ACH-000099,-1.3076839399981783
ACH-000108,-1.3081279033531958
ACH-000113,-1.2887122186085245
ACH-000116,-1.4681184167246255
ACH-000118,-1.4932202924820046
ACH-000120,-1.4540484831392129
ACH-000123,-1.586028405714114
ACH-000127,-1.3728620215678218
ACH-000128,-1.3364233686661722
ACH-000132,-1.4259374855651044
ACH-000133,-1.4915914685219929
ACH-000137,-1.4267755359031944
ACH-000138,-1.367657153842966
ACH-000142,-1.3083886272445049
ACH-000143,-1.613546984119414
ACH-000146,-1.6144263883184682
ACH-000148,-1.542597207902548
ACH-000150,-1.4890831172071024
ACH-000152,-1.2050362499448322
ACH-000153,-1.2637917172232334
ACH-000159,-1.290588747532113
ACH-000160,-1.603598286927978
ACH-000163,-1.5085454798922342
ACH-000167,-2.1341259789156872
ACH-000168,-1.417602572849035
ACH-000169,-1.3465664536671798
ACH-000178,-1.2282008066678891
ACH-000183,-1.5017260005945348
ACH-000188,-1.304383144805189
ACH-000189,-1.3066581901507033
ACH-000190,-1.3393553984041566
ACH-000198,-1.4798889821908958
ACH-000203,-1.792355052848256
ACH-000204,-0.9801587686088284
ACH-000206,-1.350021638165657
ACH-000207,-2.0474855534933423
ACH-000208,-1.3689973886744795
ACH-000210,-1.4142513533098091
ACH-000211,-1.4159918056846446
ACH-000215,-1.3725585762648915
ACH-000221,-1.4547595958332509
ACH-000222,-1.576850589796526
ACH-000223,-1.5232646808275463
ACH-000226,-1.4553699712429475
ACH-000227,-1.7053634026077389
ACH-000228,-1.5182318919627988
ACH-000231,-1.2545197936401145
ACH-000232,-1.4316281328306264
ACH-000233,-1.4012041110579063
ACH-000234,-1.5600824885161442
ACH-000235,-1.310123589968269
ACH-000237,-1.4281184353682668
ACH-000238,-1.4097187800868218
ACH-000242,-1.6151900132376538
ACH-000243,-1.5163883217525682
ACH-000244,-1.6886302043093235
ACH-000246,-1.4923570188867594
ACH-000248,-1.6425174042464128
ACH-000250,-1.5067870800873249
ACH-000251,-1.4023758894235774
ACH-000252,-1.23860561123045
ACH-000253,-1.4732889001339085
ACH-000255,-1.395944843884491
ACH-000256,-1.3828157658129585
ACH-000257,-1.6805948130602422
ACH-000258,-1.3214392358504794
ACH-000259,-1.6259160173124574
ACH-000260,-1.5446341688208023
ACH-000261,-1.4546367407931595
ACH-000262,-1.471438400770862
ACH-000263,-0.9787101703510428
ACH-000264,-1.4854947647095194
ACH-000265,-1.4607354977231255
