,PTMS (5763)
ACH-000004,0.01593074276625733
ACH-000005,-0.18922479335150186
ACH-000007,-0.044643143458304224
ACH-000009,-0.10584323379632038
ACH-000011,0.03041815968073461
ACH-000012,0.08036030159512048
ACH-000013,0.03615047197085623
ACH-000014,0.011272154617172642
ACH-000015,-0.04497026341330813
ACH-000017,-0.1195256565648419
ACH-000018,0.03927286812593765
ACH-000019,-0.1480005977192163
ACH-000021,-0.07958033655641615
ACH-000022,0.06397043958136073
ACH-000025,-0.031097345757009637
ACH-000028,-0.06072952754116453
ACH-000030,-0.05691196460543727
ACH-000035,0.10180753532519822
ACH-000036,-0.09845678666686547
ACH-000037,-0.15465327905567822
ACH-000039,-0.11503468718338533
ACH-000040,-0.0451474020517514
ACH-000041,-0.004386855770319439
ACH-000042,-0.01667093790180435
ACH-000045,-0.0972968357816196
ACH-000047,-0.11559217789342124
ACH-000052,-0.2574812902280402
ACH-000053,-0.03370356720360198
ACH-000054,-0.14067006281514938
ACH-000055,-0.10666213522079566
ACH-000060,0.004022843953939195
ACH-000067,-0.018675928089754858
ACH-000070,0.10765806561942212
ACH-000075,-0.19769827907120013
ACH-000078,-0.035494180420134865
ACH-000082,-0.0694732687994657
ACH-000085,-0.13333445082346776
ACH-000086,-0.14281810761653274
ACH-000087,-0.20920972849881347
ACH-000092,0.024542018792437423
ACH-000095,-0.14654769624856814
ACH-000097,-0.2321729050945416
ACH-000098,0.0176213837252095
ACH-000099,-0.13835814053501552
ACH-000108,-0.008858398818909445
ACH-000113,-0.10891558838255072
ACH-000116,-0.01369500305359873
ACH-000118,-0.09647335829441328
ACH-000120,-0.12016699177640312
ACH-000123,-0.2947561221006414
ACH-000127,-0.0556525902214166
ACH-000128,-0.037182928068521685
ACH-000132,0.061325177422949836
ACH-000133,-0.056952889807329425
ACH-000137,0.08564368317473123
ACH-000138,0.08258459391616768
ACH-000142,0.02005135438585098
ACH-000143,-0.11659214920853375
ACH-000146,-0.08264816650039175
ACH-000148,-0.07765921892958676
ACH-000150,-4.4754062676636734e-05
ACH-000152,-0.12461785772108801
ACH-000153,0.09863553869482193
ACH-000159,-0.0130767418407988
ACH-000160,0.054012119180994383
ACH-000163,-0.17595056737383885
ACH-000167,-0.18934885646934144
ACH-000168,-0.01476641323665371
ACH-000169,-0.0611673448612057
ACH-000178,-0.016586773181477187
ACH-000183,0.11085814502902178
ACH-000188,-0.040081344226294974
ACH-000189,-0.22636728590663915
ACH-000190,-0.210878252537804
ACH-000198,-0.027231109491518937
ACH-000203,0.2295441294199368
ACH-000204,-0.24546986897451606
ACH-000206,-0.14371589767971185
ACH-000207,0.0582287992654431
ACH-000208,0.01722132162629483
ACH-000210,-0.2734492093323564
ACH-000211,-0.04739347685414008
ACH-000215,-0.2114280267379356
ACH-000221,-0.0667605070462426
ACH-000222,0.05533328781287082
ACH-000223,-0.1777476733681417
ACH-000226,-0.03480369570188978
ACH-000227,-0.07952136624165912
ACH-000228,-0.09820144360774034
ACH-000231,0.033429195621435835
ACH-000232,-0.09609564603720223
ACH-000233,-0.031586619618819374
ACH-000234,-0.06871160533080553
ACH-000235,0.007497465830905412
ACH-000237,-0.12827895947253973
ACH-000238,-0.03936194429749134
ACH-000242,0.12294750488061501
ACH-000243,0.06103991638249667
ACH-000244,-0.0119361133646573
ACH-000246,-0.031123814257825767
ACH-000248,-0.10949350347199303
ACH-000250,-0.06972336534659603
ACH-000251,0.02303261118145035
ACH-000252,-0.25392722739198503
ACH-000253,-0.06046941842802087
ACH-000255,-0.1831783466257179
ACH-000256,0.053382225362153236
ACH-000257,-0.1116097785824218
ACH-000258,0.1655464609876068
ACH-000259,-0.0605861549648152
ACH-000260,-0.04261495693600744
ACH-000261,-0.057980978567032014
ACH-000262,0.01879249981845937
ACH-000263,-0.10144663346728602
ACH-000264,-0.15173394962068587
ACH-000265,0.050608558465189565
ACH-000266,-0.03620819734717832
ACH-000272,-0.016821194149035063
ACH-000274,-0.15395132952969684
ACH-000277,-0.153384694705934
ACH-000278,-0.10390951549053096
ACH-000279,-0.15554270144826582
ACH-000280,-0.06242541276601483
ACH-000281,0.07944836174863715
ACH-000288,-0.10430604347201863
ACH-000291,-0.09355271136273544
ACH-000293,-0.022578223169170148
ACH-000294,-0.10624869009038736
ACH-000295,-0.0591364134404833
ACH-000296,0.0564767976873852
ACH-000302,-0.021748127759066475
ACH-000304,-0.07238297254784508
ACH-000307,-0.12160412626543884
ACH-000308,-0.16006473196738125
ACH-000310,-0.19240288752610346
ACH-000311,-0.1076248836511482
ACH-000312,0.03618967998734933
ACH-000315,-0.2703896959272397
ACH-000316,-0.018273626709314574
ACH-000317,-0.02553665149805725
ACH-000318,-0.07033635827392844
ACH-000319,0.014837618849845429
ACH-000320,0.1158684363335622
ACH-000322,-0.18914700235149548
ACH-000323,-0.060891819783140885
ACH-000324,-0.07259238354835862
ACH-000329,-0.04690666212041122
ACH-000330,0.0098300111355875
ACH-000331,0.006540039284459045
ACH-000332,-0.08357232370313603
ACH-000334,0.0770644449487541
ACH-000335,0.07937696679966846
ACH-000336,0.18030506180460107
ACH-000337,0.04592893053877602
ACH-000338,0.11273669494399148
ACH-000339,-0.0871607294888831
ACH-000341,-0.04406101609295336
ACH-000348,-0.08047060903477478
ACH-000350,-0.11105506352063277
ACH-000352,-0.05111148404674014
ACH-000356,-0.09083842573369832
ACH-000361,-0.07213691588751422
ACH-000362,-0.09832746355666556
ACH-000363,-0.11843184388478413
ACH-000364,0.1130019606571318
ACH-000365,0.02467264048989235
ACH-000366,-0.09610473855527707
ACH-000368,-0.0749031906482036
ACH-000374,-0.025864394507409558
ACH-000375,-0.19261435863795245
ACH-000376,-0.13228986754545974
ACH-000381,0.04967512308251923
ACH-000383,-0.1278792742061128
ACH-000387,-0.14414051868177089
ACH-000389,-0.07330222690916514
ACH-000390,-0.06821003366505811
ACH-000393,0.04119464349135398
ACH-000395,-0.10985667396139044
ACH-000396,-0.1108946161135948
ACH-000397,0.06437544324018561
ACH-000401,-0.06022266073614276
ACH-000402,-0.2567985609151564
ACH-000403,0.016559863949875322
ACH-000404,0.16100004096073647
ACH-000406,-0.01795322358802151
ACH-000407,-0.001034908880014881
ACH-000408,0.04974734862675722
ACH-000410,0.04926983193066015
ACH-000411,-0.053179564096491605
ACH-000414,-0.15904954977215338
ACH-000415,0.13154505079740478
ACH-000416,-0.12442515249870185
ACH-000420,-0.05138458091012128
ACH-000421,-0.013486552547495772
ACH-000424,-0.2277532523572564
ACH-000425,-0.0854186960041131
ACH-000426,-0.11483841336106525
ACH-000427,-0.021013524338321904
ACH-000433,-0.2527305637008609
ACH-000435,0.2476166777976957
ACH-000436,-0.055955816317859335
ACH-000444,-0.01958564484559094
ACH-000445,0.05387454959495371
ACH-000448,-0.13427579375087315
ACH-000450,-0.05021156002853948
ACH-000452,-0.10855811340773973
ACH-000454,0.018057271036022504
ACH-000458,-0.01124624872485414
ACH-000459,0.014415219797242878
ACH-000460,-0.03147692382614732
ACH-000461,-0.24716668409074635
ACH-000463,-0.06414406781995342
ACH-000464,-0.18878556287119808
ACH-000466,-0.21644476826172804
ACH-000467,-0.021321459464993874
ACH-000468,-0.17048564732722765
ACH-000469,-0.07728778012369594
ACH-000470,-0.23977911688022524
ACH-000471,-0.16979645756626338
ACH-000472,-0.07294509693131816
ACH-000473,0.13017214634098845
ACH-000475,-0.11673432745318173
ACH-000476,0.15000353876825476
ACH-000477,-0.08541739826163394
ACH-000479,0.3282737581168325
ACH-000480,-0.13162824376277893
ACH-000481,-0.08156081890618212
ACH-000483,-0.0816095452093777
ACH-000484,0.09900575975382156
ACH-000485,-0.02940528129444512
ACH-000486,-0.07806677017595694
ACH-000487,0.019305694988977856
ACH-000488,-0.0829463167834957
ACH-000490,0.025136633740634816
ACH-000491,-0.22862888190567926
ACH-000495,0.04883599747435878
ACH-000496,-0.1087721444982548
ACH-000499,0.004200010688364124
ACH-000500,-0.05550841815142785
ACH-000502,-0.059531850828644435
ACH-000503,0.012634769581595696
ACH-000505,-0.10351680086590173
ACH-000507,0.0005198709166168524
ACH-000510,-0.04540998288649803
ACH-000511,-0.20053885483976935
ACH-000512,-0.05361918685079296
ACH-000516,-0.1864619186015915
ACH-000517,-0.1579873242226716
ACH-000518,0.044154116113168614
ACH-000520,-0.07416616250732759
ACH-000521,-0.07383370192946301
ACH-000522,-0.18442026467716227
ACH-000524,-0.06149489480743923
ACH-000527,-0.0611569485150532
ACH-000528,-0.16027133546054234
ACH-000537,-0.0053356868605433
ACH-000541,-0.19666137951811524
ACH-000542,-0.07777724127055223
ACH-000544,0.0711749653585497
ACH-000545,-0.06976588035340026
ACH-000547,-0.470161923953241
ACH-000548,-0.21857468349788794
ACH-000549,0.057774552561568965
ACH-000550,-0.2715535426742852
ACH-000552,-0.035661362219813426
ACH-000556,-0.08394185526197477
ACH-000557,-0.08956192899693588
ACH-000569,0.17310564096591174
ACH-000570,0.04107095650710565
ACH-000571,0.03846365097268867
ACH-000573,-0.2034630209169884
ACH-000576,-0.10200049365793526
ACH-000579,-0.06018196563397499
ACH-000580,0.059739139826710974
ACH-000584,0.0703876126084516
ACH-000585,-0.05914682619194784
ACH-000588,-0.0208271991839498
ACH-000589,-0.08970136476938928
ACH-000591,-0.15290038733334105
ACH-000593,-0.12361284209892467
ACH-000600,0.027853587280626646
ACH-000601,-0.0063733486173696684
ACH-000605,0.05187902224463565
ACH-000606,-0.05772731493533999
ACH-000608,-0.002008658851449652
ACH-000614,-0.26692149715530644
ACH-000616,-0.005750219502451282
ACH-000618,0.004924164726082731
ACH-000619,-0.02715791950113567
ACH-000620,-0.09043679264467844
ACH-000621,-0.1858895560080621
ACH-000622,-0.020797448032717623
ACH-000623,-0.1124516705964087
ACH-000624,-0.08700313997582584
ACH-000627,-0.09045730617077953
ACH-000630,-0.16004795790867646
ACH-000631,-0.17035897764566085
ACH-000632,-0.03973616354211095
ACH-000633,-0.1597684742890812
ACH-000637,-0.16493831917355253
ACH-000638,-0.003907273161704072
ACH-000646,-0.04763721496426196
ACH-000647,-0.05712462798290461
ACH-000648,-0.080838958860023
ACH-000649,-0.0566774071034347
ACH-000651,-0.19108594017619776
ACH-000652,-0.03344686080218608
ACH-000653,-0.10312337301905554
ACH-000657,-0.0178022218109044
ACH-000658,0.06859404626418186
ACH-000661,-0.1149997889821662
ACH-000662,-0.26055393550681705
ACH-000663,-0.25971374995550056
ACH-000665,-0.056239426883474934
ACH-000671,-0.15944312899159807
ACH-000672,-0.8029070883844622
ACH-000673,-0.043351886754842736
ACH-000676,-0.11071164250319394
ACH-000677,-0.1515623975726898
ACH-000681,0.10509698785415428
ACH-000683,-0.017522084130420747
ACH-000684,-0.02203355940093695
ACH-000688,0.11090764953838687
ACH-000693,0.02560171551721472
ACH-000694,-0.015042732272319332
ACH-000695,-0.02527594093175219
ACH-000696,-0.10039246412742557
ACH-000697,0.12563449178934116
ACH-000699,-0.04769139604789159
ACH-000701,-0.2341864441837428
ACH-000706,0.020267829993248845
ACH-000711,0.00663667194313311
ACH-000713,0.2029043166926072
ACH-000714,-0.04020340882772857
ACH-000718,-0.15047738998116109
ACH-000720,-0.05303921311996414
ACH-000721,-0.09476021846867727
ACH-000724,-0.22484286669622536
ACH-000725,-0.023418726865609932
ACH-000732,-0.1792699163990319
ACH-000734,-0.011213962564109769
ACH-000735,-0.12033217653885332
ACH-000736,-0.21222493600828388
ACH-000738,-0.015891056464106556
ACH-000746,0.04822016871607728
ACH-000747,0.07899697158834734
ACH-000748,0.0568706121893438
ACH-000753,-0.0421062541284581
ACH-000756,-0.041606366891616016
ACH-000757,0.062461149833219674
ACH-000758,-0.08333171068227092
ACH-000760,-0.0750208166263022
ACH-000762,-0.18203507403426927
ACH-000763,-0.15402313200186546
ACH-000764,-0.17571508467749594
ACH-000765,-0.2332127555355185
ACH-000766,0.002408730543173361
ACH-000767,-0.08075501933131282
ACH-000768,-0.06916516390317659
