,ARPC5 (10092)
ACH-000004,-0.07244019143970871
ACH-000005,-0.2668447213247315
ACH-000007,-0.14299137442047358
ACH-000009,-0.3926018481097192
ACH-000011,-0.2717955786226881
ACH-000012,-0.07934956746007453
ACH-000013,-0.18964034170436705
ACH-000014,-0.2511151729551644
ACH-000015,-0.11326843199232699
ACH-000017,-0.049604572408976665
ACH-000018,0.001702485475003991
ACH-000019,-0.13693283014077856
ACH-000021,-0.04543551650577499
ACH-000022,-0.10521670719518708
ACH-000025,-0.327739809759524
ACH-000028,-0.0642660232989586
ACH-000030,-0.12838623640964994
ACH-000035,-0.005736649627165607
ACH-000036,-0.13905468155760328
ACH-000037,-0.2129926384137383
ACH-000039,-0.019166132462425226
ACH-000040,-0.30158235407659595
ACH-000041,-0.16119541392455206
ACH-000042,0.03208929086588217
ACH-000045,-0.3595235379009533
ACH-000047,-0.09553650436195214
ACH-000052,-0.4182556007809312
ACH-000053,-0.21144298808526546
ACH-000054,-0.3665712027921456
ACH-000055,-0.10592875666723377
ACH-000060,-0.10717945889372348
ACH-000067,-0.20095633676836053
ACH-000070,-0.14236572877807968
ACH-000075,-0.22995443835326884
ACH-000078,-0.22885659698399302
ACH-000082,-0.19357518880811497
ACH-000085,-0.3705433745140255
ACH-000086,-0.33000727878852515
ACH-000087,-0.18106467555923572
ACH-000092,-0.2948711074187243
ACH-000095,-0.09656006513459002
ACH-000097,-0.14034823442600625
ACH-000098,-0.43926706486301204
ACH-000099,-0.2645104542256541
ACH-000108,-0.15227294440067746
ACH-000113,-0.14128874565059246
ACH-000116,-0.24746919021681446
ACH-000118,-0.07557912027406681
ACH-000120,-0.14428114054141955
ACH-000123,-0.21565088556124248
ACH-000127,-0.17967184232777833
ACH-000128,-0.18931141423749984
ACH-000132,-0.3979648017567812
ACH-000133,-0.28568584455498114
ACH-000137,-0.22731914358378685
ACH-000138,-0.09675422789460564
ACH-000142,-0.37669567300882856
ACH-000143,-0.2403659599227205
ACH-000146,-0.15331602057884294
ACH-000148,-0.15311427543154488
ACH-000150,-0.21568132931314254
ACH-000152,-0.2106717790580517
ACH-000153,0.05702067297279621
ACH-000159,-0.38129879752444257
ACH-000160,-0.10086477922576667
ACH-000163,-0.08167910018485228
ACH-000167,-0.3119086648402156
ACH-000168,-0.181200485605373
ACH-000169,-0.18156016716031373
ACH-000178,-0.33100013904070635
ACH-000183,-0.009158955744250092
ACH-000188,-0.13271370155335072
ACH-000189,-0.4178326782658744
ACH-000190,-0.2557510517486903
ACH-000198,-0.0972869148874392
ACH-000203,-0.20134508002671025
ACH-000204,-0.10173369547928544
ACH-000206,-0.06605962290804092
ACH-000207,-0.1883163837861583
ACH-000208,-0.375386223312874
ACH-000210,-0.06377778733928825
ACH-000211,-0.2177486348748832
ACH-000215,-0.16949404880240732
ACH-000221,-0.2540336773933131
ACH-000222,-0.1240173021741548
ACH-000223,-0.3583436527510887
ACH-000226,-0.13460516832359135
ACH-000227,-0.21482041987297504
ACH-000228,-0.1806358539389412
ACH-000231,-0.08463667034638561
ACH-000232,-0.16983956013769164
ACH-000233,-0.04777049095601673
ACH-000234,-0.31679603542480456
ACH-000235,-0.2105743809284013
ACH-000237,-0.12004269453577042
ACH-000238,-0.1833448754984906
ACH-000242,-0.09331225433627703
ACH-000243,-0.16282742822018528
ACH-000244,-0.12294597605064955
ACH-000246,-0.18318128444901213
ACH-000248,0.058052321589111375
ACH-000250,-0.13333892338842193
ACH-000251,-0.41131666656250176
ACH-000252,-0.3033730942785917
ACH-000253,-0.19193964923769333
ACH-000255,-0.19035759503218228
ACH-000256,-0.3834143021584428
ACH-000257,0.041494735890417585
ACH-000258,-0.484462184580523
ACH-000259,-0.1996528452303297
ACH-000260,-0.09614638474751266
ACH-000261,-0.2430748974979612
ACH-000262,0.007832536023357428
ACH-000263,0.11846580908120072
ACH-000264,-0.3478593233550692
ACH-000265,-0.028607725454851837
ACH-000266,-0.1512035128343547
ACH-000272,-0.34675872636288296
ACH-000274,-0.1641862091947808
ACH-000277,-0.09158136222086616
ACH-000278,-0.22478724807046752
ACH-000279,-0.23985857412730804
ACH-000280,-0.2134849490479334
ACH-000281,-0.061790852070240314
ACH-000288,-0.20527736164037869
