,LCE2C (353140)
ACH-000004,0.026647380469550248
ACH-000005,-0.16561194680751792
ACH-000007,-0.393192985590433
ACH-000009,-0.1982679802420809
ACH-000011,-0.1382258795863843
ACH-000012,-0.15275053820146878
ACH-000013,-0.10140794011567927
ACH-000014,-0.18847862011974328
ACH-000015,-0.1477341469561166
ACH-000017,-0.1552808178109499
ACH-000018,-0.0935625158461735
ACH-000019,-0.2264265361116325
ACH-000021,-0.12197780221984185
ACH-000022,-0.12954609262567016
ACH-000025,-0.10960503295018653
ACH-000028,-0.16152405225644448
ACH-000030,-0.1083508924295774
ACH-000035,-0.008877026038753838
ACH-000036,-0.046161002342236065
ACH-000037,-0.11994453374241075
ACH-000039,-0.05846433000080016
ACH-000040,-0.12325018514758873
ACH-000041,-0.04504839270329284
ACH-000042,-0.014806227614642344
ACH-000045,-0.1740149499047144
ACH-000047,-0.053102322089152776
ACH-000052,-0.14075093506927305
ACH-000053,-0.12648038527371835
ACH-000054,-0.16168681042250466
ACH-000055,-0.07429948660244931
ACH-000060,-0.1180861443087942
ACH-000067,-0.1068343658702638
ACH-000070,-0.08954510741961542
ACH-000075,-0.023380212045942067
ACH-000078,-0.3342248719507949
ACH-000082,0.012390369144210895
ACH-000085,-0.15899954009228318
ACH-000086,-0.108898452090024
ACH-000087,-0.061328821710784076
ACH-000092,-0.1805030065082801
ACH-000095,-0.2025591586709468
ACH-000097,-0.2260456566755893
ACH-000098,-0.2776083159932262
ACH-000099,-0.12591506112359602
ACH-000108,0.02128436555864564
ACH-000113,-0.11227914426768032
ACH-000116,-0.12068970742226535
ACH-000118,-0.02086278311695043
ACH-000120,-0.17570213148357874
ACH-000123,-0.1158048613373356
ACH-000127,-0.15038463295201188
ACH-000128,-0.2788148918131478
ACH-000132,-0.16698900460599164
ACH-000133,-0.17641628644092272
ACH-000137,-0.12233405621328275
ACH-000138,-0.024134266361551228
ACH-000142,0.029738138987725583
ACH-000143,-0.09145866676633434
ACH-000146,-0.07983304252607652
ACH-000148,-0.14157769374423682
ACH-000150,-0.19213115981677525
ACH-000152,-0.14096307828572066
ACH-000153,0.028912388171690093
ACH-000159,-0.20026513997304832
ACH-000160,-0.08028794115212429
ACH-000163,-0.2123989143270424
ACH-000167,-0.21695424044467884
ACH-000168,-0.12385210382624445
ACH-000169,-0.20490863391356756
ACH-000178,-0.19058720821910544
ACH-000183,-0.08412524105620199
ACH-000188,-0.2112004696483816
ACH-000189,-0.15787757347748269
ACH-000190,-0.04705563416555149
ACH-000198,-0.07457736678287151
ACH-000203,0.09527660368891086
ACH-000204,-0.4341864333203697
ACH-000206,-0.2140226567520409
ACH-000207,0.05750099642514955
ACH-000208,-0.11691482528552145
ACH-000210,-0.05236738870259125
ACH-000211,-0.13565471396798084
ACH-000215,-0.2369031319926459
ACH-000221,-0.2126379278169637
ACH-000222,-0.03717138508608546
ACH-000223,-0.0838557283408061
ACH-000226,-0.22871886383011605
ACH-000227,-0.043919244372401016
ACH-000228,-0.21717876991474155
ACH-000231,-0.05179107645002791
ACH-000232,-0.10900675467859136
ACH-000233,-0.17441275641585344
ACH-000234,-0.12862701667880935
ACH-000235,-0.11607814263254684
ACH-000237,-0.22218395050410772
ACH-000238,-0.12375908976234262
ACH-000242,-0.055654599008557314
ACH-000243,-0.13381932376363534
ACH-000244,-0.17608300402567134
ACH-000246,-0.13625944679612725
ACH-000248,-0.2459337119198701
ACH-000250,-0.20005191532684524
ACH-000251,0.008942366851942028
ACH-000252,-0.1463537390091647
ACH-000253,-0.06060959148413567
ACH-000255,-0.0365264990341922
ACH-000256,-0.1030385827629799
ACH-000257,-0.13580282142407835
ACH-000258,-0.2079544818045936
ACH-000259,-0.10915406206969132
ACH-000260,-0.09608111357533912
ACH-000261,-0.0566301716242232
ACH-000262,-0.1941305027410699
ACH-000263,-0.11553144387147445
ACH-000264,-0.2001856331046398
ACH-000265,-0.10763405843593672
ACH-000266,-0.13414219845516495
ACH-000272,-0.20904896675710594
ACH-000274,0.04404633890335337
ACH-000277,-0.1789120259865755
ACH-000278,-0.039841612444820734
ACH-000279,-0.007961555935705087
ACH-000280,-0.0903995082094584
ACH-000281,-0.09810097552328104
ACH-000288,-0.14502444642229764
ACH-000291,-0.06928007369307748
ACH-000293,-0.12634896119775926
ACH-000294,-0.19534743939858268
ACH-000295,0.004995682277313853
ACH-000296,-0.16445071046021173
ACH-000302,-0.040021009355551515
ACH-000304,-0.15957238084984102
ACH-000307,-0.09932042524334583
ACH-000308,-0.10659094875259996
ACH-000310,-0.10039782324584927
ACH-000311,-0.0979423103363028
ACH-000312,-0.050672512340708666
ACH-000315,-0.09927471242817903
ACH-000316,-0.09567780217500456
ACH-000317,-0.15340487275701506
ACH-000318,-0.17648139815096528
ACH-000319,-0.07417110924510813
ACH-000320,-0.2057255279568203
ACH-000322,-0.14421554151195934
ACH-000323,-0.2374748397927727
ACH-000324,-0.13925703330557548
ACH-000329,-0.15558837143939402
ACH-000330,-0.1878155793590599
ACH-000331,-0.08067392442949864
ACH-000332,-0.15538230886080845
ACH-000334,-0.10017848146518182
ACH-000335,-0.08158473180877228
ACH-000336,-0.21185947739886155
ACH-000337,-0.3628724644629943
ACH-000338,-0.3641663986603861
ACH-000339,-0.16419652111650776
ACH-000341,-0.3951115004508105
ACH-000348,-0.2504296778486763
ACH-000350,-0.2715807030673463
ACH-000352,-0.11488810027529316
ACH-000356,-0.1404905554518742
ACH-000361,-0.09148658875115756
ACH-000362,-0.07730817294377666
ACH-000363,-0.03854176416294722
ACH-000364,-0.1815449121985228
ACH-000365,0.03682201061398087
ACH-000366,-0.09956314080424232
ACH-000368,-0.2612039838420669
ACH-000374,-0.2112452665379747
ACH-000375,-0.10578469650098092
ACH-000376,-0.1750668293993009
ACH-000381,-0.23184097195337602
ACH-000383,-0.1325496000517609
ACH-000387,-0.056692492825006185
ACH-000389,-0.031939052099573075
ACH-000390,-0.18096857528828253
ACH-000393,-0.10038684877074837
ACH-000395,-0.13721411252826135
ACH-000396,-0.09630409233941918
ACH-000397,-0.251430494298742
ACH-000401,-0.1345661614239831
ACH-000402,-0.28394685292325245
ACH-000403,-0.2263500910416069
ACH-000404,-0.2536628949638737
ACH-000406,-0.11615833847815807
ACH-000407,-0.09920306950011824
ACH-000408,-0.10909274945410484
ACH-000410,-0.15270334866365556
ACH-000411,-0.16201269187354594
ACH-000414,-0.10179170414494684
ACH-000415,-0.07767191737732394
ACH-000416,-0.0969751742340435
