,TTL (150465)
ACH-000004,-0.1098213750272718
ACH-000005,0.015531672056633862
ACH-000007,-0.2408073095038788
ACH-000009,-0.1401850014691354
ACH-000011,0.08394940604321208
ACH-000012,-0.17225782326972752
ACH-000013,-0.14823321074282944
ACH-000014,0.05828716141838462
ACH-000015,-0.11797225198158028
ACH-000017,-0.007045921433715446
ACH-000018,-0.15033693790299985
ACH-000019,-0.06559897844795656
ACH-000021,-0.013650296574959708
ACH-000022,-0.1359540174676515
ACH-000025,-0.017498486070545688
ACH-000028,-0.12814249932379226
ACH-000030,-0.07056968341330183
ACH-000035,-0.12279452338505775
ACH-000036,-0.023612941564590227
ACH-000037,-0.17598041775232268
ACH-000039,0.040094163828159134
ACH-000040,-0.05409734835255516
ACH-000041,-0.07722856005104617
ACH-000042,-0.0628738164431857
ACH-000045,-0.12683899671611507
ACH-000047,-0.07565728084754779
ACH-000052,-0.07056547857910155
ACH-000053,-0.049878901391925454
ACH-000054,-0.17415335255190115
ACH-000055,-0.2183778185639195
ACH-000060,-0.1861703657279996
ACH-000067,-0.12075817975562635
ACH-000070,-0.08550382074938137
ACH-000075,0.014166424240642876
ACH-000078,-0.17438948334965662
ACH-000082,-0.08420834472195174
ACH-000085,-0.09451872448198186
ACH-000086,0.04333346899984231
ACH-000087,0.06530458680217488
ACH-000092,-0.19258724161068694
ACH-000095,-0.03488920642112727
ACH-000097,-0.10056147115313123
ACH-000098,-0.11402620194092199
ACH-000099,-0.17808729276478755
ACH-000108,-0.17374481737761546
ACH-000113,-0.047653517585164944
ACH-000116,-0.21383231284493895
ACH-000118,-0.15145417083852025
ACH-000120,-0.05336236038667879
ACH-000123,-0.05807858561012628
ACH-000127,-0.01601531356097295
ACH-000128,-0.2723148276075913
ACH-000132,-0.08712686829919374
ACH-000133,-0.1019810181988666
ACH-000137,-0.17127610934518234
ACH-000138,-0.181880435420382
ACH-000142,-0.10062424361267784
ACH-000143,0.1795108395226174
ACH-000146,-0.03624201515337479
ACH-000148,-0.10767332435461796
ACH-000150,-0.14417891083819687
ACH-000152,-0.0619914704849626
ACH-000153,-0.14545493076343372
ACH-000159,-0.0908599156411735
ACH-000160,-0.2647304434197458
ACH-000163,-0.2674059868504439
ACH-000167,0.08773988746835862
ACH-000168,-0.08983660224285307
ACH-000169,-0.06817957441089331
ACH-000178,-0.0667471840618377
ACH-000183,-0.016011078574978944
ACH-000188,-0.10588022211133233
ACH-000189,-0.22249202837803936
ACH-000190,0.12753288956489695
ACH-000198,-0.052232478462791936
ACH-000203,-0.1893117537320708
ACH-000204,-0.10412722475683983
ACH-000206,-0.2695225220904519
ACH-000207,0.10904222537321467
ACH-000208,-0.08183658161320445
ACH-000210,0.12251199270679335
ACH-000211,-0.12741662585533706
ACH-000215,-0.1209122258666996
