,RPS27A (6233)
ACH-000004,-1.1623795375379966
ACH-000005,-1.0926460083100726
ACH-000007,-1.1244087758388432
ACH-000009,-0.8864286801088465
ACH-000011,-1.0345745536630493
ACH-000012,-0.9368202368100768
ACH-000013,-0.95398445909608
ACH-000014,-1.1275869698223455
ACH-000015,-1.0209214963130984
ACH-000017,-0.896049949917293
ACH-000018,-0.9198189079290682
ACH-000019,-0.7234840337071445
ACH-000021,-1.1795287470319908
ACH-000022,-0.8127193381654358
ACH-000025,-1.096555078013072
ACH-000028,-1.1101796393535457
ACH-000030,-0.9773131496561324
ACH-000035,-1.0231514208793293
ACH-000036,-1.0947383509332582
ACH-000037,-1.245788051696825
ACH-000039,-0.9256600480816464
ACH-000040,-1.0321035132510952
ACH-000041,-1.0319701243774946
ACH-000042,-1.0710413535182703
ACH-000045,-1.2930800253282086
ACH-000047,-0.8091740557355658
ACH-000052,-0.8739677452605239
ACH-000053,-1.0108248281338394
ACH-000054,-1.183414541391106
ACH-000055,-1.2367406565986094
ACH-000060,-0.8981464695447281
ACH-000067,-1.0495949083225566
ACH-000070,-1.026125097865823
ACH-000075,-1.3867877774326527
ACH-000078,-0.9454116281085078
ACH-000082,-0.962270231086477
ACH-000085,-1.2037076823786783
ACH-000086,-1.0704666166007073
ACH-000087,-1.0565280370431664
ACH-000092,-1.1308427178774647
ACH-000095,-1.1463777690976489
ACH-000097,-1.1072880224225263
ACH-000098,-1.2157449683272905
ACH-000099,-1.0647198226987853
ACH-000108,-0.8901351865612501
ACH-000113,-1.009583910387709
ACH-000116,-1.020609915174488
ACH-000118,-0.9130484693574652
ACH-000120,-0.9847573496807004
ACH-000123,-1.1690018238419384
ACH-000127,-0.8833853412339321
ACH-000128,-1.047025195533698
ACH-000132,-1.0882810269250058
ACH-000133,-1.108874170451918
ACH-000137,-0.934800430249339
ACH-000138,-1.0818478449226034
ACH-000142,-1.047742949765692
ACH-000143,-0.9603801670459216
ACH-000146,-1.1066821927517074
ACH-000148,-1.209067709846292
ACH-000150,-1.143651994020028
ACH-000152,-1.0007185715043492
ACH-000153,-1.2934547415593076
ACH-000159,-1.2049222028527773
ACH-000160,-1.1325728882255062
ACH-000163,-1.0586168006949868
ACH-000167,-0.2093003022261222
ACH-000168,-1.0079253509144703
ACH-000169,-1.0036065665270573
ACH-000178,-0.9973945242405536
ACH-000183,-1.1707343832481831
ACH-000188,-1.1177080811665523
ACH-000189,-0.970393502483522
ACH-000190,-1.1662347301762934
ACH-000198,-1.1824983145432872
ACH-000203,-1.3460395889971437
ACH-000204,-0.9330717925285229
ACH-000206,-1.3668543075358903
ACH-000207,-0.9582669074909388
ACH-000208,-1.2348491352609188
ACH-000210,-0.9460348203152664
ACH-000211,-1.0452375015233388
ACH-000215,-1.1105322289493167
ACH-000221,-0.8926785116745277
ACH-000222,-0.9345791278229936
ACH-000223,-0.9222767129496738
ACH-000226,-0.8505843503762908
ACH-000227,-1.1401587089933534
ACH-000228,-1.0346321506605365
ACH-000231,-1.045633454788042
ACH-000232,-1.0744515284596052
ACH-000233,-1.0444563563173828
ACH-000234,-0.9652954317130108
ACH-000235,-0.8898254543993444
ACH-000237,-1.1082955528867546
ACH-000238,-1.0873688235958807
ACH-000242,-1.1228711491769725
ACH-000243,-1.0418293763890327
ACH-000244,-1.0097210150239515
ACH-000246,-1.0377928897124833
ACH-000248,-0.9469807270602846
ACH-000250,-0.9885979631295172
ACH-000251,-1.376246449829093
ACH-000252,-0.9066896085372748
ACH-000253,-1.0615894341846968
ACH-000255,-0.9982242883030638
ACH-000256,-0.9075556903868156
ACH-000257,-1.1187346676071612
ACH-000258,-0.9808731567593006
ACH-000259,-1.068289046677963
ACH-000260,-1.0354272996824436
ACH-000261,-1.0620260923926443
ACH-000262,-1.046488966937121
ACH-000263,-0.9994115060520412
ACH-000264,-1.1436672985137963
ACH-000265,-1.1202330774946991
ACH-000266,-0.9224105734138782
ACH-000272,-1.1350596224114309
ACH-000274,-1.2407421619989407
ACH-000277,-1.0215408312934149
ACH-000278,-1.0571412636808293
ACH-000279,-1.3021604413554502
ACH-000280,-0.8195627910021247
ACH-000281,-0.9646429597109142
ACH-000288,-1.1296439766902957
ACH-000291,-0.9902537682738698
ACH-000293,-1.0760078966208777
ACH-000294,-1.1403439815646346
ACH-000295,-0.9600816121769992
ACH-000296,-0.84309916045224
ACH-000302,-0.8484581205581676
ACH-000304,-1.1886969388411572
ACH-000307,-1.0329300192332576
ACH-000308,-0.9786488457772466
ACH-000310,-1.0546912839100449
ACH-000311,-1.0494522988735449
ACH-000312,-1.1481246051981902
ACH-000315,-1.1395462149857836
ACH-000316,-0.9403254854327492
ACH-000317,-1.0942994890544369
ACH-000318,-1.029909925282218
ACH-000319,-1.0033867632129592
ACH-000320,-0.95609394506191
ACH-000322,-0.9787661711305398
ACH-000323,-0.9160328897259924
ACH-000324,-1.02211689217764
ACH-000329,-1.0703981811140104
ACH-000330,-0.9013818586363592
ACH-000331,-1.0367016439837535
ACH-000332,-1.0992070781451746
ACH-000334,-1.0078631938805085
ACH-000335,-1.185490112039697
ACH-000336,-1.1805706839276222
ACH-000337,-0.8319737346644547
ACH-000338,-1.2932768996889226
ACH-000339,-1.0658825142191226
ACH-000341,-1.1165813957158053
ACH-000348,-1.0164761304585064
ACH-000350,-1.1321850902341446
ACH-000352,-1.0368757707974507
ACH-000356,-1.107459696258544
ACH-000361,-1.2885407353897118
ACH-000362,-1.2400394799979233
ACH-000363,-0.9961095274746068
ACH-000364,-0.9976603037804116
ACH-000365,-0.9984170065858377
ACH-000366,-1.1090626953469471
ACH-000368,-1.2036432706353213
ACH-000374,-0.9999521908071556
ACH-000375,-1.1561434498498762
ACH-000376,-1.0667307099146257
ACH-000381,-1.0468556432419174
ACH-000383,-0.9319696992362392
ACH-000387,-1.0303589977406615
ACH-000389,-1.238341033076067
ACH-000390,-0.9644125622413816
ACH-000393,-0.9799375228843732
ACH-000395,-0.9342457826376764
ACH-000396,-0.9509484915073908
ACH-000397,-0.9427471552698068
ACH-000401,-0.9040605205222706
ACH-000402,-1.1283325962781137
ACH-000403,-1.0491621321674705
ACH-000404,-1.1252910742825364
ACH-000406,-1.0690547080756776
ACH-000407,-0.9828998181555476
ACH-000408,-1.0119884551621363
ACH-000410,-1.0401812974328788
ACH-000411,-1.0775476875201635
ACH-000414,-1.0474579370956487
ACH-000415,-1.1082656562984474
ACH-000416,-0.9953213932162464
ACH-000420,-1.0628234878146199
ACH-000421,-0.9492746814132136
ACH-000424,-1.0615966766973526
ACH-000425,-0.8682965818304449
ACH-000426,-1.2479276649178837
ACH-000427,-1.0073727889598376
ACH-000433,-1.170254430776757
ACH-000435,-0.6517849040780217
ACH-000436,-1.1305758461083986
ACH-000444,-1.1324807420695902
ACH-000445,-0.9234888365414043
ACH-000448,-1.0449282670348805
ACH-000450,-1.085579228445031
ACH-000452,-1.072434543599257
ACH-000454,-1.0230101777631648
ACH-000458,-0.9202180044210666
ACH-000459,-1.029852769290088
ACH-000460,-1.030256783770013
ACH-000461,-1.0169436071270517
ACH-000463,-1.1339812066153494
ACH-000464,-0.9640830954597992
ACH-000466,-1.0358839668562196
ACH-000467,-0.7874089727823962
ACH-000468,-0.9452222333419464
ACH-000469,-1.0376403775815752
ACH-000470,-0.8555775157933254
ACH-000471,-0.9601475811655084
ACH-000472,-1.0119666982947666
