,DNAL1 (83544)
ACH-000004,0.008034955238387898
ACH-000005,-0.18239215800347827
ACH-000007,-0.11246310861853663
ACH-000009,-0.11320118589574354
ACH-000011,-0.03671752191882032
ACH-000012,-0.05085004573968607
ACH-000013,-0.07630670501311446
ACH-000014,0.0484897140400419
ACH-000015,0.042543795809717816
ACH-000017,-0.08747951316844986
ACH-000018,-0.10786334271070326
ACH-000019,-0.3155948232442842
ACH-000021,-0.014403924131209531
ACH-000022,-0.046775716132888175
ACH-000025,-0.008245702309621955
ACH-000028,-0.06047026534336716
ACH-000030,-0.07614751283344956
ACH-000035,-0.0049400229869184156
ACH-000036,-0.07209557032704014
ACH-000037,-0.17942290324786547
ACH-000039,-0.15579218423232224
ACH-000040,-0.1635690621095994
ACH-000041,-0.12495262351115435
ACH-000042,0.02319105384080311
ACH-000045,-0.07454282800248632
ACH-000047,-0.1584544550920336
ACH-000052,-0.19653564390196
ACH-000053,-0.07355277060021682
ACH-000054,-0.14636836708511322
ACH-000055,-0.3036606899909736
ACH-000060,-0.2104981445962438
ACH-000067,-0.07517489333382517
ACH-000070,0.008289790885032464
ACH-000075,-0.0048788006818151685
ACH-000078,0.011818632244066691
ACH-000082,-0.12861541490882303
ACH-000085,0.048569609188069865
ACH-000086,-0.09939861495376046
ACH-000087,-0.06737274105576398
ACH-000092,-0.09376819087528564
ACH-000095,-0.08754511565235347
ACH-000097,-0.07117005877337898
ACH-000098,-0.14001558153845786
ACH-000099,-0.13821691097314678
ACH-000108,-0.05677886079602878
ACH-000113,0.03914014126961416
ACH-000116,-0.06202856443842676
ACH-000118,-0.14602157980841568
ACH-000120,-0.011616697147053372
ACH-000123,-0.123165539650455
ACH-000127,-0.08276499078577225
ACH-000128,-0.10928107267957518
ACH-000132,-0.007547925850735141
ACH-000133,-0.029619751744266558
ACH-000137,-0.0045020692642709
ACH-000138,-0.08812244835604513
ACH-000142,-0.20396482903629876
ACH-000143,-0.1389681825067981
ACH-000146,-0.022281570931895645
ACH-000148,-0.054962377323835236
ACH-000150,0.03927573981613407
ACH-000152,-0.07018292697337965
ACH-000153,0.14809976679972778
ACH-000159,-0.07431815215069018
ACH-000160,-0.09737938658904367
ACH-000163,-0.17649808562451114
ACH-000167,-0.09767575258139044
ACH-000168,-0.07243897017443661
ACH-000169,-0.010406243095156935
ACH-000178,-0.08424424425697845
ACH-000183,-0.09931665050723193
ACH-000188,0.01582719760928676
ACH-000189,-0.2533035522466513
ACH-000190,-0.1464846393501333
