,EHF (26298)
ACH-000004,0.1944990525831836
ACH-000005,0.15651376674915202
ACH-000007,-0.08990594156338938
ACH-000009,0.199679368015025
ACH-000011,0.12461381991488495
ACH-000012,-0.016717016548507917
ACH-000013,-0.035565720364244865
ACH-000014,0.12378367152995876
ACH-000015,0.041580125066168185
ACH-000017,0.1237114038263182
ACH-000018,-0.03254557515681749
ACH-000019,-0.1502816367936222
ACH-000021,0.05082675957923924
ACH-000022,-0.011150806742406559
ACH-000025,-0.06429305678315816
ACH-000028,0.03376897571089022
ACH-000030,0.0004036003621255313
ACH-000035,-0.020243136193471626
ACH-000036,0.18502071874165305
ACH-000037,0.11167725652949533
ACH-000039,0.1272547754774281
ACH-000040,-0.09569682296351208
ACH-000041,-0.04735334163061985
ACH-000042,0.15725797183490509
ACH-000045,0.1578570960419908
ACH-000047,0.1205982484412888
ACH-000052,-0.20724420954316491
ACH-000053,0.11784131973586345
ACH-000054,0.07274122840652243
ACH-000055,0.14081196522825346
ACH-000060,0.04636971046784842
ACH-000067,0.00352238018163585
ACH-000070,-0.09829892189706488
ACH-000075,-0.10580158271811096
ACH-000078,0.11646541524067434
ACH-000082,-0.08994198698781533
ACH-000085,0.016082285775590458
ACH-000086,0.020574520732765916
ACH-000087,0.13679940580614547
ACH-000092,0.1655627162184244
ACH-000095,0.14033304073981015
ACH-000097,0.07266047964494811
ACH-000098,0.013571612683392579
ACH-000099,0.04067598006812317
ACH-000108,0.024173816782567838
ACH-000113,0.05812529553406642
ACH-000116,-0.052652048830517856
ACH-000118,0.02697909607346921
ACH-000120,0.1365583222716488
ACH-000123,0.053576324757379855
ACH-000127,0.0845023381095647
ACH-000128,0.1937556150526799
ACH-000132,0.02354791048081118
ACH-000133,-0.06923619694381697
ACH-000137,-0.09192874625371747
ACH-000138,-0.011507267211070144
ACH-000142,-0.020266704868640985
ACH-000143,0.12248923971970005
ACH-000146,0.04428019712320845
ACH-000148,0.040587826398333235
ACH-000150,-0.03042280109522893
ACH-000152,-0.007964552150939526
ACH-000153,0.1644909826918248
ACH-000159,0.08827299472000619
ACH-000160,0.0065798159466949795
ACH-000163,0.15022133911249733
ACH-000167,0.1183548563428014
ACH-000168,0.1383375849946105
ACH-000169,-0.02422663934330435
ACH-000178,-0.20798556475493069
ACH-000183,0.056910414566902025
ACH-000188,0.1320043108240001
ACH-000189,0.11646380943607168
ACH-000190,0.14628091687703929
ACH-000198,-0.04492161106626925
ACH-000203,0.005213847150747684
ACH-000204,0.035034319757484125
ACH-000206,0.02381403977334728
ACH-000207,-0.17611321561298054
ACH-000208,-0.07649319553400298
ACH-000210,0.3107235611843465
ACH-000211,0.02741111225750898
ACH-000215,0.04993126472283203
ACH-000221,-0.0859551116993927
ACH-000222,-0.011470407916426648
ACH-000223,-0.01897042446655556
ACH-000226,0.06901754702211646
ACH-000227,0.002436931849318346
ACH-000228,0.20404696061592484
ACH-000231,0.05865573453663135
ACH-000232,-0.09049809906190703
ACH-000233,0.008845974804278376
ACH-000234,0.023224169763299503
ACH-000235,-0.21351645827772156
ACH-000237,0.03595669441964085
ACH-000238,0.09205309957990754
ACH-000242,0.020022045710099242
ACH-000243,-0.015048915300222471
ACH-000244,-0.01659478967948715
ACH-000246,0.0028302404663505536
ACH-000248,0.16268938775584665
ACH-000250,0.041108940937130536
ACH-000251,-0.10707591879808102
ACH-000252,0.3501031178903609
ACH-000253,0.01575503490039474
ACH-000255,0.0009251331934195867
ACH-000256,-0.018116992523949372
ACH-000257,-0.11522785401594993
ACH-000258,0.12778850073637932
ACH-000259,0.0107807389163517
ACH-000260,0.07451318699805114
ACH-000261,0.057339680359892266
ACH-000262,-0.053799527623060124
ACH-000263,0.063773406425743
ACH-000264,0.011104433707477192
ACH-000265,0.040191572854514655
ACH-000266,-0.02162696700049105
ACH-000272,0.06189760461182155
ACH-000274,0.07523286047913652
ACH-000277,-0.09986153864506174
ACH-000278,-0.009765323739051378
ACH-000279,0.038450517852704064
ACH-000280,0.17308671023740835
ACH-000281,0.2277691653478653
ACH-000288,0.00588164141341235
ACH-000291,0.1620038362344811
ACH-000293,0.026440041174531442
ACH-000294,0.03735289067086798
ACH-000295,0.115094509109281
ACH-000296,0.20173383774182396
ACH-000302,0.09203048984521242
ACH-000304,0.05315668066448387
ACH-000307,0.013613230111318651
ACH-000308,-0.14244248513133514
ACH-000310,-0.0004414471780094447
ACH-000311,-0.13078518726236724
ACH-000312,-0.03494689808242071
ACH-000315,0.11977310375497807
ACH-000316,-0.06982306127080187
ACH-000317,0.17349226330617515
ACH-000318,0.01080945146365318
ACH-000319,0.02112674780585
ACH-000320,-0.0065057009041897115
ACH-000322,0.06744424123427993
ACH-000323,0.005961019996534665
ACH-000324,0.07159214460490068
ACH-000329,0.008613099691972508
ACH-000330,0.06991262891775073
ACH-000331,0.06763760682644276
ACH-000332,-0.015194874393864875
ACH-000334,0.1298345640852842
ACH-000335,0.010506359350968622
ACH-000336,-0.13689120508986374
ACH-000337,0.15437364146883822
ACH-000338,-0.18231749549192575
ACH-000339,0.051096061380123986
ACH-000341,0.08054313393323129
ACH-000348,0.04521968959608778
ACH-000350,0.08932154497243032
ACH-000352,0.038668546812179516
ACH-000356,0.033834630083196225
ACH-000361,0.04670967218265845
ACH-000362,0.039918028353106816
ACH-000363,0.01114935814443657
ACH-000364,-0.07637513380661654
ACH-000365,0.14564108575470264
ACH-000366,0.08773769000963932
ACH-000368,-0.07133405719240347
ACH-000374,0.014890580729685082
ACH-000375,0.09306223850308833
ACH-000376,-0.02216959555151524
ACH-000381,0.06513537737965129
ACH-000383,-0.17500940759486075
ACH-000387,0.10136102015465866
ACH-000389,0.19095730956671295
ACH-000390,0.15355212465825366
ACH-000393,-0.060080494774892336
ACH-000395,0.20991518409895507
ACH-000396,0.034517897249061104
ACH-000397,-0.35777056222322745
ACH-000401,-0.014228220983965097
ACH-000402,-0.11634270892075035
ACH-000403,-0.0366900657471915
ACH-000404,-0.01272911743076654
ACH-000406,0.03890855528353
ACH-000407,0.15823870405626692
ACH-000408,-0.018159029795341928
ACH-000410,0.029191418900644018
ACH-000411,0.07539556608401704
ACH-000414,0.06149035427987285
ACH-000415,0.0861728043989604
ACH-000416,0.08887003772773959
ACH-000420,-0.048837342428872166
ACH-000421,-0.05940584858862748
ACH-000424,0.1590244791821286
ACH-000425,0.061620963758822325
ACH-000426,0.05711430327090089
ACH-000427,-0.01297747279781298
ACH-000433,-0.04416594866954703
ACH-000435,0.3943424185696379
ACH-000436,-0.018920415869902327
ACH-000444,0.12434573245414395
ACH-000445,0.11282060325653295
ACH-000448,0.02452948684101387
ACH-000450,0.04209403446474242
ACH-000452,0.04148797635451264
ACH-000454,-0.3729067809635835
ACH-000458,-0.16568858874619607
ACH-000459,0.11089633875836824
ACH-000460,-0.21661983572029486
ACH-000461,-0.00857647106623874
ACH-000463,0.02179729506788739
ACH-000464,0.2107740951023228
ACH-000466,-0.01907970914458841
ACH-000467,0.17950414559490438
ACH-000468,0.08264637862531732
ACH-000469,0.05621374845173693
ACH-000470,-0.2072001262137516
ACH-000471,0.11356783474164955
ACH-000472,-0.07696999897790359
ACH-000473,0.1434006211362734
ACH-000475,0.1284321539027409
ACH-000476,0.1080029428846027
ACH-000477,0.12416589870201175
ACH-000479,0.016219027780437344
