,FITM1 (161247)
ACH-000004,-0.2007827064360717
ACH-000005,0.12454367750011905
ACH-000007,-0.5429123964780035
ACH-000009,-0.20700940225064232
ACH-000011,-0.1795041480395817
ACH-000012,-0.2576142783109717
ACH-000013,-0.21711485962283347
ACH-000014,-0.2200175890488798
ACH-000015,-0.008579110235525631
ACH-000017,-0.3862316649229588
ACH-000018,-0.4896204748206746
ACH-000019,-0.3558115008540151
ACH-000021,-0.3292748488000353
ACH-000022,-0.14287066466476592
ACH-000025,-0.15824253486265782
ACH-000028,-0.21113735656245036
ACH-000030,-0.2334263903636859
ACH-000035,-0.1722842951293319
ACH-000036,-0.2489989923689063
ACH-000037,-0.2307179136418169
ACH-000039,-0.2262725087169226
ACH-000040,-0.25630243029892313
ACH-000041,-0.1727643927871948
ACH-000042,-0.2165228445913953
ACH-000045,0.013994111629955524
ACH-000047,-0.16099506835319471
ACH-000052,-0.24326013531362156
ACH-000053,-0.2569028880563173
ACH-000054,-0.2635739848281642
ACH-000055,-0.28267627826541786
ACH-000060,-0.2539437410396391
ACH-000067,-0.18388704456025146
ACH-000070,-0.2878329653424856
ACH-000075,-0.054067755149400105
ACH-000078,-0.12266848011442436
ACH-000082,-0.17945297370013566
ACH-000085,-0.2452869524347983
ACH-000086,-0.19775797725846436
ACH-000087,-0.3452916844972317
ACH-000092,-0.3059086845480552
ACH-000095,-0.2903874772788741
ACH-000097,-0.40074660850125016
ACH-000098,-0.1962764578685336
ACH-000099,-0.2742838964872021
ACH-000108,-0.35391168873890977
ACH-000113,-0.2340833195334503
ACH-000116,-0.2256890085045152
ACH-000118,-0.2938461267950707
ACH-000120,-0.19242756795974966
ACH-000123,-0.3217677027740096
ACH-000127,-0.287563296522337
ACH-000128,-0.2964949825014442
ACH-000132,-0.07219212426459559
ACH-000133,-0.15174445067127015
ACH-000137,-0.3129416398997672
ACH-000138,-0.09313520765350207
ACH-000142,-0.25696379742880177
ACH-000143,-0.33702499363353616
ACH-000146,-0.1451961973437896
ACH-000148,-0.2131861915544283
ACH-000150,-0.02740705421030644
ACH-000152,-0.2906403156660081
ACH-000153,-0.16177044062264326
ACH-000159,-0.21268737410591654
ACH-000160,-0.3946070792069995
ACH-000163,-0.36478962308135054
ACH-000167,-0.24377757492597926
ACH-000168,-0.3705734763415263
ACH-000169,-0.2285508108113782
ACH-000178,-0.2757711913426969
ACH-000183,-0.2596137037373013
ACH-000188,-0.21699859135499705
ACH-000189,-0.3085060329267071
ACH-000190,-0.22348894753085102
ACH-000198,-0.18269525464391626
ACH-000203,-0.6454247962146662
ACH-000204,-0.12175814202406375
ACH-000206,-0.2843458221787398
ACH-000207,-0.27335051602933896
ACH-000208,-0.23804809879940966
ACH-000210,-0.6692338154113527
ACH-000211,-0.29952971599266065
ACH-000215,-0.2690877916361306
ACH-000221,-0.3715386577050586
ACH-000222,-0.3420123116017767
ACH-000223,-0.20063787933452046
ACH-000226,-0.4164630842953813
ACH-000227,-0.22690557928509755
ACH-000228,-0.1076325784398855
ACH-000231,-0.19443275550846406
ACH-000232,-0.17552205439128435
ACH-000233,-0.10156232980246033
ACH-000234,-0.3009231515839672
ACH-000235,-0.21394330740245274
ACH-000237,-0.13536477704618655
ACH-000238,-0.14152117450040982
ACH-000242,-0.5956549712497271
ACH-000243,-0.414267602573848
ACH-000244,-0.17683256839585834
ACH-000246,-0.32998752479031895
ACH-000248,-0.3692755278999108
ACH-000250,-0.3256073979188053
ACH-000251,-0.13543087709159704
ACH-000252,-0.3723617114296012
ACH-000253,-0.23222680052311165
ACH-000255,-0.13893090638409106
ACH-000256,-0.13302525262660184
ACH-000257,-0.3837680353556688
ACH-000258,0.012031441561508364
ACH-000259,-0.2726803265208674
ACH-000260,-0.21258297536245896
ACH-000261,-0.3291998206546337
ACH-000262,-0.4715404857856369
ACH-000263,0.056919447621512284
ACH-000264,-0.2990161274584153
ACH-000265,-0.29024527697202024
ACH-000266,-0.2269728145325356
ACH-000272,-0.2306470077561374
ACH-000274,-0.07654517235668185
ACH-000277,-0.19368974110244508
ACH-000278,-0.3995679172312919
ACH-000279,-0.22091714539359208
ACH-000280,-0.28574200596547644
ACH-000281,-0.09770668743486566
ACH-000288,-0.2809902539342475
ACH-000291,-0.22053258298197329
ACH-000293,-0.23605707405324655
ACH-000294,-0.18232164342495016
ACH-000295,-0.387492309398924
ACH-000296,-0.1647900896581074
ACH-000302,-0.15346831047915316
ACH-000304,-0.2938171531832168
ACH-000307,-0.3246007187780237
ACH-000308,-0.23424593504901706
ACH-000310,-0.10824389247393083
ACH-000311,-0.30593860761856223
ACH-000312,-0.2092095881161393
ACH-000315,-0.3691644697225371
ACH-000316,-0.18470105623061955
ACH-000317,-0.2845069337919606
ACH-000318,-0.18731118911285508
ACH-000319,-0.08587120645428728
ACH-000320,-0.12380124051225365
ACH-000322,-0.3038412341258222
ACH-000323,-0.2570737911352033
ACH-000324,-0.045142538151384144
ACH-000329,-0.03362003563267267
ACH-000330,-0.2445054705018391
ACH-000331,-0.0801667933688893
ACH-000332,-0.22625751104916755
ACH-000334,-0.2460919773346683
ACH-000335,-0.3255045832996136
ACH-000336,-0.30906566943376595
ACH-000337,-0.19106834759079072
ACH-000338,-0.16337209426908547
ACH-000339,-0.2875043465979443
ACH-000341,-0.153215097516418
ACH-000348,-0.243724312604897
ACH-000350,-0.22701346862955085
ACH-000352,-0.2762720956954388
ACH-000356,-0.4806986895275772
ACH-000361,-0.32928439883746946
ACH-000362,-0.19014711160402334
ACH-000363,-0.2693171983759799
ACH-000364,-0.3075484145943222
ACH-000365,-0.276306059286789
ACH-000366,-0.2266585619331257
ACH-000368,-0.2733848080188601
ACH-000374,-0.018296852918479458
ACH-000375,-0.3885679995615978
ACH-000376,-0.30010615990578005
ACH-000381,-0.08901766195141758
ACH-000383,-0.24299380095073594
ACH-000387,-0.21483291600894736
ACH-000389,-0.1839790471615923
ACH-000390,-0.2029804776578519
ACH-000393,-0.398815801988041
ACH-000395,-0.12311359916907695
