,MCMDC2 (157777)
ACH-000004,0.0016365087610918836
ACH-000005,0.13945842384822038
ACH-000007,0.007010814347674929
ACH-000009,0.06534561674364607
ACH-000011,0.03007387460241133
ACH-000012,-0.28541613655538783
ACH-000013,0.004834437261519896
ACH-000014,-0.12928610970408164
ACH-000015,0.04158224077768124
ACH-000017,0.08450394031563464
ACH-000018,0.08293527871604996
ACH-000019,-0.12814581045121498
ACH-000021,-0.0037547408531287993
ACH-000022,-0.13928971754367098
ACH-000025,-0.06716866600674562
ACH-000028,0.004304190345414111
ACH-000030,-0.06053605839814472
ACH-000035,-0.18039507996514004
ACH-000036,0.0934889665062269
ACH-000037,-0.021997351397889036
ACH-000039,0.008265084711955605
ACH-000040,-0.12682428366023776
ACH-000041,-0.012352238354429048
ACH-000042,-0.007271581121247219
ACH-000045,-0.15103491411815242
ACH-000047,-0.07290604876242134
ACH-000052,0.0067384532236437105
ACH-000053,-0.09173426392263406
ACH-000054,-0.10090900866629217
ACH-000055,-0.11929738447122135
ACH-000060,-0.06506925436780486
ACH-000067,0.05434239052555142
ACH-000070,-0.024445222767634
ACH-000075,0.007151172378329214
ACH-000078,-0.0352503769077989
ACH-000082,0.03426611154467472
ACH-000085,-0.024820011459216647
ACH-000086,0.03561458995572921
ACH-000087,-0.18802699308108192
ACH-000092,-0.13363276117386394
ACH-000095,0.07252560008472687
ACH-000097,0.004105475221767322
ACH-000098,-0.04024558158067042
ACH-000099,-0.027918551885128377
ACH-000108,-0.08345381879739487
ACH-000113,-0.0939793498985277
ACH-000116,0.028033367816122718
ACH-000118,-0.04624272151221371
ACH-000120,-0.035074832592336146
ACH-000123,-0.13363207957462214
ACH-000127,-0.018490867590771502
ACH-000128,-0.09037679992456864
ACH-000132,0.01846523688642776
ACH-000133,-0.05904064041559216
ACH-000137,0.07073704509880416
ACH-000138,-0.06073927289350699
ACH-000142,-0.07390698147653346
ACH-000143,0.03533495442895385
ACH-000146,-0.02916102691705305
ACH-000148,0.018615046290109287
ACH-000150,-0.2243767513439872
ACH-000152,0.011518048157262135
ACH-000153,-0.29845174724794604
ACH-000159,-0.1640448843935921
ACH-000160,-0.1458755208645688
ACH-000163,-0.14491483593209967
ACH-000167,-0.2474657282137482
ACH-000168,-0.022355663545050527
ACH-000169,-0.006268061284789662
ACH-000178,-0.10456460257818252
ACH-000183,-0.22501939538787025
ACH-000188,0.05953004069981675
ACH-000189,0.0099181420547947
ACH-000190,-0.0802203977077176
ACH-000198,-0.09514920553197316
ACH-000203,-0.2983482327145011
ACH-000204,-0.06976133171858805
ACH-000206,-0.02376385108143883
ACH-000207,0.07219209073192287
ACH-000208,0.017469008018381096
