,HSF1 (3297)
ACH-000004,-0.12466083290407096
ACH-000005,-0.3875785084679006
ACH-000007,-0.4602500772673884
ACH-000009,-0.3252697113512058
ACH-000011,-0.6442332056819426
ACH-000012,-0.8319368237615011
ACH-000013,-0.3701773403808656
ACH-000014,-0.5148277151305534
ACH-000015,-0.3746421818856541
ACH-000017,-1.0706498410217702
ACH-000018,-0.21291484384478215
ACH-000019,-0.6182301391169484
ACH-000021,-0.47469295249216
ACH-000022,-0.28248523433560946
ACH-000025,-0.2954864377367831
ACH-000028,-0.6269340148903654
ACH-000030,-0.3182902700168529
ACH-000035,-0.44151412461306
ACH-000036,-0.6372473114278574
ACH-000037,-0.4466273121132176
ACH-000039,-0.5940367236286079
ACH-000040,-0.41890817223440996
ACH-000041,-0.21415423693210534
ACH-000042,-0.5955617762806712
ACH-000045,-0.2517413273565591
ACH-000047,-0.33907930427262023
ACH-000052,-0.29742698457781475
ACH-000053,-0.5531244721071227
ACH-000054,-0.4349498106846876
ACH-000055,-0.9086292191910376
ACH-000060,-0.5220597023381848
ACH-000067,-0.35727702420492313
ACH-000070,-0.2969859409239212
ACH-000075,-0.513170833494301
ACH-000078,-0.3167221799135924
ACH-000082,-0.15006278238356294
ACH-000085,-0.666347827027334
ACH-000086,-0.6373176465322375
ACH-000087,-0.4806300937005897
ACH-000092,-0.3220162845837418
ACH-000095,-0.12179765500856204
ACH-000097,-0.5667224040478521
ACH-000098,-0.5076084323659041
ACH-000099,-0.3917837374849113
ACH-000108,-0.4847067927066998
ACH-000113,-0.6468776890538923
ACH-000116,-0.5329101242287109
ACH-000118,-0.7746883475812437
ACH-000120,-0.2126126025899221
ACH-000123,-0.5290929000029954
ACH-000127,-0.5715938589214569
ACH-000128,-0.4718825738990867
ACH-000132,-0.2716571014159589
ACH-000133,-0.40002828016954267
ACH-000137,-0.5856015038036004
ACH-000138,-0.2753636235623628
ACH-000142,-0.4574535856581292
ACH-000143,0.04358512387691384
ACH-000146,-0.2796412723006014
ACH-000148,-0.3524930913957584
ACH-000150,-0.5449851192737251
ACH-000152,-0.4504567962444788
ACH-000153,-0.45345883573336
ACH-000159,-0.5708391482728582
ACH-000160,-0.4762984343433413
ACH-000163,-0.6918878613003182
ACH-000167,-0.34888105657777396
ACH-000168,-0.22004442534931093
ACH-000169,-0.697993393258719
ACH-000178,-0.590566903304698
ACH-000183,-0.6310503019731665
ACH-000188,-0.5612148473413031
ACH-000189,-0.5175006022541608
ACH-000190,-0.6427775534114663
ACH-000198,-0.4749826705404284
ACH-000203,-0.6177742292914759
ACH-000204,-0.5796766244072817
ACH-000206,-0.5882708436665853
ACH-000207,-0.5190878768214823
ACH-000208,-0.5609611303564949
ACH-000210,-0.4928854067955372
ACH-000211,-0.4839216316486613
ACH-000215,-0.42813686053174427
ACH-000221,-0.14436250233754222
ACH-000222,-0.6375550062254164
ACH-000223,-0.527891197262155
ACH-000226,-0.365083073133174
ACH-000227,-0.17940311425661445
ACH-000228,-0.3534420340737773
ACH-000231,-0.4237125402021722
ACH-000232,-0.2320160080376151
ACH-000233,-0.8058327233176839
ACH-000234,-0.3312860683107059
ACH-000235,-0.4282753465071901
ACH-000237,-0.7712964749391759
ACH-000238,-0.6404738264372678
ACH-000242,-0.3236251248973324
