,COX7A2L (9167)
ACH-000004,-0.06331340018937369
ACH-000005,-0.005798060388727865
ACH-000007,-0.12263650885019405
ACH-000009,-0.0866798398500981
ACH-000011,0.09980024153861748
ACH-000012,0.007559193225210126
ACH-000013,-0.06348614473346664
ACH-000014,0.015021616010250037
ACH-000015,0.14359411353867182
ACH-000017,-0.0037301817986685475
ACH-000018,-0.13840017111860947
ACH-000019,-0.021005720863406702
ACH-000021,-0.027286866396703233
ACH-000022,0.021287398664151143
ACH-000025,-0.1858510329337869
ACH-000028,0.1887761921308476
ACH-000030,-0.02649956154086808
ACH-000035,-0.015279163837159278
ACH-000036,-0.12013928993913706
ACH-000037,-0.1686848339405143
ACH-000039,0.2515102645146248
ACH-000040,-0.06500045633039289
ACH-000041,-0.017281080490529024
ACH-000042,0.0060657073761107815
ACH-000045,0.053087419879029416
ACH-000047,-0.1109539258088316
ACH-000052,0.0017563473384631615
ACH-000053,-0.009854872969056482
ACH-000054,-0.005262429721148326
ACH-000055,-0.17949688125501026
ACH-000060,0.09088839764837392
ACH-000067,-0.044446726427215665
ACH-000070,-0.1089407095956592
ACH-000075,-0.03201017028746754
ACH-000078,0.04292392027265875
ACH-000082,-0.009233684627181785
ACH-000085,-0.12653800037585666
ACH-000086,-0.029401511179899382
ACH-000087,0.14013673696358214
ACH-000092,-0.19612442103576205
ACH-000095,-0.028175222457873225
ACH-000097,-0.005546811287925932
ACH-000098,0.011201834420958323
ACH-000099,-0.011293693542726092
ACH-000108,-0.08312378533165338
ACH-000113,0.07503239926798144
ACH-000116,-0.08391144706175216
ACH-000118,0.0448599697752504
ACH-000120,0.038100982263230936
ACH-000123,0.059504351520477665
ACH-000127,-0.13237502829041886
ACH-000128,0.070076370281265
ACH-000132,-0.2446239103473481
ACH-000133,-0.033716236925139385
ACH-000137,-0.02912478965296149
ACH-000138,0.06643026248569595
ACH-000142,0.06911129879240431
ACH-000143,-0.032096325460072815
ACH-000146,0.060479860469507075
ACH-000148,0.006126062647206196
ACH-000150,0.1091718728481826
ACH-000152,-0.1437928372920836
ACH-000153,0.01572684919086884
ACH-000159,-0.0176620432048124
ACH-000160,0.04106239690990681
ACH-000163,0.033432960607553894
ACH-000167,0.0001963131186972112
ACH-000168,-0.06146658351559225
ACH-000169,0.062076491060265325
ACH-000178,-0.0746133195271516
ACH-000183,-0.09536254940096127
ACH-000188,0.0683019090748174
ACH-000189,-0.008601383559416961
ACH-000190,0.047756709479187386
ACH-000198,0.03621759476773336
ACH-000203,-0.16643214772007098
ACH-000204,-0.4628636099110116
ACH-000206,0.05615078129742136
ACH-000207,-0.16526937361890173
ACH-000208,-0.244703960523264
ACH-000210,0.2669446107718011
ACH-000211,-0.06984988933350561
ACH-000215,-0.03652840396222435
ACH-000221,0.07051137518897374
ACH-000222,-0.022432233450183445
ACH-000223,-0.007460689529710057
ACH-000226,-0.04523895218386674
ACH-000227,-0.044000345682684384
ACH-000228,0.016780477207737936
ACH-000231,-0.07808571953246843
ACH-000232,-0.008795250305519458
ACH-000233,0.11018976651277786
ACH-000234,-0.09744961000097277
ACH-000235,-0.03874433881482165
ACH-000237,0.026698255077041558
ACH-000238,-0.07300739481052497
ACH-000242,-0.15460440080779098
ACH-000243,-0.03442801839406949
ACH-000244,-0.11141486232270556
ACH-000246,0.0365671279237451
ACH-000248,-0.2815712462636126
ACH-000250,0.01428106986243896
ACH-000251,0.19945262398893127
ACH-000252,0.09325972482031004
ACH-000253,0.02886447269354632
ACH-000255,0.03752615976246047
ACH-000256,-0.07191752828019073
ACH-000257,0.22790083020348714
ACH-000258,0.011044942301494108
ACH-000259,0.07755224507828871
ACH-000260,-0.01115639230144113
ACH-000261,-0.04592473062339021
ACH-000262,-0.19193741722384608
ACH-000263,0.10129276950656116
ACH-000264,0.015474365045769238
ACH-000265,-0.042427536351854686
ACH-000266,-0.07728571767503815
ACH-000272,-0.045891516833332965
ACH-000274,-0.03331074836511082
ACH-000277,-0.012228842459315452
ACH-000278,0.050927200660777
ACH-000279,-0.07158999011693712
ACH-000280,0.03905273364245517
ACH-000281,0.008186457977034786
ACH-000288,-0.1552709409506262
ACH-000291,-0.038428913508681065
ACH-000293,0.0017696102932930641
ACH-000294,0.05192668570090033
ACH-000295,0.0733147938729987
ACH-000296,0.17251018565569584
ACH-000302,0.15641426228665933
ACH-000304,0.09446975876517703
ACH-000307,-0.06507365916030894
ACH-000308,-0.059648263733903674
ACH-000310,0.06642079312476606
ACH-000311,0.0437617410610132
ACH-000312,-0.16500188800780655
ACH-000315,0.06965220443866868
ACH-000316,0.06393320025559038
ACH-000317,-0.024858681951402256
ACH-000318,0.036524982179227325
ACH-000319,-0.0560253541598115
ACH-000320,-0.21028676238497204
ACH-000322,-0.10447860204396946
ACH-000323,-0.024445491831888433
ACH-000324,-0.033112910010813616
ACH-000329,0.0951199628285824
ACH-000330,-0.09171611007636787
ACH-000331,0.00982674667215975
