,PNMA2 (10687)
ACH-000004,-0.005105595544737865
ACH-000005,0.16753228904319653
ACH-000007,0.08571703313215548
ACH-000009,0.0751863190564995
ACH-000011,-0.11960754177128333
ACH-000012,0.15418637176076386
ACH-000013,0.013514646561140304
ACH-000014,-0.0065662457064090615
ACH-000015,0.050382488982881814
ACH-000017,0.14062986097930366
ACH-000018,-0.0010868085885803477
ACH-000019,0.08640189570557888
ACH-000021,-0.04142313888452979
ACH-000022,0.07285261495899946
ACH-000025,0.08962091342725867
ACH-000028,-0.0005852508716031578
ACH-000030,0.10111818288745393
ACH-000035,0.059331248340917735
ACH-000036,-0.023608343617574787
ACH-000037,0.17830164217320682
ACH-000039,0.026340315886686127
ACH-000040,0.0861921730668176
ACH-000041,-0.11918056751590354
ACH-000042,-0.0676541880421529
ACH-000045,0.023778777179859188
ACH-000047,0.05466589575149828
ACH-000052,-0.10930584809441064
ACH-000053,0.060929080198112585
ACH-000054,0.03479945091539685
ACH-000055,0.22151136133419105
ACH-000060,-0.006799350797651082
ACH-000067,0.08978626473851442
ACH-000070,0.033652726835794115
ACH-000075,-0.04743493718500228
ACH-000078,0.1232422215253138
ACH-000082,0.1173688159029748
ACH-000085,-0.06360524827402853
ACH-000086,0.12504573350782822
ACH-000087,-0.01640207918741024
ACH-000092,0.10165142006722976
ACH-000095,0.18598710335404933
ACH-000097,0.01142793495001912
ACH-000098,0.2275122360140914
ACH-000099,0.08420343684711136
ACH-000108,-0.0008331198859161895
ACH-000113,-0.061308390734185224
ACH-000116,0.11440750993957502
ACH-000118,0.013405024521599914
ACH-000120,0.12082167867204564
ACH-000123,0.015066438241529326
ACH-000127,0.048743765247223535
ACH-000128,0.04018838360624884
ACH-000132,0.0619839899794486
ACH-000133,0.08296721259164175
ACH-000137,0.014978451250543881
ACH-000138,-0.019230495229257846
ACH-000142,0.15879459211989105
ACH-000143,-0.035255373142652945
ACH-000146,0.07452699673786439
ACH-000148,0.09782932783987243
ACH-000150,0.06260442762187916
ACH-000152,0.0793863126865084
ACH-000153,0.2941878898698541
ACH-000159,0.07141736710127129
ACH-000160,0.14542372011992485
ACH-000163,0.08419742161317617
ACH-000167,0.08649306904407411
ACH-000168,-0.012225939945296872
ACH-000169,0.09464326296703107
ACH-000178,0.014016444890220579
ACH-000183,-0.020320681053746785
ACH-000188,0.10434958487459332
ACH-000189,-0.20718945412822212
ACH-000190,-0.007284088923519664
