,LRRC37A2 (474170)
ACH-000004,-0.2306217359652633
ACH-000005,0.08808291311252205
ACH-000007,0.06175093744328958
ACH-000009,-0.196191114021968
ACH-000011,-0.3664402494397869
ACH-000012,-0.2421194540808146
ACH-000013,-0.09486159873278566
ACH-000014,-0.0959168853238747
ACH-000015,-0.030414447787579468
ACH-000017,-0.03414347053709857
ACH-000018,-0.27334578874186083
ACH-000019,-0.3837370259035729
ACH-000021,0.08998857493898851
ACH-000022,-0.1992514307229337
ACH-000025,-0.15008656735656692
ACH-000028,-0.09799965768191206
ACH-000030,-0.24185021328698844
ACH-000035,-0.28282410502238564
ACH-000036,-0.06692378425691277
ACH-000037,-0.05091207673104857
ACH-000039,-0.06099042556765346
ACH-000040,-0.32009831817095874
ACH-000041,-0.06801416014216417
ACH-000042,-0.14921339994192384
ACH-000045,-0.054457310025414526
ACH-000047,-0.2648160035226684
ACH-000052,0.07047872720342707
ACH-000053,-0.1733708191112327
ACH-000054,-0.12955065144870742
ACH-000055,0.05142099734903748
ACH-000060,-0.4472498716287949
ACH-000067,-0.3548039585781048
ACH-000070,-0.039145196861308885
ACH-000075,-0.4782812395890935
ACH-000078,-0.23272721058935175
ACH-000082,-0.1536786269053796
ACH-000085,-0.29933279499488696
ACH-000086,-0.4050785415922887
ACH-000087,-0.6916507000540735
ACH-000092,-0.1302669985684969
ACH-000095,-0.06453208598318423
ACH-000097,-0.2743380480827261
ACH-000098,-0.2074911795128714
ACH-000099,-0.3379436574874453
ACH-000108,-0.1867565114388979
ACH-000113,-0.042853785026567136
ACH-000116,-0.13189872208302206
ACH-000118,-0.17210498170950306
ACH-000120,-0.12012640160056308
ACH-000123,-0.13061332730055716
ACH-000127,-0.21541215401581074
ACH-000128,-0.2700033570440124
ACH-000132,-0.17154628274812436
ACH-000133,-0.1266029968231305
ACH-000137,-0.2842420998209899
ACH-000138,-0.031878244452414516
ACH-000142,-0.12220526864938118
ACH-000143,-0.1987599144957561
ACH-000146,-0.2631148175328332
ACH-000148,-0.2385670880259357
ACH-000150,-0.3379421421107319
ACH-000152,-0.2521932964541614
ACH-000153,-0.12115153013604725
ACH-000159,-0.21472664176671166
ACH-000160,-0.3682049503109833
ACH-000163,-0.1537172000626825
ACH-000167,0.1180975905361054
ACH-000168,-0.2731810479455073
ACH-000169,-0.2181262008826345
ACH-000178,-0.2415419974973293
ACH-000183,-0.027335674173391118
ACH-000188,-0.3548644097357299
ACH-000189,-0.2669945877337852
ACH-000190,-0.17380235000597286
ACH-000198,-0.09381428096099112
ACH-000203,-0.15301951059501073
ACH-000204,-0.2202187914967288
ACH-000206,-0.26763676237785977
ACH-000207,-0.1345974308275977
ACH-000208,-0.0752172937775835
ACH-000210,-0.1710010167337446
ACH-000211,-0.38408070822852935
ACH-000215,-0.009438868324733727
ACH-000221,-0.24003647408069895
ACH-000222,0.03871547572811858
ACH-000223,-0.011228088447607478
ACH-000226,-0.22049106077856376
ACH-000227,-0.3635357160374999
ACH-000228,-0.14088037148606036
ACH-000231,-0.1347281558155065
ACH-000232,-0.15709956868883249
ACH-000233,-0.10396123358076716
ACH-000234,-0.16949392700861332
ACH-000235,-0.054036756379124785
ACH-000237,-0.10879269823046277
ACH-000238,-0.09666533783133477
ACH-000242,0.05254254535731937
ACH-000243,-0.3336716145807122
ACH-000244,-0.2707129651736534
ACH-000246,-0.0913204086149489
ACH-000248,0.019207843332048904
ACH-000250,-0.24388412062311116
ACH-000251,-0.11129076771868747
ACH-000252,-0.2775493405956732
ACH-000253,-0.17701842837449386
ACH-000255,-0.3847468044886597
ACH-000256,-0.04099245008354068
ACH-000257,-0.018950638628292656
ACH-000258,0.03376725467737468
ACH-000259,-0.24940539599180336
ACH-000260,-0.11578913894016625
ACH-000261,-0.08125067296476128
ACH-000262,-0.2474719236790994
ACH-000263,-0.3402285959169354
ACH-000264,-0.12274318194405727
ACH-000265,-0.2857423334156309
ACH-000266,-0.16433119176120656
ACH-000272,-0.09731846382853833
ACH-000274,-0.29419445468286826
ACH-000277,-0.10521200699112007
ACH-000278,0.09947255413775266
ACH-000279,-0.015244242104811024
ACH-000280,-0.3135250702466212
ACH-000281,-0.11426451262433415
ACH-000288,-0.16456622977566734
ACH-000291,-0.10769031924065288
ACH-000293,-0.10980000465118213
ACH-000294,-0.14521128332052954
ACH-000295,-0.07339264821903227
ACH-000296,-0.26704697033404184
ACH-000302,-0.2972179855773941
ACH-000304,0.14285580018901442
ACH-000307,0.008499848179800153
ACH-000308,-0.007982480159606571
ACH-000310,0.01657457328917571
ACH-000311,-0.2774748973502034
ACH-000312,-0.20755298387203971
ACH-000315,-0.05071139305994274
ACH-000316,-0.20379476314044973
ACH-000317,-0.3611684810810325
ACH-000318,-0.3292280658154657
ACH-000319,-0.1433668202883353
ACH-000320,-0.0927411614737368
ACH-000322,-0.28069186098772125
ACH-000323,-0.1908298232686511
ACH-000324,-0.2719373584678653
ACH-000329,-0.27240388115496783
ACH-000330,-0.2471168810393323
ACH-000331,-0.25837922118197243
ACH-000332,-0.20466008830511834
ACH-000334,-0.3694401222986175
ACH-000335,0.11507030610136833
ACH-000336,0.21155764506322897
ACH-000337,-0.2573353040794928
