,TFAP2D (83741)
ACH-000004,-0.27499690476212585
ACH-000005,-0.405302036484145
ACH-000007,-0.3268446144761741
ACH-000009,-0.09190034961761663
ACH-000011,-0.3194840505800833
ACH-000012,-0.13854179834561833
ACH-000013,-0.08397409868232415
ACH-000014,-0.039473488535652704
ACH-000015,-0.22861418694662916
ACH-000017,-0.4227477508318805
ACH-000018,-0.08945873391276726
ACH-000019,-0.05516041211604125
ACH-000021,-0.13875721964240734
ACH-000022,-0.14515062622942562
ACH-000025,-0.2225605534178452
ACH-000028,-0.21691599234511127
ACH-000030,-0.2062270327545121
ACH-000035,-0.17591790324798628
ACH-000036,-0.12899827836454386
ACH-000037,-0.20037781142713545
ACH-000039,-0.20515045448877528
ACH-000040,-0.148998508846907
ACH-000041,-0.26631571503474777
ACH-000042,-0.2279372332718785
ACH-000045,-0.16524633385183146
ACH-000047,-0.1908986009123626
ACH-000052,-0.036066034443922416
ACH-000053,-0.10219618734597358
ACH-000054,-0.3013294213045621
ACH-000055,-0.4657108194785122
ACH-000060,-0.3644476447144972
ACH-000067,-0.2781664539237009
ACH-000070,-0.22263161573036733
ACH-000075,-0.2515758630367313
ACH-000078,-0.11148838175958274
ACH-000082,-0.2503255397720909
ACH-000085,-0.3305526974326295
ACH-000086,-0.12573582360361735
ACH-000087,-0.26024513359006696
ACH-000092,-0.11794047399390085
ACH-000095,-0.11035528783797496
ACH-000097,-0.2561643420450619
ACH-000098,-0.28739306873991965
ACH-000099,-0.13816339772458322
ACH-000108,-0.2747674467612558
ACH-000113,-0.1442591807362369
ACH-000116,-0.20641273612499345
ACH-000118,-0.1699567536351143
ACH-000120,-0.19277544183856776
ACH-000123,-0.16927543305908418
ACH-000127,-0.26242686889818456
ACH-000128,-0.17721267035319824
ACH-000132,-0.2699080574154659
ACH-000133,-0.20310038626359475
ACH-000137,-0.21896347881933376
ACH-000138,-0.0642424055303955
ACH-000142,-0.10258984302919502
ACH-000143,-0.04566990921741869
ACH-000146,-0.08946569153714637
ACH-000148,-0.16327357703801212
ACH-000150,-0.15040922634979467
ACH-000152,-0.0310498414201868
ACH-000153,-0.14916945391919462
ACH-000159,-0.20424091247117707
ACH-000160,-0.23622685042594535
ACH-000163,-0.14222631563912486
ACH-000167,-0.3865807722924376
ACH-000168,-0.3169318707053613
ACH-000169,-0.2725575321188945
ACH-000178,-0.1102402204832167
ACH-000183,-0.2711164578142759
ACH-000188,-0.08768924414249937
ACH-000189,-0.2271241771968417
ACH-000190,-0.3799335717551364
ACH-000198,-0.1512243651342646
ACH-000203,0.11355873453527812
ACH-000204,-0.14743860165365988
ACH-000206,-0.1525772239133946
ACH-000207,-0.24903854337300255
ACH-000208,-0.20350320399557367
ACH-000210,-0.35091604345756416
ACH-000211,-0.15909242933004486
ACH-000215,-0.1571618356691245
ACH-000221,0.008042232274733241
ACH-000222,-0.2287356481104396
ACH-000223,-0.2299180120684205
ACH-000226,-0.12834329004638326
ACH-000227,-0.2956297952368279
ACH-000228,-0.3806268426052706
ACH-000231,-0.1515496773350432
ACH-000232,-0.25653912956944536
ACH-000233,-0.23158092409167455
ACH-000234,-0.19408545061192567
ACH-000235,-0.21931251521347106
ACH-000237,-0.09535255888551948
ACH-000238,-0.14179877885271613
ACH-000242,-0.04761147218748758
ACH-000243,-0.198483877932609
ACH-000244,-0.14355113159018054
ACH-000246,-0.2001440114378536
ACH-000248,-0.2380270263078876
ACH-000250,-0.22726787170375398
ACH-000251,0.04866888052369528
ACH-000252,-0.23257541975347695
ACH-000253,-0.2486860864510723
ACH-000255,-0.12288909759041612
ACH-000256,-0.040563760156804365
ACH-000257,-0.13533339625548976
ACH-000258,-0.11811912046711152
ACH-000259,-0.19328464103964885
ACH-000260,-0.03938930522776517
ACH-000261,-0.2870147616130701
ACH-000262,-0.06982376534660946
ACH-000263,-0.2165514255970372
ACH-000264,-0.25816460327392465
ACH-000265,-0.31158251175667795
ACH-000266,-0.1848351193469484
ACH-000272,-0.22089256379206124
ACH-000274,-0.18861508687030926
ACH-000277,-0.2476350924608398
ACH-000278,-0.07238426599718369
ACH-000279,-0.2557539180922476
ACH-000280,-0.1725984517527348
ACH-000281,-0.2492857303804377
ACH-000288,-0.15926716686613632
ACH-000291,-0.20511821500971508
ACH-000293,-0.1710033147653742
ACH-000294,-0.17882526598770726
ACH-000295,-0.4618859762310397
ACH-000296,-0.10997651347848167
ACH-000302,-0.12919848380431198
ACH-000304,0.04938879045005928
ACH-000307,-0.2312008077423083
ACH-000308,-0.15770609070426544
ACH-000310,-0.2312577794790107
ACH-000311,-0.14151434944784352
ACH-000312,-0.09986687379083067
ACH-000315,-0.2709193182490609
ACH-000316,-0.2418661961991588
ACH-000317,-0.21308552344563272
ACH-000318,-0.045096482099372656
ACH-000319,-0.2132350091178756
ACH-000320,-0.2993350648461457
ACH-000322,-0.3905251666104042
ACH-000323,-0.06867300880674672
ACH-000324,-0.2201065419859232
ACH-000329,-0.1536098056447077
ACH-000330,-0.14593604490574585
ACH-000331,-0.21378624627981666
ACH-000332,-0.2588636614435489
ACH-000334,-0.07739717567415827
ACH-000335,-0.1310989537429239
ACH-000336,-0.1776920566378623
ACH-000337,-0.1982518363602193
ACH-000338,-0.7083535322398395
ACH-000339,-0.2391632771476365
ACH-000341,-0.32279536499241274
ACH-000348,-0.16466294966261072
ACH-000350,-0.0971442434065834
