,TFAP2D (83741)
ACH-000352,-0.2896328973268327
ACH-000356,-0.18420066014122846
ACH-000361,-0.23484437236020864
ACH-000362,-0.27521190600605205
ACH-000363,-0.2249657692304855
ACH-000364,-0.34729501890307146
ACH-000365,-0.19575321752977112
ACH-000366,-0.1653381150399121
ACH-000368,-0.2870006574539158
ACH-000374,-0.15457370043231278
ACH-000375,-0.10259112402509486
ACH-000376,-0.21081404400063708
ACH-000381,-0.14661065896231087
ACH-000383,-0.16515423440892926
ACH-000387,-0.12682022828237452
ACH-000389,-0.1840366882563736
ACH-000390,-0.042822417942653034
ACH-000393,-0.2123885591346223
ACH-000395,-0.11947571830342113
ACH-000396,-0.20203893824718905
ACH-000397,-0.1176222382943577
ACH-000401,-0.0286453250008612
ACH-000402,-0.14477231727581388
ACH-000403,-0.14400769308469294
ACH-000404,-0.11131350902718397
ACH-000406,-0.13856060023236744
ACH-000407,-0.14429429214931608
ACH-000408,-0.17747376876824655
ACH-000410,-0.2818015601672537
ACH-000411,-0.15359432800713635
ACH-000414,-0.1624038995091412
ACH-000415,-0.1910280889496782
ACH-000416,-0.2071780786827116
ACH-000420,-0.16499844775240213
ACH-000421,-0.15900995621798386
ACH-000424,-0.22837829727801856
ACH-000425,-0.1865494806885448
ACH-000426,0.09650444658580773
ACH-000427,-0.2486524097411603
ACH-000433,-0.11981591727631595
ACH-000435,0.10794838986470816
ACH-000436,-0.07086372634595771
ACH-000444,-0.2662772422331686
ACH-000445,-0.12254508874152745
ACH-000448,-0.1337366368452136
ACH-000450,-0.3083065402841273
ACH-000452,-0.20427627060101608
ACH-000454,-0.2266944200602159
ACH-000458,0.0016585345274991276
ACH-000459,0.11643027444424052
ACH-000460,-0.15244742592936852
ACH-000461,-0.18158370678263264
ACH-000463,-0.1590159889259266
ACH-000464,-0.2520982931195316
ACH-000466,-0.29115345729763703
ACH-000467,-0.26839475109463
ACH-000468,-0.2305487326206733
ACH-000469,-0.2735646012148717
ACH-000470,-0.2921175706473041
ACH-000471,-0.20589844024271
ACH-000472,-0.14626441547879052
ACH-000473,-0.1417859108784874
ACH-000475,-0.10901535627056108
ACH-000476,-0.18825548727942248
ACH-000477,-0.16804406495662305
ACH-000479,-0.04837069918475181
ACH-000480,-0.17580582757419472
ACH-000481,-0.1543005154874034
ACH-000483,-0.31784355780557816
ACH-000484,-0.19990729645497854
ACH-000485,-0.1896339931486601
ACH-000486,-0.2715083474733513
ACH-000487,-0.07389777016395876
ACH-000488,-0.14245751471872253
ACH-000490,-0.13803668783037149
ACH-000491,-0.3163377275792639
ACH-000495,-0.22836158337690904
ACH-000496,-0.2472181037254953
ACH-000499,-0.33979245295077504
ACH-000500,-0.582679293325324
ACH-000502,-0.27565463555333924
ACH-000503,-0.12033454090991555
ACH-000505,-0.14626933206313156
ACH-000507,-0.2425445681131773
ACH-000510,-0.17939013464361814
ACH-000511,-0.11109436204500868
ACH-000512,-0.2539897159035365
ACH-000516,-0.19854968967382305
ACH-000517,-0.14693134691928955
ACH-000518,-0.2686586332362346
ACH-000520,-0.34804677877723184
ACH-000521,-0.2395801116746706
ACH-000522,-0.15592130511231336
ACH-000524,-0.22410346506297046
ACH-000527,-0.12421359926883695
ACH-000528,-0.17270403157434538
ACH-000537,-0.16463472213819982
ACH-000541,-0.25310677866601144
ACH-000542,-0.23619907797736955
ACH-000544,-0.19438023163143306
ACH-000545,-0.28683731571481297
ACH-000547,-0.0903011933463646
ACH-000548,-0.23743165815164965
ACH-000549,-0.2187388764917172
ACH-000550,-0.2652901671869481
ACH-000552,-0.19489310003486388
ACH-000556,-0.17314241731051164
ACH-000557,-0.06350049526728963
ACH-000569,-0.2482875397008113
ACH-000570,0.0509968196067708
ACH-000571,-0.1065873678493284
ACH-000573,-0.17241765986798482
ACH-000576,-0.11143288110599246
ACH-000579,-0.08848690459250702
ACH-000580,-0.12829431261930474
ACH-000584,-0.2364506498646087
ACH-000585,-0.1567540813215963
ACH-000588,-0.24027889319139376
ACH-000589,-0.27997040947258545
ACH-000591,-0.09425397334038778
ACH-000593,-0.07737811287140085
ACH-000600,-0.18927443311969885
ACH-000601,-0.10383773802883628
ACH-000605,-0.2119837300432404
ACH-000606,-0.1648882746184384
ACH-000608,-0.0904108043194449
ACH-000614,-0.23321334341311525
ACH-000616,-0.2624793321004858
ACH-000618,-0.1831371201377142
ACH-000619,-0.13048349026429865
ACH-000620,-0.09443066077521856
ACH-000621,-0.19240608560238928
ACH-000622,-0.1295697012712585
ACH-000623,-0.24267476446769534
ACH-000624,-0.17431403718638602
ACH-000627,-0.11006516434351488
ACH-000630,-0.3071440133896563
ACH-000631,-0.2978450072102179
ACH-000632,0.024824342988141568
ACH-000633,-0.16410078714514567
ACH-000637,-0.3391325209261333
ACH-000638,-0.3340875460783433
ACH-000646,-0.2408116637084456
ACH-000647,-0.2699231892484723
ACH-000648,-0.10695490777311016
ACH-000649,-0.1865773842549225
ACH-000651,-0.1625747945224631
ACH-000652,-0.13686958786701908
ACH-000653,-0.2319509933049053
ACH-000657,-0.2221078678488716
ACH-000658,-0.12666423310194055
ACH-000661,-0.17187274032617514
ACH-000662,-0.2991835998606128
ACH-000663,-0.07111722931258739
ACH-000665,-0.2939065283706314
ACH-000671,-0.12846660068984692
ACH-000672,-0.02473010487703864
ACH-000673,-0.1566179927103935
ACH-000676,-0.2850708899712503
ACH-000677,-0.26676195852529383
ACH-000681,-0.13652532172606102
ACH-000683,-0.2860416477318843
ACH-000684,-0.13428058264721895
ACH-000688,-0.3713063068281007
ACH-000693,-0.25463159202109914
ACH-000694,-0.2272603870257973
ACH-000695,-0.29624215758431177
ACH-000696,-0.25090212071296325
ACH-000697,-0.14886693966027412
ACH-000699,-0.18006355223251688
ACH-000701,-0.18635691203361207
ACH-000706,-0.11790239222201412
ACH-000711,-0.198667382357181
ACH-000713,-0.2244135141679955
ACH-000714,0.04877225117353537
ACH-000718,-0.2552564369752162
ACH-000720,-0.10368304741342113
ACH-000721,-0.17048275455702264
ACH-000724,-0.2254983515327416
ACH-000725,-0.31268691608429616
ACH-000732,-0.09081301020187828
ACH-000734,-0.2828921904329577
ACH-000735,-0.2289902559133518
ACH-000736,-0.1427277519493765
ACH-000738,-0.16528318910645398
ACH-000746,-0.2910175385426118
ACH-000747,-0.11377303419238632
ACH-000748,-0.16560124561609746
ACH-000753,-0.2633247916542241
ACH-000756,-0.19838177257053569
ACH-000757,-0.011107050086849994
ACH-000758,-0.029715335702582814
ACH-000760,-0.1621828769703635
ACH-000762,-0.20433623109372528
ACH-000763,-0.08028708946263166
ACH-000764,-0.20110419963132306
ACH-000765,-0.1268706422542142
ACH-000766,-0.36146178763520576
ACH-000767,-0.22238939470424005
ACH-000768,-0.2607973871868905
ACH-000769,-0.2672042580081558
ACH-000770,-0.22454364494226872
ACH-000771,-0.2798915249061378
ACH-000773,-0.09522019426445404
ACH-000776,-0.2059530555884041
ACH-000777,-0.1463474518536086
ACH-000778,-0.09272046304436052
ACH-000781,-0.15154611318419506
ACH-000782,-0.1302224050908086
ACH-000783,-0.15937939029096132
ACH-000784,-0.15198567224980652
ACH-000785,-0.1388770893478782
ACH-000787,-0.0936982594197548
ACH-000788,-0.14364280684242442
ACH-000791,-0.2446287175076864
ACH-000792,-0.18036858467424985
ACH-000794,-0.11795699895120383
ACH-000796,-0.12432310530231767
ACH-000798,-0.08170736071117425
ACH-000799,-0.19419560694561352
ACH-000800,-0.265172486356
ACH-000802,-0.2297548587511917
ACH-000804,-0.01966182330884426
ACH-000805,-0.005957827544767787
ACH-000809,-0.1884757493804735
ACH-000810,-0.33757539450489243
ACH-000811,-0.22244504834259032
ACH-000817,-0.004767993479522445
ACH-000819,-0.23296490816370255
ACH-000820,-0.08481557522975675
ACH-000821,-0.034949240870926566
ACH-000822,-0.20364031906554195
ACH-000823,-0.20730961155076716
ACH-000824,-0.4552510528175708
ACH-000827,-0.12457900244771372
ACH-000829,-0.16224933950793818
ACH-000831,-0.4376500753250266
ACH-000832,-0.1877803545449685
ACH-000833,-0.16339740966961885
ACH-000834,-0.26193454191371834
ACH-000835,-0.11861019628476754
ACH-000836,-0.18816186677069105
ACH-000837,-0.2259574917910702
ACH-000838,-0.2449498838641921
ACH-000839,-0.14878883542234436
ACH-000840,-0.039430236910004995
ACH-000841,-0.08994464474393171
ACH-000843,-0.13425958523479758
ACH-000846,-0.04926540702876365
ACH-000847,-0.563394745617656
ACH-000848,-0.33209073418798946
ACH-000849,-0.07074536641749439
ACH-000851,-0.21545797352973764
ACH-000855,-0.3227223622361896
ACH-000856,-0.1869364756230528
ACH-000858,-0.0026808393773453407
ACH-000859,-0.34480037873977315
ACH-000861,-0.12202136979768985
ACH-000862,-0.029433539456766127
ACH-000865,-0.2054366615263263
ACH-000866,-0.1003015521558342
ACH-000867,-0.16516662978905988
ACH-000869,-0.44178684507018096
ACH-000872,-0.08780944708998678
ACH-000873,-0.218442526442484
ACH-000876,-0.2912857225748676
ACH-000878,-0.03565023575081555
ACH-000880,-0.15567497995930224
ACH-000881,-0.09997120073708643
ACH-000882,-0.2309895654782507
ACH-000884,-0.11564559598322068
ACH-000885,-0.20487190643651584
ACH-000887,-0.08712752373641564
ACH-000889,-0.21964047454715427
ACH-000896,-0.0608144192343853
ACH-000898,-0.3063335945219883
ACH-000900,-0.3054585852572458
ACH-000901,-0.11518107574866815
ACH-000905,-0.2437790295488252
ACH-000906,-0.16932134538666424
ACH-000907,-0.16836986085267333
ACH-000910,-0.30346376204647835
ACH-000911,-0.14375060236759318
ACH-000912,-0.1349046479693825
ACH-000913,-0.010986477318969576
ACH-000915,-0.10729608030766337
ACH-000916,-0.4924119278040125
ACH-000917,-0.3410522547778421
ACH-000920,0.0201018919911138
ACH-000921,-0.2145908616465797
ACH-000924,-0.22075730555662484
ACH-000926,-0.25432865575455266
ACH-000928,-0.04171301209570375
ACH-000929,-0.08181820510887754
ACH-000932,-0.22820212200115175
ACH-000935,-0.09661909318048116
ACH-000936,-0.3466611490518137
ACH-000937,-0.14849301407870358
ACH-000938,-0.17704062855153316
ACH-000939,-0.08297999581868018
ACH-000941,-0.30120873967232353
ACH-000943,-0.2126776691354415
ACH-000946,-0.2435497163584039
ACH-000947,-0.2907075493461796
ACH-000948,-0.18507400059469145
ACH-000950,-0.14864544601420768
ACH-000953,-0.14015160367891447
ACH-000954,-0.3133198271144286
ACH-000957,-0.3765971260755194
ACH-000958,-0.09120037651561977
ACH-000960,-0.22769698113492015
ACH-000963,-0.07357158677230552
ACH-000968,-0.024989635494353568
ACH-000969,-0.022354699019356338
ACH-000972,-0.11565665488080484
ACH-000973,-0.2315500532539018
ACH-000974,-0.2993917454402582
ACH-000978,0.002730337744726218
ACH-000984,-0.19934232950122124
ACH-000986,-0.2122123426043366
ACH-000988,-0.3486939010023654
ACH-000993,-0.1872020644779191
ACH-000994,-0.10567264043217008
ACH-000996,-0.17166329442586695
ACH-001001,-0.16376534500847975
ACH-001020,-0.4420568573909625
ACH-001028,-0.1852205665893204
ACH-001031,-0.18924352361573035
ACH-001038,-0.2693486497258325
ACH-001048,-0.2943171418217162
ACH-001050,-0.18215146534709173
ACH-001053,-0.04576767014148694
ACH-001054,-0.33418093913291885
ACH-001061,-0.271613286967784
ACH-001067,-0.05282272452616815
ACH-001075,-0.27438204046585457
ACH-001096,-0.16938030940624615
ACH-001111,-0.1106487319354772
ACH-001119,-0.03413428238200136
ACH-001128,-0.21158624278191304
ACH-001134,-0.16261886548262908
ACH-001151,-0.3208008368903077
ACH-001163,-0.2465425788204135
ACH-001164,-0.032173734121796936
ACH-001183,-0.14424872011569384
ACH-001192,-0.2620668695832178
ACH-001193,-0.2919397945201316
ACH-001196,-0.24147773089039906
ACH-001197,0.09126843705082527
ACH-001205,0.0703079323390267
ACH-001211,-0.2310642920954768
ACH-001212,-0.09884623726335913
ACH-001228,-0.15015401568445222
ACH-001232,-0.300745420965678
ACH-001239,-0.1542205981106384
ACH-001270,-0.05923321597892092
ACH-001274,-0.2006001459732248
ACH-001275,-0.15052035864909405
ACH-001277,-0.1741435100579203
ACH-001278,-0.15617171946614475
ACH-001280,-0.11990769039294492
ACH-001283,-0.2497038295595901
ACH-001289,-0.03706327682380907
ACH-001300,-0.4094427004789696
ACH-001301,-0.16728449881755791
ACH-001302,-0.2457396122381345
ACH-001306,-0.28197831357687336
ACH-001318,-0.1967446165831976
ACH-001322,-0.4447754310750983
ACH-001328,-0.12196185146771064
ACH-001332,-0.14054344603856034
ACH-001336,-0.20149462420151154
ACH-001346,-0.07247919484663168
ACH-001353,-0.0921348565911075
ACH-001354,-0.186575658586534
ACH-001367,-0.019930118868417453
ACH-001368,-0.15442942786328973
ACH-001374,-0.4728558096215489
ACH-001377,-0.26082526417051904
ACH-001380,-0.11430653532142715
ACH-001391,-0.18551475225168867
ACH-001408,-0.11643530369490444
ACH-001430,-0.3691932616370678
ACH-001431,-0.09327460445551072
ACH-001450,-0.06881561159952987
ACH-001496,-0.22153064977135872
ACH-001500,-0.18069321660823934
ACH-001523,-0.13875339293181474
ACH-001532,-0.3706821011295479
ACH-001550,-0.20393869363686887
ACH-001552,-0.2576278203262204
ACH-001554,-0.2433854172179112
ACH-001654,-0.1604818331195679
ACH-001735,-0.10472030492768704
ACH-001736,-0.08381204510661266
ACH-001737,-0.1448458110097685
ACH-001740,-0.24830384475353065
ACH-001745,-0.4041138292840605
ACH-001765,-0.3655847736229369
