,INPP5K (51763)
ACH-000393,-0.05208838394962829
ACH-000395,-0.21706550081525885
ACH-000396,-0.06660896312569976
ACH-000397,-0.10909802490072464
ACH-000401,-0.39878057026011776
ACH-000402,0.02635433282646621
ACH-000403,-0.1294016930167202
ACH-000404,-0.22085614881091767
ACH-000406,-0.09745000985062444
ACH-000407,-0.2304856925870385
ACH-000408,-0.10645993031828868
ACH-000410,-0.26293548879909656
ACH-000411,-0.11610296697138055
ACH-000414,-0.17627726663486828
ACH-000415,-0.19410272186765248
ACH-000416,-0.0360055134339151
ACH-000420,-0.059114787939668026
ACH-000421,-0.06480180871330088
ACH-000424,-0.057400497381414325
ACH-000425,-0.11018554171017468
ACH-000426,0.030160256526032082
ACH-000427,-0.10663458067020803
ACH-000433,-0.15318347777840402
ACH-000435,-0.06920748598674417
ACH-000436,-0.11481207540221595
ACH-000444,-0.25797778830779033
ACH-000445,-0.1279584583298236
ACH-000448,0.05461905609432762
ACH-000450,-0.2287436846667105
ACH-000452,-0.0643910649688536
ACH-000454,-0.38694713404273295
ACH-000458,-0.14517950025567006
ACH-000459,-0.21272432544573486
ACH-000460,-0.09929200823175012
ACH-000461,0.250284547025812
ACH-000463,-0.10599785843952303
ACH-000464,-0.2235124013047481
ACH-000466,-0.15762769274744168
ACH-000467,-0.21758241884921126
ACH-000468,-0.18615697204023746
ACH-000469,-0.20736554375708965
ACH-000470,-0.17801749286875085
ACH-000471,-0.15458336658552474
ACH-000472,-0.19388376612857997
ACH-000473,-0.2279582615932268
ACH-000475,-0.09734134348676747
ACH-000476,-0.04791716147480959
ACH-000477,-0.031045800518876107
ACH-000479,-0.3759794118285135
ACH-000480,-0.18985250541193607
ACH-000481,-0.035407754552894105
ACH-000483,-0.0008921102007093977
ACH-000484,-0.045851333603784426
ACH-000485,-0.025913632993205944
ACH-000486,-0.13520613954834426
ACH-000487,-0.02413750604839064
ACH-000488,0.03802678248657742
ACH-000490,0.04216886588833437
ACH-000491,-0.004950280787883546
ACH-000495,0.06848741693570735
ACH-000496,-0.24319449551989986
ACH-000499,-0.410558386199094
ACH-000500,0.1244020894887546
ACH-000502,-0.03566370171638198
ACH-000503,-0.41671570071225
ACH-000505,-0.11759990429252158
ACH-000507,0.03664516820815223
ACH-000510,-0.0635464454636542
ACH-000511,-0.3760819555569346
ACH-000512,-0.10582446383798688
ACH-000516,-0.15332655449673474
ACH-000517,-0.07529938540108329
ACH-000518,-0.16004445242985094
ACH-000520,-0.1665094285241506
ACH-000521,-0.27780304893355
ACH-000522,-0.024338520091272742
ACH-000524,-0.05356941015152249
ACH-000527,-0.09675100414707696
ACH-000528,-0.5239721470426809
ACH-000537,-0.14606870164806535
ACH-000541,0.057970134659670776
ACH-000542,-0.3460674092715003
ACH-000544,0.03772463326991329
ACH-000545,-0.17846059146450527
ACH-000547,-0.03553877322050294
ACH-000548,-0.2870596404055482
ACH-000549,-0.05901228669006221
ACH-000550,-0.12471453895412192
ACH-000552,-0.0011172463897523408
ACH-000556,-0.12775881468121847
ACH-000557,-0.06332879330126102
ACH-000569,-0.1250929120133738
ACH-000570,-0.1936327209709061
ACH-000571,-0.5447692733440415
ACH-000573,-0.10484246943777416
ACH-000576,-0.005963248156595222
ACH-000579,-0.1765188640899443
ACH-000580,-0.1385021358304279
ACH-000584,-0.13438784850114596
ACH-000585,-0.0729011756346737
ACH-000588,0.14918086130278554
ACH-000589,-0.11463223321859073
ACH-000591,-0.11711000608908642
ACH-000593,-0.07191486929208582
ACH-000600,-0.1426038164616077
ACH-000601,-0.13566142062901665
ACH-000605,-0.11163544064297312
ACH-000606,-0.2366795832495823
ACH-000608,-0.09194361155284984
ACH-000614,-0.11743942104076575
ACH-000616,-0.0324905555609976
ACH-000618,-0.07731376142154624
ACH-000619,-0.02612937526801987
ACH-000620,-0.1354710564117929
ACH-000621,-0.1541357944524824
ACH-000622,-0.2974146558332927
ACH-000623,-0.1745731591080438
ACH-000624,-0.5867002921988655
ACH-000627,-0.16077033505833432
ACH-000630,-0.17402785911504146
ACH-000631,-0.07477628783873108
ACH-000632,-0.14697197549751226
ACH-000633,0.0522823485436108
ACH-000637,0.15050622097719388
ACH-000638,-0.10027812224293406
ACH-000646,-0.1373812742879547
ACH-000647,0.018990236346816687
ACH-000648,-0.05218034920040636
ACH-000649,-0.38586322682438345
ACH-000651,-0.11561581857401827
ACH-000652,-0.008262904936099411
ACH-000653,-0.0984151579141418
ACH-000657,-0.2064998354473259
ACH-000658,0.03267799765283156
ACH-000661,-0.1209897259826931
ACH-000662,-0.26620987611759395
ACH-000663,-0.07085112360063772
ACH-000665,-0.04488120119973376
ACH-000671,-0.6132254787404565
ACH-000672,-0.14330004901627386
ACH-000673,-0.2479099635344497
ACH-000676,-0.03507445904994984
ACH-000677,-0.30613510816053624
ACH-000681,-0.2905023064958228
ACH-000683,-0.10479685240988397
ACH-000684,-0.17597728477382552
ACH-000688,-0.20901370493991733
ACH-000693,-0.0721859821477228
ACH-000694,-0.043664850285153
ACH-000695,-0.07763968088069975
ACH-000696,-0.22391748734941624
ACH-000697,-0.21046942152726555
ACH-000699,-0.2825415673964409
ACH-000701,0.02587877811944325
ACH-000706,0.050466676704298365
ACH-000711,-0.09368074014252348
ACH-000713,-0.07457696580419447
ACH-000714,-0.13345734022920092
ACH-000718,-0.17609730187058695
ACH-000720,-0.49091771356166103
ACH-000721,-0.03001966444685417
ACH-000724,-0.164456560575039
ACH-000725,-0.13963472604906152
ACH-000732,-0.13723844430156573
ACH-000734,-0.011973601404229008
ACH-000735,-0.07141501376546287
ACH-000736,-0.07339477163427142
ACH-000738,-0.0954306496382335
ACH-000746,-0.1451220999826076
ACH-000747,-0.18437081179261144
ACH-000748,-0.20072000748676108
ACH-000753,-0.03171053650315963
ACH-000756,-0.13929281880726918
ACH-000757,-0.03768733788254057
ACH-000758,-0.13965397678330785
ACH-000760,-0.12454087256012783
ACH-000762,0.0495825752878106
ACH-000763,0.03786293124641133
ACH-000764,-0.012247886619790377
ACH-000765,-0.3646458789859529
ACH-000766,-0.031390252584905694
ACH-000767,-0.09456853773427584
ACH-000768,-0.18909817939322668
ACH-000769,-0.4573321175271949
ACH-000770,-0.008073981570516461
ACH-000771,-0.33483548834775284
ACH-000773,-0.5717503110477374
ACH-000776,-0.3781291848833301
ACH-000777,-0.034606308898571136
ACH-000778,-0.14282716732604026
ACH-000781,-0.015315016057637397
ACH-000782,-0.1716132037381386
ACH-000783,-0.04793681208112563
ACH-000784,-0.2774874418779708
ACH-000785,-0.1118321332529435
ACH-000787,-0.2737977249625458
ACH-000788,-0.21748678989236886
ACH-000791,-0.09320784972847393
ACH-000792,-0.44138224541426624
ACH-000794,-0.11185287639679377
ACH-000796,-0.15005124925240107
ACH-000798,-0.3927805378274152
ACH-000799,-0.02269551703318774
ACH-000800,-0.5055620611445205
ACH-000802,-0.12623729697632174
ACH-000804,-0.16756510436654215
ACH-000805,-0.3361803949153863
ACH-000809,-0.039680783596628334
ACH-000810,0.0033494745483480088
ACH-000811,-0.19371162396044495
ACH-000817,-0.17628450340458218
ACH-000819,-0.5988261132152722
ACH-000820,-0.11700907014699705
ACH-000821,-0.1687233428340395
ACH-000822,-0.10957739555583314
ACH-000823,-0.10881996768556522
ACH-000824,-0.07263946048341062
ACH-000827,-0.4746138057889709
ACH-000829,-0.12533942761348146
ACH-000831,-0.017624705259141327
ACH-000832,-0.2645654989509704
ACH-000833,-0.054280762229564135
ACH-000834,0.028158563513228714
ACH-000835,-0.10194306382968657
ACH-000836,-0.4044343880389799
ACH-000837,-0.13390148070938396
ACH-000838,-0.2974670820639834
ACH-000839,-0.20592052370888453
ACH-000840,-0.3862078324552146
ACH-000841,-0.2827305899105089
ACH-000843,-0.02442562423226175
ACH-000846,-0.23440075820507345
ACH-000847,-0.0529545094375642
ACH-000848,-0.2738826260409161
ACH-000849,-0.10156134398746447
ACH-000851,-0.1822104958750168
ACH-000855,-0.07560375169221893
ACH-000856,-0.187139089505393
ACH-000858,-0.21361235981518253
ACH-000859,-0.17249436926512887
ACH-000861,-0.19329616019059548
ACH-000862,-0.2675679996706531
ACH-000865,0.004458400882258436
ACH-000866,0.046818299413598566
ACH-000867,0.04389079648459167
ACH-000869,-0.22079036606778016
ACH-000872,-0.015953233581044984
ACH-000873,-0.19933933161576714
ACH-000876,-0.0063768271670386345
ACH-000878,-0.35120816394543136
ACH-000880,-0.23986601635941646
ACH-000881,-0.2296075062591096
ACH-000882,-0.16385669986475798
ACH-000884,-0.14744181457211106
ACH-000885,-0.2154297046905626
ACH-000887,-0.28534074219862665
ACH-000889,0.0276834600521406
ACH-000896,-0.1293978399667038
ACH-000898,-0.1535342540338809
ACH-000900,0.01975381250186391
ACH-000901,-0.2442248341841043
ACH-000905,-0.0987640035420076
ACH-000906,-0.36080128998608735
ACH-000907,-0.18491916234662634
ACH-000910,-0.0597611299478977
ACH-000911,-0.10237308009983312
ACH-000912,-0.3207169048457376
ACH-000913,-0.25821258332009
ACH-000915,-0.18170002139748107
ACH-000916,0.0498555750209814
ACH-000917,-0.04325140278357017
ACH-000920,0.08087339113347213
ACH-000921,0.06980060353776851
ACH-000924,-0.013788237632360879
ACH-000926,-0.3183687199344806
ACH-000928,-0.03120156283402595
ACH-000929,-0.12530228314997274
ACH-000932,-0.3601845796974145
ACH-000935,-0.05774019645569864
ACH-000936,-0.11946229742085845
ACH-000937,-0.025402337540332814
ACH-000938,-0.13661620693400842
ACH-000939,-0.22105379580379084
ACH-000941,-0.09687694889053516
ACH-000943,-0.222096179205487
ACH-000946,-0.12696300631520965
ACH-000947,-0.1757337000988257
ACH-000948,-0.14178436548734802
ACH-000950,-0.2075179088533968
ACH-000953,-0.052151564382238176
ACH-000954,0.04289974055479693
ACH-000957,-0.09350569766340094
ACH-000958,-0.2683903261239312
ACH-000960,-0.2067378027759303
ACH-000963,-0.24400343014101725
ACH-000968,0.013642130926831324
ACH-000969,0.032248842327148516
ACH-000972,-0.16447322228771616
ACH-000973,-0.0871461180312297
ACH-000974,-0.06967094138958743
ACH-000978,-0.22326462326067892
ACH-000984,-0.10619038867719184
ACH-000986,-0.1545461564030933
ACH-000988,-0.1626732796004961
ACH-000993,-0.2017586489642835
ACH-000994,0.054672067535438816
ACH-000996,-0.2634080168516292
ACH-001001,-0.08086309760669723
ACH-001020,-0.21087460672836075
ACH-001028,-0.03382515148488065
ACH-001031,-0.4878554572891018
ACH-001038,-0.07124382499006253
ACH-001048,-0.2833417493279975
ACH-001050,-0.20239461689543206
ACH-001053,-0.20781335058766945
ACH-001054,-0.0458689269582547
ACH-001061,-0.0912334562573732
ACH-001067,-0.20549054696365834
ACH-001075,-0.044928720450588606
ACH-001096,-0.15391010796382645
ACH-001111,-0.4657965145803195
ACH-001119,-0.12399571626548166
ACH-001128,-0.0728496694991879
ACH-001134,-0.047096505026728484
ACH-001151,0.04551545709307157
ACH-001163,-0.17308417860173894
ACH-001164,-0.2371072534199777
ACH-001183,-0.4034949338693485
ACH-001192,-0.17167102414438135
ACH-001193,-0.06289306947253431
ACH-001196,-0.014010105486557666
ACH-001197,-0.13658897116118754
ACH-001205,-0.034944020004485515
ACH-001211,-0.28244374367660124
ACH-001212,-0.09651106799628567
ACH-001228,-0.1134378403821278
ACH-001232,-0.2400703935451025
ACH-001239,-0.17665842134784604
ACH-001270,-0.007151465761200134
ACH-001274,-0.13018154954431788
ACH-001275,-0.02040401969748281
ACH-001277,-0.17912304713771052
ACH-001278,-0.1522978613527364
ACH-001280,-0.1938317083774575
ACH-001283,0.08014738529789138
ACH-001289,0.04192000844070639
ACH-001300,-0.14017743487720627
ACH-001301,-0.16482396308544356
ACH-001302,-0.30998837250419536
ACH-001306,-0.19052141485053986
ACH-001318,0.056829899678065635
ACH-001322,-0.4065700705626941
ACH-001328,-0.14048462144652712
ACH-001332,0.05632548272253515
ACH-001336,-0.056647246543435226
ACH-001346,-0.04890682432868206
ACH-001353,-0.1057100816790292
ACH-001354,-0.12980039224111464
ACH-001367,-0.4459249821705945
ACH-001368,-0.08626510694852686
ACH-001374,-0.13092853151784675
ACH-001377,-0.1861237076112694
ACH-001380,-0.13878426023959722
ACH-001391,-0.12427352243713605
ACH-001408,-0.4317758943721041
ACH-001430,-0.0793486295416234
ACH-001431,-0.2410166020621348
ACH-001450,-0.2403526234214638
ACH-001496,-0.02009938646275049
ACH-001500,-0.3388969412850458
ACH-001523,-0.4812411998073375
ACH-001532,-0.3621066617352649
ACH-001550,-0.09537870783273318
ACH-001552,-0.10487697533267168
ACH-001554,-0.07030883839424022
ACH-001654,0.03843923042926225
ACH-001735,-0.21872396273310132
ACH-001736,0.12531543940174295
ACH-001737,0.01272611241240776
ACH-001740,-0.09442082077067833
ACH-001745,-0.031458020415217273
ACH-001765,-0.08855855302920905
