,RALGAPB (57148)
ACH-000004,-0.11487086470141585
ACH-000005,-0.17098431913713796
ACH-000007,0.3300631164454342
ACH-000009,0.17526466157573944
ACH-000011,0.4488868906808916
ACH-000012,-0.25599105499213176
ACH-000013,0.22635635857007605
ACH-000014,0.13052066744919832
ACH-000015,0.14569460619470795
ACH-000017,-0.16398724078586424
ACH-000018,0.2640878644634322
ACH-000019,-0.04076275359651568
ACH-000021,0.020757516875058644
ACH-000022,-0.060366993600610784
ACH-000025,0.2443988234690733
ACH-000028,-0.08166265248452742
ACH-000030,0.09922949125670633
ACH-000035,-0.017311885882003643
ACH-000036,-0.08559474495284695
ACH-000037,-0.009772976978597834
ACH-000039,0.03755759471690267
ACH-000040,0.08913304158907312
ACH-000041,0.2528382157063371
ACH-000042,-0.014804402512352018
ACH-000045,-0.383306063155846
ACH-000047,-0.04726784013624054
ACH-000052,0.177617137902066
ACH-000053,-0.14220708778158195
ACH-000054,0.2797708215705545
ACH-000055,-0.2786069962136191
ACH-000060,0.3494341442505656
ACH-000067,0.21430589777811526
ACH-000070,0.028763957893775376
ACH-000075,-0.06854954314194364
ACH-000078,0.2299415371149402
ACH-000082,0.20649555862246396
ACH-000085,-0.3785065158456487
ACH-000086,0.08026525840350406
ACH-000087,-0.059706650330579
ACH-000092,0.2786241488951265
ACH-000095,0.4901039407002978
ACH-000097,0.07027912542295424
ACH-000098,0.500693728732258
ACH-000099,0.014214229895591946
ACH-000108,-0.1925728414592517
ACH-000113,-0.040308512244107315
ACH-000116,0.0972854665216112
ACH-000118,-0.2485998135524901
ACH-000120,0.028867064681471582
ACH-000123,-0.0985705259762125
ACH-000127,0.21173099945487966
ACH-000128,-0.02487517785747927
ACH-000132,0.04538249944882276
ACH-000133,-0.0890401378582484
ACH-000137,0.1468257292041573
ACH-000138,0.1054979735003674
ACH-000142,0.08751884835105941
ACH-000143,0.21036846413030552
ACH-000146,-0.061473489975031985
ACH-000148,-0.09529175527893824
ACH-000150,-0.007476241718528747
ACH-000152,-0.07826725901421554
ACH-000153,-0.1170343833714866
ACH-000159,-0.034008549050585514
ACH-000160,-0.02457555396545705
ACH-000163,-0.14044639577435244
ACH-000167,-0.03473277733567006
ACH-000168,0.12036144182753965
ACH-000169,-0.19070970604685872
ACH-000178,0.041755101509853225
ACH-000183,0.07804909894892123
ACH-000188,-0.17451997749898124
ACH-000189,0.01765126377414081
ACH-000190,-0.06389652051072528
ACH-000198,-0.06791584038965386
ACH-000203,-0.04804930822315416
ACH-000204,0.12024864264515205
ACH-000206,0.09755458142446316
ACH-000207,0.00822879650542044
ACH-000208,-0.25906112369682777
ACH-000210,0.4072490026308371
ACH-000211,-0.047753942029003835
ACH-000215,-0.08211473280333102
ACH-000221,0.051571878065341636
ACH-000222,-0.09201824282683888
ACH-000223,-0.14598223297748164
ACH-000226,-0.25786246595581674
ACH-000227,-0.20941253801714896
ACH-000228,-0.012099959161948434
ACH-000231,-0.17746015612824267
ACH-000232,0.3030016203614684
ACH-000233,-0.11319588627749
ACH-000234,0.04580440890119423
ACH-000235,0.0898401028425127
ACH-000237,0.025752967902084603
ACH-000238,-0.037459565669630775
ACH-000242,-0.05154189375958127
ACH-000243,-0.5557331778422224
ACH-000244,-0.025956522354401004
ACH-000246,0.3459283168198411
ACH-000248,0.021792407789958397
ACH-000250,-0.02097967590004872
ACH-000251,0.06316973418181725
ACH-000252,0.11140934725603488
ACH-000253,0.17231430362248862
ACH-000255,-0.056412200284383776
ACH-000256,-0.2680826303387509
ACH-000257,0.1337826197568368
ACH-000258,-0.0014017678401187026
ACH-000259,0.18463621383805956
ACH-000260,-0.1688511284002162
ACH-000261,-0.06878306388548522
ACH-000262,0.05873086633389706
ACH-000263,0.25780280227629504
ACH-000264,-0.003460789071428977
ACH-000265,-0.07490505735112891
ACH-000266,0.3929608629649161
ACH-000272,0.07573843937893379
ACH-000274,-0.010916912050702623
ACH-000277,-0.25041492051269976
ACH-000278,-0.14606676499169946
ACH-000279,0.14312036884229526
ACH-000280,0.03233270480315351
ACH-000281,-0.05082715765002066
ACH-000288,-0.036879077395817056
ACH-000291,0.05597731423214864
ACH-000293,-0.05973281265049036
ACH-000294,-0.10278757006978116
ACH-000295,-0.4780006431156712
ACH-000296,0.540686842468448
ACH-000302,0.08510722616103983
