,CENPA (1058)
ACH-000246,-0.8501072727304144
ACH-000248,-0.8719127695669178
ACH-000250,-0.6660608803724761
ACH-000251,-1.0071839077138462
ACH-000252,-0.8898271265640063
ACH-000253,-0.6339652382617407
ACH-000255,-0.7950059580656825
ACH-000256,-0.7992802017166606
ACH-000257,-0.7835421770833347
ACH-000258,-0.7297779485234206
ACH-000259,-0.7893495552644998
ACH-000260,-0.9044883265914418
ACH-000261,-0.9297364549020276
ACH-000262,-0.7879462462729794
ACH-000263,-0.7367196392640545
ACH-000264,-0.8352102950564188
ACH-000265,-0.8035489306190265
ACH-000266,-0.7606622031069782
ACH-000272,-0.670752477292724
ACH-000274,-0.4836785040215979
ACH-000277,-0.3760450725404966
ACH-000278,-0.9844577156470268
ACH-000279,-0.7219181944293266
ACH-000280,-0.5502239927210238
ACH-000281,-0.9402195815233658
ACH-000288,-0.7557459566357932
ACH-000291,-0.7657464361435316
ACH-000293,-0.4890462979284409
ACH-000294,-0.771987449540945
ACH-000295,-0.8326155925069942
ACH-000296,-0.7052173500643342
ACH-000302,-0.7252433995947322
ACH-000304,-0.35211592347139786
ACH-000307,-0.7993093766181708
ACH-000308,-0.8223998158632054
ACH-000310,-0.4666573417727939
ACH-000311,-0.940266332875719
ACH-000312,-0.7717100004695958
ACH-000315,-0.8060391283845094
ACH-000316,-0.7310088913014436
ACH-000317,-1.2663246273296926
ACH-000318,-0.9724895924214884
ACH-000319,-0.8634768432431392
ACH-000320,-0.5232183610391148
ACH-000322,-0.7729398591283624
ACH-000323,-0.909029983216034
ACH-000324,-0.7117512378359708
ACH-000329,-0.6124146616964223
ACH-000330,-1.2020652740764748
ACH-000331,-0.8834043229625154
ACH-000332,-0.8211465203787883
ACH-000334,-0.666617659840424
ACH-000335,-0.870569781135626
ACH-000336,-0.7529562639751837
ACH-000337,-0.4191783313753243
ACH-000338,-1.0953363332156194
ACH-000339,-0.670036133657412
ACH-000341,-0.7174350437111037
ACH-000348,-0.4842050074668872
ACH-000350,-0.8698797443623618
ACH-000352,-0.6660924424092769
ACH-000356,-1.1909116348675166
ACH-000361,-0.6756517842898065
ACH-000362,-0.6053535778134191
ACH-000363,-0.6088708169199747
ACH-000364,-0.8226349348857994
ACH-000365,-0.6905505499598735
ACH-000366,-1.0699135789013128
ACH-000368,-0.8463712104386846
ACH-000374,-0.8542001380083141
ACH-000375,-0.644127197677959
ACH-000376,-0.8003959347241721
ACH-000381,-0.9526058229750304
ACH-000383,-0.5887785378628512
ACH-000387,-0.7798780255722342
ACH-000389,-1.0660184789727678
ACH-000390,-1.025855009921042
ACH-000393,-0.6958919106681469
ACH-000395,-0.8276542598111951
ACH-000396,-0.7847697008921966
ACH-000397,-0.8719108813305364
ACH-000401,-0.6646966469540635
ACH-000402,-0.8432566758079645
ACH-000403,-0.8209797401037282
ACH-000404,-0.8702846840715779
ACH-000406,-0.5636131830004754
ACH-000407,-1.009273525052045
ACH-000408,-0.9728408006592824
ACH-000410,-0.7197047226158493
ACH-000411,-0.7198069941357329
ACH-000414,-1.0125751746280471
ACH-000415,-0.9071025000015828
ACH-000416,-0.8572682106683523
ACH-000420,-0.611370298119064
ACH-000421,-0.9399609617753076
ACH-000424,-0.6912984972053227
ACH-000425,-0.6623490831075316
ACH-000426,-0.8478607441247896
ACH-000427,-0.588948817054948
ACH-000433,-0.5139857434417018
ACH-000435,-1.0410045155283258
ACH-000436,-0.8263478520322627
ACH-000444,-0.8291331079782667
ACH-000445,-0.6359726329413581
ACH-000448,-0.9658056455222864
ACH-000450,-1.0038360247462372
ACH-000452,-1.0029101104449434
ACH-000454,-1.0149794926569289
ACH-000458,-0.8437924550282305
ACH-000459,-0.7443697722485385
ACH-000460,-0.7454599333172087
ACH-000461,-0.7745204706890686
ACH-000463,-1.0084467927015541
ACH-000464,-0.4037324537672109
ACH-000466,-0.6908877197214899
ACH-000467,-0.7985044417793636
ACH-000468,-0.8556470742184239
ACH-000469,-0.8137750425009304
ACH-000470,-0.7788491600504606
ACH-000471,-0.7548312612629539
ACH-000472,-0.9566977156212456
ACH-000473,-0.9446633703318744
ACH-000475,-0.8328942833726402
ACH-000476,-0.8754883336403622
ACH-000477,-0.491250246756723
ACH-000479,-1.103359361600844
ACH-000480,-0.8931693485115519
ACH-000481,-0.6805330411149098
ACH-000483,-0.6474352850931583
ACH-000484,-0.7907044051055374
ACH-000485,-0.8337270194205445
ACH-000486,-0.6840567942361354
ACH-000487,-0.8469619646565558
ACH-000488,-0.958889614569723
ACH-000490,-0.8994848610318006
ACH-000491,-0.5827531888739882
ACH-000495,-0.8482508920393446
ACH-000496,-0.8277802407297287
ACH-000499,-0.7817947998445849
ACH-000500,-1.677104096618539
ACH-000502,-0.9002601232701535
ACH-000503,-1.2839716914117087
ACH-000505,-0.7652602068923123
ACH-000507,-0.5509225460916496
ACH-000510,-0.6378833795973047
ACH-000511,-0.5663412759849329
ACH-000512,-0.722571645516994
ACH-000516,-0.6043771123784168
ACH-000517,-0.48871174445793003
ACH-000518,-1.121933433336351
ACH-000520,-0.7367651022532303
ACH-000521,-0.4686676199895798
ACH-000522,-0.8797233039651098
ACH-000524,-0.6167505999284489
ACH-000527,-0.7347942674919451
ACH-000528,-0.6594299236980279
ACH-000537,-0.7537404794674895
ACH-000541,-1.0858792527783376
ACH-000542,-1.035190638067402
ACH-000544,-0.8968683120428695
ACH-000545,-0.9187399719189004
ACH-000547,-1.0319173196344396
ACH-000548,-0.9901172296730004
ACH-000549,-0.9063843029512962
ACH-000550,-0.513146720925064
ACH-000552,-0.9885683041424314
ACH-000556,-0.7243317556064092
ACH-000557,-0.5884784844329303
ACH-000569,-1.2131019694002279
ACH-000570,-0.9652179491717379
ACH-000571,-0.5919076268124925
ACH-000573,-0.7744361488229111
ACH-000576,-0.9362635903466218
ACH-000579,-0.7295303088383184
ACH-000580,-0.8272937423654183
ACH-000584,-0.8151231559053693
ACH-000585,-0.9710635058079058
ACH-000588,-0.8162675684499496
ACH-000589,-0.960172166044722
ACH-000591,-1.0495427105653323
ACH-000593,-0.9273650321752238
ACH-000600,-0.6194336645994533
ACH-000601,-0.6464580523077963
ACH-000605,-0.8234759027814591
ACH-000606,-1.0241566140483518
ACH-000608,-0.5523115332288114
ACH-000614,-0.6868186992336904
ACH-000616,-0.7266980094578213
ACH-000618,-1.0108875362146452
ACH-000619,-1.0958376030373147
ACH-000620,-0.8450326306332078
ACH-000621,-0.5010412871668256
ACH-000622,-0.5619821474146881
ACH-000623,-0.8202774523514547
ACH-000624,-0.6954043588053392
ACH-000627,-0.9558933601798856
ACH-000630,-1.0649927267224928
ACH-000631,-0.6808017587085671
ACH-000632,-0.7331696545920517
ACH-000633,-0.6492447044704495
ACH-000637,-0.6926541332204359
ACH-000638,-0.9119907883226588
ACH-000646,-0.44937618223784653
ACH-000647,-0.8001037879880701
ACH-000648,-0.7562752254915279
ACH-000649,-0.7372086347519213
ACH-000651,-0.7101727786650965
ACH-000652,-0.8288042410564956
ACH-000653,-0.6607781242850512
ACH-000657,-0.5821750259158911
ACH-000658,-0.8323349337433932
ACH-000661,-0.8303207482670147
ACH-000662,-0.9220353414341856
ACH-000663,-0.7379251243222931
ACH-000665,-0.8407719934573346
ACH-000671,-0.7277419871442077
ACH-000672,-0.35176980340396125
ACH-000673,-0.915678734584937
ACH-000676,-0.7123683644908553
ACH-000677,-0.2468774142170851
ACH-000681,-0.8185946992271199
ACH-000683,-0.6508633939785713
ACH-000684,-0.7564491990464769
ACH-000688,-0.4937030066377691
ACH-000693,-0.9396913078696716
ACH-000694,-1.0124743069559947
ACH-000695,-0.5817758669078353
ACH-000696,-0.8477081052457731
ACH-000697,-0.7415469891351679
ACH-000699,-0.6183861551627446
ACH-000701,-0.5890750285206591
ACH-000706,-0.8664531805567663
ACH-000711,-0.7515982530331138
ACH-000713,-0.7380493509368864
ACH-000714,-0.9699484251964908
ACH-000718,-0.8199895956774156
ACH-000720,-0.9219595622315984
ACH-000721,-0.6479148136756646
ACH-000724,-0.8160575244408441
ACH-000725,-0.5214769513962036
ACH-000732,-1.022076134723872
ACH-000734,-0.8047990832636103
ACH-000735,-0.6476400180076977
ACH-000736,-0.7114835242040668
ACH-000738,-0.8700766619815099
ACH-000746,-0.5869660291016418
ACH-000747,-0.6577983846785301
ACH-000748,-0.6467020552348729
ACH-000753,-0.8676215126052611
ACH-000756,-0.8115494366169259
ACH-000757,-0.5594396289586341
ACH-000758,-0.6999450504230351
ACH-000760,-0.67036063976103
ACH-000762,-0.8085270394620694
ACH-000763,-0.8315104115903913
ACH-000764,-0.8232357357925225
ACH-000765,-0.9799125742801728
ACH-000766,-0.6965829226566529
ACH-000767,-0.7825030359050098
ACH-000768,-0.8491167768655483
ACH-000769,-0.7073170693804345
ACH-000770,-0.6693409432031207
ACH-000771,-1.0465319450108863
ACH-000773,-0.6913722541652201
ACH-000776,-0.7044209015568469
ACH-000777,-0.9999387800025864
ACH-000778,-0.8037931906328233
ACH-000781,-0.9928048467702708
ACH-000782,-0.9251900531612012
ACH-000783,-0.5408890312092403
ACH-000784,-0.9225979218246196
ACH-000785,-0.6924902764603998
ACH-000787,-0.9525451618187472
ACH-000788,-0.8068578766367346
ACH-000791,-0.8179322110362829
ACH-000792,-0.9371211492573122
ACH-000794,-0.7801724038912446
ACH-000796,-0.8183418486640133
ACH-000798,-1.0363509856769637
ACH-000799,-0.7312325437840336
ACH-000800,-0.7738538787441842
ACH-000802,-0.8849912979538305
ACH-000804,-0.7253584672475729
ACH-000805,-0.6726620704346749
ACH-000809,-0.5507302062228744
ACH-000810,-1.1004180262428596
ACH-000811,-0.5877940883357022
ACH-000817,-0.8322697329720479
ACH-000819,-0.7816370848038494
ACH-000820,-0.4822294516049106
ACH-000821,-0.9147381462953724
ACH-000822,-0.47468737894967794
ACH-000823,-0.9948273936715062
ACH-000824,-0.7306552412262596
ACH-000827,-0.7076353117140519
ACH-000829,-0.5821061972200285
ACH-000831,-1.018545195627354
ACH-000832,-0.7829521746977542
ACH-000833,-0.8759762189360936
ACH-000834,-1.0208601238470627
ACH-000835,-0.8549310921657275
ACH-000836,-0.28716234314152944
ACH-000837,-0.650135242402938
ACH-000838,-0.9488027746412308
ACH-000839,-0.6457348100753226
ACH-000840,-0.6359064629220111
ACH-000841,-0.9943854511984668
ACH-000843,-1.2265442386155505
ACH-000846,-0.9800339680305312
ACH-000847,-0.8103129396555457
ACH-000848,-0.6663051664129164
ACH-000849,-0.4235155231145821
ACH-000851,-0.6275832627822664
ACH-000855,-0.9309698149034048
ACH-000856,-0.6905268447524973
ACH-000858,-1.00917365285202
ACH-000859,-1.0548624335856036
ACH-000861,-0.3616490938683226
ACH-000862,-0.9464839980671396
ACH-000865,-0.9535876693702764
ACH-000866,-0.8984884883206884
ACH-000867,-0.8740122010457376
ACH-000869,-0.5647491103332619
ACH-000872,-0.6554995226501421
ACH-000873,-0.8864867847454376
ACH-000876,-0.5591355821445696
ACH-000878,-0.8308772051358133
ACH-000880,-0.900954035739122
ACH-000881,-0.7648718516839436
ACH-000882,-0.78284697635305
ACH-000884,-0.7426513681791604
ACH-000885,-0.4446438551766295
ACH-000887,-0.6635339105398285
ACH-000889,-1.1449568404867403
ACH-000896,-0.8734939194449287
ACH-000898,-0.5998732441050344
ACH-000900,-0.7319082798232283
ACH-000901,-0.4488770665790796
ACH-000905,-0.8315913940281787
ACH-000906,-0.7558449207557296
ACH-000907,-0.98033928319986
ACH-000910,-0.9233117793576616
ACH-000911,-0.8265923227087724
ACH-000912,-0.7111929948151794
ACH-000913,-0.7247860130088137
ACH-000915,-0.5619765455973741
ACH-000916,-0.9474531194994203
ACH-000917,-1.0822204044233492
ACH-000920,-0.7123473497977223
ACH-000921,-0.8343056558237621
ACH-000924,-0.6829248186595845
ACH-000926,-0.6831001104344203
ACH-000928,-0.8598723008174292
ACH-000929,-0.8727254858650247
ACH-000932,-0.5809260943974338
ACH-000935,-0.6874344071114206
ACH-000936,-1.0747719210974604
ACH-000937,-0.6313662976020078
ACH-000938,-0.5000204063222159
ACH-000939,-0.3814612433639726
ACH-000941,-0.9729586965069844
ACH-000943,-0.8406319671026223
ACH-000946,-1.0746295466175395
ACH-000947,-0.9501887807586964
ACH-000948,-0.8943727177890907
ACH-000950,-1.1348372274942076
ACH-000953,-0.4894231165551137
ACH-000954,-1.1841935823057763
ACH-000957,-0.7224823164612874
ACH-000958,-0.9685291483491534
ACH-000960,-0.3735415264834076
ACH-000963,-0.4899510060844246
ACH-000968,-0.7209687008972959
ACH-000969,-0.6079239988869635
ACH-000972,-0.820788514380829
ACH-000973,-0.7013936377674531
ACH-000974,-0.7375623520575812
ACH-000978,-0.9164612121633596
ACH-000984,-0.8343427549334582
ACH-000986,-0.8238155126501616
ACH-000988,-0.8969582135382616
ACH-000993,-0.7934153635851751
ACH-000994,-0.6985601214475089
ACH-000996,-0.7653867573945674
ACH-001001,-0.9345690486355328
ACH-001020,-0.3275964530129401
ACH-001028,-0.6528296894084727
ACH-001031,-0.3046936350084456
ACH-001038,-0.730764064798457
ACH-001048,-0.7160228746813451
ACH-001050,-0.6356867790157444
ACH-001053,-0.933052639731196
ACH-001054,-0.8592442744563882
ACH-001061,-0.6201914318267107
ACH-001067,-0.5086581835472781
ACH-001075,-0.6788935102366238
ACH-001096,-0.8801443084099154
ACH-001111,-0.7097833337474952
ACH-001119,-0.6093339255062292
ACH-001128,0.4240997387530539
ACH-001134,-0.7316458865065338
ACH-001151,-0.7874142952067176
ACH-001163,-0.5073889953185898
ACH-001164,-1.0495068765299351
ACH-001183,-0.9492715173707154
ACH-001192,-0.7482175645155932
ACH-001193,-1.0120776412908348
ACH-001196,-0.9143504392716352
ACH-001197,-0.9612763933069546
ACH-001205,-0.8545208882635822
ACH-001211,-0.26681391134753857
ACH-001212,-0.8753168726381704
ACH-001228,-0.709125946301601
ACH-001232,-0.9568804775911268
ACH-001239,-0.6614265636368177
ACH-001270,-0.6986937859724943
ACH-001274,-0.7660160365762942
ACH-001275,-0.8126099520249095
ACH-001277,-0.6411220934993309
ACH-001278,-0.8749158121191496
ACH-001280,-0.2406986176056514
ACH-001283,-0.8922130178065244
ACH-001289,-0.3409404978193544
ACH-001300,-0.7621065859015129
ACH-001301,-0.8669886782457856
ACH-001302,-0.7800477826068356
ACH-001306,-0.7976470641255371
ACH-001318,-0.8262447723098711
ACH-001322,-0.7543490020756282
ACH-001328,-0.8251263911697175
ACH-001332,-0.8912784880361192
ACH-001336,-0.8316922578869014
ACH-001346,-1.0522429689620671
ACH-001353,-0.926383745696692
ACH-001354,-0.6852718354064918
ACH-001367,-0.7327583788242478
ACH-001368,-0.5618299179009703
ACH-001374,-0.6700331512447846
ACH-001377,-0.9424153170449824
ACH-001380,-0.7293520033456231
ACH-001391,-0.596392144087368
ACH-001408,-0.9242362917339724
ACH-001430,-0.6349865262305896
ACH-001431,-0.648591226667718
ACH-001450,-0.9197896293378708
ACH-001496,-0.5137220099920148
ACH-001500,-0.6447708383673212
ACH-001523,-1.020459527253215
ACH-001532,-0.6815193357936599
ACH-001550,-0.5243447910841272
ACH-001552,-0.6835842891269102
ACH-001554,-0.6553895009008871
ACH-001654,-0.6866960113751978
ACH-001735,-0.7476225262118124
ACH-001736,-0.6357308570163869
ACH-001737,-0.6148053301902713
ACH-001740,-0.6436035693088321
ACH-001745,-0.6937131479827637
ACH-001765,-0.8020506181948259
