,ODF2L (57489)
ACH-000004,-0.2136606483291254
ACH-000005,0.2853136555906152
ACH-000007,0.2161443160292056
ACH-000009,-0.10409924835940734
ACH-000011,-0.0625550936307209
ACH-000012,0.07332597971775784
ACH-000013,0.02261443784721344
ACH-000014,0.0704249488701508
ACH-000015,0.10488385435782806
ACH-000017,0.05446632914651079
ACH-000018,-0.05226698796069695
ACH-000019,0.31783199247865224
ACH-000021,0.016766330343485146
ACH-000022,0.062486409658520585
ACH-000025,0.028723409208154943
ACH-000028,0.046238110146535935
ACH-000030,-0.042150801589193564
ACH-000035,-0.13935555577831846
ACH-000036,0.08857174939188485
ACH-000037,0.09641407229530308
ACH-000039,0.08710403140957113
ACH-000040,0.04671522118262536
ACH-000041,0.11925615962622488
ACH-000042,0.03817413576399262
ACH-000045,0.008813493245033603
ACH-000047,0.02511062015424825
ACH-000052,-0.027032658705933847
ACH-000053,0.05169050745860858
ACH-000054,0.13138175429244248
ACH-000055,0.32763040585288905
ACH-000060,0.03565163301035763
ACH-000067,-0.0164533629380727
ACH-000070,0.030160217725800062
ACH-000075,-0.09039437532679108
ACH-000078,-0.011062875736898698
ACH-000082,0.012756860956742468
ACH-000085,0.040292481899459005
ACH-000086,0.018307135438545
ACH-000087,-0.09587666867767723
ACH-000092,-0.048551931760891336
ACH-000095,0.04737691507360379
ACH-000097,0.06778297302811882
ACH-000098,0.053799895307232906
ACH-000099,0.06781101706441403
ACH-000108,0.04477803691665251
ACH-000113,0.060479333305672026
ACH-000116,-0.015071771205602004
ACH-000118,0.017818500262825502
ACH-000120,0.044747818310006016
ACH-000123,0.05444658706272911
ACH-000127,0.08829961151826246
ACH-000128,0.04289486654723978
ACH-000132,0.028125757364947497
ACH-000133,-0.10036717324104497
ACH-000137,0.14078192372860296
ACH-000138,0.08080965159127775
ACH-000142,0.16379158501264285
ACH-000143,0.11028977083703373
ACH-000146,-0.004819474283480589
ACH-000148,0.059847515148868685
ACH-000150,-0.020494221619470725
ACH-000152,-0.061485229362168936
ACH-000153,-0.15356829152810494
ACH-000159,0.07723352915532616
ACH-000160,0.029852666753826883
ACH-000163,0.14343486497877725
ACH-000167,-0.12655525163144246
ACH-000168,0.10140423429782094
ACH-000169,0.1303168461114523
ACH-000178,0.0793517959617925
ACH-000183,0.08100804172248413
ACH-000188,-0.03278100531919627
ACH-000189,0.07458997344859143
ACH-000190,-0.06636887761273423
ACH-000198,-0.017883735269354824
ACH-000203,0.22410019341147394
ACH-000204,-0.13965433915314696
ACH-000206,0.14574736006636402
ACH-000207,0.04446810678896116
ACH-000208,0.09154674682281454
ACH-000210,0.04515013396215842
ACH-000211,0.061300153214106874
ACH-000215,0.07081495027375333
ACH-000221,0.006954808684276698
ACH-000222,0.0196564585027864
ACH-000223,0.06263559310944608
ACH-000226,-0.006184997758983399
ACH-000227,-0.04692425294445428
ACH-000228,-0.04719319251549759
ACH-000231,0.08225069405305885
ACH-000232,0.11321580251842765
ACH-000233,0.1068507045504292
ACH-000234,0.2180958645338271
ACH-000235,-0.030724968051512574
ACH-000237,0.07502888368907795
ACH-000238,0.055033957928003086
ACH-000242,0.05122071760427302
ACH-000243,0.025886837151731512
ACH-000244,0.23044876441797835
ACH-000246,0.2077060817883854
ACH-000248,0.16076326762935733
ACH-000250,0.10546317444829666
ACH-000251,0.06178667680077182
ACH-000252,0.07259615988009249
ACH-000253,0.14023938850419254
ACH-000255,-0.06465122652243073
ACH-000256,-0.012419050546818043
ACH-000257,-0.1468410237836124
ACH-000258,0.1329710585803374
ACH-000259,0.043062896757307394
ACH-000260,0.0806071740782955
ACH-000261,0.062553986295092
ACH-000262,0.11279608504342688
ACH-000263,-0.0690642260303274
ACH-000264,0.11142236106026372
ACH-000265,0.07632266080931226
ACH-000266,0.09790740018309743
ACH-000272,0.07479412456816756
ACH-000274,0.031181169731539157
ACH-000277,-0.10807805703633323
ACH-000278,0.040689438128410464
ACH-000279,0.06295067956743555
ACH-000280,0.11353307821626347
ACH-000281,0.11938895996379838
ACH-000288,-0.02833073462792375
ACH-000291,0.044384173378178175
ACH-000293,0.10239565435274388
ACH-000294,0.0758104733710056
ACH-000295,0.3431220197238924
ACH-000296,0.16331329918041004
ACH-000302,0.06536363867344093
ACH-000304,-0.14405767201572148
ACH-000307,4.544940082771199e-05
ACH-000308,0.06611339047497475
ACH-000310,-0.10320858269798547
ACH-000311,0.18486822978933795
ACH-000312,0.053981936057134736
ACH-000315,0.10206139847870167
ACH-000316,-0.10649601376770547
ACH-000317,0.002796387152615559
ACH-000318,-0.116986048675073
ACH-000319,-0.17009513226583686
