,HACE1 (57531)
ACH-000004,-0.13911369127472925
ACH-000005,0.1390409251243843
ACH-000007,0.09252685833168424
ACH-000009,-0.006537106292631836
ACH-000011,0.07788223559019976
ACH-000012,-0.03048801090874048
ACH-000013,0.0197138734385122
ACH-000014,0.023607863437449663
ACH-000015,0.0346041868871098
ACH-000017,0.01936678840993097
ACH-000018,-0.011547359465310693
ACH-000019,0.1438356262945125
ACH-000021,-0.199327753167845
ACH-000022,0.01302831895102168
ACH-000025,-0.11112712771303283
ACH-000028,0.03827013578543615
ACH-000030,-0.07400257550916835
ACH-000035,-0.0013277302067001525
ACH-000036,-0.03428107267644959
ACH-000037,0.07676636797785227
ACH-000039,-0.0561714044458308
ACH-000040,-0.09874573566864364
ACH-000041,0.026403646978870345
ACH-000042,-0.002387439395336516
ACH-000045,0.018422827718621117
ACH-000047,0.05017110827777963
ACH-000052,0.022199739570141142
ACH-000053,-0.08011059977120939
ACH-000054,0.2437043885601585
ACH-000055,0.17286592121476355
ACH-000060,0.1486318369230618
ACH-000067,-0.07724535937920185
ACH-000070,-0.061157245781436026
ACH-000075,-0.2361118675429183
ACH-000078,-0.13523534516673685
ACH-000082,-0.058097833650540484
ACH-000085,0.14944321617615552
ACH-000086,-0.11049224353094914
ACH-000087,0.022468576673363654
ACH-000092,0.015424134258631619
ACH-000095,-0.08636212331369232
ACH-000097,-0.004709633816942101
ACH-000098,-0.04044626816492631
ACH-000099,-0.1073315768779754
ACH-000108,0.07679442057057619
ACH-000113,-0.10712712243123523
ACH-000116,-0.019838316614933942
ACH-000118,0.08650939842341057
ACH-000120,0.04872826497535927
ACH-000123,-0.06056181648220256
ACH-000127,-0.11382653047132828
ACH-000128,0.01463168217900842
ACH-000132,-0.11522586784965805
ACH-000133,0.07783145516467922
ACH-000137,0.056007222522208515
ACH-000138,-0.02296031231966944
ACH-000142,-0.07130756797351483
ACH-000143,-0.06750003533299384
ACH-000146,-0.0503424286679184
ACH-000148,-0.05085966108360288
ACH-000150,-0.026416047182678717
ACH-000152,-0.1489451006036561
ACH-000153,0.13227698455271794
ACH-000159,-0.1216948142317523
ACH-000160,0.06963013450059058
ACH-000163,-0.03205820709441128
ACH-000167,-0.15904666709527054
ACH-000168,0.09246124354885836
ACH-000169,0.16899282290407475
ACH-000178,0.01945734561278905
ACH-000183,0.037174709009321114
ACH-000188,-0.032574666683528666
ACH-000189,0.01784794858300692
ACH-000190,-0.04502362399076109
ACH-000198,0.02235209240559676
ACH-000203,-0.4132714249900747
ACH-000204,0.0017194570328100572
ACH-000206,0.11378964990632642
ACH-000207,0.02556107110486189
ACH-000208,-0.06884870933605906
ACH-000210,0.1501922535270961
ACH-000211,0.02724901037021013
ACH-000215,-0.017176267062431454
ACH-000221,0.014097800605751838
ACH-000222,0.17224376949171094
ACH-000223,-0.06168674502034631
ACH-000226,-0.061988487655924476
ACH-000227,-0.2602238071482644
ACH-000228,-0.02405574757416112
ACH-000231,-0.21053403870884385
ACH-000232,-0.1206021386155028
ACH-000233,0.004032601294067929
ACH-000234,-0.059897733292055
ACH-000235,0.07184947837923421
ACH-000237,-0.04680219910552223
ACH-000238,0.038274108702286286
ACH-000242,0.07595279466771676
ACH-000243,-0.08096699360026054
ACH-000244,0.2123190074009077
ACH-000246,-0.06601667313233922
ACH-000248,-0.15415656359231714
ACH-000250,-0.029940611852846542
