,RPL9 (6133)
ACH-000004,-1.2898325312871135
ACH-000005,-0.8765497331304973
ACH-000007,-1.2456117763205905
ACH-000009,-1.3490515335777886
ACH-000011,-1.4716323396966828
ACH-000012,-1.2045894911067934
ACH-000013,-1.3219462824013488
ACH-000014,-1.4373308371017326
ACH-000015,-1.3033795617085606
ACH-000017,-1.227205788853188
ACH-000018,-1.0831549817001047
ACH-000019,-1.1370112277182924
ACH-000021,-1.284188018583743
ACH-000022,-1.355350106183932
ACH-000025,-1.011217387210363
ACH-000028,-1.1523108288956954
ACH-000030,-1.3372586909645106
ACH-000035,-1.1423144394384552
ACH-000036,-1.2599941433775663
ACH-000037,-1.3833254689043972
ACH-000039,-1.3592985206859105
ACH-000040,-1.2115939328775358
ACH-000041,-1.3999964187505536
ACH-000042,-1.2673071692585784
ACH-000045,-1.6239567946023958
ACH-000047,-1.2566660313717457
ACH-000052,-1.246055156867342
ACH-000053,-1.1661727050820558
ACH-000054,-1.3196365368057994
ACH-000055,-1.1070783207283417
ACH-000060,-1.217020104658135
ACH-000067,-1.2647891595865624
ACH-000070,-1.2250754579769976
ACH-000075,-1.2481428223567583
ACH-000078,-1.2425813323640145
ACH-000082,-1.11618837121428
ACH-000085,-1.2623328168589858
ACH-000086,-1.0224639743393489
ACH-000087,-1.5312489648371277
ACH-000092,-1.0973121647055502
ACH-000095,-1.3120513603185775
ACH-000097,-1.3643850665713797
ACH-000098,-1.0755533657033447
ACH-000099,-1.1176036530628173
ACH-000108,-1.0104730032761335
ACH-000113,-1.2239149713650492
ACH-000116,-1.2609964008201968
ACH-000118,-1.1903634390733058
ACH-000120,-1.3095365213862311
ACH-000123,-1.3913491291908149
ACH-000127,-1.1955184882638152
ACH-000128,-1.5224090588835428
ACH-000132,-1.1977893537712612
ACH-000133,-1.2419749637568898
ACH-000137,-1.0801957999176748
ACH-000138,-1.3326883781498386
ACH-000142,-1.229531703023696
ACH-000143,-1.2064898710450138
ACH-000146,-1.4610305861819677
