,YES1 (7525)
ACH-000004,0.2644954975495974
ACH-000005,0.2616706283953027
ACH-000007,0.09914639347182146
ACH-000009,0.00830378209878156
ACH-000011,0.07614338594014022
ACH-000012,0.2000583437876978
ACH-000013,0.18746844351203007
ACH-000014,0.2485195864931657
ACH-000015,0.21320851748413944
ACH-000017,0.09164483625224322
ACH-000018,0.17287325514799945
ACH-000019,0.2317812722037864
ACH-000021,0.11745522639035233
ACH-000022,0.1518739030993182
ACH-000025,0.13519071268433533
ACH-000028,0.10086437280848792
ACH-000030,0.03834932298440055
ACH-000035,0.030001192042620764
ACH-000036,0.2602219378117375
ACH-000037,0.19605583030917606
ACH-000039,0.13343922897787938
ACH-000040,-0.032937533449623906
ACH-000041,0.0940530841753992
ACH-000042,0.08700979048680302
ACH-000045,0.22866689330367498
ACH-000047,0.052298125840324436
ACH-000052,-0.046027883249510335
ACH-000053,0.0818534981184619
ACH-000054,-0.06858810909960694
ACH-000055,0.14274059424406318
ACH-000060,-0.1349999958661462
ACH-000067,0.045048480859834136
ACH-000070,0.0995403221233052
ACH-000075,-0.10506622199297687
ACH-000078,0.19968171136439725
ACH-000082,0.14050204918701673
ACH-000085,-0.1511874240781245
ACH-000086,0.17390200168989273
ACH-000087,0.04361793027355307
ACH-000092,0.024249619190688312
ACH-000095,0.026582404529528886
ACH-000097,0.08472762222645414
ACH-000098,0.010467365121610282
ACH-000099,0.2135483251859757
ACH-000108,-0.009673051769632478
ACH-000113,0.07448473191536685
ACH-000116,0.12555512983142547
ACH-000118,0.21485744756730066
ACH-000120,0.2024589279552788
ACH-000123,0.16168323678790872
ACH-000127,0.102003020568688
ACH-000128,-0.033131902051926884
ACH-000132,0.06739907316721959
ACH-000133,0.2229493955837773
ACH-000137,0.2560607707922526
ACH-000138,0.007622513916572061
ACH-000142,0.04846211480883243
ACH-000143,-0.0587221470364209
ACH-000146,0.13874380209350673
ACH-000148,0.12994478234477785
ACH-000150,-0.12201448921886827
ACH-000152,0.031496929186750136
ACH-000153,0.07839328310153895
ACH-000159,0.12269129695706972
ACH-000160,0.19071450104820212
ACH-000163,0.16361605091482614
ACH-000167,-0.16766183637693266
ACH-000168,0.20294861680106552
ACH-000169,0.1605022615495892
ACH-000178,0.028946784682893845
ACH-000183,0.03503593174008922
ACH-000188,0.13534831081447812
ACH-000189,0.01366127132770675
ACH-000190,-0.12358579026320853
ACH-000198,0.06940073845482586
ACH-000203,0.027118038802256626
ACH-000204,0.0753918973735437
ACH-000206,0.1176310968038434
ACH-000207,-0.0292508973428446
ACH-000208,-0.08624612611797987
ACH-000210,0.00013645993401286837
ACH-000211,0.0976872749920938
ACH-000215,-0.05383596147306508
ACH-000221,0.2089168942718322
ACH-000222,0.10133376040652434
ACH-000223,0.13388072809290305
ACH-000226,0.1363423869733008
ACH-000227,0.2937973141704857
ACH-000228,0.18653466157832468
ACH-000231,0.12779188725700738
ACH-000232,-0.17162095952631626
ACH-000233,0.17200733196184034
ACH-000234,0.104385995471346
ACH-000235,0.1082439422596534
ACH-000237,0.13752700466347306
ACH-000238,0.07550359254077943
ACH-000242,0.09163712423948586
ACH-000243,0.08570207299126018
ACH-000244,0.21378969231432485
ACH-000246,0.055360398167126124
ACH-000248,-0.0990982753705086
ACH-000250,0.022470538863191152
ACH-000251,0.2819663193047181
ACH-000252,0.0742307228203274
ACH-000253,0.15550220017033606
ACH-000255,0.0349176651953261
ACH-000256,0.09318939897396344
ACH-000257,0.12286203247144407
ACH-000258,0.01301044792562478
ACH-000259,0.06568777517748349
ACH-000260,0.14204141847346646
ACH-000261,0.21301217576927967
ACH-000262,-0.0006139645514725179
ACH-000263,0.3617722582132693
ACH-000264,-0.053819505857039866
ACH-000265,0.19299724488739256
ACH-000266,0.12825253945885792
ACH-000272,0.16908827975811425
ACH-000274,-0.04100978664520275
ACH-000277,0.2361336861230873
ACH-000278,0.07467319327118148
ACH-000279,0.18736358579235995
ACH-000280,0.1004507468900956
ACH-000281,0.09587594641279068
ACH-000288,0.10533312211657772
ACH-000291,0.1866163295035028
ACH-000293,0.19565480305215704
ACH-000294,0.16649466827034484
ACH-000295,0.042845534771739836
ACH-000296,-0.07262533506562398
ACH-000302,0.13286010853852626
ACH-000304,0.2716709506281681
ACH-000307,0.1053749778110313
ACH-000308,0.026313993581596768
ACH-000310,0.1029478900158093
ACH-000311,0.13237113465369554
ACH-000312,0.18685061570957165
ACH-000315,0.4975629153751183
ACH-000316,0.0403390920990401
ACH-000317,0.177844140339515
ACH-000318,0.05123766314725757
ACH-000319,0.1736496578706664
ACH-000320,-0.010468543728075142
ACH-000322,0.032034589253573754
ACH-000323,-0.047647903769028506
ACH-000324,0.12340551183449815
ACH-000329,0.0941158835128178
ACH-000330,-0.06050003118510457
ACH-000331,0.1709590820746173
ACH-000332,0.1188723137545104
ACH-000334,0.17264006762408451
ACH-000335,0.033389306920479436
ACH-000336,0.030357151320576186
ACH-000337,-0.02439014424263225
ACH-000338,-0.1886237557932128
ACH-000339,-0.02440646013323427
ACH-000341,-0.03379864509124403
ACH-000348,0.08833965065889185
ACH-000350,0.06837449773829135
ACH-000352,0.09059908899425656
ACH-000356,0.11003259155789986
ACH-000361,0.2330095739677078
ACH-000362,0.1419564422565912
ACH-000363,0.1843020852764082
ACH-000364,0.2000968674085405
ACH-000365,0.31043409995030297
ACH-000366,0.15466769666565994
ACH-000368,0.0980514945365493
ACH-000374,0.15980640400873314
ACH-000375,0.09215004128578168
ACH-000376,-0.0202778861881629
ACH-000381,0.033738172274491045
ACH-000383,0.10542670615517258
ACH-000387,0.13394700887023786
ACH-000389,-0.02043082607441633
ACH-000390,0.12375052823575945
ACH-000393,-0.06017793305463338
ACH-000395,-0.3173138816617383
ACH-000396,0.29986885681008496
ACH-000397,0.1003153029875152
ACH-000401,0.08255394422239246
ACH-000402,0.06829227933982547
ACH-000403,0.04113326015365002
ACH-000404,0.3080176157618259
ACH-000406,0.20186340134490027
ACH-000407,0.09432730767781948
ACH-000408,0.11169177809889128
ACH-000410,0.13573809567236622
ACH-000411,0.2478116138180776
ACH-000414,0.0923252105708256
ACH-000415,0.11984532957502693
ACH-000416,0.12704368280177314
ACH-000420,-0.12840070287252894
ACH-000421,0.09374628750727183
ACH-000424,0.0688735068376158
ACH-000425,0.06328831127434273
ACH-000426,0.26757746634827995
ACH-000427,0.19018913041433466
ACH-000433,0.05700878287091836
ACH-000435,-0.2341496677760928
ACH-000436,0.16277222541101294
ACH-000444,0.061059961803202736
ACH-000445,0.4174786075027583
ACH-000448,0.1857393627851205
ACH-000450,-0.08822058671965201
ACH-000452,0.049454738092684136
ACH-000454,0.2521528515011175
ACH-000458,0.05795351415494762
ACH-000459,0.10606642280967944
ACH-000460,0.21402674092891505
ACH-000461,0.17942548499716165
ACH-000463,0.1498386022934379
ACH-000464,0.2296741297024724
ACH-000466,0.0624855661334809
ACH-000467,0.11160349660292744
ACH-000468,-0.03011743695039184
ACH-000469,0.010227112266202898
ACH-000470,0.24495043556967105
ACH-000471,0.13529916392407182
ACH-000472,0.14112366998914674
ACH-000473,0.16100832279498495
ACH-000475,0.11362745591828753
ACH-000476,0.0577771987568373
ACH-000477,0.11104970764240132
ACH-000479,0.3239198693274714
ACH-000480,0.17252331565363424
ACH-000481,0.15576210452732578
ACH-000483,0.18280425109820933
ACH-000484,0.2075052538451524
ACH-000485,0.022934979589989597
ACH-000486,0.06572906943752467
ACH-000487,0.0872721740302737
ACH-000488,0.10819784216264514
ACH-000490,0.010718174081386152
ACH-000491,0.2311898907121297
ACH-000495,0.07226949706223444
ACH-000496,0.08898720403005334
ACH-000499,0.022313420020498083
ACH-000500,0.05417614620657811
ACH-000502,-0.077749343107235
ACH-000503,0.3089131681105767
ACH-000505,0.1684054809585805
ACH-000507,0.055803948192630994
ACH-000510,0.14464174017017406
ACH-000511,-0.09103660248526382
ACH-000512,0.15334049872598401
ACH-000516,0.04301560950912329
ACH-000517,-0.0629936866444269
ACH-000518,0.09291425443082203
ACH-000520,0.16369041774743034
ACH-000521,0.08706378359056438
ACH-000522,-0.013114679404369087
ACH-000524,0.07782480429240411
ACH-000527,0.08254924143648522
ACH-000528,0.06773686234231921
ACH-000537,0.009302159577175268
ACH-000541,0.1507792314785341
ACH-000542,0.19611133695406974
ACH-000544,0.2488010205981569
ACH-000545,0.10812732546441528
ACH-000547,-0.17734487972269233
ACH-000548,0.10681446482117167
ACH-000549,0.2702776391661941
ACH-000550,0.0691168899549697
ACH-000552,0.027451445862421087
ACH-000556,0.010910797567381676
ACH-000557,0.1832975361926914
ACH-000569,0.3300298767324801
ACH-000570,-0.10022146881798392
ACH-000571,0.08036417802599664
ACH-000573,0.2152913343937936
ACH-000576,0.2365768902292951
ACH-000579,0.04753284088119947
ACH-000580,0.16231792228011724
ACH-000584,0.010884363443066442
ACH-000585,0.10215386137174924
ACH-000588,0.08999191515965421
ACH-000589,0.10759626489691533
ACH-000591,0.20544868117773604
ACH-000593,0.11535407102119233
ACH-000600,0.12987114924095494
ACH-000601,0.06317003805919869
ACH-000605,-0.05501704574778531
ACH-000606,0.08376169330966297
ACH-000608,0.17130252717835212
ACH-000614,0.0075372634637067455
ACH-000616,-0.19662605522280616
ACH-000618,0.04853352931578412
ACH-000619,0.13512107382027622
ACH-000620,0.16075992288208882
