,CHPF2 (54480)
ACH-000004,0.04784000890627077
ACH-000005,-0.09082138119154694
ACH-000007,-0.04227378231927555
ACH-000009,-0.0201065728274108
ACH-000011,-0.08085463102255762
ACH-000012,0.037760312874488514
ACH-000013,-0.0480216250231338
ACH-000014,-0.2350852438094431
ACH-000015,-0.056431509407906026
ACH-000017,-0.003034123174665261
ACH-000018,0.09400910403863323
ACH-000019,0.014662032951220294
ACH-000021,-0.06635013193770453
ACH-000022,-0.0279496353103362
ACH-000025,-0.013042584606937085
ACH-000028,-0.06989359469403336
ACH-000030,0.06400331113100076
ACH-000035,-0.10555278401762372
ACH-000036,-0.09097376532133952
ACH-000037,-0.0795103157292923
ACH-000039,0.03479981462820398
ACH-000040,0.01566067356694795
ACH-000041,-0.07419138220258317
ACH-000042,-0.1065447329278684
ACH-000045,-0.1238514056818161
ACH-000047,-0.050930008884385314
ACH-000052,-0.028606472310075407
ACH-000053,0.0012400781367373894
ACH-000054,-0.07800068201918106
ACH-000055,-0.18850868879949187
ACH-000060,-0.13104020177113104
ACH-000067,-0.17295213119765648
ACH-000070,-0.015938694365216922
ACH-000075,-0.2464208784965073
ACH-000078,-0.11441630076949302
ACH-000082,-0.19378162574201505
ACH-000085,0.0741832038626917
ACH-000086,0.07627813265227006
ACH-000087,0.09112128079206047
ACH-000092,-0.05504445616926213
ACH-000095,-0.128925807461993
ACH-000097,-0.016139261995552472
ACH-000098,-0.13468430482245816
ACH-000099,-0.028500326788455432
ACH-000108,-0.05932180023953116
ACH-000113,0.02616569192485771
ACH-000116,-0.05198375244434728
ACH-000118,0.02631869506476121
ACH-000120,-0.15979867951206833
ACH-000123,-0.01569229128566298
ACH-000127,-0.06280431606526828
ACH-000128,-0.04953043132412505
ACH-000132,0.06509849116708319
ACH-000133,-0.06434695845419942
ACH-000137,-0.1589340780274651
ACH-000138,-0.07873433974873108
ACH-000142,0.003103419441965253
ACH-000143,-0.0845146793671908
ACH-000146,-0.06164010738340934
ACH-000148,-0.11303042850210952
ACH-000150,0.03616521720479676
ACH-000152,-0.07939395053110425
ACH-000153,-0.05602698458136684
ACH-000159,-0.0647537513039017
ACH-000160,0.12076868648152547
ACH-000163,-0.005254912532583915
ACH-000167,0.09311227223544773
ACH-000168,-0.09925148016292093
ACH-000169,-0.029416057777613858
ACH-000178,-0.11014106389190086
ACH-000183,-0.16166484624772265
ACH-000188,0.009845587367758979
ACH-000189,-0.04960599764633779
ACH-000190,0.023264788222203327
ACH-000198,-0.02464616777236249
ACH-000203,-0.14328497976113244
ACH-000204,0.07675475324525355
ACH-000206,0.04463175963066436
ACH-000207,0.11131532511027817
ACH-000208,0.13053247165522666
ACH-000210,-0.17067397476641785
ACH-000211,-0.05468938723629212
ACH-000215,-0.025395459923685467
ACH-000221,-0.034220492427104184
ACH-000222,-0.04482228322535976
ACH-000223,-0.034273607618200176
ACH-000226,-0.0006076268575577076
ACH-000227,0.048694141962134514
ACH-000228,0.05239298311914898
ACH-000231,-0.022466655942437
ACH-000232,-0.2117518822339572
ACH-000233,-0.058724070406173175
ACH-000234,-0.003082209764565109
ACH-000235,-0.06601378637387666
ACH-000237,-0.08977813540308305
ACH-000238,0.01047222375693713
ACH-000242,-0.15135922423401085
