,GDAP1 (54332)
ACH-000004,-0.03540982718476172
ACH-000005,-0.4326082913231832
ACH-000007,0.029728999464546605
ACH-000009,-0.053028921939531126
ACH-000011,-0.08921762669807176
ACH-000012,-0.4264535302301693
ACH-000013,-0.06991638148567307
ACH-000014,-0.10545460393087312
ACH-000015,-0.0656170810347667
ACH-000017,-0.3098385326490337
ACH-000018,-0.17461521688100745
ACH-000019,-0.06229796216091135
ACH-000021,-0.05939787285050345
ACH-000022,-0.0973134070557502
ACH-000025,-0.21105904111464815
ACH-000028,-0.03705969685717085
ACH-000030,-0.048699574363611366
ACH-000035,-0.21091215172768946
ACH-000036,0.016023587002231682
ACH-000037,-0.16113245217512778
ACH-000039,-0.07169265533300917
ACH-000040,-0.016732530748919568
ACH-000041,-0.17286703167476872
ACH-000042,0.02783019817357309
ACH-000045,-0.06321149315643564
ACH-000047,-0.07954842528711849
ACH-000052,-0.05585025538929682
ACH-000053,-0.1278204110956836
ACH-000054,-0.04227375900156883
ACH-000055,-0.31337768983621994
ACH-000060,0.008041855257582897
ACH-000067,-0.0862967430146545
ACH-000070,0.019565470448307552
ACH-000075,-0.07187492019831355
ACH-000078,0.03740262960712137
ACH-000082,-0.05461984613181493
ACH-000085,-0.21784475384969554
ACH-000086,0.06883727381170791
ACH-000087,-0.1135180683433034
ACH-000092,-0.058279520366607884
ACH-000095,-0.08229315645378185
ACH-000097,-0.08960855978886663
ACH-000098,-0.06628870866799237
ACH-000099,-0.14274295418648206
ACH-000108,-0.14585750133495404
ACH-000113,-0.15519652858403854
ACH-000116,-0.03821186878952769
ACH-000118,-0.0145120208884703
ACH-000120,-0.10877307784896678
ACH-000123,-0.09312219446934543
ACH-000127,-0.0972763305208464
ACH-000128,-0.04277561615197902
ACH-000132,-0.09981150748554796
ACH-000133,-0.05681772008291733
ACH-000137,-0.040562475116558944
ACH-000138,0.05816678731911616
ACH-000142,-0.0427654953052432
ACH-000143,-0.1161747971674848
ACH-000146,-0.07142604788578961
ACH-000148,0.009559432506632244
ACH-000150,-0.11823133426251875
ACH-000152,-0.21147537708648287
ACH-000153,-0.26216865155494873
ACH-000159,0.03212304647532959
ACH-000160,-0.045708860825753005
ACH-000163,-0.055880890728685566
ACH-000167,-0.14332771148139914
ACH-000168,-0.11643835107375645
ACH-000169,0.02397847103062544
ACH-000178,-0.09106997729396224
ACH-000183,-0.2420959787136967
ACH-000188,-0.12224214607776625
ACH-000189,-0.01629601246612869
ACH-000190,0.06955307112047171
ACH-000198,-0.02984589911077768
ACH-000203,0.2743559700259319
ACH-000204,-0.26972194841703473
ACH-000206,-0.061271585626574934
ACH-000207,-0.0949897892916766
ACH-000208,0.02399780082802588
ACH-000210,-0.5277555807045429
ACH-000211,-0.02024683652678446
ACH-000215,-0.024645380398214213
ACH-000221,-0.1078587414941259
ACH-000222,-0.055760673535051285
ACH-000223,-0.01546464551953095
ACH-000226,-0.17203636805182745
ACH-000227,-0.01820430241745841
ACH-000228,-0.030043081113333692
ACH-000231,-0.15720971755610608
ACH-000232,-0.11862384741945335
ACH-000233,-0.10924903927193977
ACH-000234,-0.002451046125811349
ACH-000235,-0.12437302605881588
ACH-000237,-0.02790566980908973
ACH-000238,-0.14291353321641118
ACH-000242,-0.015797149096182333
ACH-000243,-0.08072792348681816
ACH-000244,-0.3153699794213846
ACH-000246,-0.008299480430512938
ACH-000248,-0.4121787944744109
ACH-000250,-0.09702468012988584
ACH-000251,0.05138765330474802
ACH-000252,-0.14533903509369062
ACH-000253,-0.12461360925453514
ACH-000255,-0.06287956163928372
ACH-000256,-0.07236862177263555
ACH-000257,0.026445217808860003
ACH-000258,-0.4382952797750713
ACH-000259,0.13310148813307116
ACH-000260,-0.117791789694507
ACH-000261,-0.15454723017455774
ACH-000262,0.0004297302393835602
ACH-000263,0.09968005363502544
ACH-000264,-0.1053599902243052
ACH-000265,-0.16374544063770916
ACH-000266,-0.09068523726154573
ACH-000272,-0.06747888538086068
ACH-000274,-0.07004778327729701
ACH-000277,-0.09547904012772232
ACH-000278,-0.059629288094098065
