,DYRK1A (1859)
ACH-000004,-0.7109680585899341
ACH-000005,0.03283611901977737
ACH-000007,0.09438130044761586
ACH-000009,-0.1890655633044042
ACH-000011,-0.09608705594180217
ACH-000012,0.038391162358330094
ACH-000013,-0.2383944605268664
ACH-000014,-0.15485183691376922
ACH-000015,-0.4330194035520362
ACH-000017,-0.5136062884712945
ACH-000018,-0.05661915800985429
ACH-000019,0.11936649656001265
ACH-000021,0.053125188701927784
ACH-000022,-0.16146615803072667
ACH-000025,0.1511901596460031
ACH-000028,0.05265877390792265
ACH-000030,0.06924727678679869
ACH-000035,-0.19644651234530386
ACH-000036,-0.16843851127238935
ACH-000037,-0.10544477671215466
ACH-000039,-0.5496139488392449
ACH-000040,0.1810039208013725
ACH-000041,0.18887000020318484
ACH-000042,0.10925876322059568
ACH-000045,-0.10223156646956263
ACH-000047,0.017192702308105313
ACH-000052,0.0766545356142256
ACH-000053,-0.3772543851889769
ACH-000054,-0.11233789880529192
ACH-000055,0.2197762848292631
ACH-000060,0.0939328857223454
ACH-000067,0.11891789856712301
ACH-000070,-0.2230304470061097
ACH-000075,0.012245575648031557
ACH-000078,-0.3145631447586863
ACH-000082,-0.0043796922539904104
ACH-000085,-0.3412598243231108
ACH-000086,0.02825820851211213
ACH-000087,0.07595595101147788
ACH-000092,-0.3196725330151285
ACH-000095,-0.2742860053564783
ACH-000097,-0.27501354665259803
ACH-000098,-0.6812848477329089
ACH-000099,-0.2623492004126868
ACH-000108,-0.22150184916960766
ACH-000113,-0.6189308581824422
ACH-000116,-0.2066405522182373
ACH-000118,0.09607807725586674
ACH-000120,-0.5399196644704638
ACH-000123,-0.10768752074728898
ACH-000127,0.09964696495939274
ACH-000128,-0.4451090020823151
ACH-000132,-0.34657139524857833
ACH-000133,-0.19300893945345926
ACH-000137,-0.18737382631190289
ACH-000138,-0.13692587978450732
ACH-000142,0.2794266659985275
ACH-000143,0.014554842296332847
ACH-000146,-0.15602135049708088
ACH-000148,0.10889275069152672
ACH-000150,0.0025264885832079788
ACH-000152,-0.17139189600537014
ACH-000153,0.06043766069596146
ACH-000159,-0.37515459442068017
ACH-000160,-0.16883144246535434
ACH-000163,0.01860977738370164
ACH-000167,-0.1589868502208291
ACH-000168,-0.2370594279496064
ACH-000169,0.026723788461093256
ACH-000178,-0.3055203566003643
ACH-000183,-0.23159045035639655
ACH-000188,-0.0624284984391413
ACH-000189,-0.2617624760032571
ACH-000190,0.07281257021850178
ACH-000198,-0.4852069254607119
ACH-000203,-0.2716181510766049
ACH-000204,-0.3674827091679156
ACH-000206,-0.21145273342965365
ACH-000207,-0.07453273576360034
ACH-000208,1.0694469934274595
ACH-000210,-0.3027644484665125
ACH-000211,-0.015373013963306812
ACH-000215,0.0264887371266366
ACH-000221,-0.10224048119800737
ACH-000222,-0.19257031743162584
ACH-000223,-0.22306262425864068
ACH-000226,-0.11257281274440717
ACH-000227,-0.22780334044431655
ACH-000228,0.09238395281235094
ACH-000231,-0.5458111672910826
ACH-000232,-0.013121852266632102
ACH-000233,-0.11846531613231424
ACH-000234,-0.051161163256760935
ACH-000235,-0.05021737178775504
ACH-000237,0.4967240713051894
ACH-000238,-0.08698348713126029
ACH-000242,0.35948267807670536
ACH-000243,-0.18751377796763505
ACH-000244,-0.15154821198823218
ACH-000246,-0.043140054190364666
ACH-000248,-0.6444572867212371
ACH-000250,-0.1943389029554931
ACH-000251,0.18679315877925687
ACH-000252,-0.17920528807555053
ACH-000253,-0.4371041707197447
ACH-000255,0.05927129621520695
ACH-000256,-0.15077595471875574
ACH-000257,-0.2330545162234312
ACH-000258,-0.3144995535616326
ACH-000259,-0.04002102816608575
ACH-000260,0.12727083353595184
ACH-000261,-0.13113968638726525
ACH-000262,-0.15234758344513136
ACH-000263,-0.7740285279142399
ACH-000264,-0.4566474992135838
ACH-000265,-0.0057667756028209035
ACH-000266,-0.06805646502811404
ACH-000272,-0.34361914720921194
ACH-000274,-0.20495647624216184
ACH-000277,0.06507254969502155
ACH-000278,-0.05959455268591815
ACH-000279,-0.17818196394116104
ACH-000280,-0.051892846087240915
ACH-000281,0.1821147180164136
ACH-000288,-0.3165354915718929
ACH-000291,-0.2583323245190547
ACH-000293,0.041490373620610116
ACH-000294,0.3473758271796153
ACH-000295,-0.3020365198097723
ACH-000296,-0.13673840108677382
ACH-000302,-0.2374448895876529
ACH-000304,-0.2400462542136403
ACH-000307,0.08798844254733054
ACH-000308,-0.015427611333221437
ACH-000310,-0.4370484528203655
ACH-000311,-0.04269494637765426
ACH-000312,-0.17188835623712567
ACH-000315,-0.3211363002173133
ACH-000316,-0.2486578086778853
ACH-000317,-0.2602642154924142
ACH-000318,-0.036454446593022265
ACH-000319,-0.2123120730558631
ACH-000320,0.21792785760723915
ACH-000322,0.028061687555382984
ACH-000323,-0.36315766614143374
ACH-000324,-0.1876816943096586
ACH-000329,-0.06358801113961843
ACH-000330,-0.3985066577366251
ACH-000331,0.06396787121808672
ACH-000332,-0.4378164399520046
ACH-000334,-0.6184464308439505
ACH-000335,0.031045113375333694
ACH-000336,-0.18556748229928635
ACH-000337,-0.008281652900722157
ACH-000338,0.3459705392579739
ACH-000339,0.15284234116337725
