,KRTAP13-1 (140258)
ACH-000004,-0.3355594283830927
ACH-000005,-0.3722020242193791
ACH-000007,0.04378732513500204
ACH-000009,-0.08432395482695014
ACH-000011,-0.03643464134196181
ACH-000012,-0.09920505161228013
ACH-000013,0.0016190759035419806
ACH-000014,-0.0701970607813518
ACH-000015,0.028979594963477923
ACH-000017,-0.27423059874734085
ACH-000018,-0.28452147561121016
ACH-000019,-0.0418206522973514
ACH-000021,-0.1448462015750389
ACH-000022,-0.022303625593435197
ACH-000025,-0.1405996383659874
ACH-000028,-0.2357248763386753
ACH-000030,-0.05320280261854976
ACH-000035,0.056866891199031086
ACH-000036,-0.2433371460678741
ACH-000037,-0.260172451218757
ACH-000039,-0.21679179495116485
ACH-000040,-0.11168595178606518
ACH-000041,-0.11224174033694527
ACH-000042,-0.12647983252764514
ACH-000045,-0.011176788174318664
ACH-000047,-0.05620748668359272
ACH-000052,-0.03232612581725302
ACH-000053,-0.15349046810980893
ACH-000054,-0.22970727518063586
ACH-000055,-0.4521053071530131
ACH-000060,-0.2833392787930744
ACH-000067,-0.12838171115044664
ACH-000070,-0.05652195936857823
ACH-000075,0.02379239339957376
ACH-000078,-0.1750685756545482
ACH-000082,-0.19350533172944548
ACH-000085,-0.20483072916350825
ACH-000086,-0.2064274456968252
ACH-000087,-0.016961507056058728
ACH-000092,-0.10702461748126783
ACH-000095,-0.04106118707410858
ACH-000097,-0.19792551248873547
ACH-000098,-0.12149567315345568
ACH-000099,-0.06964576259179905
ACH-000108,-0.10057333912338903
ACH-000113,-0.02833216866892508
ACH-000116,-0.16088959959981086
ACH-000118,-0.10147056653995737
ACH-000120,-0.175279080522325
ACH-000123,-0.06436607518630087
ACH-000127,-0.17455314127117938
ACH-000128,-0.0624537915245431
ACH-000132,-0.14963593780775322
ACH-000133,-0.1284682448833203
ACH-000137,0.00746391075645468
ACH-000138,-0.06033230714285226
ACH-000142,-0.0036867445431822666
ACH-000143,-0.12880086838892238
ACH-000146,-0.1361085000755233
ACH-000148,-0.2368356635770366
ACH-000150,-0.09135330014931642
ACH-000152,-0.09778456904194142
ACH-000153,0.02840048514785965
ACH-000159,-0.09156335274546937
ACH-000160,-0.06858301322729038
ACH-000163,-0.11638453400529908
ACH-000167,-0.2810034793174227
ACH-000168,-0.021129831387538663
ACH-000169,-0.19258476583297865
ACH-000178,-0.21449264358875508
ACH-000183,-0.19283819173270544
ACH-000188,-0.26742154718510674
ACH-000189,-0.3760550982347621
ACH-000190,-0.06948774469773836
ACH-000198,-0.17840434492496587
ACH-000203,0.516156655129016
ACH-000204,-0.3008873724893705
ACH-000206,-0.5045997017957673
ACH-000207,-0.1545168201698102
ACH-000208,0.09614985155439032
ACH-000210,0.12599260178913232
ACH-000211,-0.09132142862189672
ACH-000215,-0.0992413270277426
ACH-000221,-0.21460468024081866
ACH-000222,-0.4221692497866221
ACH-000223,-0.14430479154091302
ACH-000226,-0.3053803581762389
ACH-000227,-0.24714951204746705
ACH-000228,-0.15188468907848054
ACH-000231,-0.16580382126679966
ACH-000232,-0.08067149139802561
ACH-000233,-0.043094604102583714
ACH-000234,-0.12401418261990868
ACH-000235,-0.16505537470289958
ACH-000237,-0.14324863492481751
ACH-000238,-0.22684623162557155
ACH-000242,-0.28989794094047433
ACH-000243,-0.1832154946024163
ACH-000244,-0.15547040510132415
ACH-000246,-0.10011534496887367
ACH-000248,-0.05025648973870401
ACH-000250,-0.12311198076586374
ACH-000251,-0.008650853993012244
ACH-000252,-0.3096357302928041
ACH-000253,-0.21303390552813825
ACH-000255,-0.092151118324697
ACH-000256,0.015862228536678454
ACH-000257,-0.18797985673645226
ACH-000258,-0.4068011168793823
ACH-000259,-0.2536946994594807
ACH-000260,-0.10729094351404153
ACH-000261,-0.05624154666733836
ACH-000262,-0.1889716473357396
ACH-000263,-0.004630131549346191
ACH-000264,-0.17224146381908842
ACH-000265,-0.2011708711581588
ACH-000266,-0.15074047573794508
ACH-000272,-0.13803512915025126
ACH-000274,-0.19467794577966446
ACH-000277,-0.14605607914297272
ACH-000278,-0.30504778440247504
ACH-000279,-0.08401133381698306
ACH-000280,-0.01321844494126922
ACH-000281,0.1295287180266326
ACH-000288,-0.10002191140083393
ACH-000291,-0.19073678473816852
ACH-000293,-0.1420987944982271
ACH-000294,-0.1286396557865459
ACH-000295,-0.09405618892994863
ACH-000296,-0.00044245428122488816
ACH-000302,-0.281622155194193
ACH-000304,-0.22425765826514726
ACH-000307,-0.16480963813413074
ACH-000308,-0.1658549589647145
ACH-000310,-0.16299236446039536
ACH-000311,-0.2935001412344025
ACH-000312,-0.2470238007394373
ACH-000315,0.02628556946456268
ACH-000316,0.07472892481929584
ACH-000317,-0.25434338365292625
ACH-000318,-0.15055464636223392
ACH-000319,-0.02925992315150291
ACH-000320,-0.10669283710035904
