,RAF1 (5894)
ACH-000004,0.09106266489454376
ACH-000005,0.4390705665888059
ACH-000007,-0.596046054747452
ACH-000009,-0.008075993855470148
ACH-000011,0.3408581145007322
ACH-000012,0.1209487685112614
ACH-000013,0.2240583572964169
ACH-000014,0.10270889475602292
ACH-000015,-0.07423536558612105
ACH-000017,0.17612524161991494
ACH-000018,-0.5216154159008973
ACH-000019,0.041668422640184825
ACH-000021,0.13454474289487392
ACH-000022,-0.4248471714391405
ACH-000025,-0.3728902876162322
ACH-000028,0.21253180915568465
ACH-000030,0.3672950488904567
ACH-000035,0.02444150942745971
ACH-000036,-0.4087627406144929
ACH-000037,-0.13164490637184115
ACH-000039,0.27324994642048817
ACH-000040,-0.20071142416970386
ACH-000041,0.22506539525235195
ACH-000042,-0.7528512940170473
ACH-000045,0.013891035444864131
ACH-000047,0.07031580872510937
ACH-000052,-0.06864918576055072
ACH-000053,0.3556899010403868
ACH-000054,-0.28204306142220553
ACH-000055,-0.07371357558781537
ACH-000060,-0.36105828968843817
ACH-000067,0.07080217352532815
ACH-000070,-0.02410785413067144
ACH-000075,-0.21270602189324025
ACH-000078,-0.21787644140971604
ACH-000082,0.09620157087217797
ACH-000085,0.107954789231262
ACH-000086,0.01838619658887644
ACH-000087,-0.036344177017312726
ACH-000092,0.1430925077269569
ACH-000095,0.0815567629395153
ACH-000097,0.1220179118137125
ACH-000098,0.16438402346250208
ACH-000099,-0.2012235572973805
ACH-000108,0.012623502734938069
ACH-000113,0.22148134217471865
ACH-000116,0.18990463189602394
ACH-000118,0.3644301185094713
ACH-000120,-0.5998265477348435
ACH-000123,0.1202409036770113
ACH-000127,0.05501909091357205
ACH-000128,0.1366579191476814
ACH-000132,-0.440518021847028
ACH-000133,0.10186576917131776
ACH-000137,0.052564817693777285
ACH-000138,-0.1769141613560043
ACH-000142,-0.0010210394085278312
ACH-000143,-0.04953608975591951
ACH-000146,-0.4597191213462885
ACH-000148,-0.2146671346574821
ACH-000150,0.08311929221419312
ACH-000152,-0.055036978374517466
ACH-000153,-0.005115878203063204
ACH-000159,0.14191942156752632
ACH-000160,-0.014512689736394153
ACH-000163,-0.6023497988287894
ACH-000167,-0.20026664390553148
ACH-000168,-0.6551734979810759
ACH-000169,-0.5080161791084629
ACH-000178,-0.7032133831776146
ACH-000183,0.2624555068391922
ACH-000188,0.13175238081735965
ACH-000189,-0.138232297779772
ACH-000190,-0.1888605697477244
ACH-000198,-0.2680662404238183
ACH-000203,0.2817299743511811
ACH-000204,-0.08598389052372367
ACH-000206,-0.14731979171512646
ACH-000207,-0.09558238041082648
ACH-000208,0.13801873988319235
ACH-000210,0.2662770431836838
ACH-000211,0.1295297842933305
ACH-000215,0.06250756678423344
ACH-000221,0.1126750695641648
ACH-000222,-0.17406558755392704
ACH-000223,0.11815601805880957
ACH-000226,0.2198860315348608
ACH-000227,-0.13276859034456953
ACH-000228,0.012178859071247406
ACH-000231,-0.15445730184574266
ACH-000232,0.06864577860826793
ACH-000233,0.17263418668458627
ACH-000234,0.07388892192487706
ACH-000235,-0.20279786623774487
ACH-000237,-0.052825689767043806
ACH-000238,-0.3040758467095043
ACH-000242,-0.1272287771396541
ACH-000243,-0.26267868666067823
ACH-000244,-0.5754867994276485
