,H2AFZ (3015)
ACH-000004,-0.9535956830882352
ACH-000005,-1.1416023586823276
ACH-000007,-0.53600634409672
ACH-000009,-0.5965746493514638
ACH-000011,-0.5600619920564895
ACH-000012,-0.7207837730858803
ACH-000013,-0.7494758985112397
ACH-000014,-0.2982319493960342
ACH-000015,-0.4940167997862301
ACH-000017,-0.5567304137017719
ACH-000018,-0.5430951519407156
ACH-000019,-0.5414708557509286
ACH-000021,-0.502220172076901
ACH-000022,-0.3877887394191512
ACH-000025,-0.6494028733983551
ACH-000028,-0.5804012125117829
ACH-000030,-0.6475256043010799
ACH-000035,-0.3611382378002872
ACH-000036,-0.4276482049626137
ACH-000037,-0.6334196767985121
ACH-000039,-0.6741402803910022
ACH-000040,-0.5974235625729402
ACH-000041,-1.0487301190668272
ACH-000042,-0.4166239489971178
ACH-000045,-0.770070230135587
ACH-000047,-0.29551207210375896
ACH-000052,-0.7138902665203308
ACH-000053,-0.4607924898169913
ACH-000054,-0.4006548349724442
ACH-000055,-0.9994125266287652
ACH-000060,-0.7013991259289145
ACH-000067,-0.5070497936753519
ACH-000070,-1.1025317206954404
ACH-000075,-0.3488431975819821
ACH-000078,-0.5574758638724252
ACH-000082,-0.5381636263903642
ACH-000085,-0.5242577092805705
ACH-000086,-0.40899345474693466
ACH-000087,-0.6722063713643196
ACH-000092,-0.7592224991455673
ACH-000095,-0.7274125584403438
ACH-000097,-0.7177044320787322
ACH-000098,-0.7277008110349092
ACH-000099,-0.4445913574370461
ACH-000108,-0.7398826806751966
ACH-000113,-0.6948793651851158
ACH-000116,-0.7174269452995095
ACH-000118,-0.6428145841012011
ACH-000120,-0.6875834743416269
ACH-000123,-0.6350221402212096
ACH-000127,-0.4275057621519175
ACH-000128,-0.7292825401773239
ACH-000132,-0.4422576703366428
ACH-000133,-0.5066304119558978
ACH-000137,-0.17318353512605092
ACH-000138,-0.5776060152475432
ACH-000142,-0.4071633469678617
ACH-000143,-1.0495795553719889
ACH-000146,-0.6110909016179114
ACH-000148,-0.5277245773813025
ACH-000150,-0.4514864310151905
ACH-000152,-0.5479306597234415
ACH-000153,-0.8360895399285025
ACH-000159,-0.6099196118284512
ACH-000160,-0.7333669860320176
ACH-000163,-0.6214464322386161
ACH-000167,-0.21752396611408825
ACH-000168,-0.8934668184379386
ACH-000169,-0.5359436139272453
ACH-000178,-0.3700053274478571
ACH-000183,-0.7026473176810242
ACH-000188,-0.9903819764008498
ACH-000189,-0.857929551694303
ACH-000190,-0.5296795070822123
ACH-000198,-0.5802228831383441
ACH-000203,-0.555749904828869
ACH-000204,-0.46468531224704496
ACH-000206,-1.1677551629350469
ACH-000207,-0.7252829911924696
ACH-000208,-0.1912096441625343
ACH-000210,-0.8562122243433773
ACH-000211,-0.5094134497192918
ACH-000215,-0.5874133465325456
ACH-000221,-0.9745257249382618
ACH-000222,-0.5945848809798331
ACH-000223,-0.4950088741321321
ACH-000226,-0.7975295316305003
ACH-000227,-0.7436818931558272
ACH-000228,-0.4018391307079465
ACH-000231,-0.7219838437840111
ACH-000232,-0.68515032706432
ACH-000233,-0.8291776304227806
ACH-000234,-0.6331817799143743
ACH-000235,-0.4269717051613096
ACH-000237,-0.7776128852946059
ACH-000238,-0.5371143487863138
ACH-000242,-0.28968462553662616
ACH-000243,-0.2010688876148467
ACH-000244,-0.5205353773177578
ACH-000246,-0.366471248528326
ACH-000248,-0.5370993987797517
ACH-000250,-0.4076511433035389
ACH-000251,-0.7522029314702892
ACH-000252,-0.4710858187078752
ACH-000253,-0.4951897941895782
ACH-000255,-0.6241247115161886
ACH-000256,-0.5915247121521368
ACH-000257,-0.7358710273787332
ACH-000258,-0.5827842083935139
ACH-000259,-0.5442267510479303
ACH-000260,-0.95653321802871
ACH-000261,-0.3330811467635131
ACH-000262,-0.5995342623696065
ACH-000263,-0.4438806770602117
ACH-000264,-0.4820498666515003
ACH-000265,-0.76060960008438
ACH-000266,-0.3932431766331154
ACH-000272,-0.4915137938268298
ACH-000274,-0.33076436987932284
ACH-000277,-0.7179133326693362
ACH-000278,-0.5853379021065372
ACH-000279,-0.9768756498771513
ACH-000280,-0.23355252426804565
ACH-000281,-0.7136256275141578
ACH-000288,-0.4621901853841942
ACH-000291,-0.7795325291155759
ACH-000293,-0.7214716726237904
ACH-000294,-0.7021586702472551
ACH-000295,-0.4620947323836978
ACH-000296,-0.813552896411303
ACH-000302,-0.688001823943638
ACH-000304,-0.4138378153892806
ACH-000307,-0.5236464540733397
ACH-000308,-0.6649542383162644
ACH-000310,-0.45004261073309054
ACH-000311,-0.7436085048950763
ACH-000312,-0.7178119308875686
ACH-000315,-0.9200033728700516
ACH-000316,-0.6203873656683416
ACH-000317,-0.7612310734139491
ACH-000318,-0.687452832891606
ACH-000319,-0.5452759002128527
ACH-000320,-0.05529364703179663
ACH-000322,-0.44838934205138253
ACH-000323,-0.4755886540086454
ACH-000324,-0.26202169732057473
ACH-000329,-0.5367923301352849
ACH-000330,-0.5250101812804324
ACH-000331,-0.6096870016464586
ACH-000332,-0.555371543887745
ACH-000334,-0.8118891775279048
ACH-000335,-0.7330461808522779
ACH-000336,-0.7443920805038164
ACH-000337,-0.6433204771359897
ACH-000338,-1.0109130293881314
ACH-000339,-0.5913323795260177
ACH-000341,-0.4520137188194829
ACH-000348,-0.4112459998780653
ACH-000350,-0.6417851873954281
ACH-000352,-0.5902490059853237
ACH-000356,-0.3369408583635969
ACH-000361,-0.33564578228962505
ACH-000362,-0.7169252573427857
ACH-000363,-0.6445253066004881
ACH-000364,-0.7649465425931774
ACH-000365,-0.7812459266908742
ACH-000366,-0.5958591470038721
ACH-000368,-0.33372594832329305
ACH-000374,-0.7486759815170226
ACH-000375,-0.42997047078416
ACH-000376,-0.4638944561236094
ACH-000381,-0.5192119132679166
ACH-000383,-0.4751607055059161
ACH-000387,-0.964329462913224
ACH-000389,-0.5518152598776305
ACH-000390,-0.5595097761489641
ACH-000393,-0.4611431919051866
ACH-000395,-0.546660090641156
ACH-000396,-0.43017181602975735
ACH-000397,-0.6067835265928199
ACH-000401,-0.7338051162282315
ACH-000402,-0.055440274347740535
ACH-000403,-0.4073167478103749
ACH-000404,-0.7179563075026971
ACH-000406,-0.5250182013651526
ACH-000407,-0.6101051658455235
ACH-000408,-0.3448700248495528
ACH-000410,-0.5380143525944646
ACH-000411,-0.6325471832443251
ACH-000414,-0.33400096934292856
ACH-000415,-0.4722827887258307
ACH-000416,-0.596811555739616
ACH-000420,-0.4923182124286534
ACH-000421,-0.4650399642057129
ACH-000424,-0.9418029300442275
ACH-000425,-0.416026659147468
ACH-000426,-0.1256244685974963
ACH-000427,-0.2175656014852112
ACH-000433,-0.4606171630697493
ACH-000435,-0.5753783158287743
ACH-000436,-0.7580520305439843
ACH-000444,-0.7375581066349615
ACH-000445,-0.4466869530175119
ACH-000448,-0.6221060277481529
ACH-000450,-0.113328944791649
ACH-000452,-0.6236426095606433
ACH-000454,-0.9403223943560586
ACH-000458,-0.6183146051587736
ACH-000459,-1.050651420515727
ACH-000460,-0.5254992676159143
ACH-000461,-0.4789075615761912
ACH-000463,-0.6085981836339907
ACH-000464,-0.4819159401116185
ACH-000466,-0.2208912694907741
ACH-000467,-0.4527407883222206
ACH-000468,-0.4934763739967818
ACH-000469,-0.4837952622819088
ACH-000470,-0.5763899567582231
ACH-000471,-0.3044365376983486
ACH-000472,-0.4825786050715323
ACH-000473,-0.4634131193282697
ACH-000475,-0.5288942561740344
ACH-000476,-0.4594924013481198
ACH-000477,-0.4792542297829054
ACH-000479,-0.1596133029001074
ACH-000480,-0.473186355729789
ACH-000481,-0.6942716367335783
ACH-000483,-0.21532112710317747
ACH-000484,-0.7141887712418213
ACH-000485,-0.7008692712827335
ACH-000486,-1.2205056125452456
ACH-000487,-0.8899042457332901
ACH-000488,-0.8581915702187641
ACH-000490,-0.4910148913882655
ACH-000491,-0.4562891310767644
ACH-000495,-0.3894216136965543
ACH-000496,-0.7334725797285826
ACH-000499,-0.908635314216481
ACH-000500,-0.38466938353686797
ACH-000502,-0.7255231580300096
ACH-000503,-0.5198524885536888
ACH-000505,-0.33793070955228155
ACH-000507,-0.36555445085756055
ACH-000510,-0.55147072674981
ACH-000511,-0.6297298255871151
ACH-000512,-1.0336104865258202
ACH-000516,-0.4906081100411906
ACH-000517,-0.4580505819487537
ACH-000518,-0.491808797388383
ACH-000520,-0.4602903063954881
ACH-000521,-0.6004355304801611
ACH-000522,-0.5170974378538586
ACH-000524,-0.5237158697093388
ACH-000527,-0.3409637265091125
ACH-000528,-0.40151639121680704
ACH-000537,-0.29910315852430536
ACH-000541,-0.6744195611686423
ACH-000542,-0.5297877771263761
ACH-000544,-0.5492320992103373
ACH-000545,-0.3942957469790988
ACH-000547,-0.6898369422726769
ACH-000548,-0.5008275241725415
ACH-000549,-0.593092724917208
ACH-000550,-0.5262371228075439
ACH-000552,-0.35561202736906505
ACH-000556,-0.5874363135847558
ACH-000557,-0.7530499885537997
ACH-000569,-0.2834267016597753
ACH-000570,-0.5105142012363793
ACH-000571,-0.3923532159735678
ACH-000573,-0.6859990408442337
ACH-000576,-0.5545945366245456
ACH-000579,-0.5055351284175973
