,CYB5D1 (124637)
ACH-000004,0.07076161692328344
ACH-000005,0.03092506068325648
ACH-000007,0.11446622711294872
ACH-000009,-0.010356863833531786
ACH-000011,0.367218746846803
ACH-000012,0.061777368578198974
ACH-000013,0.046780996550743366
ACH-000014,0.12442613868835214
ACH-000015,0.06852478998835773
ACH-000017,0.14833860865133824
ACH-000018,-0.004262772238923018
ACH-000019,0.15535755640204593
ACH-000021,0.16908592102069275
ACH-000022,0.17834173319493735
ACH-000025,0.10744455527997686
ACH-000028,0.13031682088299776
ACH-000030,0.1580377494653734
ACH-000035,0.025918724851792054
ACH-000036,0.0789325840907123
ACH-000037,0.023432686198746232
ACH-000039,0.15537804792506735
ACH-000040,0.17838581933478231
ACH-000041,0.21000268874468134
ACH-000042,0.061600671789991276
ACH-000045,0.14231187840138546
ACH-000047,0.16452089960109342
ACH-000052,0.2991835623815063
ACH-000053,0.18953008295157675
ACH-000054,0.2419794870652832
ACH-000055,0.2584254824033738
ACH-000060,0.044050531539276086
ACH-000067,0.253717977229921
ACH-000070,0.2126691041046861
ACH-000075,0.06242133289642564
ACH-000078,-0.03867660518376122
ACH-000082,0.03594471617862334
ACH-000085,0.1855434757293004
ACH-000086,0.09413839202879327
ACH-000087,0.11419736324637515
ACH-000092,0.13926933611228245
ACH-000095,0.09837451286188102
ACH-000097,0.08931159734942078
ACH-000098,0.07085180159096027
ACH-000099,0.1176225447745802
ACH-000108,0.013108925899655541
ACH-000113,0.2113323049619564
ACH-000116,0.06925067303071047
ACH-000118,0.0618196203994575
ACH-000120,-0.05444084872392644
ACH-000123,0.176893389156971
ACH-000127,0.11510400809811586
ACH-000128,0.049085257181609526
ACH-000132,-0.06858367060760748
ACH-000133,0.05639797566262551
ACH-000137,0.2570574624079113
ACH-000138,0.13835668398901904
ACH-000142,0.2637563150852033
ACH-000143,0.02026270705941835
ACH-000146,0.20284981842841301
ACH-000148,0.19311273836817214
ACH-000150,0.14877001919280786
ACH-000152,0.03260744909963791
ACH-000153,0.2020942686615043
ACH-000159,0.1107455592123004
ACH-000160,0.09031796461690893
ACH-000163,-0.0055743385575185616
ACH-000167,0.31889833724562805
ACH-000168,0.3291436928235359
ACH-000169,0.15921094225917146
ACH-000178,0.05667746216479255
ACH-000183,-0.03148778980852508
ACH-000188,0.0899746292640071
ACH-000189,0.2616847849139485
ACH-000190,0.06337477747840474
ACH-000198,0.044435779993761325
ACH-000203,-0.11475151861858104
ACH-000204,-0.21710733633241824
