,VHL (7428)
ACH-000004,-0.27814512552361537
ACH-000005,-0.05877054218266105
ACH-000007,-0.8525215319964041
ACH-000009,-0.45674336410733496
ACH-000011,-1.0297730056193597
ACH-000012,-1.037812815991222
ACH-000013,-1.168046998439079
ACH-000014,-1.1048622752319583
ACH-000015,-0.4574988790592426
ACH-000017,-1.3278313229374017
ACH-000018,-0.7639565021297882
ACH-000019,-0.8578583651252476
ACH-000021,-0.8132503205602603
ACH-000022,-0.6184584095974118
ACH-000025,-0.9437287747351856
ACH-000028,-0.9485517497300024
ACH-000030,-0.9333813959113048
ACH-000035,-0.6821325849079054
ACH-000036,-1.0222590264146774
ACH-000037,-0.34814187476598657
ACH-000039,-0.7152154423853821
ACH-000040,-1.0250367011844927
ACH-000041,-0.8814160223192591
ACH-000042,-1.1010801213986312
ACH-000045,-0.7428802225505194
ACH-000047,-0.7787355152617398
ACH-000052,-0.6803637960347967
ACH-000053,-1.0001376516778675
ACH-000054,-0.6900539151665922
ACH-000055,-1.027739968959719
ACH-000060,-1.00943854894712
ACH-000067,-0.7327564971853697
ACH-000070,-0.7270556154652568
ACH-000075,-0.6027164952818815
ACH-000078,-1.3064505117691347
ACH-000082,-1.0653439914808656
ACH-000085,-1.4277383650968332
ACH-000086,-0.4751322783575894
ACH-000087,-0.7654370203485229
ACH-000092,-0.5583818978364381
ACH-000095,-0.9231344014892601
ACH-000097,-0.7289035263155614
ACH-000098,-0.5774628392885832
ACH-000099,-0.9260167103200412
ACH-000108,-0.7592929737512681
ACH-000113,-0.8654439152863916
ACH-000116,-0.9802291090360591
ACH-000118,-0.9286261167170776
ACH-000120,-0.7890163984821194
ACH-000123,-0.8317134248464504
ACH-000127,-0.9134446542650594
ACH-000128,-0.8977597994987225
ACH-000132,-0.6333195906515939
ACH-000133,-0.9337366536594796
ACH-000137,-0.8393991848091849
ACH-000138,-1.359482582781469
ACH-000142,-1.247493608702968
ACH-000143,-0.8310392924198723
ACH-000146,-0.7375468392671591
ACH-000148,-0.7873711187834611
ACH-000150,-0.9176536411642422
ACH-000152,-0.6379630838976882
ACH-000153,-0.2949074132239414
ACH-000159,-0.4424787112918081
ACH-000160,-0.8109743249907128
ACH-000163,-1.084138662931066
ACH-000167,-1.2452625504081811
ACH-000168,-1.1661107541734048
ACH-000169,-0.8185174557843541
ACH-000178,-0.7439309112888156
ACH-000183,-0.4809410698341099
ACH-000188,-1.110144276970349
ACH-000189,-0.2497669734296224
ACH-000190,-1.1225574597111885
ACH-000198,-0.7240069923125889
ACH-000203,-0.7325442628889842
ACH-000204,-0.9035552739152488
ACH-000206,-1.03720440047936
ACH-000207,-1.0852570194042694
ACH-000208,-0.7695619186329694
ACH-000210,-0.6502362274679644
ACH-000211,-0.7692924190050268
ACH-000215,-0.9052817949582954
ACH-000221,-0.7990242258171261
ACH-000222,-0.9971372274719288
ACH-000223,-0.36580984975668585
ACH-000226,-0.9294865239232348
ACH-000227,-1.0112236203185347
ACH-000228,-0.8734207933973014
ACH-000231,-0.9911054163452564
ACH-000232,-1.0016459861647182
ACH-000233,-0.9889716879561584
ACH-000234,-1.2524161633585107
ACH-000235,-1.1488567822511986
ACH-000237,-1.1394936451797866
ACH-000238,-1.00632577939603
ACH-000242,-0.7101649961860393
ACH-000243,-0.8634570530020791
ACH-000244,-1.2995472400115524
ACH-000246,-0.3058164743810227
ACH-000248,-0.9080445945841364
ACH-000250,-0.2809367285290656
ACH-000251,-1.3221416575432918
ACH-000252,-0.6507040488951914
ACH-000253,-0.7675570240215703
ACH-000255,-1.1014588846163171
ACH-000256,-1.1529467966344054
ACH-000257,-0.8837820895189542
ACH-000258,-0.6591147443971729
ACH-000259,-1.2617628164150747
ACH-000260,-0.8200023521237544
ACH-000261,-0.7677540071600271
ACH-000262,-0.19373257823595744
ACH-000263,-1.1428117601448713
ACH-000264,-0.8210161714398639
ACH-000265,-0.7059167872472787
ACH-000266,-1.1702108303377448
ACH-000272,-0.5359796070853685
ACH-000274,-1.0493027208762555
ACH-000277,-0.8485877025178221
ACH-000278,-1.1236704659920769
ACH-000279,-0.8398786204113553
ACH-000280,-1.3718913104588986
ACH-000281,-1.0817085435981697
ACH-000288,-0.8524704079899639
ACH-000291,-0.7074122453217232
ACH-000293,-0.7061911253418142
ACH-000294,-0.07293522965117301
ACH-000295,-0.7166277219785415
ACH-000296,-0.974856816893398
ACH-000302,-1.0369140798872054
ACH-000304,-1.6741989396035326
ACH-000307,-1.0869105071120808
ACH-000308,-0.8604360662441782
ACH-000310,-0.7761173737655305
ACH-000311,-1.1740282637045003
ACH-000312,-1.0713225130587989
ACH-000315,-0.9436223933783996
ACH-000316,-1.1485046785747466
ACH-000317,-0.1275016959907773
ACH-000318,-1.1855932427459472
ACH-000319,-0.4276576188263319
ACH-000320,-1.2125335824042205
ACH-000322,-0.8320354087793579
ACH-000323,-0.7254970256103781
ACH-000324,-0.8874595584438046
ACH-000329,-0.4059152271802762
ACH-000330,-0.9181184078662784
ACH-000331,-0.8468422078643472
ACH-000332,-1.017432646658511
ACH-000334,-1.2303104706335373
ACH-000335,-0.7153148023329308
ACH-000336,-0.9550747488374404
ACH-000337,-1.4385144384483333
ACH-000338,-0.7000206023346814
ACH-000339,-1.0387111450758384
ACH-000341,-1.4566430052276207
ACH-000348,-0.8918618698111692
ACH-000350,-1.1597411995854283
ACH-000352,-1.0683729127856558
ACH-000356,-0.7873332116645005
ACH-000361,-0.8249091868053173
ACH-000362,-0.5509812522868589
ACH-000363,-0.8418502002258758
ACH-000364,-0.9996016960555888
ACH-000365,-0.9353768002099068
ACH-000366,-1.0850809169046018
ACH-000368,-0.6914195140784003
ACH-000374,-0.419618644726699
ACH-000375,-0.5242238184484668
ACH-000376,-0.7506632742073226
ACH-000381,-0.8103250048362031
ACH-000383,-1.0571590579374075
ACH-000387,-0.15010340886763476
ACH-000389,-0.8836227753944167
ACH-000390,-1.2692334521037834
ACH-000393,-0.7421436079428435
ACH-000395,-0.6957695915964888
ACH-000396,-0.4667684498160912
ACH-000397,-0.9257277771402592
ACH-000401,-0.992343732953659
ACH-000402,-1.2785989044474273
ACH-000403,-0.7327929861289109
ACH-000404,-1.0390389962216522
ACH-000406,-1.1063251748866816
ACH-000407,-0.8049528598370845
ACH-000408,-1.2079420240937604
ACH-000410,-1.0649323366980206
ACH-000411,-0.36733475559418655
ACH-000414,-1.3651304151390826
ACH-000415,-1.3023216333146228
ACH-000416,-0.9916164092296446
ACH-000420,-0.8512714109389894
ACH-000421,-0.8559656276753751
ACH-000424,-0.5224564556364201
ACH-000425,-1.0271672273689527
ACH-000426,-1.6529479486145835
ACH-000427,-0.6658922471622278
ACH-000433,-0.7024717844581845
ACH-000435,-0.6162568302020878
ACH-000436,-0.8161693455675697
ACH-000444,-0.811801519637148
ACH-000445,-1.003751995050587
ACH-000448,-0.9373278136506726
ACH-000450,-0.9206200821597144
ACH-000452,-1.1450179728667007
ACH-000454,-0.9056389239171424
ACH-000458,-1.238021762469154
ACH-000459,-0.7008961352572589
ACH-000460,-0.9949780141275376
ACH-000461,-0.8496990545542993
ACH-000463,-0.9877237123653154
ACH-000464,-1.155482020145432
ACH-000466,-0.9301193813032612
ACH-000467,-0.6574310556342379
ACH-000468,-0.6220278985267145
ACH-000469,-0.6628346946035839
ACH-000470,-0.5906036695549394
ACH-000471,-1.0197729992694582
ACH-000472,-0.9401544002960962
ACH-000473,-1.191499918006374
ACH-000475,-0.946866387460564
ACH-000476,-1.0384271639904332
ACH-000477,-1.0015662809058394
ACH-000479,-0.7678792757303834
ACH-000480,-1.0911089116415515
ACH-000481,-0.8387963684873125
ACH-000483,-0.8953101187707677
ACH-000484,-0.13417230408021272
ACH-000485,-0.7027875483602783
ACH-000486,-0.8974882279548368
ACH-000487,-0.33602992683701666
ACH-000488,-0.9289988216456532
ACH-000490,-0.9484963462978572
ACH-000491,-0.8751908674797159
ACH-000495,-0.3788491844147567
ACH-000496,-1.0561178347906892
ACH-000499,-1.0001337537353328
ACH-000500,-0.8878585498227143
ACH-000502,-1.1100242756087773
ACH-000503,-0.7630959942520973
ACH-000505,-1.054363560967174
ACH-000507,-0.7227870435222965
ACH-000510,-0.3985283370997612
ACH-000511,-0.8428262524996382
ACH-000512,-0.6459081857355927
ACH-000516,-0.3236229651215358
ACH-000517,-0.6848648401265722
ACH-000518,-1.3288850763261395
ACH-000520,-0.6779786606938035
ACH-000521,-0.9103068177848144
ACH-000522,-1.0025805570597226
ACH-000524,-0.8808866276944509
ACH-000527,-1.0386433404615842
ACH-000528,-0.95119410224475
ACH-000537,-1.2299132817970448
ACH-000541,-0.7168165644164345
ACH-000542,-0.9229732775174788
ACH-000544,-1.1031371406329853
ACH-000545,-1.1986424642413882
ACH-000547,-1.501071932195145
ACH-000548,-0.6807698642478311
ACH-000549,-0.6803733344164551
ACH-000550,-0.6833316942069365
ACH-000552,-0.6715407407556443
ACH-000556,-1.0923459455624345
ACH-000557,-0.6011114575340009
ACH-000569,-0.206525538874255
ACH-000570,-0.958683762102957
ACH-000571,-0.8316949415831467
ACH-000573,-0.8334126458999279
ACH-000576,-1.1615547716007564
ACH-000579,-0.951916956473876
ACH-000580,-1.3667568030547521
ACH-000584,-0.8760710914471278
ACH-000585,-0.2355398994908509
ACH-000588,-0.9757913084441888
ACH-000589,-1.1131647504725763
ACH-000591,-1.0282615003560804
ACH-000593,-0.758647886576007
ACH-000600,-0.3700910240512784
ACH-000601,-0.9890816775672479
ACH-000605,-1.3547961510862951
ACH-000606,-1.0311251902437233
ACH-000608,-0.3979780447592437
ACH-000614,-0.9573502229070664
ACH-000616,-1.0003982649056578
ACH-000618,-1.1262415668438863
ACH-000619,-1.0896838057616711
ACH-000620,-1.2178943404270135
ACH-000621,-0.8016898546549153
ACH-000622,-0.8263837848013732
ACH-000623,-0.8175273160055527
ACH-000624,-0.9343177342298448
ACH-000627,-0.6917753584255066
ACH-000630,-1.1008548492873662
ACH-000631,-1.2954834660487409
ACH-000632,-0.9351625753504405
ACH-000633,-0.9599614762925586
ACH-000637,-1.022999537549896
ACH-000638,-1.1363943201731093
ACH-000646,-1.332348523398806
ACH-000647,-0.7243292903294841
ACH-000648,-1.3861291828326865
ACH-000649,-0.2674627007799559
ACH-000651,-0.7146801428555429
ACH-000652,-1.1646650420271014
ACH-000653,-0.9281513729876124
ACH-000657,-0.8963408771640853
ACH-000658,-0.567370296548111
ACH-000661,-1.3829322143629668
ACH-000662,-0.3938986783869338
ACH-000663,-1.3911750789860815
ACH-000665,-1.09143340287478
ACH-000671,-1.061846189090545
ACH-000672,-1.1414571882114743
ACH-000673,-1.0288767057200638
ACH-000676,-0.9188786151860668
ACH-000677,-1.2987997348738487
ACH-000681,-1.0792524690193566
ACH-000683,-0.9601270746264724
ACH-000684,-0.36238944549549706
ACH-000688,-0.7550380196150659
ACH-000693,-0.9053683122689824
ACH-000694,-1.1074879978050278
ACH-000695,-0.8456602118119949
ACH-000696,-0.5868465146558214
ACH-000697,-0.5864163681534441
ACH-000699,-0.5664004782502241
ACH-000701,-1.1796814818340262
ACH-000706,-0.9517112101070136
ACH-000711,-0.8904061340470991
ACH-000713,-1.0320031880570235
ACH-000714,-0.9115691212553372
ACH-000718,-0.7974166118205701
ACH-000720,-1.2638123293561268
ACH-000721,-0.5630931539256576
ACH-000724,-1.3015517717685394
ACH-000725,-0.7484025217224358
ACH-000732,-1.1011568334308492
ACH-000734,-1.0745494922061454
ACH-000735,-0.9907350766992388
ACH-000736,-0.9080705961763024
ACH-000738,-0.8998589602201678
ACH-000746,-0.7022943259438178
ACH-000747,-0.5689883577334449
ACH-000748,-0.9057489238923954
ACH-000753,-1.2124180705920145
ACH-000756,-0.9294062938384878
ACH-000757,-0.569988182305752
ACH-000758,-0.8272231806017786
ACH-000760,-1.022338424690105
ACH-000762,-1.250603401721706
ACH-000763,-1.1850631557037499
ACH-000764,-0.9959690346478508
ACH-000765,-1.2440223996645616
ACH-000766,-0.969248583702478
ACH-000767,-1.0325419771923872
ACH-000768,-0.9051790759891922
ACH-000769,-0.8243796832404042
ACH-000770,-0.7653421523225178
ACH-000771,-0.9340239217977754
ACH-000773,-0.8309617440670866
ACH-000776,-1.2540919416903145
ACH-000777,-1.1883134924888892
ACH-000778,-1.6726355462175728
ACH-000781,-1.3388999551838543
ACH-000782,-0.9204086777837256
ACH-000783,-0.3820945767372971
ACH-000784,-0.874018446186018
ACH-000785,-0.9203427951248612
ACH-000787,-1.1195654026075226
ACH-000788,-0.9765616671613052
ACH-000791,-0.8206698932939179
ACH-000792,-1.3852682485730765
ACH-000794,-0.872990340983939
ACH-000796,-0.8918350339893625
ACH-000798,-0.6310659166631161
ACH-000799,-0.6282994056970863
ACH-000800,-1.79958188864176
ACH-000802,-1.060563522660418
ACH-000804,-1.1550073287540932
ACH-000805,-1.0074480434141742
ACH-000809,-0.8820489867964351
ACH-000810,-0.6545059451955719
ACH-000811,-0.8093563210066146
ACH-000817,-0.793447260207479
ACH-000819,-0.8279235123985347
ACH-000820,-0.6406845253272049
ACH-000821,-0.5627193365790966
ACH-000822,-0.981190091068988
ACH-000823,-0.9107077401858528
ACH-000824,-1.0825033833277262
ACH-000827,-0.9967970278233608
ACH-000829,-0.6764254711976391
ACH-000831,-0.7207735090530407
ACH-000832,-0.9427659254199816
ACH-000833,-1.1937667126487372
ACH-000834,-1.1159779488617318
ACH-000835,-0.6428431254094856
ACH-000836,-1.0029712824906076
ACH-000837,-1.2340128203444247
ACH-000838,-0.5888228278018846
ACH-000839,-0.7470971003614899
ACH-000840,-0.749628812085952
ACH-000841,-1.0264205424448525
ACH-000843,-1.058533836902777
ACH-000846,-1.0819682536074
ACH-000847,-0.8532011510423919
ACH-000848,-0.77385295902363
ACH-000849,-0.3882640173485008
ACH-000851,-0.8024481432665733
ACH-000855,-0.9402839833507508
ACH-000856,-0.8557861910171758
ACH-000858,-0.9844748475071048
ACH-000859,-0.80315614111389
ACH-000861,-1.0656016445958352
ACH-000862,-0.98828512066424
ACH-000865,-0.6105412954334015
ACH-000866,-1.0797930968840377
ACH-000867,-0.9433492071215486
ACH-000869,-1.1083963720170271
ACH-000872,-1.3403022559303135
ACH-000873,-1.1886319020958993
ACH-000876,-1.3110208458961905
ACH-000878,-1.0318240644167185
ACH-000880,-1.025623579576108
ACH-000881,-0.991632581429377
ACH-000882,-0.785494355368374
ACH-000884,-0.6357157973896204
ACH-000885,-1.0376896642938822
ACH-000887,-0.8998637493195909
ACH-000889,-0.7940408501474359
ACH-000896,-1.28748046934442
ACH-000898,-0.6711329000106969
ACH-000900,-0.6723290447550356
ACH-000901,-0.26284712517562275
ACH-000905,-0.6093969977992503
ACH-000906,-1.0853157072865132
ACH-000907,-0.2407379206345455
ACH-000910,-1.08411252798835
ACH-000911,-1.0500584068604282
ACH-000912,-0.6916153472548905
ACH-000913,-1.094203961812487
ACH-000915,-0.8292811944478823
ACH-000916,-1.1147166803536088
ACH-000917,-0.8413771711411006
ACH-000920,-0.5425151501802459
ACH-000921,-1.1323882851348324
ACH-000924,-0.8741758974273082
ACH-000926,-0.8802249395720315
ACH-000928,-0.9778768304655632
ACH-000929,-1.1773658102648492
ACH-000932,-0.7609693323568709
ACH-000935,-1.0129007011716331
ACH-000936,-0.8974207242578773
ACH-000937,-0.7894385560675388
ACH-000938,-1.0591492652814651
ACH-000939,-1.0703132730354026
ACH-000941,-1.0345156718683317
ACH-000943,-0.5649240338073988
ACH-000946,-0.8336429182062642
ACH-000947,-0.6368551899800935
ACH-000948,-1.1406483168720172
ACH-000950,-0.9152951639021568
ACH-000953,-1.1074370187907232
ACH-000954,-0.7803402082930607
ACH-000957,-0.7407743265886417
ACH-000958,-0.6757333658642521
ACH-000960,-0.7931006186962716
ACH-000963,-0.02378729154230369
ACH-000968,-0.5351311533197967
ACH-000969,-0.5816341762299954
ACH-000972,-0.4352740781407838
ACH-000973,-0.6349273544039153
ACH-000974,-0.8700725073810529
ACH-000978,-0.550169188253081
ACH-000984,-0.6879135633803877
ACH-000986,-0.5823445348002559
ACH-000988,-1.0304484182711895
ACH-000993,-0.868712814997575
ACH-000994,-0.9805307021059604
ACH-000996,-0.6734937759467048
ACH-001001,-0.8955572237878301
ACH-001020,-0.5461150951589068
ACH-001028,-0.8815419540394913
ACH-001031,-0.5918107916551649
ACH-001038,-0.8159751798349564
ACH-001048,-0.9531974708327696
ACH-001050,-0.9129151904150452
ACH-001053,-0.8597978241369667
ACH-001054,-0.8262226482742572
ACH-001061,-0.8058944228147352
ACH-001067,-0.7909798106815509
ACH-001075,-0.95138542725871
ACH-001096,-1.0480841822103206
ACH-001111,-0.946739536343434
ACH-001119,-0.703637540393031
ACH-001128,-0.5252090989769049
ACH-001134,-0.7664923281942326
ACH-001151,-1.055591861309548
ACH-001163,-0.9000420403190508
ACH-001164,-0.9782604317780912
ACH-001183,-0.9973104053117564
ACH-001192,-0.7452321203903641
ACH-001193,-1.042009255002536
ACH-001196,-1.1101375137635359
ACH-001197,-0.6367661575384077
ACH-001205,-0.8457645437777083
ACH-001211,-0.4443743232849488
ACH-001212,-0.3682106225325391
ACH-001228,-0.9921948039099036
ACH-001232,-0.9404445783125016
ACH-001239,-1.0810535629313265
ACH-001270,-1.0514839240949994
ACH-001274,-0.9401710415640608
ACH-001275,-0.9926946583229048
ACH-001277,-1.019476844664341
ACH-001278,-0.5448563800774829
ACH-001280,-0.4513115737184696
ACH-001283,-0.6124438163052895
ACH-001289,-0.6757310783945595
ACH-001300,-0.8603511966533147
ACH-001301,-1.0814025562571454
ACH-001302,-1.2770624742620311
ACH-001306,-0.6851745807053957
ACH-001318,-1.0216686360920684
ACH-001322,-0.8282833434447929
ACH-001328,-1.0030164319846897
ACH-001332,-1.0890686840313504
ACH-001336,-0.8432444702071562
ACH-001346,-1.3016028764540004
ACH-001353,-0.8027387194829272
ACH-001354,-1.0496874614549627
ACH-001367,-0.7841295280557772
ACH-001368,-1.0020548908402322
ACH-001374,-0.5451968228948544
ACH-001377,-0.9412031392133378
ACH-001380,-0.746876483068141
ACH-001391,-1.0456235647832193
ACH-001408,-1.1818780765634562
ACH-001430,-0.8874444283065318
ACH-001431,-0.8093088599492396
ACH-001450,-1.1561275584336157
ACH-001496,-0.9016895291820178
ACH-001500,-0.5694041856675973
ACH-001523,-1.2348934415018522
ACH-001532,-0.5979206981367056
ACH-001550,-0.8160645163206887
ACH-001552,-0.2620357558411567
ACH-001554,-1.1305792289134462
ACH-001654,-1.2077563767975397
ACH-001735,-0.9408330228934288
