,BBX (56987)
ACH-000004,0.14938940341841972
ACH-000005,0.1891924915251625
ACH-000007,-0.024199313540399395
ACH-000009,-0.12711300786940585
ACH-000011,0.07299749031484536
ACH-000012,-0.03315604169643576
ACH-000013,0.15606568177674318
ACH-000014,0.02821930586186688
ACH-000015,0.017050330174696992
ACH-000017,-0.0414923835067204
ACH-000018,0.044116649446241836
ACH-000019,-0.11670576935886612
ACH-000021,0.058648285173536326
ACH-000022,-0.015170624546140963
ACH-000025,0.15739064172155715
ACH-000028,-0.007580243413802456
ACH-000030,-0.0005564013106315132
ACH-000035,-0.022340744679125057
ACH-000036,0.042407274274317376
ACH-000037,0.035416332756718495
ACH-000039,-0.07724938595807808
ACH-000040,-0.0845122925058795
ACH-000041,0.15046090734152467
ACH-000042,0.12292139366782084
ACH-000045,0.09358261061440433
ACH-000047,0.15488917475006125
ACH-000052,0.19953203786834564
ACH-000053,-0.07277683272402985
ACH-000054,0.03538656271739544
ACH-000055,0.0027448886700820467
ACH-000060,0.056614023309461525
ACH-000067,-0.007982009878307418
ACH-000070,0.07799804572243771
ACH-000075,-0.10634235759893276
ACH-000078,0.14901387213163622
ACH-000082,-0.01589868656112795
ACH-000085,0.1577177753029373
ACH-000086,-0.00048172359587779685
ACH-000087,0.12447447060905928
ACH-000092,-0.03687589975565015
ACH-000095,0.0007055991208759152
ACH-000097,-0.018247187755048647
ACH-000098,0.04193515764315168
ACH-000099,0.08812847571619932
ACH-000108,-0.06260448974118517
ACH-000113,0.09161930813502242
ACH-000116,0.04247772058976062
ACH-000118,-0.02095101599307692
ACH-000120,0.04541559201912647
ACH-000123,-0.0317777395379424
ACH-000127,0.08199670016429249
ACH-000128,-0.03628806820681142
ACH-000132,-0.07662755482733892
ACH-000133,0.08534482994556719
ACH-000137,0.05226236761194394
ACH-000138,0.12664791491383082
ACH-000142,0.07722603197318094
ACH-000143,-0.04397145598481805
ACH-000146,0.018173315448046824
ACH-000148,0.04743951284846184
ACH-000150,0.09987382240688708
ACH-000152,0.009254185193267348
ACH-000153,-0.0036987095855658494
ACH-000159,0.1271501775329085
ACH-000160,0.09995100052470744
ACH-000163,-0.07505921291179972
ACH-000167,-0.24139608480325705
ACH-000168,-0.018479966555565698
ACH-000169,-0.048019515109486315
ACH-000178,-0.0007866678624407832
ACH-000183,0.09240198984358856
ACH-000188,-0.05485904602450696
ACH-000189,-0.1721096131216277
ACH-000190,-0.2146423018475767
ACH-000198,0.038422210884625614
ACH-000203,0.16552159276413567
ACH-000204,-0.02499126040074707
ACH-000206,-0.26413883448183123
ACH-000207,0.061296112624080926
ACH-000208,0.04276166548241539
ACH-000210,-0.04262862613522608
ACH-000211,-0.008047263166818776
