,MKRN1 (23608)
ACH-000004,-0.3654939233514727
ACH-000005,-0.2888393548725685
ACH-000007,-0.3179412768166584
ACH-000009,-0.44445034358851215
ACH-000011,-0.6839773744271465
ACH-000012,-0.5274392115195624
ACH-000013,-0.4275270802282783
ACH-000014,-0.6182360878071569
ACH-000015,-0.4150593018371995
ACH-000017,-0.6154266119757116
ACH-000018,-0.37683973013351424
ACH-000019,-0.24521492134575595
ACH-000021,-0.5616543274447446
ACH-000022,-0.34889326455321273
ACH-000025,-0.2724466310211228
ACH-000028,-0.3721138553041134
ACH-000030,-0.3223508302680824
ACH-000035,-0.4039461320951837
ACH-000036,-0.5091913369166965
ACH-000037,-0.5523605814252788
ACH-000039,-0.3692264198087524
ACH-000040,-0.4426060402207709
ACH-000041,-0.4254049074104094
ACH-000042,-0.5380665648566583
ACH-000045,-0.4813999510054465
ACH-000047,-0.3920848225019107
ACH-000052,-0.5514414948512688
ACH-000053,-0.2638631143043583
ACH-000054,-0.5410028383448783
ACH-000055,-0.5697834589774641
ACH-000060,-0.4116604735737358
ACH-000067,-0.4460650112115888
ACH-000070,-0.2254533684716358
ACH-000075,-0.6410295057652315
ACH-000078,-0.374113425572666
ACH-000082,-0.6314170217755825
ACH-000085,-0.5514654719103711
ACH-000086,-0.22119136125389524
ACH-000087,-0.5175862080775563
ACH-000092,-0.3463059324395469
ACH-000095,-0.4803544136629354
ACH-000097,-0.42618399160457615
ACH-000098,-0.3292443219468135
ACH-000099,-0.3958248093926137
ACH-000108,-0.4746502917862911
ACH-000113,-0.2806855968264694
ACH-000116,-0.467210467871985
ACH-000118,-0.3774023612076589
ACH-000120,-0.4365806335627501
ACH-000123,-0.29860126528688313
ACH-000127,-0.40684774845667293
ACH-000128,-0.4672945255068223
ACH-000132,-0.4695610895234562
ACH-000133,-0.5462124007713669
ACH-000137,-0.33094555950822385
ACH-000138,-0.2692157082070364
ACH-000142,-0.35895881032686394
ACH-000143,-0.44987827541084985
ACH-000146,-0.463650678346193
ACH-000148,-0.4375839275611054
ACH-000150,-0.4724112729534855
ACH-000152,-0.34121403533586
ACH-000153,-0.31486013201616714
ACH-000159,-0.5201162337162615
ACH-000160,-0.09843074099906418
ACH-000163,-0.373398743296213
ACH-000167,-0.07865056437672856
ACH-000168,-0.32124460280011563
ACH-000169,-0.34127898218142544
ACH-000178,-0.4998598698979648
ACH-000183,-0.2342428749280896
ACH-000188,-0.3252911682420497
ACH-000189,-0.3883415340005062
ACH-000190,-0.06492560196625098
ACH-000198,-0.34491418184328043
ACH-000203,-0.198783577853686
ACH-000204,-0.32418686594417495
ACH-000206,-0.3620262967164029
ACH-000207,-0.3259631745270315
ACH-000208,-0.3780629302026459
ACH-000210,-0.3630152026047086
ACH-000211,-0.2990180775219793
ACH-000215,-0.3689334803676414
ACH-000221,-0.4364341093335428
ACH-000222,-0.40475137507461
ACH-000223,-0.4606183233967714
ACH-000226,-0.5202395526781509
ACH-000227,-0.5618677126056489
ACH-000228,-0.4205967182650069
ACH-000231,-0.4014934566431851
ACH-000232,-0.5961579613478519
ACH-000233,-0.5032470314277351
ACH-000234,-0.6188198335852673
ACH-000235,-0.4627272660618366
ACH-000237,-0.4529443726081757
ACH-000238,-0.3862285355727689
ACH-000242,-0.3235155795245464
ACH-000243,-0.20875370934358592
ACH-000244,-0.6003309883106411
ACH-000246,-0.5034434207013171
ACH-000248,-0.3246015705447873
ACH-000250,-0.4984398317635598
ACH-000251,-0.6786719653959461
ACH-000252,-0.4346838601800889
ACH-000253,-0.4820223340434396
ACH-000255,-0.4223361562647158
ACH-000256,-0.3963822063635675
ACH-000257,-0.14590910244078042
ACH-000258,-0.4031023147093084
ACH-000259,-0.3168611554627908
ACH-000260,-0.4045639282605517
ACH-000261,-0.4801284099102033
ACH-000262,-0.4930725988528526
ACH-000263,-0.7464004859098854
ACH-000264,-0.36058146440450906
