,NME6 (10201)
ACH-000004,-0.21862720382650733
ACH-000005,-0.6192854920584149
ACH-000007,-0.3670631081094808
ACH-000009,-0.20760894353993925
ACH-000011,0.03337925119757005
ACH-000012,-0.3240032683175442
ACH-000013,-0.18589557217206196
ACH-000014,-0.35866556356819296
ACH-000015,-0.3380278507917869
ACH-000017,-0.17056918439815108
ACH-000018,-0.2037671553272435
ACH-000019,0.027947804461056974
ACH-000021,-0.2503509457186195
ACH-000022,-0.4486433999188533
ACH-000025,-0.2534091314853392
ACH-000028,-0.4143952638240412
ACH-000030,-0.1929065884711424
ACH-000035,-0.17090612282195428
ACH-000036,-0.07236663980484878
ACH-000037,-0.17082482814275995
ACH-000039,-0.1501838204975424
ACH-000040,-0.05364201051117514
ACH-000041,-0.17367593479019128
ACH-000042,-0.2774309614355974
ACH-000045,-0.31815724285850155
ACH-000047,-0.261832421465922
ACH-000052,-0.28149650080395344
ACH-000053,-0.15154237321230726
ACH-000054,-0.12723270540723847
ACH-000055,-0.01863463494636572
ACH-000060,-0.43457616469250776
ACH-000067,-0.11907615035314192
ACH-000070,0.055229929129519004
ACH-000075,-0.20460623480497486
ACH-000078,-0.12435035628901504
ACH-000082,-0.14279728777769835
ACH-000085,-0.2045796219911552
ACH-000086,-0.3237960770479033
ACH-000087,-0.043880759017911566
ACH-000092,-0.08008863638913519
ACH-000095,-0.10961745118288932
ACH-000097,-0.054992940665288516
ACH-000098,-0.4187539569628017
ACH-000099,-0.3398371745192748
ACH-000108,-0.12847382547936814
ACH-000113,-0.2538169255717982
ACH-000116,-0.21730305590767826
ACH-000118,-0.07946823948129557
ACH-000120,-0.3638338227425757
ACH-000123,-0.3238557941846646
ACH-000127,-0.4864292962892249
ACH-000128,-0.18477927660188906
ACH-000132,-0.23560989357400494
ACH-000133,-0.22007050364174552
ACH-000137,-0.17621589742427046
ACH-000138,-0.1474243120402049
ACH-000142,-0.2375771744396072
ACH-000143,-0.5888197833793557
ACH-000146,-0.07091484630879108
