,ABHD16A (7920)
ACH-000004,-0.07732732730630992
ACH-000005,-0.042075619370159335
ACH-000007,-0.2270146669556111
ACH-000009,-0.12865805261379065
ACH-000011,-0.13390801446335288
ACH-000012,-0.22815886422614445
ACH-000013,-0.2931259655474208
ACH-000014,-0.3213649699321633
ACH-000015,-0.12190391936906993
ACH-000017,-0.03344415492032641
ACH-000018,-0.1474613245990655
ACH-000019,-0.13401141856146506
ACH-000021,-0.1398272295121574
ACH-000022,-0.11912513898503
ACH-000025,-0.07502518137713868
ACH-000028,-0.22564465775472364
ACH-000030,-0.11379649125832055
ACH-000035,-0.06658395028142917
ACH-000036,0.00182994250497672
ACH-000037,-0.17306710322796653
ACH-000039,-0.4156205315855346
ACH-000040,-0.18388926290280008
ACH-000041,-0.09893837097212252
ACH-000042,-0.05009613688855193
ACH-000045,-0.1642530285106796
ACH-000047,-0.1058309640433647
ACH-000052,-0.3170768490594967
ACH-000053,-0.0851275957049414
ACH-000054,-0.3002981444149897
ACH-000055,-0.12420152870586534
ACH-000060,-0.11541496298673415
ACH-000067,-0.1540824609198477
ACH-000070,-0.17294957066893726
ACH-000075,-0.06044915127349928
ACH-000078,-0.28810942168902315
ACH-000082,-0.13967207189021108
ACH-000085,-0.25818291705658336
ACH-000086,-0.14988459173753346
ACH-000087,-0.3606961442377967
ACH-000092,-0.11101270081972643
ACH-000095,-0.1914308912633472
ACH-000097,-0.13760982608611996
ACH-000098,-0.08055208218878528
ACH-000099,-0.1164113219045014
ACH-000108,-0.05336661222428233
ACH-000113,-0.16786636695207086
ACH-000116,-0.13455573568074994
ACH-000118,-0.06079384419068656
ACH-000120,-0.10768665207730647
ACH-000123,-0.2047660630656776
ACH-000127,-0.29164411691465303
ACH-000128,-0.08522214405344125
ACH-000132,-0.21474204274973505
ACH-000133,-0.13422114490583148
ACH-000137,-0.2374067301918542
ACH-000138,-0.19038512276274014
ACH-000142,0.082094323537605
ACH-000143,0.094079664927385
ACH-000146,-0.2588616553236343
ACH-000148,-0.08202974525643758
ACH-000150,-0.08814111085722301
ACH-000152,-0.1379950464248148
ACH-000153,0.005775340987438069
ACH-000159,0.0656023060273426
ACH-000160,-0.12109893426144007
ACH-000163,-0.20759320503159265
ACH-000167,-0.30987484470782106
ACH-000168,-0.3607780321159589
ACH-000169,-0.21924206339638566
ACH-000178,-0.08104286637853735
ACH-000183,-0.29031813422702274
ACH-000188,-0.27570295852116466
ACH-000189,0.10167090784418524
ACH-000190,-0.06361232828490945
ACH-000198,-0.2663816458241823
ACH-000203,-0.2791874085097283
ACH-000204,-0.2837857106271602
ACH-000206,-0.20174511033429868
ACH-000207,-0.17851942151439926
ACH-000208,-0.2219324382711812
ACH-000210,-0.2135973684880647
ACH-000211,-0.13449682289472722
ACH-000215,-0.25377296688930506
ACH-000221,-0.18635897691237527
ACH-000222,-0.044352780214618096
ACH-000223,-0.2799252593866334
ACH-000226,-0.11388010116916765
ACH-000227,-0.12779267811083594
ACH-000228,-0.26260363204409537
ACH-000231,-0.17840732066760567
ACH-000232,-0.13116504207855326
ACH-000233,-0.3107746495136461
ACH-000234,-0.3182463600731938
ACH-000235,-0.025896432464098503
ACH-000237,-0.16472649004109952
ACH-000238,-0.33216230110426564
ACH-000242,-0.3717432394559304
ACH-000243,-0.14811783254132482
ACH-000244,-0.1062763247603619
ACH-000246,-0.12519095770932193
ACH-000248,-0.13494699325941015
ACH-000250,-0.2198211523042526
ACH-000251,-0.25126860067577983
ACH-000252,-0.12580629586988315
ACH-000253,-0.1042778308020855
ACH-000255,-0.25398497529802994
ACH-000256,-0.11269959856890235
ACH-000257,-0.040648781289812926
ACH-000258,-0.1010605427535178
ACH-000259,-0.09406289377481912
ACH-000260,-0.11134318963683854
ACH-000261,-0.1702226982744301
ACH-000262,-0.03499514351400356
ACH-000263,-0.2849540900594668
ACH-000264,-0.16704306252211995
ACH-000265,-0.1424510490227452
ACH-000266,-0.13774244186769616
ACH-000272,-0.121939674518452
ACH-000274,-0.12866426196140582
ACH-000277,-0.092240550259186
ACH-000278,-0.07837054723147667
ACH-000279,-0.16343636088545754
ACH-000280,-0.11835271047361676
ACH-000281,-0.3736100943661666
ACH-000288,-0.19747443498083345
ACH-000291,-0.17165629390270334
ACH-000293,-0.015724151855131114
ACH-000294,-0.12816609440105278
ACH-000295,-0.2470677962728772
ACH-000296,-0.3626316963618844
ACH-000302,-0.2440108831224447
ACH-000304,-0.09369321947075307
ACH-000307,-0.14591250185067775
ACH-000308,-0.2320484395483215
ACH-000310,-0.21571957280040369
ACH-000311,-0.0866091967550316
ACH-000312,-0.1039774296016322
ACH-000315,-0.24731573435499746
ACH-000316,-0.19217437930595568
ACH-000317,-0.22838777874109414
ACH-000318,-0.17927386929138475
ACH-000319,-0.18972071037986726
ACH-000320,0.06874561713324807
ACH-000322,0.06234939739054119
ACH-000323,-0.04991122917806358
ACH-000324,-0.23620457075252566
ACH-000329,-0.12996592604639431
ACH-000330,-0.1296753527532953
ACH-000331,-0.3713871651909429
ACH-000332,-0.2556143767833986
ACH-000334,-0.1742573825223542
ACH-000335,-0.004758626299250786
ACH-000336,-0.19249238621238185
ACH-000337,-0.15710074545043184
ACH-000338,0.06432619971585213
ACH-000339,-0.16021794922968668
ACH-000341,0.05463052754690245
ACH-000348,-0.17595293210214172
ACH-000350,-0.13254872833619913
ACH-000352,-0.23228964560798115
ACH-000356,-0.02135815168565177
ACH-000361,-0.1186018977049692
ACH-000362,-0.3296295084131293
ACH-000363,-0.09833741912923363
ACH-000364,-0.13417380996487693
