,HIF1A (3091)
ACH-000004,0.0813753681889562
ACH-000005,-0.3224000962516981
ACH-000007,0.09991827426384448
ACH-000009,0.13005976453212406
ACH-000011,0.20598048649799605
ACH-000012,0.3126219757034985
ACH-000013,0.12043121481707025
ACH-000014,0.23873991433407146
ACH-000015,0.08705627168192341
ACH-000017,0.13700881929017633
ACH-000018,0.1755516601839343
ACH-000019,0.22456022858130031
ACH-000021,0.1889613406298272
ACH-000022,0.1336101301543342
ACH-000025,0.3137840862624613
ACH-000028,0.17204202740856872
ACH-000030,0.10263669487009007
ACH-000035,0.09752122472690168
ACH-000036,0.4031606477415412
ACH-000037,0.19070782053138455
ACH-000039,0.2971147156741937
ACH-000040,0.012655609228016855
ACH-000041,0.05285963335296445
ACH-000042,0.21553717700960484
ACH-000045,-0.106704781782099
ACH-000047,0.180259958487437
ACH-000052,0.1425914113725477
ACH-000053,0.5189740797589486
ACH-000054,0.0468789911693329
ACH-000055,-0.035360362422640436
ACH-000060,0.07056471974306122
ACH-000067,0.1011103507440434
ACH-000070,0.3982079940323125
ACH-000075,0.03961728809762986
ACH-000078,0.1353115653226547
ACH-000082,0.1331923666539485
ACH-000085,0.2654827338167932
ACH-000086,0.16791280216949125
ACH-000087,0.04513488574856876
ACH-000092,0.03581554422153903
ACH-000095,0.3113827486786641
ACH-000097,0.08871809596025915
ACH-000098,-0.00533074801275921
ACH-000099,0.15079786389101846
ACH-000108,0.09621245965337127
ACH-000113,0.2262843550744244
ACH-000116,-0.03822154866770815
ACH-000118,0.12304664569637146
ACH-000120,0.25960753981375595
ACH-000123,0.22022973653449301
ACH-000127,0.10336946225698453
ACH-000128,0.11887804248991872
ACH-000132,0.2270262550192844
ACH-000133,0.19357125322954247
ACH-000137,0.10083900999104363
ACH-000138,0.15193847388347714
ACH-000142,0.15750518561079976
ACH-000143,0.10034272579050496
ACH-000146,0.2750888917611455
ACH-000148,0.07696944560624756
ACH-000150,0.27132026727735137
ACH-000152,0.14244935375291198
ACH-000153,0.2465878221613462
ACH-000159,0.1812218978182977
ACH-000160,0.16552803416836148
ACH-000163,0.25552780293207816
ACH-000167,0.1937478555093141
ACH-000168,0.13742859215738593
ACH-000169,0.19098882861114336
ACH-000178,0.1441561677758857
ACH-000183,0.0718333453672708
ACH-000188,0.05574063335661456
ACH-000189,0.6055861507312681
ACH-000190,0.12619891234014438
ACH-000198,0.5010672385223124
ACH-000203,-0.03166968797983245
ACH-000204,1.5311741186106531
ACH-000206,0.27250369671829283
ACH-000207,0.23016848483381655
ACH-000208,0.12510063004946226
ACH-000210,0.5445998312005286
ACH-000211,0.11187087847106313
ACH-000215,0.12075729339641104
ACH-000221,0.04752432306029729
ACH-000222,0.11845197759660114
ACH-000223,-0.042239623922373064
ACH-000226,0.20592712300138516
ACH-000227,-0.0495244830378234
ACH-000228,0.11062073378871744
ACH-000231,0.14001320573518294
ACH-000232,0.1030402359279124
ACH-000233,0.2596368679846877
ACH-000234,0.5193627843924415
ACH-000235,0.18733582261583195
ACH-000237,0.336661520628057
ACH-000238,0.10911540136857656
ACH-000242,0.1738047727897019
ACH-000243,0.02552427319954715
ACH-000244,-0.01265451606932022
ACH-000246,1.0791062415627686
ACH-000248,-0.20759557536022194
ACH-000250,0.04788285448141286
ACH-000251,0.17927122040653706
ACH-000252,0.10274851032088317
ACH-000253,0.04856752436217792
ACH-000255,0.1841401861343432
ACH-000256,0.011888176628659958
ACH-000257,0.0825612595234083
ACH-000258,0.2487288497656281
ACH-000259,0.2417456028127853
ACH-000260,0.12295824738090715
ACH-000261,0.07215748832550961
ACH-000262,0.09068247277414544
ACH-000263,0.026323302237126145
ACH-000264,0.09207502633483217
ACH-000265,0.18907801485978548
ACH-000266,0.19424365360635346
ACH-000272,-0.11811998571186813
ACH-000274,0.1194220678027265
ACH-000277,0.2370116283832443
ACH-000278,0.12794012075113978
ACH-000279,0.1642322706872747
ACH-000280,0.37085646767594105
ACH-000281,0.12027831667547055
ACH-000288,0.19864336961604454
ACH-000291,0.01093644040920985
ACH-000293,0.06506239946857711
ACH-000294,-0.4106365523903041
ACH-000295,0.08607569177327397
ACH-000296,0.10487783471183043
ACH-000302,0.3285908629298908
ACH-000304,-0.023293897182412874
ACH-000307,0.1687232600651674
ACH-000308,0.14917848106008633
ACH-000310,0.15608059776899885
ACH-000311,0.2916796804010901
ACH-000312,0.2495680591979643
ACH-000315,0.27035763678004915
ACH-000316,0.3350160129793872
ACH-000317,0.16113723290388884
ACH-000318,-0.01363856667764235
ACH-000319,0.119566623446422
ACH-000320,0.1419167575116778
ACH-000322,0.3300656501679815
ACH-000323,0.01120775903858438
ACH-000324,0.27955922202918404
ACH-000329,0.10232599465357108
ACH-000330,0.1591235025965798
ACH-000331,0.06926597726964724
ACH-000332,0.14596320699984644
ACH-000334,1.0866933357318307
ACH-000335,0.031436664922789716
ACH-000336,0.5384788629371311
ACH-000337,0.2136773707915813
ACH-000338,0.25243569198279764
ACH-000339,0.2965534328995161
ACH-000341,0.06828594879364337
ACH-000348,0.12778315834112444
ACH-000350,0.19542318244120133
ACH-000352,0.2301348696748473
ACH-000356,0.051456885572976535
ACH-000361,0.17566100141257288
ACH-000362,-0.17921823360093408
ACH-000363,0.19825406279876426
ACH-000364,0.0895068647602336
ACH-000365,0.3126895846449373
ACH-000366,0.17580088289108428
ACH-000368,-0.12062080438136535
ACH-000374,0.14424287664966848
ACH-000375,-0.03591783606392139
ACH-000376,0.05249847834932293
ACH-000381,0.3377105045356363
ACH-000383,0.1412827481887041
ACH-000387,0.07603417877147972
ACH-000389,-0.10975284403958163
ACH-000390,0.20298620641012655
ACH-000393,0.14415817552493504
ACH-000395,-0.12265500446719753
ACH-000396,0.3135105387119325
ACH-000397,-0.02646352409176072
ACH-000401,0.11830333115763456
ACH-000402,0.19525973740803734
ACH-000403,0.02889666832648598
ACH-000404,0.1688179372784114
ACH-000406,0.3177306605258267
ACH-000407,0.06840096809449009
ACH-000408,0.12933500041185372
ACH-000410,0.2774026532320134
ACH-000411,-0.0830774025394422
ACH-000414,0.263008657312382
ACH-000415,0.11095069549261312
ACH-000416,0.08794991548824711
ACH-000420,0.18175720711167512
ACH-000421,0.09754624223638228
ACH-000424,0.3524998713321953
ACH-000425,0.28095161570993976
ACH-000426,0.18325642246747664
ACH-000427,0.19437867153730426
ACH-000433,0.2400047337361257
ACH-000435,-0.16172376354693702
ACH-000436,0.3831911657802096
ACH-000444,0.12940815613494394
ACH-000445,0.11816857403714895
ACH-000448,0.07745865630008765
ACH-000450,0.3121370429936978
ACH-000452,0.04536005087258571
ACH-000454,0.08579138286858648
ACH-000458,0.12845845704092448
ACH-000459,0.6854519761089537
ACH-000460,0.061125440033902974
ACH-000461,0.17434183109393547
ACH-000463,0.11461926366428328
ACH-000464,0.20636288194385316
ACH-000466,0.15139590539105655
ACH-000467,-0.04258507592640107
ACH-000468,0.12214000707354936
ACH-000469,0.043311887231760125
ACH-000470,-0.05489523144642961
ACH-000471,0.0559710697680567
ACH-000472,0.1336243002899927
ACH-000473,0.2376415648657591
ACH-000475,0.1576559920335056
ACH-000476,-0.030265746734565925
ACH-000477,0.20193104369483686
ACH-000479,0.3861455693499433
ACH-000480,0.10131023528676597
ACH-000481,0.06642899106110665
ACH-000483,0.2613152019097288
ACH-000484,-0.01768663375506167
ACH-000485,0.18762707645978804
ACH-000486,0.2198387652881582
ACH-000487,0.029221370329491205
ACH-000488,0.14532411662804995
ACH-000490,0.09533865634939856
ACH-000491,0.476078211295987
ACH-000495,0.5122660588329112
ACH-000496,0.2387098685320169
ACH-000499,0.2971076235686223
ACH-000500,-0.16423859933938184
ACH-000502,0.08712131341464828
ACH-000503,-0.04812163919409206
ACH-000505,0.1318433850623745
ACH-000507,-0.0030115287398170647
ACH-000510,0.17926339381480053
ACH-000511,0.16736283164568125
ACH-000512,0.052459709641108486
ACH-000516,-0.03918060534989182
ACH-000517,0.0925579721665277
ACH-000518,0.1029075673412011
ACH-000520,0.21056128554265066
ACH-000521,0.24287743144557675
ACH-000522,0.0423831347045732
ACH-000524,0.18289856990605846
ACH-000527,0.08414149413842573
ACH-000528,0.1760230962265685
ACH-000537,0.07123961615101612
ACH-000541,0.14198233207166167
ACH-000542,0.16091747642044707
ACH-000544,0.10637668017123704
ACH-000545,0.22039502094149527
ACH-000547,0.19618040434409284
ACH-000548,0.07368230798531597
ACH-000549,0.2722928935613803
ACH-000550,0.3055528087222714
ACH-000552,0.022151156522586996
ACH-000556,0.11411746528456468
ACH-000557,0.06520351973035839
ACH-000569,0.27620300590248303
ACH-000570,0.2049519919630056
ACH-000571,0.051688072473057456
ACH-000573,0.09993583289690486
ACH-000576,0.1564303790236467
ACH-000579,0.1663965475104159
ACH-000580,0.4146816795275603
ACH-000584,0.15585683726012975
ACH-000585,-0.012551922026139034
ACH-000588,0.7524629550685044
ACH-000589,0.11632390329355227
ACH-000591,0.2414833039212539
ACH-000593,0.28444449298802904
ACH-000600,0.04730956032103478
ACH-000601,0.11304134903742373
ACH-000605,0.10461997789997024
ACH-000606,0.013827249146286595
ACH-000608,0.05170563462364736
ACH-000614,0.08588464391352572
ACH-000616,0.245031617514402
ACH-000618,0.004683866048001412
ACH-000619,0.30118606914226104
ACH-000620,0.11116777966927822
ACH-000621,0.17018996104095507
ACH-000622,-0.0955552012676118
ACH-000623,-0.005310572261811268
ACH-000624,0.1284664462475918
ACH-000627,0.057657510471475874
ACH-000630,0.12179171962268705
ACH-000631,-0.1709408067987069
ACH-000632,0.18937603726657967
ACH-000633,0.006654095760390767
ACH-000637,0.06250384725144854
ACH-000638,0.011160692615561437
ACH-000646,0.11617804335566845
ACH-000647,0.11309664497193232
ACH-000648,0.584385063481729
ACH-000649,0.11155408042392473
ACH-000651,0.08308657138743994
ACH-000652,0.35275993560663177
ACH-000653,0.6920381869878786
ACH-000657,0.13199102299869878
ACH-000658,0.2425916503647948
ACH-000661,0.046882642095299416
ACH-000662,0.10614742023924296
ACH-000663,0.7949118657306835
ACH-000665,0.09371248408764336
ACH-000671,0.23978012091164985
ACH-000672,-0.05664906422194254
ACH-000673,0.2932428277219661
ACH-000676,0.14600357358400384
ACH-000677,0.191290469436372
ACH-000681,0.1985616488409788
ACH-000683,0.15525210553737356
ACH-000684,-0.072398424215246
ACH-000688,-0.030375237340283738
ACH-000693,0.1684435210649352
ACH-000694,0.23725014474585396
ACH-000695,0.008492626242000614
ACH-000696,0.0667818183073245
ACH-000697,0.026203942053770257
ACH-000699,0.11731466142881955
ACH-000701,0.0418378453259622
ACH-000706,-0.018822083721065284
ACH-000711,0.07612767315063652
ACH-000713,0.09602337722879048
ACH-000714,-0.03748152746711424
ACH-000718,-0.09412998149820977
ACH-000720,0.061836734014841965
ACH-000721,0.08856479649734893
ACH-000724,0.2378733728146888
ACH-000725,0.16328761497360852
ACH-000732,0.004227970756322519
ACH-000734,0.18527271477996526
ACH-000735,0.1666060006523894
ACH-000736,0.07114906133344917
ACH-000738,0.1015903646867334
ACH-000746,0.14931414260174228
ACH-000747,0.10322653569033197
ACH-000748,0.004131763626552668
ACH-000753,0.16796652899188452
ACH-000756,0.05131610303858651
ACH-000757,0.18779552550960865
ACH-000758,0.2629591147456459
ACH-000760,-0.00042155502970486514
ACH-000762,0.1285265922819185
ACH-000763,0.006956765412503317
ACH-000764,-0.09603765817852687
ACH-000765,0.08033086510760244
ACH-000766,0.21687568117922307
ACH-000767,0.3681490858225213
ACH-000768,0.16538779352331878
ACH-000769,0.12487436864675322
ACH-000770,0.15656837102516305
ACH-000771,0.10608213918960896
ACH-000773,0.0354320900813683
ACH-000776,0.25016350439621154
ACH-000777,0.06732380808448774
