,ACAD8 (27034)
ACH-000004,0.21389028678225686
ACH-000005,-0.2267344795491748
ACH-000007,0.05355174912000369
ACH-000009,0.13018159788663666
ACH-000011,0.1831961490383432
ACH-000012,0.10743332094906964
ACH-000013,0.2571116894720902
ACH-000014,0.0992818794296384
ACH-000015,0.23923975036152975
ACH-000017,0.054920527419586286
ACH-000018,0.2369733897135647
ACH-000019,0.14801938076341106
ACH-000021,0.2541769257867123
ACH-000022,0.12010835379726305
ACH-000025,0.2926686267620961
ACH-000028,0.19391469965300026
ACH-000030,0.20086426760594808
ACH-000035,0.20201976652465387
ACH-000036,0.1592398287271714
ACH-000037,0.07814403624273142
ACH-000039,0.0833293299957942
ACH-000040,0.1527601600583189
ACH-000041,0.09057081186726364
ACH-000042,0.2606608441713021
ACH-000045,0.19010710078895626
ACH-000047,0.06834509463406377
ACH-000052,0.2229568850282561
ACH-000053,0.12163789797329165
ACH-000054,0.1253896071054638
ACH-000055,0.0704518445033063
ACH-000060,0.15175141118214774
ACH-000067,0.2346659718370061
ACH-000070,0.20335868905609647
ACH-000075,0.1014676457253698
ACH-000078,0.0376056998736179
ACH-000082,0.153399437296514
ACH-000085,0.06095476635590762
ACH-000086,0.3268818308286016
ACH-000087,0.28558125213145336
ACH-000092,0.18577860527246706
ACH-000095,0.1150352108160296
ACH-000097,0.1162056900523067
ACH-000098,0.11759554890103828
ACH-000099,0.016114582975053582
ACH-000108,0.17147694016804613
ACH-000113,0.3264799602502686
ACH-000116,0.3340358150283454
ACH-000118,0.13384200977598948
ACH-000120,0.15010707976842244
ACH-000123,0.019844411959275644
ACH-000127,0.21311918544584896
ACH-000128,0.14671577028839788
ACH-000132,0.08871387737321376
ACH-000133,0.17330231417463196
ACH-000137,0.10720577841071577
ACH-000138,0.07776251893419217
ACH-000142,0.2074619388738191
ACH-000143,0.1424567274981164
ACH-000146,0.15064361289340988
ACH-000148,0.16571839847536404
ACH-000150,0.16443077825227845
ACH-000152,0.22328534466193986
ACH-000153,0.027970723189297456
ACH-000159,0.12863509562534126
ACH-000160,0.3485016043808781
ACH-000163,0.1225744146268223
ACH-000167,0.4302040819783781
ACH-000168,0.1970797208805637
ACH-000169,0.1756239563260276
ACH-000178,0.1255589999286986
ACH-000183,0.1186192354645237
ACH-000188,0.12700718836653585
ACH-000189,0.15886504169753146
ACH-000190,0.2547579539400242
ACH-000198,0.11416179912899145
ACH-000203,-0.05642765316669734
ACH-000204,0.03853272379450683
ACH-000206,0.17104306850418965
ACH-000207,0.2493385945161383
ACH-000208,0.3488573410015674
ACH-000210,0.5129769950727584
ACH-000211,0.1590224069644908
ACH-000215,0.1222101728815518
ACH-000221,0.2357351806175587
ACH-000222,0.2012102621844994
ACH-000223,0.0846760901840213
ACH-000226,0.15313467345325107
ACH-000227,0.1176546108693394
ACH-000228,0.2478121723107077
ACH-000231,0.11929143797953574
ACH-000232,0.21843920702501568
ACH-000233,0.1931799084313487
ACH-000234,0.2827687161770898
ACH-000235,0.1713101691345362
ACH-000237,0.16228100867476902
ACH-000238,0.3477249821314125
ACH-000242,0.4902792308776894
ACH-000243,0.18213297885334687
ACH-000244,0.17967181081989214
ACH-000246,0.14596201956534988
ACH-000248,0.3247509677026181
ACH-000250,0.2266485166406076
ACH-000251,0.13534244175731186
ACH-000252,0.21252041732633148
ACH-000253,0.20293782574393987
ACH-000255,0.2518601618663231
ACH-000256,0.18874109285942794
ACH-000257,0.0337627100088697
ACH-000258,0.23995639173082914
ACH-000259,0.15091100740377886
