,RARRES2 (5919)
ACH-000004,-0.19293634653509456
ACH-000005,0.031044256717196364
ACH-000007,-0.1709452707143125
ACH-000009,-0.3260737676594133
ACH-000011,-0.5073039345783459
ACH-000012,-0.20774135504462926
ACH-000013,-0.2496151660365653
ACH-000014,-0.5594584163181685
ACH-000015,-0.2455500291194989
ACH-000017,-0.32581895698792
ACH-000018,-0.15287929106498455
ACH-000019,-0.2526186154606656
ACH-000021,-0.31772552063048554
ACH-000022,-0.3390860868721527
ACH-000025,-0.30812444699990665
ACH-000028,-0.3235293301795139
ACH-000030,-0.36421313409777706
ACH-000035,-0.3918945955286056
ACH-000036,-0.4166549641702453
ACH-000037,-0.17072525807639585
ACH-000039,-0.3880098083945217
ACH-000040,-0.4276130498277124
ACH-000041,-0.3705069691094369
ACH-000042,-0.21654877093588148
ACH-000045,-0.3047262473873241
ACH-000047,-0.2871045379074572
ACH-000052,-0.2628140071940131
ACH-000053,-0.23898101344302955
ACH-000054,-0.4092782108664476
ACH-000055,-0.11554867152553865
ACH-000060,-0.3545560853370099
ACH-000067,-0.3885996652703277
ACH-000070,-0.2384058780697287
ACH-000075,-0.16123376070487566
ACH-000078,-0.3872392359817315
ACH-000082,-0.384224535242765
ACH-000085,-0.4358424854994421
ACH-000086,-0.20831823211212236
ACH-000087,-0.3528428819186134
ACH-000092,-0.2661857061466117
ACH-000095,-0.3520282685685516
ACH-000097,-0.3155157137996975
ACH-000098,-0.3714706831655025
ACH-000099,-0.36301279949879217
ACH-000108,-0.2307181946261036
ACH-000113,-0.17483803680420335
ACH-000116,-0.2551740104126249
ACH-000118,-0.2865119912321804
ACH-000120,-0.3274118749010585
ACH-000123,-0.3203849746747885
ACH-000127,-0.3166024475188001
ACH-000128,-0.3735718299513525
ACH-000132,-0.4741762005651885
ACH-000133,-0.27598886470191
ACH-000137,-0.1757555044277014
ACH-000138,-0.19128644073691645
ACH-000142,-0.13602464707689393
ACH-000143,-0.2494357067192783
ACH-000146,-0.21212006736271835
ACH-000148,-0.2164011764221926
ACH-000150,-0.2964334785019557
ACH-000152,-0.38548321936797403
ACH-000153,-0.09630372568479224
ACH-000159,-0.4171333570791456
ACH-000160,-0.0996198260185844
ACH-000163,-0.13467522627271755
ACH-000167,-0.2407493535492803
ACH-000168,-0.2386080558527177
ACH-000169,-0.29482708868293
ACH-000178,-0.29577850970107344
ACH-000183,-0.2648736959682895
ACH-000188,-0.3197023695628694
ACH-000189,-0.28910942245249793
ACH-000190,-0.03132061300559675
ACH-000198,-0.23421293473554705
ACH-000203,-0.040214378862339736
ACH-000204,-0.0262048553417316
ACH-000206,-0.09402465609542683
ACH-000207,-0.2788922936333179
ACH-000208,-0.2147314532756566
ACH-000210,-0.44155378900581305
ACH-000211,-0.3550430938927235
ACH-000215,-0.2795212478447708
ACH-000221,-0.2343905733527825
ACH-000222,-0.19799951778484354
ACH-000223,-0.2231088047559402
ACH-000226,-0.3519725481570895
ACH-000227,-0.5282055205618835
ACH-000228,-0.12354056598227538
ACH-000231,-0.3748258029373481
ACH-000232,-0.5506885328655524
ACH-000233,-0.1440272030554906
ACH-000234,-0.4587772312804601
ACH-000235,-0.2273663889281932
ACH-000237,-0.2807116448421091
ACH-000238,-0.2526132733324879
ACH-000242,-0.6498816926143616
ACH-000243,-0.18808211408613687
ACH-000244,-0.29608465161299163
ACH-000246,-0.17325132092166082
ACH-000248,-0.28600719392606205
ACH-000250,-0.25378936597229984
ACH-000251,-0.31994360968165503
ACH-000252,-0.2466858365330866
ACH-000253,-0.2627737349784833
ACH-000255,-0.16704767142733784
ACH-000256,-0.4386051118818751
ACH-000257,-0.32400093351444004
ACH-000258,-0.3174148297817104
ACH-000259,-0.2971397091081358
ACH-000260,-0.3744182693840801
