,ALDOC (230)
ACH-000183,-0.2365069195745424
ACH-000188,-0.32214891697263337
ACH-000189,-0.20231739567264373
ACH-000190,-0.11047001716691744
ACH-000198,-0.08926504803785805
ACH-000203,0.2333418482933591
ACH-000204,-0.1606395816638791
ACH-000206,-0.13031909842985487
ACH-000207,-0.1324499505354746
ACH-000208,-0.24944430597638964
ACH-000210,-0.1501960606266058
ACH-000211,-0.13294095436379375
ACH-000215,-0.1321743257201316
ACH-000221,-0.17285792400833735
ACH-000222,-0.20510357316236755
ACH-000223,0.01023765388055272
ACH-000226,-0.02102455795491501
ACH-000227,-0.07985213674047015
ACH-000228,-0.293046925867938
ACH-000231,-0.16012592826543326
ACH-000232,0.0042683837189378725
ACH-000233,-0.08305225551227331
ACH-000234,-0.36441204472214506
ACH-000235,-0.2849426501615763
ACH-000237,0.021762945686683244
ACH-000238,-0.3973699231646449
ACH-000242,-0.1036189720751545
ACH-000243,-0.17821347894428569
ACH-000244,-0.2033048828081662
ACH-000246,-0.009806355799985959
ACH-000248,-0.4263360904110626
ACH-000250,-0.1274496663257173
ACH-000251,-0.2363488402064559
ACH-000252,-0.3914260144599769
ACH-000253,-0.08798572917726005
ACH-000255,-0.4041455873691801
ACH-000256,-0.2786132758632272
ACH-000257,0.01136696618067234
ACH-000258,-0.1344158230269698
ACH-000259,-0.14520314395551084
ACH-000260,-0.04068875491705014
ACH-000261,-0.1291138329797772
ACH-000262,-0.09749936283898432
ACH-000263,-0.16712699816471716
ACH-000264,-0.13405590666672385
ACH-000265,-0.23381638467801824
ACH-000266,-0.0653261345132747
ACH-000272,-0.08262901319798753
ACH-000274,-0.2809352084494934
ACH-000277,-0.23640457198365025
ACH-000278,-0.02292724205688116
ACH-000279,-0.1672743454069532
ACH-000280,-0.18244442042470702
ACH-000281,-0.08135431594532133
ACH-000288,-0.2403846399201679
ACH-000291,-0.07892542926346832
ACH-000293,-0.16166498170564134
ACH-000294,-0.16128549957062094
ACH-000295,-0.22464589551316155
ACH-000296,-0.35828067548640136
ACH-000302,-0.1903790029033272
ACH-000304,0.037928126418297715
ACH-000307,-0.2121604424867398
ACH-000308,-0.08102604178872863
ACH-000310,-0.04053140662803312
ACH-000311,-0.2301400987343712
ACH-000312,-0.07229746747217282
ACH-000315,-0.2011410023188744
ACH-000316,-0.4046201586087417
ACH-000317,-0.1444793968113449
ACH-000318,-0.14616861380720472
ACH-000319,-0.3414344066374017
ACH-000320,-0.06109914556476781
ACH-000322,-0.19785928403523972
ACH-000323,-0.1865062668468592
ACH-000324,-0.1239597554442302
ACH-000329,-0.2395878848500273
ACH-000330,-0.14158907471136858
ACH-000331,-0.1172316928106278
ACH-000332,-0.030999480252626256
ACH-000334,-0.3925993418230452
ACH-000335,-0.12144005909447855
ACH-000336,0.084576459589761
ACH-000337,-0.3789379185934861
ACH-000338,-0.5006400042559168
ACH-000339,-0.1848668131048517
ACH-000341,-0.04234202370610535
ACH-000348,-0.22322749594942248
ACH-000350,-0.32918380801972
ACH-000352,-0.053562697655151786
ACH-000356,-0.15677804870426895
ACH-000361,-0.20143054527578
ACH-000362,-0.07557085330033993
ACH-000363,-0.11273073500278735
ACH-000364,-0.14323089753542734
ACH-000365,-0.15610752372545278
ACH-000366,-0.1697461072119507
ACH-000368,-0.056395707465254075
ACH-000374,-0.17829839173029075
ACH-000375,-0.07861099210928367
ACH-000376,-0.09956851351024283
ACH-000381,-0.22927987457018265
ACH-000383,-0.2681464068952205
ACH-000387,-0.16462839807946394
ACH-000389,-0.15953072510649766
ACH-000390,-0.2602371905966242
ACH-000393,-0.079445846295123
ACH-000395,0.12147381355809378
ACH-000396,-0.4202191846329816
ACH-000397,-0.04823923373664068
ACH-000401,-0.2261946849695554
ACH-000402,0.007177900804990031
ACH-000403,-0.24318282615132614
ACH-000404,-0.14728492278449576
ACH-000406,-0.1493134152841214
ACH-000407,-0.16405340355249648
ACH-000408,-0.09776491403201977
ACH-000410,-0.15367377926459222
ACH-000411,0.02714182054737396
ACH-000414,-0.19923715827246652
ACH-000415,-0.3497547809846843
ACH-000416,-0.20081677522863214
ACH-000420,-0.25743470256120704
ACH-000421,-0.3537176158184404
ACH-000424,-0.15560564323072454
ACH-000425,-0.24460086207882464
ACH-000426,-0.021012458770030357
ACH-000427,-0.39380911350596254
ACH-000433,-0.3467959285399779
ACH-000435,-0.26570810976737513
ACH-000436,-0.0677600728484623
ACH-000444,-0.1876237302892956
ACH-000445,-0.2949571076090711
ACH-000448,-0.17999859357201853
ACH-000450,-0.378586699348991
ACH-000452,-0.13932569959062593
ACH-000454,0.1748162304661479
ACH-000458,-0.19807921385135
ACH-000459,-0.1390888414959474
ACH-000460,-0.07088436634387474
ACH-000461,-0.2278380827413862
ACH-000463,-0.17629593490489226
ACH-000464,-0.03001625742268325
ACH-000466,-0.18458413323823444
ACH-000467,-0.24049251067106506
ACH-000468,-0.19462778988735988
ACH-000469,-0.19005340307783725
ACH-000470,-0.2578054669244195
ACH-000471,-0.24256824715496544
ACH-000472,-0.19791667518181494
ACH-000473,-0.29066750122204954
ACH-000475,-0.282430128428908
ACH-000476,-0.19691199834270665
ACH-000477,-0.02412862939461888
ACH-000479,-0.21822684564928446
ACH-000480,-0.11741339044459535
ACH-000481,-0.3226569949881909
ACH-000483,-0.11821902712864832
ACH-000484,-0.029505874198554924
ACH-000485,-0.2880452954812521
ACH-000486,-0.2546423535804785
ACH-000487,-0.09643426482180274
ACH-000488,-0.2504156827234574
ACH-000490,-0.12329014167952172
ACH-000491,-0.3739171763207153
ACH-000495,-0.1568318369924038
ACH-000496,-0.23503662446870885
ACH-000499,-0.1755843280027617
ACH-000500,0.3013890384166121
ACH-000502,-0.3229892084876115
ACH-000503,-0.06574071168915642
ACH-000505,-0.035646542567861435
ACH-000507,-0.12656271607327232
ACH-000510,-0.1356411040611536
ACH-000511,-0.2864219122735598
ACH-000512,-0.10729632479206858
ACH-000516,-0.21914508819548226
ACH-000517,-0.103894007038435
ACH-000518,-0.1903886135680325
ACH-000520,-0.164467407421199
ACH-000521,-0.2508580901405723
ACH-000522,-0.0956542285375528
ACH-000524,-0.24921361478967935
ACH-000527,-0.1678859406789489
ACH-000528,-0.08741182706986653
ACH-000537,-0.2907134307734589
ACH-000541,0.04481141424699719
ACH-000542,-0.27240590942749704
ACH-000544,-0.4551132491972656
ACH-000545,-0.2539239041830946
ACH-000547,-0.107026804403531
ACH-000548,-0.1283595635590001
ACH-000549,-0.2570430034498781
ACH-000550,-0.16650398204315645
ACH-000552,-0.3416276253492963
ACH-000556,-0.23046010394156566
ACH-000557,-0.20962141159375666
ACH-000569,-0.14789373083618607
ACH-000570,-0.23390030933132624
ACH-000571,-0.2526778451336377
ACH-000573,-0.07204894974727949
ACH-000576,0.005941836518466244
ACH-000579,0.05860935769231802
ACH-000580,0.05477354680662637
ACH-000584,-0.16502770555236773
ACH-000585,-0.04810335241036021
ACH-000588,-0.17210611811668064
ACH-000589,-0.2522341092431953
ACH-000591,-0.1522288155077739
ACH-000593,-0.3584027992253882
ACH-000600,-0.1849030631288085
ACH-000601,-0.10932267394189084
ACH-000605,-0.1213780030338882
ACH-000606,-0.1549810070508906
ACH-000608,-0.3453728506214173
ACH-000614,0.0074187201518648984
ACH-000616,-0.11654073955963805
ACH-000618,-0.14975516202696038
ACH-000619,-0.14721354922361818
ACH-000620,-0.11884600624773772
ACH-000621,-0.0993655298425463
ACH-000622,-0.074617098231528
ACH-000623,-0.11662629731124775
ACH-000624,-0.06295143188188326
ACH-000627,-0.08894050464477822
ACH-000630,-0.03937765097752178
ACH-000631,-0.1136538459628992
ACH-000632,-0.030295882904347062
ACH-000633,-0.09912016018368873
ACH-000637,-0.10994040089011564
ACH-000638,-0.14607821780836594
ACH-000646,-0.10107095951217636
ACH-000647,-0.2959427307353235
ACH-000648,-0.1746467391007402
ACH-000649,-0.1830897173130821
ACH-000651,-0.1749489840750056
ACH-000652,0.12193121590821444
ACH-000653,-0.2554996679258879
ACH-000657,-0.3664936121827421
ACH-000658,-0.2035646004984223
ACH-000661,-0.2750773232435633
ACH-000662,-0.41052572590741204
ACH-000663,-0.3154114444308239
ACH-000665,-0.13806777504788975
ACH-000671,-0.11341023178913726
ACH-000672,-0.191889685733119
ACH-000673,-0.2359778058008636
ACH-000676,-0.14805979930417365
ACH-000677,-0.2059148941249558
ACH-000681,-0.2923288740095001
ACH-000683,-0.16342918449061308
ACH-000684,-0.0941890189001854
ACH-000688,-0.2122848178492347
ACH-000693,-0.1446930095938735
ACH-000694,-0.1737897288207409
ACH-000695,-0.18036636930784666
ACH-000696,-0.2231789922059675
ACH-000697,-0.4820868343200196
ACH-000699,-0.032289534952406336
ACH-000701,-0.070412157130742
ACH-000706,-0.1137815928574956
ACH-000711,-0.3408096175591957
ACH-000713,-0.30785268855210624
ACH-000714,-0.2556767343785569
ACH-000718,-0.17539171024579106
ACH-000720,-0.14599675150782554
ACH-000721,-0.1699425414284428
ACH-000724,-0.3506779147452139
ACH-000725,-0.26626675951017964
ACH-000732,-0.4330956692285956
ACH-000734,0.07601900070468086
ACH-000735,-0.3019961440192064
ACH-000736,-0.3071322484360254
ACH-000738,0.02126929900116881
ACH-000746,-0.2214970131211167
ACH-000747,-0.2729630735188455
ACH-000748,-0.10311961195907794
ACH-000753,-0.13250758014859598
ACH-000756,-0.3335006414977828
ACH-000757,-0.0019108206540565157
ACH-000758,-0.06684405848360088
ACH-000760,-0.05221993649901081
ACH-000762,-0.2466735169335987
ACH-000763,0.01141549002106857
ACH-000764,-0.2875910075106982
ACH-000765,-0.08853304473057723
ACH-000766,-0.11858936368960782
ACH-000767,-0.15197286797962373
ACH-000768,0.002197708775374954
ACH-000769,-0.2070700863782068
ACH-000770,-0.17458273642440655
ACH-000771,-0.31093043027606715
ACH-000773,-0.13761627681455302
ACH-000776,-0.21254539475730727
ACH-000777,-0.009018316666284784
ACH-000778,-0.14951264656753954
ACH-000781,-0.2274146865294825
ACH-000782,-0.06891162643956117
ACH-000783,-0.036197395171282114
ACH-000784,-0.08698547051579596
ACH-000785,-0.16051009551639334
ACH-000787,-0.07241492087208809
ACH-000788,-0.024001688694197425
ACH-000791,-0.3493768154819759
ACH-000792,-0.15685606227537527
ACH-000794,-0.2511420542605781
ACH-000796,-0.013580732314933288
ACH-000798,-0.11462826242917044
ACH-000799,-0.24898714478516046
ACH-000800,-0.3732436004243214
ACH-000802,-0.21120474811491616
ACH-000804,0.01671026958817541
ACH-000805,-0.04056816656866573
ACH-000809,-0.4585585469197648
ACH-000810,-0.17248765675245306
ACH-000811,-0.3515737657386987
ACH-000817,-0.22587756238980602
ACH-000819,-0.05230441485030092
ACH-000820,-0.4024523845874107
ACH-000821,-0.14470813619718428
ACH-000822,-0.1027960378069842
ACH-000823,-0.1810758040822225
ACH-000824,-0.17289088571711705
ACH-000827,-0.08200895914256617
ACH-000829,-0.14271573056503792
ACH-000831,-0.13938733902085332
ACH-000832,-0.14472418733760775
ACH-000833,-0.14463900778777894
ACH-000834,-0.2361418752661559
ACH-000835,0.01777138210557052
ACH-000836,-0.12405577216442945
ACH-000837,-0.1364463361309911
ACH-000838,-0.23917413450768016
ACH-000839,-0.1317327875422631
ACH-000840,-0.30497592146389635
ACH-000841,-0.3324955917232749
ACH-000843,-0.11020534459497199
ACH-000846,-0.002992236381585351
ACH-000847,-0.09224077173606916
ACH-000848,-0.24977172540582884
ACH-000849,-0.11523688331176685
ACH-000851,-0.06918174777611573
ACH-000855,-0.08850561565510902
ACH-000856,-0.2884236701204553
ACH-000858,-0.3236717023347529
ACH-000859,-0.34933680648284626
ACH-000861,-0.07897095464306501
ACH-000862,-0.16028536934616588
ACH-000865,-0.13238368196660935
ACH-000866,-0.2951488804792225
ACH-000867,-0.20448876467120347
ACH-000869,-0.3875272605837344
ACH-000872,-0.1962745729486997
ACH-000873,0.1425303770885117
ACH-000876,-0.16798206004087654
ACH-000878,0.013540480086465379
ACH-000880,-0.411477070095106
ACH-000881,-0.1545412769405088
ACH-000882,-0.13263545897563725
ACH-000884,-0.24554393331448676
ACH-000885,-0.1883760284983968
ACH-000887,-0.23091567752158826
ACH-000889,-0.2628952925936813
ACH-000896,-0.07028706285223943
ACH-000898,-0.20034300830643928
ACH-000900,-0.3262864549223392
ACH-000901,-0.2602761297818685
ACH-000905,-0.13632634346342354
ACH-000906,-0.16125450270249775
ACH-000907,-0.08510514381776328
ACH-000910,-0.038977074140853316
ACH-000911,-0.23795433362308205
ACH-000912,-0.3249129941463071
ACH-000913,-0.14300050472988912
ACH-000915,-0.0437054001057027
ACH-000916,0.05080945091845912
ACH-000917,-0.1878650479938428
ACH-000920,-0.3101779970737766
ACH-000921,-0.15292233934729788
ACH-000924,-0.02438660724141141
ACH-000926,-0.3391401049492841
ACH-000928,-0.23677347418857864
ACH-000929,-0.182440964108368
ACH-000932,-0.2723985400739428
ACH-000935,-0.4649198626857634
ACH-000936,-0.3613676326153231
ACH-000937,-0.12003022735791125
ACH-000938,-0.13110591638297509
ACH-000939,-0.3245971916074661
ACH-000941,-0.3881073262935262
ACH-000943,-0.40521421545656255
ACH-000946,-0.3196358764465577
ACH-000947,-0.15094889467724426
ACH-000948,-0.297308371779382
ACH-000950,-0.0627025399924542
ACH-000953,-0.22417121921735905
ACH-000954,-0.4119389496236832
ACH-000957,-0.06157245164646759
ACH-000958,-0.3498169903336861
ACH-000960,-0.2103113656193202
ACH-000963,-0.09026906409347288
ACH-000968,0.04817526657936288
ACH-000969,-0.3039529386348524
ACH-000972,-0.3026934643968587
ACH-000973,-0.12912118263024666
ACH-000974,-0.5153191963124965
ACH-000978,0.08084782087214724
ACH-000984,-0.3205289100346265
ACH-000986,-0.31821671081986125
ACH-000988,-0.18180553102470048
ACH-000993,-0.4927522775044073
ACH-000994,-0.1951780646703074
ACH-000996,-0.3023681672846285
ACH-001001,-0.17185448572623802
ACH-001020,-0.28066238281665656
ACH-001028,-0.16632794784086533
ACH-001031,-0.23275168409355296
ACH-001038,-0.12898730361114547
ACH-001048,-0.16105502680059144
ACH-001050,-0.20866521984812453
ACH-001053,-0.017456886042598062
ACH-001054,-0.08050000201694914
ACH-001061,-0.13986765282267227
ACH-001067,-0.3025467806902021
ACH-001075,-0.0783584501405046
ACH-001096,-0.00015949756381364964
ACH-001111,-0.3125751311777063
ACH-001119,-0.3797211411973113
ACH-001128,-0.4061172420210318
ACH-001134,-0.17501646627245826
ACH-001151,-0.113098915391288
ACH-001163,-0.29454721737410905
ACH-001164,0.045051946424926936
ACH-001183,0.0432428094984211
ACH-001192,-0.3011651975095869
ACH-001193,-0.4005754685483192
ACH-001196,-0.20233091144451965
ACH-001197,-0.1531682796406766
ACH-001205,-0.02753817876345813
ACH-001211,-0.12976638579902858
ACH-001212,-0.19447870716256604
ACH-001228,-0.25475928702732176
ACH-001232,-0.12007039677922915
ACH-001239,-0.1423885239864386
ACH-001270,-0.21558375325115992
ACH-001274,-0.2021481992151917
ACH-001275,-0.20612160448444428
ACH-001277,-0.3504808887888297
ACH-001278,-0.2820818172112766
ACH-001280,-0.4933147452119221
ACH-001283,-0.13238512020724405
ACH-001289,0.01532035910767151
ACH-001300,-0.1850255232517287
ACH-001301,-0.035768137294555934
ACH-001302,-0.028491903482686667
ACH-001306,-0.03685254517993914
ACH-001318,-0.08967537542751902
ACH-001322,-0.3506273930254393
ACH-001328,-0.3165331742110961
ACH-001332,-0.4247629427824568
ACH-001336,0.010432972037792818
ACH-001346,-0.310527562651211
ACH-001353,-0.3536408511372559
ACH-001354,-0.3369349155192206
ACH-001367,-0.20439641655685853
ACH-001368,-0.300013043801146
ACH-001374,-0.5200068404092496
ACH-001377,-0.3777291361320269
ACH-001380,-0.07115704185354335
ACH-001391,-0.08673905009681306
ACH-001408,-0.1903375462422331
ACH-001430,-0.2414534599159275
ACH-001431,0.02418796296691224
ACH-001450,-0.17088227738643258
ACH-001496,-0.2125694914834407
ACH-001500,-0.17644975456539672
ACH-001523,-0.17101497356724218
ACH-001532,-0.2273148471958633
ACH-001550,-0.17841347940389435
ACH-001552,-0.17714714089007474
ACH-001554,-0.09065318821045998
ACH-001654,-0.13517313749226256
ACH-001735,-0.2178040433246848
ACH-001736,-0.20045609196776046
ACH-001737,-0.07866075811184077
ACH-001740,-0.05848426806505939
ACH-001745,-0.0015322036229231078
ACH-001765,-0.2106950920941484
