,PILRB (29990)
ACH-000004,-0.07091249493352167
ACH-000005,0.1497763640867536
ACH-000007,-0.11302419083969055
ACH-000009,-0.10124917066743644
ACH-000011,-0.05707153952148707
ACH-000012,-0.14641595182303405
ACH-000013,0.0438969089789926
ACH-000014,-0.09594577499560676
ACH-000015,0.026069354066669652
ACH-000017,-0.06963835419004949
ACH-000018,-0.1682191466369927
ACH-000019,0.004878815687322698
ACH-000021,-0.22091620525452654
ACH-000022,-0.035616382004276206
ACH-000025,-0.06901840001057467
ACH-000028,-0.16915003419435964
ACH-000030,0.057364668470113775
ACH-000035,-0.02685567371670431
ACH-000036,-0.16633791454997054
ACH-000037,-0.11240691288356504
ACH-000039,-0.24006888263188
ACH-000040,0.014529666236661838
ACH-000041,0.019073853517698844
ACH-000042,0.08179378031509175
ACH-000045,-0.0346004690201939
ACH-000047,-0.19345418985247792
ACH-000052,-0.18621824719945707
ACH-000053,-0.06277916315434133
ACH-000054,0.026232274791291216
ACH-000055,-0.23618251209885144
ACH-000060,0.11306187381225664
ACH-000067,-0.046471504550497006
ACH-000070,-0.035469608894340275
ACH-000075,-0.1561110163749846
ACH-000078,-0.0707244841251647
ACH-000082,-0.009265630869486277
ACH-000085,-0.046258708436710434
ACH-000086,0.026086842933327192
ACH-000087,0.12922053162550545
ACH-000092,-0.06245265873991705
ACH-000095,-0.24271369653579075
ACH-000097,-0.16780024256119289
ACH-000098,-0.0384940486657155
ACH-000099,-0.1571260158655553
ACH-000108,-0.09047514736694824
ACH-000113,-0.03894098486630988
ACH-000116,-0.16112087279881004
ACH-000118,0.016782816146102657
ACH-000120,-0.1353854613531746
ACH-000123,0.046242218545835836
ACH-000127,-0.02759484456993869
ACH-000128,0.0696853497582705
ACH-000132,-0.16225939851706755
ACH-000133,-0.127916144034807
ACH-000137,-0.173303732564411
ACH-000138,-0.06688029236602777
ACH-000142,-0.17696557489638784
ACH-000143,-0.10983764583263676
ACH-000146,-0.05916888572436695
ACH-000148,-0.09796163149536001
ACH-000150,-0.02164471967122793
ACH-000152,-0.14750599426259156
ACH-000153,0.189447178584888
ACH-000159,-0.2717737598186349
ACH-000160,-0.037929536158454964
ACH-000163,-0.1323307456164867
ACH-000167,-0.4116023043519969
ACH-000168,0.030224597791727294
ACH-000169,0.03555822445028045
ACH-000178,-0.03817986720881435
ACH-000183,0.15934339221994456
ACH-000188,-0.15144812377860736
ACH-000189,-0.15260011046740862
ACH-000190,-0.07769638812172411
ACH-000198,-0.008076922167059788
ACH-000203,0.10791880966512528
ACH-000204,0.12435209620515485
ACH-000206,0.1000341720735071
ACH-000207,0.10613123968511368
ACH-000208,-0.26000089826593936
ACH-000210,-0.20664911022420165
ACH-000211,-0.0941443293473842
ACH-000215,0.016462152854001516
ACH-000221,-0.4760812768448474
ACH-000222,-0.006301958597565126
ACH-000223,-0.005431106684500172
ACH-000226,-0.11947378072760426
ACH-000227,-0.01888304488756822
ACH-000228,-0.000888319047365674
ACH-000231,-0.0423716065012128
ACH-000232,0.0035645604478450835
ACH-000233,-0.11597173560454575
ACH-000234,-0.05218365645893922
ACH-000235,-0.05788575196190364
ACH-000237,-0.22536382172685895
ACH-000238,-0.1772438549451141
ACH-000242,-0.04325697362527462
ACH-000243,-0.14919753506731245
ACH-000244,-0.6120154810631612
ACH-000246,-0.229910962159924
ACH-000248,-0.1464059369322841
ACH-000250,-0.16659784246855971
ACH-000251,-0.01160439110646139
ACH-000252,-0.004481869916147051
ACH-000253,-0.020498772440332786
ACH-000255,-0.06373001221730717
ACH-000256,-0.014216564952496413
ACH-000257,0.0358363066275058
ACH-000258,-0.1934464665686381
ACH-000259,-0.08189877871554421
ACH-000260,-0.06737083059879831
ACH-000261,-0.07809473718311036
ACH-000262,-0.2852658304870693
ACH-000263,0.07618867787960422
ACH-000264,-0.07471495936401404
ACH-000265,0.08814279604269634
ACH-000266,-0.058952155159182285
ACH-000272,-0.06342234812810167
ACH-000274,-0.1675739896679268
ACH-000277,-0.06501796105062822
ACH-000278,-0.1995701615050077
ACH-000279,-0.1477088585984597
ACH-000280,0.01016957067325016
ACH-000281,0.08205976325448608
ACH-000288,-0.022865963359547485
ACH-000291,-0.04843309221726624
ACH-000293,-0.3781898929241292
ACH-000294,0.14501260888785994
ACH-000295,-0.14344510416979336
ACH-000296,-0.009253259336265338
ACH-000302,-0.05199208616729403
ACH-000304,-0.2017916540443511
ACH-000307,-0.00628172878389808
ACH-000308,-0.08161215057286261
ACH-000310,0.0412560903122054
ACH-000311,0.002558258033086706
ACH-000312,0.014293410882179596
ACH-000315,-0.11129492739932874
ACH-000316,-0.20503474602412544
ACH-000317,-0.18780087438365836
ACH-000318,-0.12425917879321342
ACH-000319,-0.08600816058961541
ACH-000320,0.032210192622032965
ACH-000322,-0.05790200113656786
ACH-000323,-0.012028684389914102
ACH-000324,-0.2353709351997133
ACH-000329,-0.05619011938000003
ACH-000330,0.07081050617284723
ACH-000331,-0.016907270118522083
ACH-000332,-0.1189500228983212
ACH-000334,-0.3518478454302276
ACH-000335,-0.11729396647993208
ACH-000336,0.16102914319480371
ACH-000337,0.1003799843100411
ACH-000338,0.3402328799650525
ACH-000339,-0.1240967059439124
ACH-000341,0.0939230165610313
ACH-000348,-0.10631832818692917
ACH-000350,-0.048387662828972236
ACH-000352,-0.006191782213989073
ACH-000356,-0.07341057817572127
ACH-000361,-0.16749910163650075
ACH-000362,-0.1312672538734055
ACH-000363,-0.013900978934692396
ACH-000364,-0.15040272383649442
ACH-000365,-0.0427079823073224
ACH-000366,-0.08770187831486755
